;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;7;BW 05;3,075804320660473;-5,860236842105263;38;-0,018119904738954636;52,595;-55,176;21,430176191320463;3,476433636838638
1;8;BW 05;3,5041727864420253;46,33166666666667;84;0,09688091574125526;195,865;-22,898;40,42157977792274;4,410355929572077
2;9;BW 05;3,9875761215495134;144,9872830188679;106;0,20574050483335393;463,21;4,438;73,3560536640108;7,1249697842174475
3;10;BW 05;4,485150907545782;289,9026666666667;120;0,2890932025312776;570,302;56,65;92,28960833536286;8,424850051432507
4;11;BW 05;4,99149715199837;436,3312695652174;115;0,3156753745620627;741,368;193,974;102,1849576627204;9,528796435031966
5;12;BW 05;5,5079191876485725;628,1183271604938;162;0,3382171581909321;894,375;310,925;110,17346806903257;8,656045153161388
6;13;BW 05;5,993371766438489;880,5491025641026;156;0,36800758971325;1237,309;587,777;124,62500567916275;9,977986038676415
7;14;BW 05;6,478410413567261;1150,6353475177305;141;0,3807581329301181;1522,212;807,602;166,6916657489847;14,037970653628552
8;15;BW 05;7,00098821053158;1506,144149659864;147;0,39491656420059895;1995,713;1115,682;174,18353408387964;14,36641575596118
9;16;BW 05;7,519789672289836;1916,7039880952382;168;0,4055597208222653;2506,971;1466,798;197,41242573602582;15,230699307605736
10;17;BW 05;7,9830090134003635;2288,0498125;128;0,4046527218517494;2847,652;1691,114;259,97872240084786;22,979089696731812
11;18;BW 05;8,499410094796556;2825,293406593407;91;0,4140130709237803;3488,63;2149,462;301,80132014341933;31,637374760900375
12;19;BW 05;9,009737504627026;3471,103808080808;99;0,4270198240647793;4202,112;2572,006;351,5374251471024;35,33084057516926
13;20;BW 05;9,471619454845458;4118,835724137931;116;0,4361326475913103;5166,286;3056,396;433,73654601218936;40,27142729573996
14;21;BW 05;9,974792677342602;4893,087712643678;87;0,4435966086488822;5767,169;3681,012;404,11309339641116;43,325471292236884
15;22;BW 05;10,476540195230557;5614,916867469879;83;0,43934585113121744;6379,398;4589,503;349,24899280011806;38,33505724684965
16;23;BW 05;11,006521465977682;6194,888140625;64;0,4180228903386705;6380,391;5365,486;215,88168314338566;26,985210392923207
