;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;7;BW 06;3,0062457508339655;1,6386666666666665;6;0,005426677709695291;29,266;;;
1;8;BW 06;3,532326952271391;37,24704761904762;21;0,0760371829578744;103,779;-24,972;33,95116313688854;7,408751190789814
2;9;BW 06;4,03203734793368;149,89089655172418;58;0,20573987340933178;301,565;51,017;53,22222707573775;6,988420786165267
3;10;BW 06;4,52421146976717;280,4052200000001;100;0,27244212219508385;400,833;133,698;58,5236148104025;5,85236148104025
4;11;BW 06;5,004562411453762;432,77483168316814;101;0,31065655140918375;622,424;294,776;62,96930308270361;6,265679840889461
5;12;BW 06;5,473757350406604;621,9824869565218;115;0,34122306688055204;834,536;409,727;75,87815989412691;7,075674894170068
6;13;BW 06;6,003004535546695;864,2046129032259;124;0,3594408357534727;1116,822;630,934;92,43259432915448;8,300692010803077
7;14;BW 06;6,491979416653505;1136,5976666666668;90;0,3737594717396083;1430,835;847,788;124,44718102458684;13,117884680832706
8;15;BW 06;7,006842305353423;1485,996794117647;68;0,38865807188286927;1801,99;1115,981;149,15337601080185;18,08750363852951
9;16;BW 06;7,462110351006598;1880,607738095238;42;0,40722090705752034;2403,742;1690,647;152,49372128794948;23,530292042916173
10;17;BW 06;8,021508400715659;2383,2532413793106;58;0,415450144237631;2863,445;2051,579;184,6274108771605;24,24276673040628
11;18;BW 06;8,490525498523356;2906,3024375;48;0,42722232985580494;3447,032;2575,415;219,94058532141796;31,74568903526113
12;19;BW 06;8,985935706048734;3416,8015064935057;77;0,42368850252575296;4109,167;2925,567;271,1155188343747;30,89648081351917
13;20;BW 06;9,488941157991366;4103,177725490195;51;0,4320996530099684;4857,151;3508,234;363,18183320706333;50,85562879206333
14;21;BW 06;9,996097866450608;4678,671684210527;38;0,42145180872756915;5258,782;4149,62;298,69854622888386;48,455302658942315
15;22;BW 06;10,564023262564492;5469,968314285715;35;0,41745879357309607;5903,122;4836,4;287,2125130688763;48,5477754862861
16;23;BW 06;11,014677656445786;5984,234565217391;23;0,4029118882276388;6353,023;5546,276;252,53655318493912;52,65751141535088
17;24;BW 06;11,500886057935313;6237,428249999999;28;0,3689168656593468;6380,187;5814,238;140,89470868823503;26,626597159568668
18;25;BW 06;11,991387324071416;6366,353428571429;7;0,3321997502053676;6380,551;6322,179;21,33664906412708;8,064495319305612
19;26;BW 06;12,455655304655126;6368,8865;8;0,2965381785673107;6381,163;6351,214;11,597857178929793;4,100461729227169
20;27;BW 06;12,999826572572509;6369,0470000000005;9;0,2608426644982294;6381,071;6345,966;13,636677582901326;4,545559194300442
