;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;7;BW 08;3,1350379856397925;-0,10883333333333312;6;-0,00031779741379297485;14,889;;;
1;8;BW 08;3,5684562058806475;48,786714285714275;28;0,09660003995624333;107,003;-7,282;31,861389533830046;6,02123665224789
2;9;BW 08;4,031974907426921;142,39327941176467;68;0,19545774318045764;290,026;-3,385;55,84226303785889;6,7718690846652105
3;10;BW 08;4,5210995701647425;271,93166019417487;103;0,26475514495811237;418,004;134,462;55,14610579491704;5,4337072616477355
4;11;BW 08;5,00979022169611;427,9721400000001;100;0,3062483276781097;585,542;302,182;66,61040744356984;6,661040744356984
5;12;BW 08;5,517615397653361;620,1529090909089;110;0,33217072942044334;865,806;450,788;83,79336179172327;7,989383569552915
6;13;BW 08;5,988796765620294;824,1106111111113;90;0,34521020850636713;1059,879;610,53;95,72810021104358;10,090627758258101
7;14;BW 08;6,496905656745525;1094,4120934579441;107;0,35906911576816547;1383,68;876,87;118,51164516019547;11,456953175319287
8;15;BW 08;6,979577580233097;1420,0564375000001;64;0,37578119040106694;1704,39;1138,213;140,52211442895145;17,56526430361893
9;16;BW 08;7,534246861893026;1831,533634615385;52;0,3853117124150477;2207,542;1552,847;157,50483705999397;21,84199100590035
10;17;BW 08;7,987435568021877;2252,8268275862074;58;0,397761326539246;2690,571;1889,659;180,0099933470692;23,636470105506046
11;18;BW 08;8,493995697464495;2764,771796296296;54;0,4059196077846941;3198,572;2427,078;199,24201007747445;27,11340333423757
12;19;BW 08;9,017740111723057;3282,9434920634917;63;0,4027978208940649;3784,732;2869,774;228,54455655121063;28,793907625335283
13;20;BW 08;9,504700595178395;3958,7498363636364;55;0,4148199030333721;4801,105;3424,069;277,44239437929673;37,410324826398885
14;21;BW 08;9,961032778526121;4418,630394736842;38;0,40224570693361394;5118,803;3818,851;282,97117224737946;45,90398570100769
15;22;BW 08;10,525674561810554;5267,665;27;0,40642946282956377;5913,396;4664,382;360,7186820682801;69,42034273128284
16;23;BW 08;10,991500213288807;5876,7675199999985;25;0,3981845843992996;6277,196;5446,186;234,69061036804743;46,938122073609485
17;24;BW 08;11,467428344777533;6276,709684210527;19;0,3744991067839169;6379,335;5901,042;119,12787390682908;27,329808616774937
18;25;BW 08;11,919098014962978;6285,911722222221;18;0,3340065271481495;6380,006;5888,931;122,6179844983913;28,90133611141315
19;26;BW 08;12,527263899182556;6378,0498333333335;6;0,29190133336945445;6381,805;6366,891;5,719649584255041;2,3350371648244654
20;27;BW 08;12,970331283711557;6367,7835000000005;8;0,26257412838431876;6382,006;6350,263;12,345264135344532;4,3647099928205995
21;28;BW 08;13,546257966301914;6366,8679999999995;5;0,23045422276586197;6380,057;6346,186;15,042126229359974;6,727043354996299
