;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;7;BW 08;3,1350379856397925;-0,10883333333333312;6;-0,00031779741379297485;;;;
1;8;BW 08;3,5684562058806475;48,786714285714275;28;0,09660003995624333;122,396;-25,925;33,962480761555675;6,418305571563704
2;9;BW 08;4,031974907426921;142,39327941176467;68;0,19545774318045764;301,565;-3,385;52,009409859602755;6,307067364034786
3;10;BW 08;4,5210995701647425;271,93166019417487;103;0,26475514495811237;432,547;109,463;56,26904217487447;5,544353470916524
4;11;BW 08;5,00979022169611;427,9721400000001;100;0,3062483276781097;622,424;227,064;67,30208035410067;6,730208035410067
5;12;BW 08;5,517615397653361;620,1529090909089;110;0,33217072942044334;865,806;409,727;82,73071331882174;7,888064013109859
6;13;BW 08;5,988796765620294;824,1106111111113;90;0,34521020850636713;1164,08;610,53;102,79290920145421;10,835324013049176
7;14;BW 08;6,496905656745525;1094,4120934579441;107;0,35906911576816547;1542,674;798,343;127,45041878022175;12,321097037899108
8;15;BW 08;6,979577580233097;1420,0564375000001;64;0,37578119040106694;1914,168;1095,946;151,84223641637533;18,980279552046916
9;16;BW 08;7,534246861893026;1831,533634615385;52;0,3853117124150477;2403,742;1532,186;164,5466098861846;22,818509198015708
10;17;BW 08;7,987435568021877;2252,8268275862074;58;0,397761326539246;3046,79;1766,288;214,74483685441393;28,197378502396177
11;18;BW 08;8,493995697464495;2764,771796296296;54;0,4059196077846941;3469,502;2414,013;233,02188075703305;31,710261486577625
12;19;BW 08;9,017740111723057;3282,9434920634917;63;0,4027978208940649;4237,289;2829,98;273,1030775502528;34,40775359449314
13;20;BW 08;9,504700595178395;3958,7498363636364;55;0,4148199030333721;4962,63;3174,789;308,1964942636237;41,5572068088377
14;21;BW 08;9,961032778526121;4418,630394736842;38;0,40224570693361394;5632,157;3818,851;344,3534946602071;55,86151327512325
15;22;BW 08;10,525674561810554;5267,665;27;0,40642946282956377;5986,521;4664,382;305,8250915683154;58,856066313969606
16;23;BW 08;10,991500213288807;5876,7675199999985;25;0,3981845843992996;6366,674;5419,276;246,44141570543044;49,28828314108609
17;24;BW 08;11,467428344777533;6276,709684210527;19;0,3744991067839169;6380,813;5814,238;120,6469914531047;27,678318083489405
18;25;BW 08;11,919098014962978;6285,911722222221;18;0,3340065271481495;6382,599;5888,931;91,23357186719913;21,50395911305558
19;26;BW 08;12,527263899182556;6378,0498333333335;6;0,29190133336945445;6384,894;6323,487;13,258177341790056;5,412628234452514
20;27;BW 08;12,970331283711557;6367,7835000000005;8;0,26257412838431876;6382,006;6345,966;11,547454342050614;4,082641635353015
21;28;BW 08;13,546257966301914;6366,8679999999995;5;0,23045422276586197;6385,729;6305,485;20,454026674296205;9,147318811464052
