;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;5;swt3601268;2,096484667224937;-17,36691666666667;12;-0,27207534111669235;-15,704;-19,677;1,2683411111536294;0,3661385409744085
1;6;swt3601268;2,412827324083938;-5,22809090909091;11;-0,05372865105952607;25,713;-19,308;17,563688333915206;5,2956512853035544
2;7;swt3601268;3,039408855224265;55,440894736842104;19;0,2850390689317806;93,104;19,022;21,47763335528055;4,927307018004543
3;8;swt3601268;3,460703298295717;113,78765217391306;23;0,39631779179946314;188,018;67,623;31,95332860255108;6,662729590734107
4;9;swt3601268;4,030960961453983;210,2011666666667;12;0,4632878162907644;256,72;127,882;40,44089340986273;11,674280348226606
5;10;swt3601268;4,530645163607448;310,2473181818181;22;0,48158108384670617;401,686;227,033;49,40343693498638;10,53284814496832
6;11;swt3601268;5,051775834764439;421,2015294117648;17;0,4716276512574403;513,16;277,224;60,17361160749539;14,594244501917435
7;12;swt3601268;5,538026647040582;481,51593333333335;30;0,40924847778934403;737,729;14,99;201,75953651928864;36,83608311446724
8;13;swt3601268;6,026296832266217;687,1940000000001;40;0,453282898029891;1003,426;162,61;211,14285550503598;33,384616753386766
9;14;swt3601268;6,500972148259287;834,4149268292682;41;0,43841830816629934;1170,002;56,948;305,8508013634582;47,76587022557607
10;15;swt3601268;7,035149802954673;1064,4773424657535;73;0,4413243668389014;1472,69;-2,882;405,3413773368558;47,441619809565246
11;16;swt3601268;7,511819113547028;1223,4152427184467;103;0,41665831791533187;1953,754;-5,671;495,12312064799113;48,78593070705374
12;17;swt3601268;7,963316060880284;1511,5454935064934;77;0,43209664791321994;2207,125;-5,137;561,6255871048654;64,00317566095306
13;18;swt3601268;8,462069720113528;1819,24525;72;0,4334140497540024;2777,803;-8,081;656,9978105189307;77,42793450710839
14;19;swt3601268;8,964093721966565;2145,0903384615385;65;0,4299005043881124;2806,371;-10,101;589,7905365127858;73,15451265959025
