;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;7;BW 05;3,126909936071781;-8,417600000000002;10;-0,03974510973974145;22,858;-53,401;25,069143810225704;7,927559343062514
1;8;BW 05;3,5329969508450167;51,22392592592595;27;0,1676812900099311;99,207;-5,12;31,399787698848595;6,042891960142446
2;9;BW 05;4,0126449975458325;142,90019999999998;50;0,31928767405684083;292,741;44,126;52,30235356900436;7,396669776131882
3;10;BW 05;4,509452669572538;280,8016538461539;104;0,442048270580778;387,508;134,439;54,31093917466677;5,325625743330321
4;11;BW 05;5,028098133101765;452,0773762376238;101;0,5133848773902321;581,165;227,064;69,3733019649276;6,902901546277069
5;12;BW 05;5,494655652983539;621,1529482758623;116;0,5405285559952269;840,638;416,127;89,68961348037001;8,32747155310319
6;13;BW 05;5,990680601550912;874,8700826446278;121;0,5874306501081322;1104,415;636,479;101,41151315281274;9,219228468437523
7;14;BW 05;6,486543955200984;1162,3863904761906;105;0,6148256164071886;1515,063;819,162;134,16090465158842;13,092763663632635
8;15;BW 05;6,981052637537018;1512,47579661017;59;0,6417519976402019;1850,559;1237,272;153,52400048355682;19,98712243237374
9;16;BW 05;7,471516449482005;1870,0761395348834;43;0,6472537148818348;2387,63;1532,186;167,76930691145955;25,584579449689553
10;17;BW 05;8,040786163389477;2450,064185185184;54;0,6803360080980305;3046,79;1766,288;253,49706305254688;34,496580876270784
11;18;BW 05;8,486327930388168;2899,751888888889;54;0,6849248825992887;3458,57;2414,013;274,63182279640864;37,37265738786946
12;19;BW 05;9,024399139698042;3530,552576271187;59;0,693472638699509;4199,974;3059,954;225,87006677880575;29,405778017098687
13;20;BW 05;9,495916759659327;4152,598145161291;62;0,7000849510547027;4962,63;3541,544;299,18098755160815;37,99602341509665
14;21;BW 05;9,977925868304755;4776,042788461539;52;0,6940470673762478;5368,093;4110,912;308,41396947535065;42,769322346644714
15;22;BW 05;10,5112479134333;5446,1188125;32;0,6769643635341982;5969,921;4806,631;283,98116565425755;50,201251990846444
16;23;BW 05;10,986007720369127;5971,980346153845;26;0,6501898771278708;6301,855;5630,345;203,03713164639433;39,818857548033534
17;24;BW 05;11,451028433653795;6265,567818181819;33;0,6023771501128521;6380,486;5918,446;120,55822654361229;20,98649348288802
18;25;BW 05;12,046708831266196;6367,566428571428;7;0,5257869189916866;6379,217;6347,348;12,9067698625843;4,878300469363051
19;26;BW 05;12,498976909127721;6365,4782;10;0,4705970185978559;6384,894;6323,487;18,983725713240744;6,003181172974523
20;27;BW 05;12,813615448186578;6364,6982499999995;4;0,4367212191013377;6377,427;6353,217;10,896329821702956;5,448164910851478
21;28;BW 05;13,413505434780346;6370,9963333333335;3;0,3810851449918634;6383,789;6351,936;16,826055281418196;9,71452754612632
22;7;BW 06;3,0081711835488654;1,6386666666666656;6;0,008690094776384575;29,266;-22,317;18,510779288475852;7,55699399967415
23;8;BW 06;3,5345888532733234;37,24704761904762;21;0,12176337496128675;103,779;-24,972;33,95116313688853;7,408751190789813
24;9;BW 06;4,034619407067198;149,89089655172413;58;0,32946483774087787;301,565;51,017;53,22222707573775;6,988420786165267
25;10;BW 06;4,524829592161186;280,0360303030303;99;0,43636384709465303;400,833;133,698;58,704287933720785;5,9000029291254465
26;11;BW 06;5,005266738086517;431,639343137255;102;0,49691359255051787;622,424;294,776;63,697617530946275;6,307003949173439
27;12;BW 06;5,477262298934945;621,9824869565216;115;0,5464231270752071;834,536;409,727;75,87815989412688;7,075674894170065
28;13;BW 06;6,004840674080231;862,5450406504063;123;0,5750675337550355;1116,822;630,934;90,93677944913324;8,199493270373283
29;14;BW 06;6,493473555414134;1135,8474945054948;91;0,5988669267624626;1430,835;847,788;123,96061055498181;12,994602839557842
30;15;BW 06;7,01132889298397;1485,9967941176467;68;0,6223839528034348;1801,99;1115,981;149,15337601080194;18,08750363852952
31;16;BW 06;7,466888377918126;1880,607738095238;42;0,6521098720174261;2403,742;1690,647;152,4937212879496;23,53029204291619
32;17;BW 06;8,018496586034543;2376,315803571429;56;0,665375558739392;2863,445;2051,579;183,9037382607265;24,575170739949602
33;18;BW 06;8,486315674816582;2893,1504000000004;50;0,6833685636523871;3447,032;2529,113;225,23573468194252;31,85314307182712
34;19;BW 06;8,984708533624385;3406,2337066666673;75;0,6779598838294109;4109,167;2925,567;266,0766590031736;30,723886140111702
35;20;BW 06;9,47537276581012;4081,7188627450996;51;0,6926210859301108;4857,151;3508,234;363,55984906108796;50,90856159924708
36;21;BW 06;9,99009433089565;4662,75285;40;0,6751109662695461;5258,782;4149,62;300,3186830387526;47,48455311523179
37;22;BW 06;10,565346760808657;5461,816705882352;34;0,6685399872183652;5903,122;4836,4;287,39271854902984;49,28744461141787
38;23;BW 06;11,010650376560228;5974,354916666667;24;0,6460909156470563;6353,023;5546,276;251,68328533641605;51,37463548846025
39;24;BW 06;11,508251124662248;6237,428249999998;28;0,5907709150235732;6380,187;5814,238;140,89470868823497;26,626597159568657
40;25;BW 06;11,999067341694753;6366,353428571429;7;0,5319732642784429;6380,551;6322,179;21,336649064127137;8,064495319305633
41;26;BW 06;12,463632858416718;6368,8865000000005;8;0,4748660271517788;6381,163;6351,214;11,597857178929761;4,100461729227158
42;27;BW 06;13,008152326046098;6369,0470000000005;9;0,4177044918918431;6381,071;6345,966;13,636677582901156;4,5455591943003855
43;7;BW 07;3,0363067189699158;-3,6901428571428583;7;-0,01903039448883903;16,567;-46,154;22,92795420026662;8,66595212648347
44;8;BW 07;3,530698795263189;49,05525;20;0,16089591530003777;122,396;0,283;35,76161824737596;7,996540938652952
45;9;BW 07;4,0277594695648995;151,33481249999994;80;0,3343411210818783;251,464;46,433;50,81260973098371;5,681022473632344
46;10;BW 07;4,502842385819642;286,72618269230776;104;0,4533656894506082;432,547;109,463;57,58686346589894;5,646856548831194
47;11;BW 07;4,991301790173171;436,84147524752467;101;0,5071353802027965;619,26;293,22;68,6361684753154;6,829554022645727
48;12;BW 07;5,501055886560629;631,0849411764706;119;0,5472568162284863;836,929;437,384;79,71110861414807;7,307105346304205
49;13;BW 07;5,979266015609058;858,0864368932037;103;0,5794673150782598;1164,08;683,201;107,59466035539835;10,601616902231694
50;14;BW 07;6,4739765878989175;1137,2025531914892;94;0,6050147825218948;1542,674;798,343;130,13733315741916;13,422641035002107
51;15;BW 07;6,978525494498057;1493,2109193548388;62;0,6342663662291428;1860,385;1095,946;152,77448250058404;19,402378679962553
52;16;BW 07;7,489857877016685;1879,9231304347825;46;0,6458934707352489;2213,817;1584,556;167,29131649492396;24,665758951739598
53;17;BW 07;8,00094738731093;2376,102039215686;51;0,669703204140136;2828,174;2016,861;196,86131123458065;27,56609734374228
54;18;BW 07;8,501981808915232;2912,384044776119;67;0,6841158656023955;3469,502;2406,667;217,10018711913776;26,52300922999495
55;19;BW 07;8,968156357966508;3447,4913125000007;64;0,6899779301611417;4026,434;2829,98;253,98982433366032;31,74872804170754
56;20;BW 07;9,447809159730978;4051,458819672131;61;0,6935210155005693;4701,365;3466,665;279,39429218635996;35,77277344260143
57;21;BW 07;10,028213220955188;4845,437575757575;33;0,693591653293558;5565,347;4157,219;361,7317895673042;62,969422012536064
58;22;BW 07;10,513629893265547;5507,8026176470585;34;0,6841665666748775;5986,521;4948,555;291,12429890642653;49,927405363056984
59;23;BW 07;11,024093926223038;6028,558958333335;24;0,6495705573204438;6366,674;5575,703;251,62191997198775;51,36210933589948
60;24;BW 07;11,464162332134997;6309,002608695653;23;0,6044707067999885;6380,813;6123,174;95,99444779149701;20,016226033976455
61;25;BW 07;11,953548375050646;6324,844375;8;0,5345654021946303;6381,136;6081,735;101,45405776287883;35,86942611151166
62;26;BW 07;12,44931650730173;6374,316777777777;9;0,4769124395857538;6381,492;6356,286;7,894874710496755;2,6316249034989183
63;27;BW 07;12,901015860254503;6367,048666666667;3;0,42806328056000054;6375,631;6354,329;11,237524030378594;6,48798752396397
64;28;BW 07;13,411763613869278;6358,0844;5;0,3804610055048527;6383,254;6305,485;32,74247272733082;14,64287895394893
65;7;BW 08;3,1370456131428663;-0,1088333333333334;6;-0,0005089099756914202;14,889;-13,709;12,380283315282679;5,0542294989224406
66;8;BW 08;3,5707413397386816;48,78671428571429;28;0,15469202649304759;107,003;-7,282;31,861389533830057;6,021236652247892
67;9;BW 08;4,031331662086937;140,1898059701492;67;0,3088960676612417;249,19;-3,385;53,201914395447936;6,49964832038359
