;BIN;New BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
95;33;;BW 07;15,919646560701526;6349,905000000001;10;0,14160670355425153;6376,951;6334,105;14,328444065331533;4,53105185727701
96;34;;BW 07;16,433544430212592;6351,46775;4;0,12876481761140415;6371,169;6341,661;13,35714818302664;6,67857409151332
97;38;;BW 07;18,46366751292793;6347,192714285714;7;0,0907286860827163;6358,523;6343,31;5,151927202976048;1,947245450254744
98;39;;BW 07;18,949076335487764;6345,676799999999;5;0,08391327330068685;6347,637;6342,291;2,154107634265331;0,9633462202137071
99;41;;BW 07;20,02516039582242;6357,09;3;0,07122741770780913;6381,605;6343,846;21,25351973203448;12,270725338517131
100;42;;BW 07;20,44776485050923;6354,715749999999;4;0,06687679509602786;6381,69;6344,608;18,005185445216856;9,002592722608428
101;43;;BW 07;20,850140353238803;6356,269666666667;3;0,06309460347965314;6380,35;6343,379;20,871516244234105;12,050175522004208
102;7;;BW 08;3,1290899061824318;-6,2891;10;-0,018469333571700178;14,889;-26,149;14,812912981209633;4,684254380249741
103;8;;BW 08;3,5433074349997686;43,83620588235294;68;0,08865909648339755;107,003;-26,638;32,03254134892224;3,8845162187815174
104;9;;BW 08;4,015867734260259;140,55399999999997;109;0,19526385435829752;290,026;-3,385;54,07092669304312;5,179055485286269
105;10;;BW 08;4,522760719201578;270,05949999999984;152;0,26264278454116063;418,004;134,462;56,977306945092025;4,621469852418247
106;11;;BW 08;5,009011252211778;431,2576898734178;158;0,30874339826230546;735,402;302,182;71,39862250191332;5,6801694211510325
107;12;;BW 08;5,508122570032661;620,2881468926553;177;0,3339639156283928;865,806;450,788;85,78397497878096;6,447918405909476
108;13;;BW 08;5,998670156445242;832,1502433862437;189;0,3468595425216058;1100,563;610,53;101,75756807760348;7,401773940479999
109;14;;BW 08;6,4936187830027245;1098,8390725388597;193;0,3610693098583926;1498,871;800,172;127,09058299207511;9,148180340952981
110;15;;BW 08;6,983604179292556;1418,0446428571422;140;0,3746001134848941;1704,39;1126,346;139,62247153077024;11,800252586994164
111;16;;BW 08;7,511550686144142;1837,4367285714284;140;0,3900681015578574;2282,033;1426,167;160,7193227180011;13,583261941220417
112;17;;BW 08;7,997083147574964;2275,9334903225813;155;0,40038848761677504;2690,571;1836,431;182,26937188069755;14,640228256149388
113;18;;BW 08;8,497624734973266;2764,6185796178347;157;0,40537730153479523;3403,978;2297,834;230,46828013377925;18,393371166057907
114;19;;BW 08;9,016172309487558;3300,375673758866;141;0,4051479242090272;4035,604;2714,862;256,7744688992795;21,624311226436337
115;20;;BW 08;9,509251300633855;3916,238028571427;105;0,4097764126290558;4801,105;3203,87;333,5267976233883;32,54888261309553
116;21;;BW 08;9,983748201036018;4482,854840000001;100;0,4053131257797049;5312,63;3818,851;337,6431224906958;33,76431224906958
117;22;;BW 08;10,51086418303119;5180,49818;100;0,4013960571002428;5913,396;4195,46;304,0967461809248;30,40967461809248
118;23;;BW 08;10,982997795468231;5762,276609756097;82;0,3913346131848923;6367,481;5107,807;285,8434284294295;31,56612601992807
119;24;;BW 08;11,491090334509607;6222,561289473684;76;0,36897956652561;6380,938;5632,577;183,0469514039729;20,99692534455575
120;25;;BW 08;11,98466143410288;6335,678036585365;82;0,33115600890084335;6382,372;5765,453;98,3999292034579;10,866454347594715
121;26;;BW 08;12,49133730640981;6365,01521875;64;0,2938255031335153;6381,807;6248,865;24,529463035470854;3,066182879433857
122;27;;BW 08;12,981841432235631;6366,158571428569;49;0,26180950009972487;6382,756;6330,629;14,658122335983842;2,09401747656912
123;28;;BW 08;13,460156393444551;6356,966606060606;33;0,23453975210793915;6380,057;6307,068;18,17419733086452;3,163721670233196
124;29;;BW 08;14,006719982778808;6355,939562500001;16;0,2081072781995101;6387,085;6331,434;18,212303222340946;4,5530758055852365
125;30;;BW 08;14,583413760742584;6350,493153846154;13;0,18422421242482265;6380,006;6338,743;12,946411252068723;3,5906884309675173
126;31;;BW 08;15,014529389185396;6356,315;16;0,16896123996650772;6382,02;6337,955;15,965656599923069;3,991414149980767
127;32;;BW 08;15,43554860922072;6353,4011666666665;18;0,1554378995186321;6378,557;6329,547;14,28588668108163;3,3672157824851343
128;33;;BW 08;15,957882845539162;6352,636631578948;19;0,1406517198993309;6382,01;6340,881;13,15618794927777;3,0182365133226003
129;34;;BW 08;16,549248465499655;6355,807666666667;6;0,12616903085229347;6375,231;6344,505;14,651676186247832;5,98152175546577
130;35;;BW 08;16,925146390313106;6359,045000000001;3;0,11800799915155191;6369,752;6349,59;10,13914143308019;5,853836035740536
131;37;;BW 08;17,906643333541503;6353,97075;4;0,0995679374577273;6363,519;6343,19;9,757978389502792;4,878989194751396
132;38;;BW 08;18,519280408461146;6348,226;3;0,08992840825943503;6357,775;6342,941;8,285418577235669;4,7835886459157395
133;39;;BW 08;19,065704108035202;6345,0668000000005;5;0,08237482450467297;6346,219;6342,91;1,4450426291290186;0,6462427098235006
134;40;;BW 08;19,327285347907367;6345,4310000000005;4;0,07907977041767382;6346,508;6344,182;1,1106712684977167;0,5553356342488583
135;41;;BW 08;20,136572984794313;6349,934;3;0,06997282040571885;6359,571;6344,696;8,356423098431616;4,8245831253419
136;42;;BW 08;20,55213741271215;6351,252833333333;6;0,06582718240374706;6381,002;6340,691;14,899038323552107;6,0825069251457275
137;7;;BW 09;3,1110314044840535;-14,45781818181818;11;-0,0432022557111639;1,398;-35,729;13,383384316518612;4,035242200274481
138;8;;BW 09;3,5280701389224145;35,98647692307691;65;0,07373005361514848;116,285;-25,925;37,26331683317542;4,621945613316497
139;9;;BW 09;4,025104118440199;135,01427067669175;133;0,18627954475923772;267,241;11,851;48,37688147842618;4,194807622443008
140;10;;BW 09;4,521818334258112;272,0088653846154;156;0,26470404467234543;433,748;60,681;61,59813467516027;4,931797791685267
141;11;;BW 09;5,009222172616581;443,6117456647401;173;0,3175477234305918;652,275;271,632;68,98679743764295;5,244969084532493
142;12;;BW 09;5,52325996182167;638,7193947368419;190;0,34106762720817657;862,107;454,275;80,81639269550614;5,863037352015393
143;13;;BW 09;6,018338775870719;881,9258018867926;212;0,3640147703022487;1181,869;638,508;108,93449096250069;7,4816515560362316
144;14;;BW 09;6,491020399271254;1159,0646792452828;159;0,38131650106177084;1479,17;842,076;130,7666407570759;10,370469181143394
145;15;;BW 09;6,986817653281937;1475,867578616352;159;0,3893373023903537;1914,168;1160,491;156,7815787356016;12,433587962766293
146;16;;BW 09;7,512925775322606;1886,6911895424832;153;0,400304411740698;2515,675;1536,321;172,70192929471045;13,962123455491062
147;17;;BW 09;8,01035069989461;2359,6615862068957;145;0,4130588974071147;2921,847;1919,794;215,81561871133914;17,92251161581494
148;18;;BW 09;8,498594341758283;2857,3691825396845;126;0,41883397801602895;3396,201;2259,582;241,96998487291435;21,556399554221876
149;19;;BW 09;9,007731958014187;3425,9089797297283;148;0,42174146927375056;4237,289;2761,139;296,83003827093495;24,399278846776078
150;20;;BW 09;9,498137965782957;4004,088663636365;110;0,4204410522470687;4785,193;3174,789;321,4288054278516;30,64703410813571
151;21;;BW 09;10,009716476429697;4688,252443396227;106;0,4205934541741653;5697,036;3882,549;364,32349337600607;35,386225844072506
152;22;;BW 09;10,516258272553191;5432,140514851484;101;0,4202465090463739;6305,19;4708,522;289,449252683596;28,801277109866653
153;23;;BW 09;10,987033148074971;5966,101011111111;90;0,4047306993023452;6381,113;5419,276;250,0153615727853;26,353933086684627
154;24;;BW 09;11,495131033800359;6291,146530120484;83;0,37265321451160843;6382,29;5725,941;129,25880549797859;14,187997132636937
155;25;;BW 09;11,977808940783007;6368,687;65;0,33345298615380753;6383,899;6256,041;24,889990719162686;3,0872233927792054
156;26;;BW 09;12,517077761439802;6366,784180327871;61;0,2920976933458551;6384,353;6338,525;14,048601252447556;1,7987390717847598
157;27;;BW 09;12,991404772487435;6366,4271666666655;48;0,2612427711431436;6383,131;6338,905;14,904008999913499;2,151208402026166
158;28;;BW 09;13,529117384950728;6366,930608695652;23;0,23133352285495837;6385,729;6339,723;15,804455619565692;3,295456803004783
159;29;;BW 09;14,023539258410878;6351,561722222223;18;0,20721656423345358;6381,18;6306,428;18,475862430894974;4,354802537718536
160;30;;BW 09;14,525562888522558;6350,290416666666;24;0,18642816463151182;6380,864;6337,36;10,383572841237054;2,1195379306710125
161;31;;BW 09;14,977512152274377;6361,018533333334;15;0,17034306949010547;6381,231;6340,848;15,73452438278281;4,062636726334157
162;32;;BW 09;15,484203860447943;6352,190375;16;0,15394788036468385;6380,74;6336,139;13,929350776328436;3,482337694082109
163;33;;BW 09;15,953278265759897;6352,080666666668;6;0,14076122347228895;6375,965;6341,263;12,374796316168817;5,05198944091443
164;34;;BW 09;16,381008427335317;6354,580666666666;3;0,13007140924409435;6367,945;6346,145;11,705930818748485;6,758422309319574
165;35;;BW 09;16,906620984820535;6362,001333333334;3;0,11845138836314852;6370,677;6346,791;13,215961952628756;7,630239190950065
166;37;;BW 09;17,954426715254844;6354,545666666668;3;0,09878402706782638;6360,564;6346,133;7,507533838308054;4,334476682497379
167;38;;BW 09;18,68136096410537;6345,5740000000005;4;0,08757138667040017;6347,453;6344,36;1,328361145673002;0,664180572836501
168;39;;BW 09;18,966826156235594;6344,812333333332;6;0,08366650737807567;6346,057;6343,773;0,827605622664727;0,3378685806311557
169;40;;BW 09;19,559005176852764;6350,807;3;0,07636695594703173;6359,611;6346,289;7,625370023808756;4,402509435916489
170;42;;BW 09;20,487255841257603;6354,6956666666665;6;0,06649059719708245;6378,193;6343,057;16,699574337888606;6,817572674917221
171;43;;BW 09;20,982037784512446;6368,418666666667;3;0,06203052573972649;6379,24;6348,385;17,36830649007899;10,027596427415029
172;7;;BW 10;3,1919637980460145;-3,495857142857143;7;-0,009671562782744019;22,381;-34,968;19,389527787172227;7,328552651976318
173;8;;BW 10;3,5392351459062352;43,58256944444443;72;0,08845073100399882;101,509;-31,693;30,83773131021973;3,634261487644182
174;9;;BW 10;4,003586033003583;138,70288392857142;112;0,19447099860893932;267,169;21,795;50,10514651143485;4,734491324061148
175;10;;BW 10;4,507531172299299;271,03117277486916;191;0,2662685526446734;401,044;82,501;62,0676355145315;4,4910564868861025
176;11;;BW 10;4,9877627254574595;438,34516265060216;166;0,31784524007362636;627,435;310,376;64,25964116229343;4,987515426981435
177;12;;BW 10;5,508699879289865;642,4223956043952;182;0,34577228974474383;924,952;449,262;85,11767961593969;6,309342185109384
178;13;;BW 10;6,003012076773826;877,7115376344093;186;0,3650572734191943;1208,71;598,651;109,71862827645151;8,044960150420945
179;14;;BW 10;6,478379491371934;1146,3866055555554;180;0,3793576087206016;1566,682;836,414;135,33017297100844;10,086915538999317
180;15;;BW 10;7,008450975413374;1513,1850714285708;154;0,39549662197367047;1935,174;1167,765;147,95286142601367;11,922381333034668
181;16;;BW 10;7,497977607973076;1882,3978601398603;143;0,4017869741110796;2324,591;1562,231;166,02546555644355;13,883746902928337
182;17;;BW 10;7,994472131908099;2322,192027397259;146;0,40892682501556754;2913,676;1842,09;222,13845000232115;18,384308930692367
183;18;;BW 10;8,488311031186793;2844,5478428571423;140;0,41847183958891726;3775,518;2390,161;264,01050147865527;22,31295986176948
184;19;;BW 10;8,985014041187593;3370,846694444444;144;0,41811867998074276;4162,784;2796,529;273,94757858873885;22,828964882394903
185;20;;BW 10;9,501758282269098;4027,392950413222;121;0,42240487421780526;4878,641;3287,284;345,7397194373212;31,430883585211017
186;21;;BW 10;10,037669871649284;4731,52006097561;82;0,4209386570848597;5545,624;3826,597;322,1328816613046;35,57362572074582
187;22;;BW 10;10,48072666427448;5297,152270833333;96;0,413985492857633;6180,389;4584,912;358,1486354326997;36,553392036841245
188;23;;BW 10;10,966910456997459;5832,385121951219;82;0,3978415612364795;6357,113;5152,166;301,1079599142363;33,25181152661283
189;24;;BW 10;11,495768521788797;6257,780011494252;87;0,37061510063055497;6381,937;5686,006;148,05655299184005;15,873328632742792
190;25;;BW 10;12,005769615251163;6351,755268656716;67;0,3302482999171786;6383,975;6078,403;59,37301471834602;7,253568217899065
191;26;;BW 10;12,488481009912395;6370,9445806451595;62;0,29430105816649493;6382,783;6338,505;12,666057466934449;1,6085909068923863
192;27;;BW 10;12,961569858526822;6365,0678536585365;41;0,2629947461943713;6384,475;6304,502;17,11103414840981;2,6722945727615612
193;28;;BW 10;13,518787229418008;6363,936454545454;22;0,23175519914892528;6382,143;6338,936;16,240331499452605;3,46245030953588
194;29;;BW 10;14,032896667399324;6353,3926785714275;28;0,20686192708766366;6387,603;6329,927;17,000236225055335;3,212742662917707
195;30;;BW 10;14,464391480255644;6349,588;11;0,18878256983079433;6377,546;6337,689;10,901442455014855;3,2869085724486453
196;31;;BW 10;14,994067275159216;6362,8176875;16;0,16982747950549817;6381,294;6342,652;13,980064457260644;3,495016114315161
197;32;;BW 10;15,49632518707325;6351,283357142857;14;0,15356497536207434;6378,946;6341,849;12,070100003455046;3,2258699169305536
198;33;;BW 10;16,025479951094265;6353,767545454545;11;0,1389040908071716;6383,737;6344,698;13,843289828387121;4,17390892953668
199;34;;BW 10;16,537832801590103;6358,032615384615;13;0,1264747444343798;6381,338;6343,252;14,745283763170283;4,0896058984136205
200;35;;BW 10;16,96379619910694;6352,1344;10;0,11707586881616927;6379,407;6342,695;12,34708525388358;3,9044911866550467
201;36;;BW 10;17,599487697291245;6356,6925;4;0,1049175099069215;6376,315;6340,385;15,042121271061163;7,521060635530581
202;37;;BW 10;17,966886853464917;6348,786;3;0,09848929747637647;6360,951;6341,678;10,58499263107914;6,111248344923747
203;38;;BW 10;18,532336374276717;6344,9039999999995;6;0,08969151961492534;6347,034;6341,916;1,955233080734765;0,7982205626683602
204;41;;BW 10;20,11142818321145;6362,039333333334;3;0,07036949949480836;6380,383;6346,787;17,00999883401904;9,820727405736113
205;42;;BW 10;20,52271061252854;6356,1179999999995;6;0,06616139247704923;6377,033;6344,44;15,375004169105235;6,276819167911979
206;7;;BW 11;3,160508301043875;-6,258799999999999;5;-0,017837628617344947;22,424;-34,617;22,58112197611093;10,098584749359683
207;8;;BW 11;3,5870544925392767;42,06119999999999;65;0,08199447429221468;144,71;-31,244;36,019138729552516;4,4676243124519255
208;9;;BW 11;4,031191216398862;135,88351020408163;98;0,18663083956740362;247,425;23,92;51,058614024955475;5,157698887861796
209;10;;BW 11;4,503623264263848;261,08072254335275;173;0,25716122979354183;407,762;111,003;58,07838904780063;4,415618152306748
210;11;;BW 11;5,011498670078101;430,1896839080461;174;0,30752043692021125;659,679;268,602;75,97261537952153;5,759469108478777
211;12;;BW 11;5,4965574781972;620,7356170212765;188;0,3363188378679233;843,99;416,831;88,6995469607354;6,469079331647385
212;13;;BW 11;6,011526783757756;857,6472210526316;190;0,35519854266035733;1234,745;637,058;105,16836278718583;7,629714946505687
213;14;;BW 11;6,510330088465;1134,4490542168671;166;0,36990723059425246;1437,854;835,269;128,17781744692655;9,94852803953224
214;15;;BW 11;6,992819314608265;1468,6193624999999;160;0,3864285266348584;2132,739;1048,413;161,7245207521008;12,785445976895145
215;16;;BW 11;7,488177045181669;1862,4640214285716;140;0,3990951312146827;2266,655;1524,01;169,8428222186225;14,354338383316783
216;17;;BW 11;8,01218960225666;2324,9599754098354;122;0,4067042180143992;2821,465;1915,985;194,06602330200826;17,569912201152103
217;18;;BW 11;8,504948058801377;2809,7584573170734;164;0,4109328307924218;3509,692;2272,218;217,9366082388513;17,017989980952393
218;19;;BW 11;9,005137204399492;3343,9175714285725;154;0,41200397912471515;4117,699;2786,508;256,4745359391214;20,667307074749672
219;20;;BW 11;9,484083928460528;3969,1723416666664;120;0,41863028217600495;4708,567;3304,634;344,4764601530923;31,446254625896362
220;21;;BW 11;9,989878045184708;4656,728875;88;0,4202592134954751;5683,976;3850,891;381,38782788413624;40,65607905710405
