;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
0;7;BW 07;3,034363436811808;-3,6901428571428574;7;-0,011883852130737428;16,567;;;
1;8;BW 07;3,5284390775761407;49,05524999999999;20;0,10047418065033692;122,396;0,283;35,76161824737596;7,996540938652952
2;9;BW 07;4,025181809205688;151,33481249999997;80;0,20878494943110695;251,464;46,433;50,8126097309837;5,681022473632343
3;10;BW 07;4,499960726572616;286,72618269230765;104;0,2831118398099116;432,547;109,463;57,58686346589894;5,646856548831194
4;11;BW 07;4,99066699704258;437,97061764705865;102;0,31701955209732396;619,26;293,22;69,24107881729638;6,855888406400027
5;12;BW 07;5,499640481626579;631,7550338983051;118;0,3417139122662141;836,929;437,384;79,71371747096973;7,338242500209286
6;13;BW 07;5,9831504053378755;862,6934622641511;106;0,36239616696612814;1164,08;683,201;109,49175608324947;10,634779472833019
7;14;BW 07;6,48009611539766;1141,7267934782606;92;0,3775154239255852;1542,674;798,343;129,93357888505943;13,546512033778436
8;15;BW 07;6,977763212540711;1497,945049180328;61;0,3967016879288874;1860,385;1095,946;149,38654918582026;19,12698766169453
9;16;BW 07;7,485065125747008;1879,9231304347827;46;0,4033389756428134;2213,817;1584,556;167,29131649492402;24,66575895173961
10;17;BW 07;8,00534487271377;2382,1480377358494;53;0,41777789579790886;2828,174;2016,861;197,1304710509458;27,07795267502863
11;18;BW 07;8,511400441174686;2933,3564029850736;67;0,42803433950320346;3469,502;2534,131;212,87606200557593;26,00695021197959
12;19;BW 07;8,990052788212267;3468,036626865673;67;0,4294511793036502;4026,434;2829,98;252,30678302096632;30,82417948899832
13;20;BW 07;9,46431301662973;4095,395350877193;57;0,4346557170932281;4701,365;3522,078;261,86731213914777;34,6851728185953
14;21;BW 07;10,030327563360215;4856,377906249999;32;0,43299609130451155;5565,347;4157,219;361,9304373030959;63,98086663370792
15;22;BW 07;10,506901326198324;5507,8026176470585;34;0,4272393609600943;5986,521;4948,555;291,1242989064267;49,92740536305701
16;23;BW 07;11,017038842421108;6028,558958333332;24;0,4056352798823966;6366,674;5575,703;251,62191997198806;51,36210933589955
17;24;BW 07;11,4568251100863;6309,002608695652;23;0,37747196848657577;6380,813;6123,174;95,99444779149722;20,0162260339765
18;25;BW 07;11,94589729900711;6324,844375;8;0,3338184709726274;6381,136;6081,735;101,45405776287889;35,86942611151168
19;26;BW 07;12,441348141798247;6374,316777777778;9;0,29781609388224184;6381,492;6356,286;7,894874710497214;2,631624903499071
20;27;BW 07;12,892758208418885;6367,048666666667;3;0,2673114152630547;6375,631;6354,329;11,237524030378594;6,48798752396397
21;28;BW 07;13,40317942362517;6358,0844;5;0,23758534265075876;6383,254;6305,485;32,742472727331275;14,642878953949133
