;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Power Coefficient;Lower Limit Filter;Bin;Active Power Filter
1441;5,98;6,57;714,744;4,14;0,38;1,2550302578320578;6,0284716084134535;0,29352541334291504;True;13,0;True
1442;6,0;0,78;60,613;4,42;81,3;1,253728958788744;6,04654245562851;0,024669554657865713;False;13,0;False
1443;5,99;0,0;-9,856;3,61;91,55;1,2574989500296203;6,042509425549591;-0,00401943985948694;False;13,0;True
1444;6,13;6,86;1051,173;5,49;0,04;1,2487743536039162;6,169402454712647;0,40277429038105594;True;13,0;True
1445;6,15;6,75;972,987;5,41;0,09;1,2491438058813895;6,190141345516734;0,3690814261142277;True;13,0;True
1446;5,99;6,56;841,524;5,32;0,07;1,2495596282410053;6,029765944070235;0,34536791793860083;True;13,0;True
1447;5,95;3,89;484,366;5,32;37,42;1,2495596282410053;5,989500395194974;0,2028237024520101;False;13,0;False
1448;5,7;6,51;715,757;2,96;0,33;1,2605365954397465;5,754593430722591;0,3379391574579181;True;13,0;True
1449;5,74;6,65;802,792;3,01;0,38;1,2603025348073664;5,794617843467893;0,37123207039780876;True;13,0;True
1450;6,09;6,59;830,864;6,87;0,22;1,2424257082410717;6,118741034650079;0,32633268433931734;True;13,0;True
1451;6,19;6,8;1034,509;6,99;0,0;1,2418757936058265;6,218295267797854;0,38711241761992554;True;13,0;True
1452;5,86;6,68;960,582;6,97;0,0;1,2419674226609096;5,886931573946901;0,4236276810248237;True;13,0;True
1453;6,19;6,9;1084,945;7,0;0,0;1,2418299825804386;6,218218805512147;0,4060005041496954;True;13,0;True
1454;5,96;6,72;817,193;3,73;0,4;1,2569393639706896;6,011354492791124;0,3384733420870492;True;13,0;True
1455;6,11;6,92;1036,284;3,75;0,2;1,2568461360129861;6,162494605443783;0,39840610631137374;True;13,0;True
1456;6,13;6,62;864,478;3,57;0,14;1,257685562029964;6,1840425632499025;0,328892056924956;True;13,0;True
1457;6,01;0,0;-8,714;3,42;91,55;1,2583857291662743;6,064109534744292;-0,0035158739258649907;False;13,0;True
1458;5,77;6,63;731,783;3,69;0,51;1,2571258510490602;5,820005154768586;0,3339866117872064;True;13,0;True
1459;5,93;6,57;865,795;8,4;0,01;1,2354390830260007;5,946796938327949;0,3704099085469757;True;13,0;True
1460;6,09;0,0;-17,706;7,09;89,97;1,2414177882649984;6,117085973976996;-0,006959908919861946;False;13,0;True
1461;6,22;6,96;1010,918;7,5;0,39;1,2395423891149293;6,244516480842857;0,3735393259148981;True;13,0;True
1462;5,73;6,89;806,296;7,52;0,7;1,239451005229048;5,7524437470804255;0,38111339549159556;True;13,0;True
1463;6,03;6,66;960,509;5,72;0,01;1,2477130531333769;6,067039960379691;0,38697928870242326;True;13,0;True
1464;5,93;6,78;877,842;4,84;0,38;1,2517807428923062;5,9729024132024024;0,37066104668871086;True;13,0;True
1465;5,88;6,65;856,893;3,14;0,23;1,2596942871209147;5,93499489551652;0,3687927675686294;True;13,0;True
1466;6,16;6,73;970,284;7,87;0,03;1,2378532635872985;6,181469602534744;0,36960727069484767;True;13,0;True
1467;6,01;6,76;998,146;5,24;0,03;1,249929416168855;6,050495451098095;0,40545074627689953;True;13,0;True
1468;6,21;6,87;1033,121;7,9;0,07;1,2377164436155428;6,231414265712462;0,3841564828445829;True;13,0;True
1469;5,79;6,48;697,061;6,4;0,23;1,2445828048189873;5,820689949040069;0,3180271781421997;True;13,0;True
1470;5,97;6,63;920,524;6,4;0,01;1,2445828048189873;6,0016440407200715;0,38312568161429894;True;13,0;True
1471;5,96;6,81;962,435;5,77;0,19;1,247482506736378;5,996240613121187;0,4016530813804651;True;13,0;True
1472;5,91;6,73;875,41;6,03;0,29;1,2462846446123999;5,9440328288138735;0,3750461874406003;True;13,0;True
1473;6,21;6,83;1010,041;5,78;0,1;1,2474364047661957;6,247683808025929;0,3726479417883006;True;13,0;True
1474;5,95;6,65;856,301;5,74;0,2;1,2476208272621137;5,986401047216939;0,35912519626276207;True;13,0;True
1475;5,97;0,0;-7,722;5,7;91,58;1,2478052887621627;6,006819411806231;-0,003205626504766475;False;13,0;True
1476;5,92;6,67;916,236;7,1;0,05;1,2413720005381677;5,946256771583295;0,39209673363660896;True;13,0;True
1477;6,14;6,95;1086,91;6,98;0,05;1,2419216069657026;6,168142558173006;0,4167227653877548;True;13,0;True
1478;6,09;6,77;932,859;5,64;0,15;1,2480820542584803;6,128012501631773;0,36473205006129655;True;13,0;True
1479;6,08;6,77;1022,554;7,01;0,01;1,2417841738886986;6,107642238944456;0,40381489289231826;True;13,0;True
1480;5,92;6,58;853,198;6,97;0,07;1,2419674226609096;5,947207323850794;0,3649450208639287;True;13,0;True
1481;5,94;6,79;1034,067;7,03;0,02;1,241692563502792;5,966859001387029;0,437953702351023;True;13,0;True
1482;6,03;6,87;982,08;6,97;0,19;1,2419674226609096;6,057712865341266;0,3975004864592859;True;13,0;True
1483;5,96;6,83;988,975;7,15;0,02;1,241143096765376;5,986066201826401;0,41483712566289316;True;13,0;True
1484;5,94;6,61;898,351;7,14;0,01;1,241188872874569;5,966052076623105;0,3806289224768916;True;13,0;True
1485;5,79;6,61;903,68;7,18;0,03;1,2410057823603657;5,81510823462145;0,41348343248707614;True;13,0;True
1486;6,14;0,0;-10,032;4,64;91,58;1,2527079089926454;6,185948233906078;-0,003813164394309691;False;13,0;True
1487;5,9;0,0;-9,411;5,32;91,56;1,2495596282410053;5,939168459100899;-0,00404180811637127;False;13,0;True
1488;6,16;6,64;905,228;3,45;0,12;1,2582456486591242;6,215229383665244;0,33923710128254025;True;13,0;True
1489;5,78;6,63;840,887;6,27;0,21;1,2451803745288554;5,811566761565869;0,385455985959494;True;13,0;True
1490;5,87;6,73;835,44;5,68;0,38;1,247897534154955;5,906348208519243;0,36481692055302334;True;13,0;True
1491;6,14;6,63;854,865;6,4;0,12;1,2445828048189873;6,17254512730674;0,32705558139222285;True;13,0;True
1492;5,81;6,67;872,903;6,36;0,18;1,2447666294311028;5,841083506505219;0,39409651134709894;True;13,0;True
1493;6,19;6,87;1007,834;6,0;0,14;1,2464227759129405;6,225875210128218;0,3757548722257208;True;13,0;True
1494;5,85;6,71;847,213;6,39;0,34;1,2446287573943944;5,881080358375149;0,3747469613909464;True;13,0;True
1495;5,84;6,54;692,612;5,7;0,33;1,2478052887621627;5,876017649070082;0,307154998186018;True;13,0;True
1496;6,14;6,84;1062,086;5,62;0,03;1,2481743289821643;6,178476848525321;0,40516531805875966;True;13,0;True
1497;6,03;6,72;944,897;5,44;0,05;1,2490052428164085;6,069133674040001;0,3802955212519866;True;13,0;True
1498;6,13;6,62;923,156;5,33;0,01;1,2495134158807768;6,170619294090675;0,3535132434159542;True;13,0;True
1499;6,14;0,0;-9,07;4,56;91,58;1,253079057951606;6,186559092331567;-0,0034464869638159185;False;13,0;True
1500;5,92;6,57;819,461;5,96;0,11;1,2466069848163561;5,954603693525983;0,34920990346503605;True;13,0;True
1501;5,81;6,52;767,531;5,69;0,24;1,247851410237653;5,845904650718562;0,3456667388851648;True;13,0;True
1502;5,98;6,62;901,632;5,93;0,07;1,246745166899528;6,015176644072473;0,37273571658541;True;13,0;True
1503;6,15;0,0;-9,521;5,26;91,58;1,2498369543346746;6,191286101226265;-0,0036095810236409756;False;13,0;True
1504;6,11;0,0;-9,005;4,96;91,58;1,251224925529455;6,15329367777861;-0,0034775840676816772;False;13,0;True
1505;5,99;6,62;884,04;5,75;0,08;1,247574717983525;6,0265715154368396;0,36339405817353043;True;13,0;True
1506;6,07;6,75;949,593;6,15;0,09;1,245732336461205;6,104052226678469;0,3756640461080211;True;13,0;True
1507;5,85;0,0;-7,461;4,9;91,58;1,2515027891189199;5,891887472597569;-0,003282090547311041;False;13,0;True
1508;6,01;6,63;919,524;6,87;0,02;1,2424257082410717;6,0383634841128035;0,37577004966529926;True;13,0;True
1509;5,93;0,0;-8,487;6,3;91,56;1,2450424379760532;5,9621657962405505;-0,003602955561705613;False;13,0;True
1510;6,09;6,67;977,079;4,18;0,0;1,2548442352600426;6,139059882927747;0,3799626604562642;True;13,0;True
1511;5,99;6,64;942,502;5,97;0,0;1,2465609289627622;6,024938659940726;0,38774056700179044;True;13,0;True
1512;5,94;6,63;860,608;5,82;0,17;1,2472520212224574;5,975750927375739;0,36286473714537093;True;13,0;True
1513;6,01;6,58;847,771;5,71;0,14;1,2477591697276744;6,046991607016475;0,3449668068116955;True;13,0;True
1514;5,75;6,55;726,85;5,87;0,34;1,247021596490048;5,784251129700982;0,3379249235856487;True;13,0;True
1515;6,03;0,0;-7,93;6,27;91,56;1,2451803745288554;6,062932105924254;-0,0032014146075055447;False;13,0;True
1516;5,76;0,0;-7,854;6,77;91,56;1,2428842282779222;5,787895475556095;-0,0036445650660557505;False;13,0;True
1517;6,15;6,63;883,954;5,75;0,07;1,247574717983525;6,187548383962699;0,3357304180540522;True;13,0;True
1518;6,06;6,7;875,307;5,31;0,24;1,249605843072865;6,100305859138562;0,34691447428829414;True;13,0;True
1519;5,78;6,58;809,718;4,14;0,21;1,2550302578320578;5,826850484386248;0,368255312224201;True;13,0;True
1520;5,98;6,51;824,152;4,19;0,05;1,2547977360230371;6,028099283339341;0,33851894356543805;True;13,0;True
1521;5,9;0,0;-7,903;6,68;91,56;1,2432970974635829;5,929229881656996;-0,003411253275203463;False;13,0;True
1522;5,94;6,56;857,19;4,18;0,09;1,2548442352600426;5,987851511427064;0,3592368499345355;True;13,0;True
1523;5,85;6,57;867,014;4,13;0,02;1,2550767698849452;5,897490730653834;0,3803129896674085;True;13,0;True
1524;6,09;6,8;1044,52;4,07;0,0;1,2553558961050701;6,139894167015842;0,4060232974073182;True;13,0;True
1525;6,14;0,0;-7,861;6,6;91,56;1,243664252787227;6,171026224944273;-0,0030096948828693603;False;13,0;True
1526;5,9;6,82;1038,921;4,09;0,03;1,2552628437593218;5,948190558846621;0,44416543083759297;True;13,0;True
1527;5,87;6,7;921,637;5,92;0,1;1,2467912324374357;5,904602302607405;0,4028142229614859;True;13,0;True
1528;5,84;6,76;882,653;5,82;0,3;1,2472520212224574;5,8751490599115;0,3916067620152081;True;13,0;True
1529;6,06;6,74;996,843;5,76;0,01;1,2475286111418837;6,0969237851992855;0,39574124415908235;True;13,0;True
1530;5,83;0,0;-8,743;6,18;91,56;1,245594313575522;5,862489314805077;-0,0039041917158770967;False;13,0;True
1531;5,89;0,0;-9,305;5,97;91,56;1,2465609289627622;5,924355376803151;-0,0040263351348347005;False;13,0;True
1532;6,05;6,67;928,535;4,83;0,02;1,2518270773010995;6,09384577582877;0,3691821985900649;True;13,0;True
1533;5,82;6,51;798,356;4,42;0,05;1,253728958788744;5,865146181959655;0,35602206974572526;True;13,0;True
1534;5,83;0,0;-9,047;4,79;91,58;1,2520124400507;5,872541211801215;-0,004019233341153034;False;13,0;True
1535;5,96;6,64;816,257;4,74;0,26;1,252244200054441;6,003860227599902;0,33935327829060596;True;13,0;True
1536;6,04;6,61;942,884;4,35;0,01;1,2540540959764803;6,087378873418319;0,37608335951154837;True;13,0;True
1537;6,2;6,88;1011,593;5,77;0,12;1,247482506736378;6,237699966669691;0,3750155024943088;True;13,0;True
1538;6,16;6,83;1066,628;4,31;0,01;1,2542399447022767;6,208626847955994;0,4009988748967586;True;13,0;True
1539;6,44;0,0;-13,423;6,8;91,58;1,2427466475990507;6,470949907210232;-0,004457202097762717;False;14,0;True
1540;6,27;6,98;1074,543;5,7;0,19;1,2478052887621627;6,308669633505036;0,38505901294101297;True;14,0;True
1541;6,41;0,0;-8,062;6,86;91,58;1,242471549680372;6,44033044388396;-0,0027154086098150083;False;14,0;True
1542;6,39;6,97;1140,961;3,73;0,01;1,2569393639706896;6,445059598814645;0,3834483173099413;True;14,0;True
1543;6,26;6,55;854,604;6,11;0,02;1,245916400639481;6,295428143331759;0,308181068997895;True;14,0;True
1544;6,67;7,41;1300,218;7,41;0,23;1,2399537301162984;6,697030818550022;0,3894808698691619;True;14,0;True
1545;6,45;7,01;1135,636;8,26;0,01;1,2360761815520593;6,46938153117106;0,3773702920331008;True;14,0;True
1546;6,32;7,34;1263,252;5,8;0,25;1,2473442081285533;6,3581946650078045;0,44218640212124416;True;14,0;True
1547;6,71;7,77;1610,971;7,03;0,0;1,241692563502792;6,740340723789051;0,4733245386637061;True;14,0;True
1548;6,31;7,07;1171,546;3,64;0,04;1,2573590183909273;6,365078488846995;0,40875671958298787;True;14,0;True
1549;6,36;6,99;1087,117;3,47;0,14;1,2581522747448288;6,4168638066401344;0,37018999024943366;True;14,0;True
1550;6,4;7,02;1077,677;3,67;0,28;1,257219110182015;6,45562461735331;0,36040487497775786;True;14,0;True
1551;6,55;7,06;1190,106;3,63;0,01;1,2574056596661605;6,607255087638229;0,3712267577932142;True;14,0;True
