;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Power Coefficient;Lower Limit Filter;Bin;Active Power Filter
100;4,05;6,48;115,485;8,18;1,51;1,2364404335427315;4,0625687783972175;0,15496736506217432;True;9,0;
101;3,8;6,48;81,219;6,04;1,51;1,2462386056749106;3,821835298420303;0,1309057086171737;True;9,0;
102;4,16;6,48;178,796;7,43;1,52;1,2398623049343411;4,176756141774554;0,22077875939069957;True;9,0;
103;3,94;6,47;132,506;6,08;1,51;1,2460544740499269;3,96244458729946;0,1916296860262539;True;9,0;
104;3,88;6,48;81,793;6,16;1,51;1,2456863264294384;3,9017184607487514;0,12389825843700673;True;9,0;
105;4,03;6,48;152,528;6,71;1,51;1,2431594531876367;4,049816033938544;0,2066143773949886;True;9,0;
106;3,94;6,48;149,789;6,85;1,51;1,2425173934650793;3,958691736834184;0,2172409620485854;True;9,0;
107;4,15;6,48;206,967;7,1;1,5;1,2413720005381677;4,168406351701128;0,2571033925526031;True;9,0;
108;3,74;6,48;71,576;4,75;1,49;1,2521978430213256;3,767476537971114;0,1204294227827298;True;9,0;
109;3,96;6,48;137,861;7,79;1,52;1,238218216323657;3,974192377184573;0,1976112275995676;True;9,0;
110;4,08;6,48;292,741;4,43;1,32;1,2536825207969438;4,111598104183388;0,3789382370810313;True;9,0;
111;3,93;6,48;110,477;4,55;1,5;1,2531254629569188;3,959849732470174;0,1600857241989281;True;9,0;
112;3,86;6,48;155,469;8,0;1,52;1,2372605236060352;3,8728349947266896;0,2408095316818732;True;9,0;
113;3,75;6,47;88,911;6,11;1,51;1,245916400639481;3,7712229293121564;0,1491508481690146;True;9,0;
114;4,15;6,48;196,043;4,54;1,31;1,2531718704949488;4,18157232791236;0,2412400168899684;True;9,0;
115;4,0;1,69;15,025;7,97;37,02;1,2373972759636462;4,013448368376984;0,0209111679194787;False;9,0;False
116;4,41;6,48;315,538;8,19;1,41;1,2363948942393268;4,423631692924595;0,3279681239115656;True;10,0;
117;4,3;6,48;223,083;8,17;1,49;1,2364859750786346;4,31339758575366;0,25010642769304214;True;10,0;
118;4,27;6,47;199,936;7,74;1,36;1,2384463854118541;4,285566601082756;0,22855098776497926;True;10,0;
119;4,46;6,48;271,831;8,18;1,5;1,2364404335427315;4,4738411732473065;0,2731329820422236;True;10,0;
120;4,62;6,48;323,453;8,21;1,36;1,2363038223265186;4,634167032491752;0,29242397972000833;True;10,0;
121;4,57;6,48;358,597;8,17;1,11;1,2364859750786346;4,584238829510286;0,3349051264783943;True;10,0;
122;4,43;6,48;280,999;7,55;1,49;1,239313946569544;4,447187861850794;0,28745190892113504;True;10,0;
123;4,58;6,48;304,7;4,68;1,28;1,2525223951537539;4,614046302193281;0,2790894750566668;True;10,0;
124;4,68;6,48;306,159;6,43;1,29;1,24444496139168;4,704632684086862;0,26453717795336923;True;10,0;
125;4,41;6,48;210,887;5,89;1,43;1,2469294435931284;4,436159846883553;0,21734272044239006;True;10,0;
126;4,46;6,48;260,263;4,22;1,29;1,254658253673977;4,495706786431468;0,2577124180615079;True;10,0;
127;4,67;6,47;311,25;4,18;1,34;1,2548442352600426;4,7076206327212775;0,2684243047716409;True;10,0;
128;4,36;6,48;241,614;4,01;1,48;1,255635114850982;4,396046496220744;0,25588929236238667;True;10,0;
129;4,58;6,47;351,307;6,34;1,33;1,2448585560559107;4,604616350604713;0,3237600804057233;True;10,0;
130;4,6;6,48;291,111;6,31;1,44;1,2449964639101387;4,624894617916393;0,2647707109304603;True;10,0;
131;4,41;6,48;231,786;4,38;1,48;1,2539147361928173;4,444428208146455;0,2375507273431911;True;10,0;
132;4,46;6,48;315,968;4,45;1,03;1,2535896524389287;4,494430082235636;0,31313821010006737;True;10,0;
133;4,69;6,47;348,219;6,03;1,21;1,2462846446123999;4,7170074394478965;0,29851738606771827;True;10,0;
134;4,42;6,48;274,119;5,98;1,35;1,246514875528206;4,445726365114406;0,2806905578014162;True;10,0;
135;4,29;6,47;241,165;5,95;1,37;1,246653043089804;4,315129129619881;0,27005345614286536;True;10,0;
136;4,71;6,48;334,546;6,02;1,17;1,2463306859640222;4,737180943373979;0,28314752557911044;True;10,0;
137;4,42;6,48;278,575;5,88;1,28;1,2469755188283993;4,446273929606302;0,2851480081523486;True;10,0;
138;4,39;6,48;271,452;6,12;1,38;1,2458703809855896;4,4147906191004616;0,2838438980102539;True;10,0;
139;4,51;6,48;262,811;6,21;1,43;1,2454563123063682;4,534965752596324;0,25353525226274465;True;10,0;
140;4,61;6,48;322,945;6,4;1,44;1,2445828048189873;4,634435348026723;0,29191400455191047;True;10,0;
141;4,38;6,48;246,951;6,62;1,42;1,243572449770259;4,402024394781181;0,2604775533638178;True;10,0;
142;4,53;6,48;250,386;7,73;1,44;1,2384920260379926;4,546570300739572;0,2397039329754806;True;10,0;
143;4,5;6,48;293,377;7,97;1,37;1,2373972759636462;4,515129414424107;0,2867690679124191;True;10,0;
144;4,42;6,48;273,839;7,96;1,45;1,2374428645832378;4,434914909943285;0,28245955774683024;True;10,0;
145;4,25;6,48;243,779;7,14;1,47;1,241188872874569;4,268639953812827;0,28199705051420937;True;10,0;
146;4,32;6,49;349,381;7,25;0,99;1,2406854631883792;4,338360279113661;0,3849809924629993;True;10,0;
147;4,61;6,48;331,636;7,16;1,35;1,241097322977175;4,630105023341655;0,30061177758437524;True;10,0;
148;4,49;6,47;290,747;7,16;1,34;1,241097322977175;4,509581682170072;0,2852484668210855;True;10,0;
149;4,55;6,48;358,443;7,15;1,12;1,241143096765376;4,569899533273511;0,337922411580114;True;10,0;
150;4,57;6,48;337,45;7,17;1,38;1,2410515515091203;4,589874150292296;0,31399587940750073;True;10,0;
151;4,67;6,48;346,395;7,74;1,36;1,2384463854118541;4,6870248306923825;0,3026890437791887;True;10,0;
152;4,69;6,48;338,365;8,17;1,37;1,2364859750786346;4,704612715624342;0,29236854701308573;True;10,0;
153;4,44;6,47;269,141;4,81;1,27;1,2519197536514326;4,472288086386255;0,2707119316085945;True;10,0;
154;4,6;6,48;332,535;8,18;1,4;1,2364404335427315;4,61427564953758;0,30453948366457667;True;10,0;
155;4,32;6,48;284,859;8,17;1,4;1,2364859750786346;4,3334599001060035;0,3149506062133335;True;10,0;
156;4,57;6,48;353,549;7,71;1,3;1,238583314105659;4,586829308263251;0,3296315149203998;True;10,0;
157;4,66;6,48;321,211;8,1;1,39;1,2368048284132014;4,674921016532495;0,28286839466231717;True;10,0;
158;4,25;6,48;177,493;7,8;1,51;1,2381725893084847;4,265179327554189;0,20581934550926756;True;10,0;
159;4,57;6,48;256,013;4,51;1,46;1,2533111083131885;4,6049381359974095;0,2358888798329709;True;10,0;
160;4,36;6,48;245,946;4,35;1,43;1,2540540959764803;4,3942006437258065;0,2608056306259151;True;10,0;
161;4,64;6,48;283,673;7,87;1,23;1,2378532635872985;4,6561719084027935;0,25284119387937476;True;10,0;
162;4,26;6,48;202,724;4,6;1,41;1,2528934632418163;4,29209129108859;0,23068277361737344;True;10,0;
163;4,27;6,48;245,031;4,82;1,31;1,2518734142205448;4,300998762794268;0,27709579114637833;True;10,0;
164;4,39;6,48;269,486;7,9;1,5;1,2377164436155428;4,405138265133286;0,2836445380648003;True;10,0;
165;4,41;6,47;207,912;4,77;1,45;1,2521051365052245;4,442289171706767;0,21339091663400592;True;10,0;
166;4,31;6,48;206,256;7,96;1,51;1,2374428645832378;4,3245437244017095;0,22945766152169017;True;10,0;
167;4,58;6,48;355,722;7,7;1,3;1,2386289615489074;4,596922605015824;0,3294776800835529;True;10,0;
168;4,6;6,48;303,857;4,4;1,25;1,253821842401842;4,635797026028438;0,27441816618221365;True;10,0;
169;4,5;6,48;248,785;4,32;1,41;1,2541934786955307;4,535466849628256;0,23992474985141432;True;10,0;
170;4,44;6,48;278,382;7,91;1,49;1,2376708414731177;4,455255965242644;0,28323050015828555;True;10,0;
171;4,56;6,47;272,382;4,39;1,3;1,253868288024704;4,595542490733723;0,25251367132193553;True;10,0;
172;4,41;2,95;97,279;4,44;27,29;1,2536360853472663;4,444098963158375;0,09972057704231713;False;10,0;False
173;4,6;6,48;387,508;8,06;1,23;1,2369870795679203;4,614955559312192;0,35472757729322185;True;10,0;
174;4,35;6,47;230,864;4,57;1,44;1,2530326554782247;4,382931573727757;0,2467055923604926;True;10,0;
175;4,57;6,48;293,748;8,1;1,46;1,2368048284132014;4,5846328423934555;0,2742698598069287;True;10,0;
176;4,51;6,48;311,663;8,14;1,49;1,2366226130900622;4,524218523923574;0,3028108105654162;True;10,0;
177;4,26;6,48;255,041;8,19;1,51;1,2363948942393268;4,273168029899948;0,2940877540829269;True;10,0;
178;4,45;6,48;330,397;8,15;1,38;1,2365770648514276;4,463974555762044;0,3341856624860962;True;10,0;
179;4,58;6,48;339,516;8,22;1,34;1,2362582897153678;4,593987974526023;0,31507034844118387;True;10,0;
180;4,71;6,48;350,165;8,17;1,41;1,2364859750786346;4,724675029976684;0,29872650461263794;True;10,0;
181;4,27;6,48;246,838;4,44;1,46;1,2536360853472663;4,3030164563914415;0,278746772537019;True;10,0;
182;4,54;6,47;264,656;4,19;1,35;1,2547977360230371;4,576516847217493;0,24842391270709427;True;10,0;
183;4,7;6,48;319,613;8,12;1,43;1,2367137162761683;4,714933309356809;0,2743561012345997;True;10,0;
184;4,54;6,48;348,052;7,71;1,41;1,238583314105659;4,556718831403755;0,33098193339080934;True;10,0;
185;4,28;6,48;134,439;5,19;1,37;1,250160614133959;4,309104341185265;0,15117538812137407;True;10,0;
186;4,63;6,48;311,459;8,13;1,43;1,2366681635646852;4,6446538704084785;0,27967759066150566;True;10,0;
187;4,4;6,48;274,5;8,14;1,41;1,2366226130900622;4,413871730657146;0,2872103418637352;True;10,0;
188;4,27;6,51;214,613;7,71;1,63;1,238583314105659;4,285724539668289;0,24530144909988033;True;10,0;
189;4,68;6,48;223,465;7,75;1,46;1,2384007470563636;4,697003588123799;0,19402767770220844;True;10,0;
190;4,59;6,47;306,819;4,75;1,2;1,2521978430213256;4,6237212056918215;0,27926993283091445;True;10,0;
191;4,4;6,48;218,439;7,77;1,51;1,2383094771538827;4,415877790980911;0,22824217221913143;True;10,0;
192;4,38;6,48;214,37;4,65;1,5;1,2526615267464263;4,412722942079043;0,22447132794031582;True;10,0;
193;4,27;6,48;227,143;7,72;1,51;1,2385376689356409;4,285671892145871;0,2596327366346693;True;10,0;
194;4,36;6,48;261,779;7,73;1,49;1,2384920260379926;4,375948457223958;0,2810833107277101;True;10,0;
195;4,51;6,48;314,344;7,7;1,45;1,2386289615489074;4,526663962581084;0,3049209453584905;True;10,0;
196;4,7;2,52;146,942;4,75;31,98;1,2521978430213256;4,73452933916156;0,12457541995642453;False;10,0;False
197;4,5;6,48;352,064;7,72;1,22;1,2385376689356409;4,516516045586983;0,3438173560213103;True;10,0;
198;4,58;6,48;293,985;7,84;1,37;1,2379901038939365;4,596132138475748;0,272436005070716;True;10,0;
199;4,59;6,48;333,866;8,17;1,39;1,2364859750786346;4,604301143862628;0,3077498720410353;True;10,0;
200;4,96;6,47;426,61;5,78;1,08;1,2474364047661957;4,990098500452272;0,3089018619595247;True;11,0;
201;5,15;6,48;455,739;4,87;1,0;1,2516417547219258;5,187067271078285;0,2938105617803867;True;11,0;
202;5,17;6,57;555,995;4,3;0,88;1,2542864132605211;5,210876170122694;0,3535537738250457;True;11,0;
203;5,13;6,57;548,236;6,36;0,82;1,2447666294311028;5,157445505743851;0,3595675213255535;True;11,0;
204;5,15;6,47;486,657;7,7;0,84;1,2386289615489074;5,169028693412991;0,31703922334187334;True;11,0;
205;4,96;6,48;405,865;6,28;0,95;1,2451343932845873;4,987027044617653;0,2944240489062737;True;11,0;
206;4,89;6,48;482,704;6,37;0,95;1,2447206696996256;4,916100999289149;0,3655403785575826;True;11,0;
207;4,88;6,48;341,271;3,97;1,35;1,255821312167436;4,920588819222088;0,2577300205446336;True;11,0;
208;5,11;6,48;485,454;8,08;0,9;1,2368959495081306;5,126487778348181;0,3241941356097746;True;11,0;
209;4,82;6,48;422,76;8,08;1,13;1,2368959495081306;4,835552072727638;0,33641282626016034;True;11,0;
210;5,15;6,48;509,807;4,4;0,8;1,253821842401842;5,190077105227492;0,3280962105203738;True;11,0;
211;4,78;6,48;364,633;5,94;1,29;1,2466991037839226;4,808058570310971;0,2951641255394546;True;11,0;
212;5,04;6,47;397,846;3,86;1,16;1,2563335676133913;5,082610485921117;0,272628567312461;True;11,0;
213;5,11;6,47;500,686;5,76;0,85;1,2475286111418837;5,141135403031082;0,33151651731808723;True;11,0;
214;4,97;6,48;504,376;7,65;0,85;1,2388572328937013;4,9886700351449695;0,3655248643273808;True;11,0;
215;5,15;6,49;528,461;4,68;0,72;1,2525223951537539;5,188283505741353;0,34045419804620586;True;11,0;
216;4,92;6,48;415,413;7,94;1,09;1,2375340485782051;4,936723369160517;0,3106565799736024;True;11,0;
217;5,14;6,48;470,678;7,71;0,94;1,238583314105659;5,158928368593678;0,308434006852079;True;11,0;
218;5,18;6,52;465,451;6,61;1,04;1,2436183500956004;5,206111166326539;0,2967908484005161;True;11,0;
219;4,97;4,15;294,37;6,62;17,32;1,243572449770259;4,994991151155815;0,21252314199019426;False;11,0;False
220;5,06;6,48;470,986;4,47;0,95;1,253496794243142;5,098936026393851;0,31965842717385773;True;11,0;
221;5,03;6,48;410,117;4,13;1,0;1,2550767698849452;5,070833910288681;0,2830000184037648;True;11,0;
222;4,9;6,48;421,626;4,64;1,16;1,2527079089926454;4,936668786016252;0,31531328070035164;True;11,0;
223;4,94;6,48;460,455;7,7;1,0;1,2386289615489074;4,958252766108772;0,339874087390939;True;11,0;
224;4,92;6,48;432,934;5,92;1,17;1,2467912324374357;4,949002270669238;0,32135538695743066;True;11,0;
225;5,14;6,48;509,431;5,89;0,78;1,2469294435931284;5,1704901616738;0,331594310742835;True;11,0;
226;5,02;6,48;457,515;7,64;1,08;1,2389028939943858;5,0389197681594835;0,32174355557384116;True;11,0;
227;4,89;6,47;400,524;4,4;1,13;1,253821842401842;4,928053795060666;0,30110576771396314;True;11,0;
228;5,08;6,48;524,14;7,58;0,8;1,2391769084926845;5,099521807872571;0,35561149750134;True;11,0;
229;4,96;6,48;393,476;7,94;1,25;1,2375340485782051;4,976859331511416;0,28718979266969985;True;11,0;
230;5,07;6,47;480,652;4,49;0,96;1,2534039462033182;5,108886828335842;0,3243162849103181;True;11,0;
231;5,02;6,36;366,542;8,19;1,54;1,2363948942393268;5,035517255891489;0,2582904382894709;False;11,0;
232;4,82;6,48;437,571;6,26;1,12;1,2452263581675562;4,846383495609798;0,3458693280329899;True;11,0;
233;5,04;6,48;513,895;7,19;0,84;1,2409600155300655;5,061793646766429;0,356515103186738;True;11,0;
234;5,1;6,48;523,58;8,07;0,81;1,2369415134169828;5,1165183373369185;0,35170317879738405;True;11,0;
235;5,22;6,48;577,018;7,21;0,62;1,2408684888214416;5,242443099911247;0,360333827222128;True;11,0;
236;4,88;6,47;344,093;4,48;1,08;1,2534503689541268;4,9174902397786715;0,26035274897524735;True;11,0;
237;5,08;6,48;493,825;7,45;0,9;1,2397708889412395;5,100336470247278;0,33488326056990564;True;11,0;
238;4,98;6,48;474,613;7,5;0,91;1,2395423891149293;4,9996289508999086;0,34169856640650753;True;11,0;
239;4,97;6,48;509,838;8,2;0,87;1,2363493571675466;4,985301496291712;0,3702326935497503;True;11,0;
240;5,09;6,48;514,854;7,5;0,82;1,2395423891149293;5,110062522104524;0,3471541005854101;True;11,0;
241;4,91;6,48;458,352;7,7;1,05;1,2386289615489074;4,928141919351026;0,34456119289535125;True;11,0;
242;4,89;6,48;441,989;7,13;1,04;1,2412346513055996;4,911507293340552;0,3356478972803613;True;11,0;
243;5,04;6,48;452,419;7,67;1,03;1,2387659175266352;5,058808693437089;0,314421993250794;True;11,0;
244;5,1;6,48;500,384;7,68;0,89;1,238720263258536;5,118969718985623;0,3356391268802535;True;11,0;
245;5,16;6,48;544,554;7,66;0,72;1,238811574071404;5,17932014840199;0,3526464625621466;True;11,0;
246;4,77;6,48;278,94;4,69;1,23;1,252476023002233;4,805399398459188;0,2261721764349232;True;11,0;
247;4,74;6,47;227,064;4,51;1,42;1,2533111083131885;4,776237804076088;0,18750260622936818;True;11,0;
