;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density
81;8,25;8,55;2646,217;7,76;0,0;1,2383551109706603
82;9,25;9,46;3541,544;7,32;0,02;1,24036525732998
83;6,52;7,23;1280,659;7,38;0,01;1,2400908851332584
84;6,32;6,93;1099,884;7,77;0,01;1,2383094771538827
85;6,02;6,66;955,424;7,76;0,01;1,2383551109706603
86;5,78;6,62;915,871;7,74;0,01;1,2384463854118541
87;6,13;6,6;915,396;7,76;0,01;1,2383551109706603
88;6,95;7,93;1702,897;7,8;0,04;1,2381725893084847
89;6,97;7,62;1504,695;7,72;0,05;1,2385376689356409
90;6,13;6,86;1061,951;7,74;0,05;1,2384463854118541
91;6,07;6,72;976,255;7,69;0,05;1,2386746112662463
92;5,75;6,53;848,909;7,64;0,05;1,2389028939943858
93;5,76;6,49;785,344;7,72;0,09;1,2385376689356409
94;5,44;6,49;587,09;7,89;0,67;1,2377620480148046
95;5,91;6,66;949,471;8,19;0,01;1,2363948942393268
96;6,16;6,85;1060,203;8,23;0,0;1,2362127593332213
97;6,2;6,93;1104,415;8,28;0,0;1,2359851408269333
98;7,24;8,05;1839,649;8,11;0,0;1,2367592712253834
99;7,45;8,49;2113,234;7,84;0,0;1,2379901038939365
100;6,61;7,03;1148,916;7,99;0,0;1,2373061054759127
101;6,11;6,63;885,45;7,9;0,07;1,2377164436155428
102;6,85;7,3;1307,481;7,84;0,01;1,2379901038939365
103;6,18;6,77;942,688;7,98;0,15;1,237351689594827
104;7,0;7,89;1697,058;7,78;0,01;1,2382638456051691
105;6,96;7,8;1616,646;7,79;0,01;1,238218216323657
106;6,21;6,87;1033,121;7,9;0,07;1,2377164436155428
107;5,22;6,48;496,15;8,1;0,86;1,2368048284132014
108;4,66;6,48;321,211;8,1;1,39;1,2368048284132014
109;4,7;6,48;319,613;8,12;1,43;1,2367137162761683
110;5,05;6,48;524,519;8,07;0,79;1,2369415134169828
111;5,1;6,48;523,58;8,07;0,81;1,2369415134169828
112;5,46;6,48;608,786;8,2;0,51;1,2363493571675466
113;5,93;6,57;865,795;8,4;0,01;1,2354390830260007
114;6,45;7,01;1135,636;8,26;0,01;1,2360761815520593
115;7,54;8,34;2015,79;8,09;0,01;1,2368503878404937
116;8,06;9,16;2678,783;7,97;0,01;1,2373972759636462
117;7,46;8,05;1786,841;7,78;0,01;1,2382638456051691
118;5,66;6,56;642,944;7,81;0,57;1,2381269645587896
119;4,58;6,48;293,985;7,84;1,37;1,2379901038939365
120;5,47;6,58;672,181;7,82;0,61;1,2380813420737085
121;5,61;6,53;809,54;7,55;0,11;1,239313946569544
122;5,16;6,48;544,554;7,66;0,72;1,238811574071404
123;6,22;6,96;1010,918;7,5;0,39;1,2395423891149293
124;6,67;7,41;1300,218;7,41;0,23;1,2399537301162984
125;3,69;6,48;92,65;7,72;1,5;1,2385376689356409
126;2,54;6,48;-35,662;7,9;1,5;1,2377164436155428
127;2,76;1,47;-19,297;7,99;39,73;1,2373061054759127
128;2,96;0,79;-7,658;7,85;45,01;1,2379444881975181
129;3,03;0,81;-7,633;7,9;45,01;1,2377164436155428
130;4,0;1,69;15,025;7,97;37,02;1,2373972759636462
131;5,73;6,89;806,296;7,52;0,7;1,239451005229048
132;5,52;6,66;601,568;7,79;0,7;1,238218216323657
133;7,09;7,83;1665,598;7,92;0,02;1,2376252415866635
134;7,81;8,96;2483,904;7,94;0,02;1,2375340485782051
135;6,56;7,51;1430,523;7,99;0,02;1,2373061054759127
136;5,68;6,52;733,832;8,17;0,28;1,2364859750786346
137;6,68;7,25;1285,174;8,19;0,02;1,2363948942393268
138;7,52;8,55;2262,348;8,08;0,02;1,2368959495081306
139;8,03;9,27;2768,311;7,68;0,02;1,238720263258536
140;7,12;8,14;1850,559;7,71;0,02;1,238583314105659
141;6,16;6,73;970,284;7,87;0,03;1,2378532635872985
142;5,07;6,48;427,511;8,06;1,12;1,2369870795679203
143;4,4;6,48;274,5;8,14;1,41;1,2366226130900622
144;4,63;6,48;311,459;8,13;1,43;1,2366681635646852
145;6,75;7,38;1281,833;7,52;0,26;1,239451005229048
146;3,27;5,14;39,278;7,64;12,0;1,2389028939943858
147;2,72;0,56;-21,153;7,92;45,01;1,2376252415866635
148;2,83;0,66;-19,323;8,07;45,01;1,2369415134169828
149;3,28;0,76;-22,414;8,19;42,67;1,2363948942393268
150;5,02;6,36;366,542;8,19;1,54;1,2363948942393268
151;4,91;6,48;410,84;8,2;1,13;1,2363493571675466
152;4,71;6,48;350,165;8,17;1,41;1,2364859750786346
153;4,69;6,48;338,365;8,17;1,37;1,2364859750786346
154;4,62;6,48;323,453;8,21;1,36;1,2363038223265186
155;4,46;6,48;271,831;8,18;1,5;1,2364404335427315
156;4,41;6,48;315,538;8,19;1,41;1,2363948942393268
157;4,02;6,48;179,074;8,19;1,51;1,2363948942393268
158;4,18;6,48;216,681;8,2;1,51;1,2363493571675466
159;4,57;6,48;358,597;8,17;1,11;1,2364859750786346
160;4,3;6,48;223,083;8,17;1,49;1,2364859750786346
161;3,79;6,48;50,716;8,27;1,51;1,2360306600771815
162;4,05;6,48;115,485;8,18;1,51;1,2364404335427315
163;3,62;6,48;63,075;8,15;1,51;1,2365770648514276
164;3,17;6,48;16,075;8,14;1,51;1,2366226130900622
165;2,55;1,92;-22,125;8,26;35,86;1,2360761815520593
166;2,54;0,57;-7,726;8,19;45,01;1,2363948942393268
167;5,11;2,44;66,896;7,93;31,52;1,2375796439553146
168;4,27;6,47;199,936;7,74;1,36;1,2384463854118541
169;2,69;2,68;-24,208;7,84;28,89;1,2379901038939365
170;2,66;0,04;-9,914;7,83;45,01;1,2380357218523785
171;2,93;0,49;-10,048;7,86;45,01;1,2378988747622603
172;3,42;2,19;-2,796;7,82;30,37;1,2380813420737085
173;3,98;6,48;160,438;7,83;1,46;1,2380357218523785
174;5,1;6,48;500,384;7,68;0,89;1,238720263258536
175;5,24;6,47;467,631;7,66;0,97;1,238811574071404
176;5,04;6,48;452,419;7,67;1,03;1,2387659175266352
177;4,91;6,48;458,352;7,7;1,05;1,2386289615489074
178;4,67;6,48;346,395;7,74;1,36;1,2384463854118541
179;5,69;6,53;694,483;7,64;0,39;1,2389028939943858
180;5,45;6,48;622,515;7,5;0,47;1,2395423891149293
181;5,09;6,48;514,854;7,5;0,82;1,2395423891149293
182;4,98;6,48;474,613;7,5;0,91;1,2395423891149293
183;5,08;6,48;493,825;7,45;0,9;1,2397708889412395
184;6,24;6,61;903,314;7,28;0,05;1,2405482182480425
185;5,96;6,54;756,361;7,27;0,16;1,240593964250379
186;5,22;6,48;577,018;7,21;0,62;1,2408684888214416
187;5,5;6,52;708,789;7,15;0,35;1,241143096765376
188;5,37;6,49;650,161;7,18;0,45;1,2410057823603657
189;5,04;6,48;513,895;7,19;0,84;1,2409600155300655
190;4,89;6,48;441,989;7,13;1,04;1,2412346513055996
191;4,57;6,48;337,45;7,17;1,38;1,2410515515091203
192;4,55;6,48;358,443;7,15;1,12;1,241143096765376
193;5,3;6,49;627,444;7,18;0,52;1,2410057823603657
194;5,01;6,48;394,969;7,18;1,16;1,2410057823603657
195;4,49;6,47;290,747;7,16;1,34;1,241097322977175
196;4,18;6,48;232,116;7,21;1,49;1,2408684888214416
197;4,61;6,48;331,636;7,16;1,35;1,241097322977175
198;4,32;6,49;349,381;7,25;0,99;1,2406854631883792
199;5,67;6,48;657,596;7,1;0,35;1,2413720005381677
200;5,14;6,48;479,308;7,09;0,95;1,2414177882649984
201;4,25;6,48;243,779;7,14;1,47;1,241188872874569
202;3,65;6,48;99,207;7,15;1,51;1,241143096765376
203;3,3;6,48;34,605;7,19;1,51;1,2409600155300655
204;3,45;6,48;95,404;7,17;1,5;1,2410515515091203
205;3,5;6,48;88,963;7,24;1,51;1,2407312161257402
206;3,41;6,48;63,059;7,5;1,51;1,2395423891149293
207;3,74;6,48;112,201;7,23;1,52;1,2407769713764722
208;3,58;6,48;65,137;7,59;1,52;1,2391312337036566
209;3,82;6,48;110,713;7,66;1,52;1,238811574071404
210;4,16;6,48;178,796;7,43;1,52;1,2398623049343411
211;3,96;6,48;137,861;7,79;1,52;1,238218216323657
212;3,95;6,48;146,672;7,76;1,52;1,2383551109706603
213;3,86;6,48;155,469;8,0;1,52;1,2372605236060352
214;4,42;6,48;273,839;7,96;1,45;1,2374428645832378
215;4,5;6,48;293,377;7,97;1,37;1,2373972759636462
216;4,83;6,48;413,056;7,52;1,16;1,239451005229048
217;4,53;6,48;250,386;7,73;1,44;1,2384920260379926
218;4,43;6,48;280,999;7,55;1,49;1,239313946569544
219;4,15;6,48;206,967;7,1;1,5;1,2413720005381677
220;3,94;6,48;149,789;6,85;1,51;1,2425173934650793
221;3,38;6,48;53,629;6,76;1,51;1,2429300932089802
222;4,03;6,48;152,528;6,71;1,51;1,2431594531876367
223;4,38;6,48;246,951;6,62;1,42;1,243572449770259
224;4,61;6,48;322,945;6,4;1,44;1,2445828048189873
225;4,82;6,48;437,571;6,26;1,12;1,2452263581675562
226;4,51;6,48;262,811;6,21;1,43;1,2454563123063682
227;4,39;6,48;271,452;6,12;1,38;1,2458703809855896
228;3,94;6,47;132,506;6,08;1,51;1,2460544740499269
229;3,56;6,48;31,523;6,2;1,51;1,2455023103289524
230;3,88;6,48;81,793;6,16;1,51;1,2456863264294384
231;3,8;6,48;81,219;6,04;1,51;1,2462386056749106
232;4,42;6,48;278,575;5,88;1,28;1,2469755188283993
233;4,11;6,48;213,682;5,77;1,47;1,247482506736378
234;3,16;5,45;17,684;5,8;9,75;1,2473442081285533
235;3,03;0,64;-20,309;6,02;44,46;1,2463306859640222
236;3,61;5,91;62,342;6,0;3,62;1,2464227759129405
237;4,71;6,48;334,546;6,02;1,17;1,2463306859640222
238;4,78;6,48;364,633;5,94;1,29;1,2466991037839226
239;5,11;6,47;500,686;5,76;0,85;1,2475286111418837
240;4,04;6,48;191,741;5,94;1,46;1,2466991037839226
241;4,29;6,47;241,165;5,95;1,37;1,246653043089804
242;4,42;6,48;274,119;5,98;1,35;1,246514875528206
243;4,17;6,48;208,213;5,97;1,46;1,2465609289627622
244;3,77;6,48;103,394;5,97;1,49;1,2465609289627622
245;4,92;6,48;432,934;5,92;1,17;1,2467912324374357
246;5,14;6,48;509,431;5,89;0,78;1,2469294435931284
247;5,54;6,57;720,686;5,77;0,48;1,247482506736378
248;4,96;6,47;426,61;5,78;1,08;1,2474364047661957
249;5,7;6,77;792,031;5,88;0,57;1,2469755188283993
250;6,06;6,57;858,366;5,89;0,07;1,2469294435931284
251;4,69;6,47;348,219;6,03;1,21;1,2462846446123999
252;3,99;6,48;150,077;6,26;1,51;1,2452263581675562
253;4,16;6,48;175,161;6,33;1,51;1,2449045229508926
254;5,51;6,5;662,28;6,36;0,4;1,2447666294311028
255;6,06;6,67;932,488;6,15;0,02;1,245732336461205
256;5,72;6,64;829,717;6,1;0,28;1,2459624227009545
257;6,23;6,85;984,713;6,16;0,19;1,2456863264294384
258;6,3;6,86;1038,732;6,1;0,04;1,2459624227009545
259;4,96;6,48;405,865;6,28;0,95;1,2451343932845873
260;4,6;6,48;291,111;6,31;1,44;1,2449964639101387
261;4,58;6,47;351,307;6,34;1,33;1,2448585560559107
262;5,13;6,57;548,236;6,36;0,82;1,2447666294311028
263;5,67;6,51;654,352;6,36;0,56;1,2447666294311028
264;6,59;7,32;1334,756;6,25;0,01;1,2452723442015132
265;6,41;6,96;1092,599;6,25;0,07;1,2452723442015132
266;5,78;6,54;760,875;6,27;0,27;1,2451803745288554
267;5,34;6,49;608,18;6,34;0,58;1,2448585560559107
268;4,89;6,48;482,704;6,37;0,95;1,2447206696996256
269;5,68;6,57;769,096;6,39;0,37;1,2446287573943944
270;5,32;6,48;617,127;6,36;0,52;1,2447666294311028
271;5,32;6,5;637,882;6,4;0,53;1,2445828048189873
272;5,85;6,71;847,213;6,39;0,34;1,2446287573943944
273;6,48;7,06;1181,241;6,37;0,01;1,2447206696996256
274;7,06;7,87;1683,544;6,27;0,01;1,2451803745288554
275;7,25;7,87;1671,896;6,13;0,01;1,24582436373846
276;6,7;7,25;1284,227;6,08;0,01;1,2460544740499269
277;7,04;7,9;1700,625;6,0;0,01;1,2464227759129405
278;6,22;6,97;1129,209;6,0;0,01;1,2464227759129405
279;7,29;7,81;1647,872;5,92;0,02;1,2467912324374357
280;6,19;6,87;1007,834;6,0;0,14;1,2464227759129405
281;5,92;6,57;819,461;5,96;0,11;1,2466069848163561
282;6,25;6,71;987,278;5,9;0,01;1,2468833707834206
283;5,27;6,49;436,083;5,94;1,05;1,2466991037839226
284;3,75;6,47;88,911;6,11;1,51;1,245916400639481
285;3,09;6,48;7,229;6,3;1,51;1,2450424379760532
286;3,22;6,48;22,858;6,36;1,51;1,2447666294311028
287;3,14;6,47;10,282;6,42;1,69;1,244490906818457
288;2,82;0,79;-10,699;6,61;44,87;1,2436183500956004
289;4,97;4,15;294,37;6,62;17,32;1,243572449770259
290;5,18;6,52;465,451;6,61;1,04;1,2436183500956004
291;8,41;9,08;2647,207;5,77;0,0;1,247482506736378
292;7,9;8,57;2206,052;5,55;0,0;1,2484973676530156
293;7,27;7,94;1732,2;5,38;0,0;1,249282391126024
294;6,28;6,95;1118,599;5,38;0,0;1,249282391126024
295;5,46;6,6;725,501;5,7;0,49;1,2478052887621627
296;4,41;6,48;210,887;5,89;1,43;1,2469294435931284
297;5,91;6,73;875,41;6,03;0,29;1,2462846446123999
298;5,59;6,65;808,891;6,03;0,33;1,2462846446123999
299;6,07;6,75;949,593;6,15;0,09;1,245732336461205
300;5,78;6,63;840,887;6,27;0,21;1,2451803745288554
301;4,68;6,48;306,159;6,43;1,29;1,24444496139168
302;5,26;6,48;416,127;6,5;1,11;1,2441234100320793
303;6,58;7,15;1219,057;6,39;0,07;1,2446287573943944
304;6,94;7,53;1477,261;6,36;0,01;1,2447666294311028
305;8,36;8,89;2629,204;6,15;0,01;1,245732336461205
306;8,86;9,75;3376,892;5,48;0,01;1,2488205265272558
307;8,13;9,04;2583,422;5,37;0,01;1,2493285911401306
308;7,92;8,73;2340,265;5,37;0,01;1,2493285911401306
309;7,49;8,2;1916,863;5,48;0,02;1,2488205265272558
310;7,14;7,79;1624,631;5,59;0,02;1,24831275942579
311;8,1;8,87;2501,38;5,46;0,02;1,2489128797510634
312;7,47;8,31;1991,591;5,17;0,02;1,25025311068865
313;6,89;7,7;1572,003;5,07;0,02;1,250715742607685
314;6,34;6,94;1100,164;5,18;0,04;1,2502068611698878
315;7,29;7,62;1532,186;4,83;0,02;1,2518270773010995
316;6,32;6,94;998,724;4,94;0,29;1,2513175367160774
317;6,24;6,96;1070,147;4,76;0,13;1,252151488505183
318;4,44;6,47;269,141;4,81;1,27;1,2519197536514326
319;3,09;6,48;-37,396;5,28;1,51;1,249744502406244
320;3,05;1,53;-23,68;5,46;36,67;1,2489128797510634
321;7,64;8,0;2326,711;5,81;2,9;1,2472981134594685
322;8,62;9,42;3068,952;5,93;0,03;1,246745166899528
323;7,82;8,73;2360,21;6,03;0,03;1,2462846446123999
324;8,22;9,15;2679,041;5,98;0,03;1,246514875528206
325;8,17;9,01;2588,497;5,99;0,03;1,2464688245118714
326;8,67;9,5;3060,505;6,02;0,03;1,2463306859640222
327;8,72;9,82;3347,286;6,01;0,03;1,2463767297305968
328;8,85;9,93;3521,213;6,02;0,03;1,2463306859640222
329;9,57;9,94;3873,922;5,7;0,03;1,2478052887621627
330;7,64;8,33;2018,218;5,69;0,03;1,247851410237653
331;8,28;8,92;2563,362;6,0;0,03;1,2464227759129405
332;9,44;9,84;3957,478;5,94;0,02;1,2466991037839226
333;9,19;9,93;4199,974;5,98;0,04;1,246514875528206
334;9,19;9,69;4072,764;5,85;0,04;1,2471137590957366
335;8,26;9,12;2769,278;5,85;0,03;1,2471137590957366
336;8,96;9,64;3259,723;5,93;0,03;1,246745166899528
337;8,6;9,72;3356,491;6,0;0,03;1,2464227759129405
338;8,79;9,42;3172,53;6,07;0,03;1,2461005033390642
339;9,13;9,89;3666,667;5,98;0,02;1,246514875528206
340;9,22;10,07;4159,868;5,48;0,01;1,2488205265272558
341;8,29;9,0;2560,027;5,32;0,01;1,2495596282410053
342;7,5;8,07;1867,605;5,53;0,01;1,2485896864821873
343;9,23;9,7;3845,448;5,94;0,06;1,2466991037839226
344;9,91;10,09;4826,015;5,93;0,07;1,246745166899528
345;9,54;10,02;4491,247;5,91;0,0;1,2468373003984614
346;9,78;10,03;4674,413;5,92;0,04;1,2467912324374357
347;9,7;10,04;4758,12;5,91;0,08;1,2468373003984614
348;10,78;10,09;5752,415;5,78;0,98;1,2474364047661957
349;10,55;10,1;5820,097;5,73;0,76;1,2476669389784605
350;9,62;9,97;4535,331;5,8;0,07;1,2473442081285533
351;10,09;10,09;4864,067;5,85;0,19;1,2471137590957366
352;10,63;10,11;5513,636;5,66;1,12;1,247989789318235
353;11,54;10,11;6343,548;5,44;3,65;1,2490052428164085
354;11,37;10,11;6351,661;5,41;3,33;1,2491438058813895
355;11,18;10,11;6301,567;5,31;2,78;1,249605843072865
356;11,14;10,11;6083,965;5,31;2,21;1,249605843072865
357;9,69;9,89;4436,117;5,35;0,19;1,2494209985720044
358;9,57;9,97;4235,08;5,33;0,02;1,2495134158807768
359;10,07;10,1;5073,858;5,26;0,22;1,2498369543346746
360;10,12;10,1;5201,002;5,17;0,09;1,25025311068865
361;10,63;10,1;5382,578;5,09;0,14;1,250623196316533
362;10,32;10,09;5258,073;4,96;0,71;1,251224925529455
363;9,59;10,04;4088,001;5,06;-0,01;1,2507620194902709
364;9,78;10,03;4716,822;5,07;0,06;1,250715742607685
365;9,89;10,1;4664,872;5,04;0,03;1,2508545807334421
366;9,47;10,05;4336,243;5,01;0,06;1,250993441305135
367;9,73;10,07;4483,457;4,96;0,06;1,251224925529455
368;9,19;9,96;4006,122;5,03;0,06;1,25090086509562
369;9,59;10,07;4398,846;4,93;0,03;1,2513638460618985
370;9,66;10,1;4514,529;4,86;0,0;1,2516880816035107
371;10,25;10,07;4806,631;4,87;0,04;1,2516417547219258
372;9,92;10,09;4792,388;4,85;0,04;1,2517344109933737
373;9,29;9,87;3997,96;4,84;0,01;1,2517807428923062
374;9,57;9,82;4264,156;4,98;0,02;1,251132324344234
375;10,67;10,11;5630,345;4,85;0,2;1,2517344109933737
376;10,53;10,11;5535,74;4,8;0,14;1,2519660955945542
377;9,96;9,93;4315,992;4,83;3,08;1,2518270773010995
378;9,96;9,74;3249,524;4,81;6,35;1,2519197536514326
379;9,85;9,72;3239,157;4,61;6,29;1,252847070888306
380;9,87;9,74;3252,746;4,6;6,24;1,2528934632418163
381;9,28;9,79;3305,993;4,74;4,8;1,252244200054441
382;9,95;9,74;3250,45;4,83;6,47;1,2518270773010995
383;10,79;9,72;3233,882;4,89;8,34;1,2515491084804224
384;10,93;9,72;3232,729;4,9;9,17;1,2515027891189199
385;10,82;9,72;3234,849;4,91;8,74;1,2514564722625265
386;10,86;9,72;3233,81;4,88;8,84;1,251595430347827
387;11,46;9,72;3234,004;4,97;9,96;1,2511786236870661
388;12,0;9,72;3232,4;5,05;10,43;1,2508082988652578
389;11,31;9,72;3233,309;5,06;9,47;1,2507620194902709
390;11,62;9,72;3233,687;5,2;9,91;1,2501143695800654
391;11,03;9,72;3232,194;5,04;8,88;1,2508545807334421
392;10,9;9,72;3233,733;5,13;8,66;1,250438133608002
393;10,74;9,72;3232,305;5,22;8,64;1,2500218879151856
394;11,03;9,73;3233,531;5,26;9,23;1,2498369543346746
395;12,4;9,73;3235,308;5,37;11,21;1,2493285911401306
396;12,44;9,73;3234,609;5,3;11,47;1,2496520603771566
397;12,63;9,73;3233,725;5,33;12,21;1,2495134158807768
398;13,34;9,73;3233,661;5,36;12,71;1,2493747936218564
399;13,65;9,72;3231,143;5,32;13,28;1,2495596282410053
400;14,13;9,73;3232,488;5,36;13,94;1,2493747936218564
401;13,68;9,72;3232,045;5,41;13,28;1,2491438058813895
402;14,71;9,72;3232,058;5,36;14,51;1,2493747936218564
403;13,35;9,73;3232,244;5,48;13,02;1,2488205265272558
404;14,45;9,73;3232,617;5,53;14,05;1,2485896864821873
405;13,11;9,72;3232,15;5,47;12,59;1,2488667019093698
406;13,52;9,73;3232,974;5,56;13,13;1,24845121191853
407;14,2;9,73;3232,124;5,62;13,9;1,2481743289821643
408;14,64;9,73;3234,312;5,66;14,63;1,247989789318235
409;15,12;9,72;3232,356;5,58;15,08;1,2483589078057247
410;14,26;9,73;3233,142;5,56;13,71;1,24845121191853
411;15,35;9,73;3233,453;5,61;15,52;1,2482204700148176
412;14,91;9,72;3231,604;5,72;14,89;1,2477130531333769
413;14,5;9,73;3234,093;5,44;13,96;1,2490052428164085
414;13,48;9,73;3231,679;5,25;12,71;1,249883184013146
415;14,8;9,73;3232,079;5,49;14,87;1,2487743536039162
416;14,5;9,73;3232,927;5,51;14,37;1,2486820151303375
417;14,83;9,73;3233,046;5,45;14,81;1,2489590600531413
418;14,47;9,72;3231,713;5,49;14,14;1,2487743536039162
419;13,68;9,73;3233,003;5,68;13,33;1,247897534154955
420;14,82;9,73;3233,187;5,54;14,65;1,248543525840632
421;15,7;9,73;3232,96;5,35;15,75;1,2494209985720044
422;15,51;9,72;3232,018;5,32;15,69;1,2495596282410053
423;15,18;9,72;3232,181;5,35;15,06;1,2494209985720044
424;14,45;9,72;3231,997;5,3;14,3;1,2496520603771566
425;15,58;9,73;3231,676;5,27;15,43;1,2497907271326407
426;15,84;9,72;3233,553;5,26;15,9;1,2498369543346746
427;15,54;9,73;3233,554;5,23;15,66;1,2499756508026014
428;15,23;9,72;3230,296;5,29;15,19;1,2496982801546825
429;15,28;9,73;3232,502;5,29;15,2;1,2496982801546825
430;15,32;9,72;3230,673;5,22;15,21;1,2500218879151856
431;15,22;9,72;3231,431;5,2;14,92;1,2501143695800654
432;14,99;9,72;3233,072;5,1;14,77;1,2505769269063738
433;14,1;9,72;3231,632;5,24;13,71;1,249929416168855
434;15,02;9,76;3268,71;5,25;14,69;1,249883184013146
435;15,35;9,82;3339,808;5,19;15,14;1,250160614133959
436;15,01;9,83;3339,369;5,16;14,74;1,2502993626910441
437;15,96;9,83;3341,433;5,13;15,5;1,250438133608002
438;15,91;9,83;3342,382;5,09;15,61;1,250623196316533
439;15,96;9,75;3261,062;4,9;15,87;1,2515027891189199
440;15,07;9,71;3230,91;4,87;15,15;1,2516417547219258
441;14,59;9,72;3230,562;4,88;14,14;1,251595430347827
442;14,91;9,72;3232,623;4,9;14,36;1,2515027891189199
443;15,13;9,72;3229,627;5,02;14,44;1,2509471519525854
