;Identifier;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Lower Limit Filter;Active Power Filter;Bin;Negativ Lower Limit;Positiv Lower Limit;Positiv Active Power;Negativ Active Power
0;BW 05;0,0;-19,011;7,96;45,0;1,239822264172857;0,7228923194726035;False;True;2,0;1,0;0,0;1,0;0,0
1;BW 05;0,0;-21,018;8,17;45,0;1,238863598491964;1,0639837614286658;False;True;3,0;1,0;0,0;1,0;0,0
2;BW 07;0,0;-9,861;5,38;45,02;1,251683830894228;1,1683622248037373;False;True;3,0;1,0;0,0;1,0;0,0
3;BW 08;0,0;-3,725;4,5;45,0;1,255766577020504;1,1393820866599;False;True;3,0;1,0;0,0;1,0;0,0
4;BW 09;0,0;-6,438;5,51;45,01;1,2510823345828526;1,168175042771409;False;True;3,0;1,0;0,0;1,0;0,0
5;BW 07;0,0;-9,817;5,45;45,02;1,251359896444519;0,7553414390984341;False;True;3,0;1,0;0,0;1,0;0,0
6;BW 07;0,0;-9,55;5,5;45,02;1,251128588732078;0,825789086128453;False;True;3,0;1,0;0,0;1,0;0,0
7;BW 05;0,0;-20,503;8,32;45,0;1,2381794423933576;0,8831446430535441;False;True;3,0;1,0;0,0;1,0;0,0
8;BW 09;0,0;-5,475;5,49;45,01;1,2511748453446492;1,1581331127477397;False;True;3,0;1,0;0,0;1,0;0,0
9;BW 06;0,0;-9,052;5,32;45,0;1,2519615854307846;1,0173561435399823;False;True;3,0;1,0;0,0;1,0;0,0
10;BW 05;0,0;-21,615;8,01;45,0;1,2395939204341697;1,1043510152978688;False;True;3,0;1,0;0,0;1,0;0,0
11;BW 05;0,0;-6,751;6,05;45,01;1,2485882461515894;0,9158038048046946;False;True;3,0;1,0;0,0;1,0;0,0
12;BW 05;0,0;-7,775;6,1;45,01;1,248357670753373;1,0365053304182785;False;True;3,0;1,0;0,0;1,0;0,0
13;BW 05;0,0;-22,472;8,15;45,0;1,2389548573101472;1,0840855445485824;False;True;3,0;1,0;0,0;1,0;0,0
14;BW 06;0,0;-9,23;5,27;45,0;1,2521931156774215;1,1785941182896624;False;True;3,0;1,0;0,0;1,0;0,0
15;BW 05;0,0;-6,781;5,82;45,01;1,2496496733665512;1,1173958204007595;False;True;3,0;1,0;0,0;1,0;0,0
16;BW 05;0,0;-19,144;7,99;45,0;1,2396852511636052;0,833303503172987;False;True;3,0;1,0;0,0;1,0;0,0
17;BW 05;0,0;-7,382;5,58;45,0;1,2507586244441842;1,1479350695445942;False;True;3,0;1,0;0,0;1,0;0,0
18;BW 08;0,0;-5,178;4,48;45,0;1,2558595935286965;1,149493494141387;False;True;3,0;1,0;0,0;1,0;0,0
19;BW 08;0,0;-5,025;4,5;45,0;1,255766577020504;0,8671403491393931;False;True;3,0;1,0;0,0;1,0;0,0
20;BW 08;0,0;-3,82;4,5;45,0;1,255766577020504;0,9780536496107107;False;True;3,0;1,0;0,0;1,0;0,0
21;BW 06;0,0;-9,363;5,24;45,0;1,2523320636010107;1,00738265844498;False;True;3,0;1,0;0,0;1,0;0,0
22;BW 06;0,0;-12,35;5,13;45,0;1,2528417307714266;1,037744878570162;False;True;3,0;1,0;0,0;1,0;0,0
23;BW 08;0,0;-3,776;4,46;45,0;1,2559526202147235;1,230190077836457;False;True;3,0;1,0;0,0;1,0;0,0
24;BW 08;0,0;-3,756;4,41;45,0;1,256185231498971;1,1697611335564455;False;True;3,0;1,0;0,0;1,0;0,0
25;BW 06;0,0;-20,963;5,04;45,0;1,2532589555083724;1,2293099779116137;False;True;3,0;1,0;0,0;1,0;0,0
26;BW 05;0,0;-9,205;5,81;45,0;1,2496958515532377;1,0066753008156741;False;True;3,0;1,0;0,0;1,0;0,0
27;BW 08;0,0;-3,781;6,85;45,0;1,2449062256745;1,0456030851575147;False;True;3,0;1,0;0,0;1,0;0,0
28;BW 07;0,01;-17,669;5,26;45,02;1,252239429169048;1,0577257102515123;False;True;3,0;1,0;0,0;1,0;0,0
29;BW 06;0,0;-20,149;5,09;45,0;1,253027139022966;1,1385529678674762;False;True;3,0;1,0;0,0;1,0;0,0
30;BW 08;0,0;-3,713;6,38;45,0;1,2470675611313424;1,247401656419103;False;True;3,0;1,0;0,0;1,0;0,0
31;BW 06;0,0;-19,899;5,22;45,0;1,252424707969925;1,0678519489847915;False;True;3,0;1,0;0,0;1,0;0,0
32;BW 05;0,0;-22,043;7,8;45,0;1,2405533439574894;1,1347622902861996;False;True;3,0;1,0;0,0;1,0;0,0
33;BW 08;0,0;-3,722;6,43;45,0;1,2468373822323617;1,207088617588782;False;True;3,0;1,0;0,0;1,0;0,0
34;BW 09;0,0;-8,09;5,39;45,01;1,2516375471316807;1,1884917517001807;False;True;3,0;1,0;0,0;1,0;0,0
35;BW 07;0,0;-9,881;5,33;45,02;1,2519152868181433;1,249015908000925;False;True;3,0;1,0;0,0;1,0;0,0
36;BW 06;0,0;-11,418;5,22;45,0;1,252424707969925;1,1484445489081718;False;True;3,0;1,0;0,0;1,0;0,0
37;BW 06;0,0;-10,412;7,14;45,0;1,2435752334962031;0,9547776930226385;False;True;3,0;1,0;0,0;1,0;0,0
38;BW 09;0,0;-5,724;7,11;45,0;1,2437128312024852;1,216130122520908;False;True;3,0;1,0;0,0;1,0;0,0
39;BW 09;0,0;-4,33;7,08;45,0;1,243850449882811;1,226226009266895;False;True;3,0;1,0;0,0;1,0;0,0
40;BW 07;0,0;-9,425;5,5;45,02;1,251128588732078;1,1681894389134213;False;True;3,0;1,0;0,0;1,0;0,0
41;BW 05;0,05;-21,184;7,46;45,0;1,242108823669364;1,2457461048325706;False;True;3,0;1,0;0,0;1,0;0,0
42;BW 06;0,0;-9,334;7,1;45,0;1,243758701764351;1,1558403590383661;False;True;3,0;1,0;0,0;1,0;0,0
43;BW 05;0,0;-6,726;5,78;45,0;1,2498344007459679;1,1778536268403934;False;True;3,0;1,0;0,0;1,0;0,0
44;BW 06;0,0;-11,938;7,13;45,0;1,2436210970692567;1,165848146607686;False;True;3,0;1,0;0,0;1,0;0,0
45;BW 06;0,0;-11,314;7,13;45,0;1,2436210970692567;1,2161002218925;False;True;3,0;1,0;0,0;1,0;0,0
46;BW 07;0,0;-9,93;5,64;45,02;1,2504812544401147;1,2082633761778239;False;True;3,0;1,0;0,0;1,0;0,0
47;BW 09;0,0;-5,796;7,13;45,0;1,2436210970692567;1,1457473164937604;False;True;3,0;1,0;0,0;1,0;0,0
48;BW 05;0,0;-6,839;5,89;45,0;1,2493264942619853;1,1676282924121006;False;True;3,0;1,0;0,0;1,0;0,0
49;BW 05;0,0;-7,418;5,69;45,0;1,2502501802083812;0,9162099517063086;False;True;3,0;1,0;0,0;1,0;0,0
50;BW 05;0,0;-8,848;5,92;45,0;1,2491880254235606;0,9864081463928096;False;True;3,0;1,0;0,0;1,0;0,0
51;BW 06;0,0;-10,849;7,18;45,0;1,2433918024746518;1,1758262878407046;False;True;3,0;1,0;0,0;1,0;0,0
52;BW 06;0,0;-9,625;7,14;45,0;1,2435752334962031;1,0452303165721517;False;True;3,0;1,0;0,0;1,0;0,0
53;BW 09;0,0;-4,475;5,24;45,01;1,2523320636010107;1,2290068433028758;False;True;3,0;1,0;0,0;1,0;0,0
54;BW 07;0,0;-9,274;7,23;45,01;1,243162565993199;1,125508125013429;False;True;3,0;1,0;0,0;1,0;0,0
55;BW 06;0,0;-12,172;7,09;45,0;1,2438045746575113;1,2061091154220929;False;True;3,0;1,0;0,0;1,0;0,0
56;BW 09;0,0;-6,27;5,25;45,01;1,2522857451433107;0,9570017267519167;False;True;3,0;1,0;0,0;1,0;0,0
57;BW 07;0,0;-9,181;7,4;45,01;1,2423835952147124;1,07503759173808;False;True;3,0;1,0;0,0;1,0;0,0
58;BW 07;0,0;-10,225;7,21;45,01;1,24325425361898;1,1355852211341053;False;True;3,0;1,0;0,0;1,0;0,0
59;BW 07;0,0;-9,335;7,33;45,01;1,2427042669457558;0,8942670729446989;False;True;3,0;1,0;0,0;1,0;0,0
60;BW 09;0,0;-4,336;5,03;45,01;1,253305326302888;1,6626118687038351;False;True;4,0;1,0;0,0;1,0;0,0
61;BW 09;0,0;-4,478;5,17;45,01;1,2526563624083893;1,4205321456482212;False;True;4,0;1,0;0,0;1,0;0,0
62;BW 09;0,0;-5,386;5,09;45,01;1,253027139022966;1,481126427225832;False;True;4,0;1,0;0,0;1,0;0,0
63;BW 09;0,0;-5,832;5,24;45,01;1,2523320636010107;1,4002618952385222;False;True;4,0;1,0;0,0;1,0;0,0
64;BW 06;0,02;-20,146;5,18;45,0;1,2526100265442197;1,5414094923784114;False;True;4,0;1,0;0,0;1,0;0,0
65;BW 08;0,0;-3,797;4,5;45,0;1,255766577020504;1,583035288545171;False;True;4,0;1,0;0,0;1,0;0,0
66;BW 08;0,0;-3,801;4,43;45,0;1,2560921793409232;1,381494122157079;False;True;4,0;1,0;0,0;1,0;0,0
67;BW 09;0,0;-4,372;4,97;45,01;1,2535836036188863;1,4611912864139374;False;True;4,0;1,0;0,0;1,0;0,0
68;BW 08;0,0;-3,728;4,5;45,0;1,255766577020504;1,6132843704918942;False;True;4,0;1,0;0,0;1,0;0,0
69;BW 08;0,0;-3,763;4,5;45,0;1,255766577020504;1,4822050153894277;False;True;4,0;1,0;0,0;1,0;0,0
70;BW 08;0,0;-3,804;4,5;45,0;1,255766577020504;1,5326201519672993;False;True;4,0;1,0;0,0;1,0;0,0
71;BW 09;0,0;-4,391;5,2;45,01;1,2525173622821952;1,3096620434045934;False;True;4,0;1,0;0,0;1,0;0,0
72;BW 09;0,08;-4,482;5,03;45,01;1,253305326302888;1,642458997568031;False;True;4,0;1,0;0,0;1,0;0,0
73;BW 09;0,03;-5,776;5,18;45,01;1,2526100265442197;1,5414094923784114;False;True;4,0;1,0;0,0;1,0;0,0
74;BW 08;0,0;-5,362;4,76;45,0;1,254558285736797;1,259974041801777;False;True;4,0;1,0;0,0;1,0;0,0
75;BW 08;0,0;-3,825;4,6;45,0;1,255301646927281;1,4517767225003575;False;True;4,0;1,0;0,0;1,0;0,0
76;BW 05;0,0;-7,765;5,68;45,0;1,250296390155521;1,4397762334135027;False;True;4,0;1,0;0,0;1,0;0,0
77;BW 08;0,06;-5,307;4,49;45,0;1,255813084002763;1,6838863486158577;False;True;4,0;1,0;0,0;1,0;0,0
78;BW 05;0,0;-6,879;5,53;45,0;1,2509898336712135;1,6112362092718258;False;True;4,0;1,0;0,0;1,0;0,0
79;BW 09;0,17;-6,535;5,19;45,01;1,2525636931690882;1,6622838583565993;False;True;4,0;1,0;0,0;1,0;0,0
80;BW 08;0,0;-3,843;4,5;45,0;1,255766577020504;1,6032013431763197;False;True;4,0;1,0;0,0;1,0;0,0
81;BW 08;0,0;-5,298;4,5;45,0;1,255766577020504;1,643533452438617;False;True;4,0;1,0;0,0;1,0;0,0
82;BW 09;0,13;-6,578;5,12;45,01;1,2528880790927688;1,7430298819524352;False;True;4,0;1,0;0,0;1,0;0,0
83;BW 05;0,05;-9,445;5,42;45,0;1,2514987106740432;1,7222421596114539;False;True;4,0;1,0;0,0;1,0;0,0
84;BW 08;0,0;-4,13;4,44;45,0;1,2560456570848573;1,7142416151725315;False;True;4,0;1,0;0,0;1,0;0,0
85;BW 09;0,0;-8,163;4,97;45,01;1,2535836036188863;1,5720402805556843;False;True;4,0;1,0;0,0;1,0;0,0
86;BW 08;0,03;-3,791;4,49;45,0;1,255813084002763;1,7343021075564524;False;True;4,0;1,0;0,0;1,0;0,0
87;BW 07;0,0;-9,986;5,33;45,02;1,2519152868181433;1,5411244671301738;False;True;4,0;1,0;0,0;1,0;0,0
88;BW 07;0,0;-10,021;5,37;45,02;1,2517301171297825;1,4201819337124812;False;True;4,0;1,0;0,0;1,0;0,0
89;BW 07;0,0;-9,541;5,38;45,02;1,251683830894228;1,55110157430841;False;True;4,0;1,0;0,0;1,0;0,0
90;BW 06;0,0;-10,571;7,1;45,0;1,243758701764351;1,2663990020768185;False;True;4,0;1,0;0,0;1,0;0,0
91;BW 07;0,0;-10,034;5,3;45,02;1,252054190090347;1,7023507655298826;False;True;4,0;1,0;0,0;1,0;0,0
92;BW 07;0,04;-9,518;5,36;45,02;1,2517764058391478;1,6216461685113728;False;True;4,0;1,0;0,0;1,0;0,0
93;BW 07;0,0;-9,979;5,41;45,02;1,2515449870223927;1,5208290727186735;False;True;4,0;1,0;0,0;1,0;0,0
94;BW 07;0,0;-9,377;5,37;45,01;1,2517301171297825;1,6417706042208116;False;True;4,0;1,0;0,0;1,0;0,0
95;BW 05;0,0;-19,43;7,68;45,01;1,2411020352153703;1,4965000468621856;False;True;4,0;1,0;0,0;1,0;0,0
96;BW 06;0,0;-11,525;7,23;45,0;1,243162565993199;1,4772294140801252;False;True;4,0;1,0;0,0;1,0;0,0
97;BW 07;0,02;-9,911;5,17;45,02;1,2526563624083893;1,6925489394957527;False;True;4,0;1,0;0,0;1,0;0,0
98;BW 07;0,0;-9,988;5,34;45,02;1,2518689906825253;1,3900166982887607;False;True;4,0;1,0;0,0;1,0;0,0
99;BW 07;0,0;-9,957;5,61;45,02;1,250619928397074;1,258654206848604;False;True;4,0;1,0;0,0;1,0;0,0
100;BW 06;0,0;-10,12;7,28;45,0;1,2429333875189401;1,4670900700537588;False;True;4,0;1,0;0,0;1,0;0,0
101;BW 06;0,0;-12,252;7,31;45,0;1,2427959082336988;1,7182407676627862;False;True;4,0;1,0;0,0;1,0;0,0
102;BW 07;0,14;-9,342;5,3;45,0;1,252054190090347;1,742643091341241;False;True;4,0;1,0;0,0;1,0;0,0
103;BW 07;0,13;-9,385;5,2;45,0;1,2525173622821952;1,7428579500691896;False;True;4,0;1,0;0,0;1,0;0,0
104;BW 08;0,0;-13,873;4,2;45,0;1,257162896165473;1,2810189167112713;False;True;4,0;1,0;0,0;1,0;0,0
105;BW 06;0,0;-9,185;7,28;45,0;1,2429333875189401;1,5776242534139735;False;True;4,0;1,0;0,0;1,0;0,0
106;BW 07;0,0;-9,434;5,23;45,02;1,2523783845429486;1,7125716335581107;False;True;4,0;1,0;0,0;1,0;0,0
107;BW 07;0,0;-9,901;5,32;45,02;1,2519615854307846;1,5612891311752204;False;True;4,0;1,0;0,0;1,0;0,0
108;BW 07;0,0;-9,462;5,3;45,02;1,252054190090347;1,7224969284355618;False;True;4,0;1,0;0,0;1,0;0,0
109;BW 08;0,0;-3,777;4,51;45,0;1,2557200725811344;1,653596066869072;False;True;4,0;1,0;0,0;1,0;0,0
110;BW 09;0,0;-16,79;4,59;45,0;1,2553481285159853;1,3207298471873432;False;True;4,0;1,0;0,0;1,0;0,0
111;BW 08;0,06;-3,808;4,44;45,0;1,2560456570848573;1,6739065183449426;False;True;4,0;1,0;0,0;1,0;0,0
112;BW 08;0,07;-4,778;4,3;45,0;1,2566972008569812;1,623768313970998;False;True;4,0;1,0;0,0;1,0;0,0
113;BW 06;0,0;-12,11;6,97;45,0;1,244355231523675;1,5078588482615016;False;True;4,0;1,0;0,0;1,0;0,0
114;BW 06;0,09;-10,47;5,0;45,0;1,2534444536956335;1,6122893456585397;False;True;4,0;1,0;0,0;1,0;0,0
115;BW 05;0,0;-18,742;7,89;45,0;1,2401420402530547;1,5161961671581563;False;True;4,0;1,0;0,0;1,0;0,0
116;BW 06;0,08;-11,379;4,99;45,0;1,2534908344989342;1,6425400298506059;False;True;4,0;1,0;0,0;1,0;0,0
117;BW 06;0,0;-11,55;4,93;45,0;1,2537691719344453;1,5519624895685455;False;True;4,0;1,0;0,0;1,0;0,0
118;BW 05;0,0;-18,677;7,99;45,0;1,2396852511636052;1,4758507827280614;False;True;4,0;1,0;0,0;1,0;0,0
119;BW 05;0,0;-20,601;7,89;45,0;1,2401420402530547;1,4358678934014326;False;True;4,0;1,0;0,0;1,0;0,0
120;BW 07;0,0;-10,046;5,3;45,0;1,252054190090347;1,2893544259634615;False;True;4,0;1,0;0,0;1,0;0,0
121;BW 05;0,04;-21,294;7,76;45,0;1,2407362046257022;1,6670778332964968;False;True;4,0;1,0;0,0;1,0;0,0
122;BW 07;0,0;-9,261;5,37;45,02;1,2517301171297825;1,3798930845291486;False;True;4,0;1,0;0,0;1,0;0,0
123;BW 07;0,02;-9,466;5,35;45,02;1,2518226970231277;1,5209415518843534;False;True;4,0;1,0;0,0;1,0;0,0
124;BW 07;0,0;-9,777;5,4;45,02;1,251591265841337;1,3395547005327113;False;True;4,0;1,0;0,0;1,0;0,0
125;BW 07;0,0;-9,942;5,31;45,02;1,2520078865212518;1,4303599333063168;False;True;4,0;1,0;0,0;1,0;0,0
126;BW 05;0,0;-19,98;8,1;45,0;1,2391830435905804;1,3049978918860077;False;True;4,0;1,0;0,0;1,0;0,0
127;BW 07;0,0;-9,891;5,3;45,02;1,252054190090347;1,4203044848503754;False;True;4,0;1,0;0,0;1,0;0,0
128;BW 06;0,0;-20,499;5,0;45,0;1,2534444536956335;1,56190530360671;False;True;4,0;1,0;0,0;1,0;0,0
129;BW 07;0,0;-16,869;5,28;45,02;1,2521468046676303;1,5915861108763414;False;True;4,0;1,0;0,0;1,0;0,0
130;BW 07;0,02;-9,376;5,24;45,0;1,2523320636010107;1,5513692940052695;False;True;4,0;1,0;0,0;1,0;0,0
131;BW 05;0,0;-6,787;6,05;45,01;1,2485882461515894;1,5095667112165296;False;True;4,0;1,0;0,0;1,0;0,0
132;BW 09;0,0;-4,222;7,11;45,0;1,2437128312024852;1,527700649778331;False;True;4,0;1,0;0,0;1,0;0,0
133;BW 06;0,0;-10,277;5,13;45,0;1,2528417307714266;1,6422564583197705;False;True;4,0;1,0;0,0;1,0;0,0
134;BW 09;0,03;-15,055;5,03;45,01;1,253305326302888;1,4913124640495006;False;True;4,0;1,0;0,0;1,0;0,0
135;BW 07;0,0;-10,894;7,38;45,0;1,2424752041673648;1,4669097764390961;False;True;4,0;1,0;0,0;1,0;0,0
136;BW 06;0,0;-11,015;5,21;45,0;1,2524710338827407;1,4003136886347964;False;True;4,0;1,0;0,0;1,0;0,0
137;BW 06;0,0;-9,206;5,18;45,0;1,2526100265442197;1,460812917613527;False;True;4,0;1,0;0,0;1,0;0,0
138;BW 05;0,0;-8,091;5,3;45,0;1,252054190090347;1,631839195360006;False;True;4,0;1,0;0,0;1,0;0,0
139;BW 06;0,03;-10,567;5,03;45,0;1,253305326302888;1,672688304271737;False;True;4,0;1,0;0,0;1,0;0,0
140;BW 06;0,0;-12,426;5,24;45,0;1,2523320636010107;1,571516947174169;False;True;4,0;1,0;0,0;1,0;0,0
141;BW 08;0,0;-3,74;6,48;45,0;1,2466072630169516;1,307598881321942;False;True;4,0;1,0;0,0;1,0;0,0
142;BW 09;0,07;-5,497;5,16;45,01;1,2527027007623956;1,7227942704202355;False;True;4,0;1,0;0,0;1,0;0,0
143;BW 08;0,0;-4,898;6,32;45,0;1,2473438547380897;1,4788837460271038;False;True;4,0;1,0;0,0;1,0;0,0
144;BW 08;0,0;-3,843;6,4;45,0;1,246975482403097;1,710105340889635;False;True;4,0;1,0;0,0;1,0;0,0
145;BW 05;0,0;-6,775;5,75;45,0;1,2499729719047794;1,5302595523272433;False;True;4,0;1,0;0,0;1,0;0,0
146;BW 09;0,06;-4,687;5,23;45,01;1,2523783845429486;1,7125716335581107;False;True;4,0;1,0;0,0;1,0;0,0
147;BW 09;0,0;-4,179;7,04;45,0;1,2440339741222908;1,4273168575658115;False;True;4,0;1,0;0,0;1,0;0,0
148;BW 09;0,0;-5,035;7,18;45,0;1,2433918024746518;1,6280671677794374;False;True;4,0;1,0;0,0;1,0;0,0
149;BW 09;0,0;-16,251;5,0;45,01;1,2534444536956335;1,4812908363237831;False;True;4,0;1,0;0,0;1,0;0,0
150;BW 08;0,0;-3,661;6,57;45,0;1,2461931985009906;1,589059587440527;False;True;4,0;1,0;0,0;1,0;0,0
151;BW 08;0,0;-4,874;6,49;45,0;1,2465612463267828;1,7199742876162079;False;True;4,0;1,0;0,0;1,0;0,0
152;BW 05;0,0;-6,854;5,42;45,0;1,2514987106740432;1,299235313391097;False;True;4,0;1,0;0,0;1,0;0,0
153;BW 06;0,0;-10,736;5,0;45,0;1,2534444536956335;1,3603691353993927;False;True;4,0;1,0;0,0;1,0;0,0
154;BW 08;0,0;-4,698;6,35;45,0;1,247205697161889;1,2675678367914198;False;True;4,0;1,0;0,0;1,0;0,0
155;BW 06;0,0;-9,12;5,0;45,0;1,2534444536956335;1,56190530360671;False;True;4,0;1,0;0,0;1,0;0,0
156;BW 05;0,0;-7,833;5,41;45,0;1,2515449870223927;1,379825052731512;False;True;4,0;1,0;0,0;1,0;0,0
157;BW 05;0,0;-6,772;5,6;45,0;1,2506661579572378;1,4197794390923981;False;True;4,0;1,0;0,0;1,0;0,0
158;BW 08;0,0;-5,03;6,77;45,0;1,245273743205894;1,3875713810354893;False;True;4,0;1,0;0,0;1,0;0,0
159;BW 07;0,0;-9,235;7,33;45,01;1,2427042669457558;1,2559930799785097;False;True;4,0;1,0;0,0;1,0;0,0
160;BW 07;0,0;-9,953;7,26;45,01;1,2430250519545685;1,2962963790098239;False;True;4,0;1,0;0,0;1,0;0,0
161;BW 07;0,0;-12,19;7,21;45,01;1,24325425361898;1,447117449940807;False;True;4,0;1,0;0,0;1,0;0,0
162;BW 06;0,0;-9,674;5,05;45,0;1,2532125872140638;1,6827232330828619;False;True;4,0;1,0;0,0;1,0;0,0
163;BW 07;0,0;-16,632;7,32;45,01;1,2427500864334058;1,4368737426178622;False;True;4,0;1,0;0,0;1,0;0,0
164;BW 07;0,19;-18,547;7,07;44,86;1,2438963274410944;1,5579292472309842;False;True;4,0;1,0;0,0;1,0;0,0
165;BW 08;0,0;-3,841;6,55;45,0;1,2462851961864732;1,307486263522608;False;True;4,0;1,0;0,0;1,0;0,0
166;BW 05;0,0;-6,807;5,62;45,0;1,250573701291372;1,7016795205491122;False;True;4,0;1,0;0,0;1,0;0,0
167;BW 09;0,0;-4,201;6,81;45,0;1,245089965594664;1,6288080085261902;False;True;4,0;1,0;0,0;1,0;0,0
168;BW 06;0,16;-21,192;4,86;45,0;1,254094013111866;1,7435889382706906;False;True;4,0;1,0;0,0;1,0;0,0
169;BW 05;0,0;-6,775;5,32;45,0;1,2519615854307846;1,6519446291144266;False;True;4,0;1,0;0,0;1,0;0,0
170;BW 05;0,0;-6,843;5,33;45,0;1,2519152868181433;1,7425786458400006;False;True;4,0;1,0;0,0;1,0;0,0
171;BW 06;0,0;-10,278;4,99;45,0;1,2534908344989342;1,320078183499567;False;True;4,0;1,0;0,0;1,0;0,0
172;BW 05;0,0;-7,631;5,48;45,01;1,2512211044213728;1,289068394409067;False;True;4,0;1,0;0,0;1,0;0,0
173;BW 08;0,0;-3,909;4,62;45,0;1,255208691354183;1,6432900315177579;False;True;4,0;1,0;0,0;1,0;0,0
174;BW 06;0,0;-11,707;5,03;45,0;1,253305326302888;1,5114653351853047;False;True;4,0;1,0;0,0;1,0;0,0
175;BW 05;0,0;-8,146;5,56;45,0;1,2508511007586787;1,3594302949246475;False;True;4,0;1,0;0,0;1,0;0,0
176;BW 08;0,02;-3,838;4,3;45,0;1,2566972008569812;1,7145379712737243;False;True;4,0;1,0;0,0;1,0;0,0
177;BW 05;0,0;-9,206;5,26;45,0;1,252239429169048;1,5916253544737045;False;True;4,0;1,0;0,0;1,0;0,0
178;BW 05;0,0;-7,518;5,32;45,0;1,2519615854307846;1,6922359615318516;False;True;4,0;1,0;0,0;1,0;0,0
179;BW 09;0,0;-6,132;5,06;45,01;1,2531662214191657;1,4408769744186756;False;True;4,0;1,0;0,0;1,0;0,0
180;BW 09;0,07;-6,534;6,97;45,0;1,244355231523675;1,7290114793398552;False;True;4,0;1,0;0,0;1,0;0,0
181;BW 09;0,0;-7,909;5,06;45,01;1,2531662214191657;1,2897360330460874;False;True;4,0;1,0;0,0;1,0;0,0
182;BW 09;0,14;-7,239;6,81;45,0;1,245089965594664;1,7192973423332005;False;True;4,0;1,0;0,0;1,0;0,0
183;BW 05;0,0;-7,477;5,24;45,0;1,2523320636010107;1,5412954674208195;False;True;4,0;1,0;0,0;1,0;0,0
184;BW 07;0,02;-9,169;7,77;45,01;1,2406904860483645;1,375824445164918;False;True;4,0;1,0;0,0;1,0;0,0
185;BW 09;0,0;-4,7;5,02;45,01;1,2533516995984058;1,642479254748647;False;True;4,0;1,0;0,0;1,0;0,0
186;BW 09;0,0;-4,515;5,27;45,01;1,2521931156774215;1,4908711923664106;False;True;4,0;1,0;0,0;1,0;0,0
187;BW 09;0,0;-4,291;6,73;45,0;1,2454575585617664;1,5686361272161156;False;True;4,0;1,0;0,0;1,0;0,0
188;BW 05;0,0;-6,747;5,34;45,01;1,2518689906825253;1,7324845804758469;False;True;4,0;1,0;0,0;1,0;0,0
189;BW 09;0,0;-5,631;6,77;45,0;1,245273743205894;1,5283394921550317;False;True;4,0;1,0;0,0;1,0;0,0
190;BW 09;0,0;-8,249;7,06;45,0;1,2439422073332063;1,5478971212167159;False;True;4,0;1,0;0,0;1,0;0,0
191;BW 09;0,0;-4,917;7,08;45,0;1,243850449882811;1,3066342721696425;False;True;4,0;1,0;0,0;1,0;0,0
192;BW 06;0,23;-11,914;5,2;43,72;1,2525173622821952;1,5816687754963166;False;True;4,0;1,0;0,0;1,0;0,0
193;BW 09;0,0;-4,524;5,21;45,01;1,2524710338827407;1,2894974974478703;False;True;4,0;1,0;0,0;1,0;0,0
194;BW 06;0,0;-20,419;5,38;45,0;1,251683830894228;1,4100923402803727;False;True;4,0;1,0;0,0;1,0;0,0
195;BW 08;0,01;-5,051;6,41;45,0;1,2469294466241283;1,508897908325844;False;True;4,0;1,0;0,0;1,0;0,0
196;BW 09;0,0;-4,844;5,35;45,01;1,2518226970231277;1,3698546427567686;False;True;4,0;1,0;0,0;1,0;0,0
197;BW 09;0,0;-6,778;5,36;45,01;1,2517764058391478;1,4806334582060359;False;True;4,0;1,0;0,0;1,0;0,0
198;BW 07;0,1;-11,227;7,2;45,0;1,2433001009144227;1,7084235449766327;False;True;4,0;1,0;0,0;1,0;0,0
199;BW 06;0,0;-19,929;5,31;45,0;1,2520078865212518;1,4303599333063168;False;True;4,0;1,0;0,0;1,0;0,0
200;BW 06;0,0;-10,504;5,15;45,0;1,2527490416070386;1,45079201158511;False;True;4,0;1,0;0,0;1,0;0,0
201;BW 06;0,0;-11,767;5,3;45,0;1,252054190090347;1,6016199510014875;False;True;4,0;1,0;0,0;1,0;0,0
202;BW 05;0,0;-6,795;5,73;45,01;1,2500653648915336;1,7014489216187487;False;True;4,0;1,0;0,0;1,0;0,0
203;BW 07;0,0;-10,02;7,67;45,01;1,2411477742983674;1,5266496740090534;False;True;4,0;1,0;0,0;1,0;0,0
204;BW 05;0,0;-6,804;5,89;45,01;1,2493264942619853;2,214467451126398;False;True;5,0;1,0;0,0;1,0;0,0
205;BW 05;0,0;-9,095;5,41;45,0;1,2515449870223927;1,7927653969796284;False;True;5,0;1,0;0,0;1,0;0,0
206;BW 05;3,52;-27,661;7,12;2,42;1,2436669629710688;2,03020879955527;False;True;5,0;1,0;0,0;1,0;0,0
207;BW 07;0,0;-10,241;5,31;45,01;1,2520078865212518;2,07502919902184;False;True;5,0;1,0;0,0;1,0;0,0
208;BW 07;0,0;-9,697;5,35;45,01;1,2518226970231277;2,175651491437221;False;True;5,0;1,0;0,0;1,0;0,0
209;BW 05;0,36;-9,021;5,4;45,0;1,251591265841337;2,195661088091211;False;True;5,0;1,0;0,0;1,0;0,0
210;BW 05;0,0;-7,581;5,65;45,0;1,250435034692941;1,7620290472725764;False;True;5,0;1,0;0,0;1,0;0,0
211;BW 07;0,38;-9,361;5,4;45,0;1,251591265841337;1,9337932518968461;False;True;5,0;1,0;0,0;1,0;0,0
