;Identifier;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Lower Limit Filter;Active Power Filter;Bin;Negativ Lower Limit;Positiv Lower Limit;Positiv Active Power;Negativ Active Power
8391;BW 06;10,11;5374,381;7,47;11,18;1,2420630364692666;14,014471472453156;True;False;29,0;0,0;1,0;0,0;1,0
8392;BW 06;10,11;5422,479;7,46;10,97;1,242108823669364;13,833809567374594;True;False;29,0;0,0;1,0;0,0;1,0
8393;BW 08;9,71;3233,881;3,94;12,93;1,258374906952404;13,803124895570372;True;False;29,0;0,0;1,0;0,0;1,0
8394;BW 08;9,71;3231,302;4,11;13,46;1,2575822413426279;14,05242314811574;True;False;29,0;0,0;1,0;0,0;1,0
8395;BW 08;9,71;3230,577;4,07;13,2;1,257768683849958;14,123736241041062;True;False;29,0;0,0;1,0;0,0;1,0
8396;BW 08;9,79;3306,33;4,12;13,16;1,257535637151075;13,860582120090246;True;False;29,0;0,0;1,0;0,0;1,0
8397;BW 06;10,11;5305,874;7,6;10,93;1,2414680118433554;13,861564009562695;True;False;29,0;0,0;1,0;0,0;1,0
8398;BW 06;10,11;5249,033;7,74;11,48;1,2408276486061218;14,019866430720128;True;False;29,0;0,0;1,0;0,0;1,0
8399;BW 06;10,11;5250,867;7,63;11,92;1,2413307534660527;14,112159174804646;True;False;29,0;0,0;1,0;0,0;1,0
8400;BW 06;10,11;4721,183;7,5;12,47;1,241925688664681;13,78290042502057;True;False;29,0;0,0;1,0;0,0;1,0
8401;BW 08;9,7;3230,525;3,77;13,73;1,2591683200620611;14,108788983188523;True;False;29,0;0,0;1,0;0,0;1,0
8402;BW 05;9,71;3232,447;4,42;13,22;1,2561387041453669;13,926036040030095;True;False;29,0;0,0;1,0;0,0;1,0
8403;BW 05;9,72;3232,639;4,36;13,3;1,256417906531795;14,038000218207278;True;False;29,0;0,0;1,0;0,0;1,0
8404;BW 05;9,72;3234,055;4,27;13,49;1,2568368825493481;13,858014415533859;True;False;29,0;0,0;1,0;0,0;1,0
8405;BW 05;9,37;2888,479;4,63;14,29;1,2551622173682144;14,184543182729655;True;False;29,0;0,0;1,0;0,0;1,0
8406;BW 05;9,37;2889,812;4,44;14,03;1,2560456570848573;14,228205405932012;True;False;29,0;0,0;1,0;0,0;1,0
8407;BW 05;9,37;2890,03;4,31;13,68;1,2566506454109836;13,897671463428608;True;False;29,0;0,0;1,0;0,0;1,0
8408;BW 05;9,37;2888,092;4,33;13,71;1,2565575421914916;13,907413380122224;True;False;29,0;0,0;1,0;0,0;1,0
8409;BW 05;9,37;2890,886;4,31;14,01;1,2566506454109836;13,948098428099975;True;False;29,0;0,0;1,0;0,0;1,0
8410;BW 05;9,37;2890,64;4,38;13,88;1,256324828862575;13,926723822757188;True;False;29,0;0,0;1,0;0,0;1,0
8411;BW 05;9,37;2890,699;4,41;14,36;1,256185231498971;14,18839581822344;True;False;29,0;0,0;1,0;0,0;1,0
8412;BW 05;9,36;2887,571;4,41;14,21;1,256185231498971;13,885871387131257;True;False;29,0;0,0;1,0;0,0;1,0
8413;BW 05;9,37;2890,41;4,54;14,03;1,2555805745125146;13,883643070147345;True;False;29,0;0,0;1,0;0,0;1,0
8414;BW 05;9,37;2889,946;4,48;14,36;1,2558595935286965;14,177086427743776;True;False;29,0;0,0;1,0;0,0;1,0
8415;BW 05;9,37;2888,257;4,62;14,11;1,255208691354183;14,063739840290014;True;False;29,0;0,0;1,0;0,0;1,0
8416;BW 05;9,37;2889,246;4,67;13,77;1,254976346743173;14,032629297963874;True;False;29,0;0,0;1,0;0,0;1,0
8417;BW 05;9,37;2889,502;4,69;13,54;1,2548834266109208;13,780266381739137;True;False;29,0;0,0;1,0;0,0;1,0
8418;BW 05;9,37;2889,273;4,65;13,98;1,2550692769935028;14,012813337344063;True;False;29,0;0,0;1,0;0,0;1,0
8419;BW 05;9,37;2889,816;4,64;14,01;1,255115745914917;14,144042982796035;True;False;29,0;0,0;1,0;0,0;1,0
8420;BW 09;9,36;2887,997;4,22;15,38;1,2570697365980055;14,080773494235993;True;False;29,0;0,0;1,0;0,0;1,0
8421;BW 05;9,64;3154,241;4,42;13,77;1,2561387041453669;14,097464434440313;True;False;29,0;0,0;1,0;0,0;1,0
8422;BW 09;9,37;2890,294;4,15;14,85;1,2573958400086607;13,789456782835146;True;False;29,0;0,0;1,0;0,0;1,0
8423;BW 05;9,71;3230,328;4,22;13,59;1,2570697365980055;14,24215771766563;True;False;29,0;0,0;1,0;0,0;1,0
8424;BW 05;9,71;3230,989;4,3;13,47;1,2566972008569812;14,109638951834944;True;False;29,0;0,0;1,0;0,0;1,0
8425;BW 05;9,71;3231,563;4,27;13,71;1,2568368825493481;13,797499068741134;True;False;29,0;0,0;1,0;0,0;1,0
8426;BW 05;9,36;2888,178;4,44;14,08;1,2560456570848573;14,026529921794067;True;False;29,0;0,0;1,0;0,0;1,0
8427;BW 09;9,37;2889,641;4,24;14,95;1,2569765872896574;14,050166894433252;True;False;29,0;0,0;1,0;0,0;1,0
8428;BW 09;10,11;4874,718;7,06;12,81;1,2439422073332063;13,951176650966243;True;False;29,0;0,0;1,0;0,0;1,0
8429;BW 08;10,12;4094,16;5,51;12,13;1,2510823345828526;14,018100513256908;True;False;29,0;0,0;1,0;0,0;1,0
8430;BW 05;10,11;4745,227;6,83;11,58;1,24499809092655;13,99533937513512;True;False;29,0;0,0;1,0;0,0;1,0
8431;BW 06;10,11;3947,295;3,85;12,23;1,258794855831644;13,915662583693827;True;False;29,0;0,0;1,0;0,0;1,0
8432;BW 06;9,36;2887,087;4,71;14,52;1,2547905165904383;14,042017052582622;True;False;29,0;0,0;1,0;0,0;1,0
8433;BW 06;9,37;2888,686;4,67;14,25;1,254976346743173;13,962062914999974;True;False;29,0;0,0;1,0;0,0;1,0
8434;BW 06;9,37;2889,095;4,54;14,59;1,2555805745125146;14,176036424565845;True;False;29,0;0,0;1,0;0,0;1,0
8435;BW 06;9,72;3230,922;5,32;13,86;1,2519615854307846;13,880364017802926;True;False;29,0;0,0;1,0;0,0;1,0
8436;BW 07;10,11;4746,36;6,8;12,17;1,24513590646184;13,88525632764107;True;False;29,0;0,0;1,0;0,0;1,0
8437;BW 06;9,37;2889,428;4,46;14,64;1,2559526202147235;14,147185895119254;True;False;29,0;0,0;1,0;0,0;1,0
8438;BW 07;10,11;4745,341;6,82;11,66;1,24504402708318;13,754209577273203;True;False;29,0;0,0;1,0;0,0;1,0
8439;BW 07;10,11;4743,18;6,8;11,84;1,24513590646184;13,834983857229625;True;False;29,0;0,0;1,0;0,0;1,0
8440;BW 06;9,72;3230,82;5,42;13,74;1,2514987106740432;13,888724784235057;True;False;29,0;0,0;1,0;0,0;1,0
8441;BW 06;9,37;2890,523;4,52;13,91;1,25567357068387;13,78315804775931;True;False;29,0;0,0;1,0;0,0;1,0
8442;BW 07;10,11;4752,048;5,88;12,49;1,2493726554038134;13,981514421440103;True;False;29,0;0,0;1,0;0,0;1,0
8443;BW 06;9,73;3231,703;5,47;13,75;1,2512673659630553;13,988578644897238;True;False;29,0;0,0;1,0;0,0;1,0
8444;BW 06;9,37;2890,14;4,45;14,31;1,255999137376385;14,026356754485242;True;False;29,0;0,0;1,0;0,0;1,0
8445;BW 07;10,11;4252,148;5,66;13,07;1,2503888173969906;14,035647025716555;True;False;29,0;0,0;1,0;0,0;1,0
8446;BW 06;9,37;2891,059;4,32;14,74;1,2566040925227475;14,109290483531312;True;False;29,0;0,0;1,0;0,0;1,0
8447;BW 06;9,36;2889,933;4,24;14,59;1,2569765872896574;14,120770748174122;True;False;29,0;0,0;1,0;0,0;1,0
8448;BW 07;10,11;4079,541;7,01;12,79;1,244171641830724;14,122916588062596;True;False;29,0;0,0;1,0;0,0;1,0
8449;BW 06;9,36;2888,839;4,26;14,52;1,2568834482341953;14,150680014490533;True;False;29,0;0,0;1,0;0,0;1,0
8450;BW 06;9,73;3233,606;5,64;13,55;1,2504812544401147;13,975579717790165;True;False;29,0;0,0;1,0;0,0;1,0
8451;BW 06;9,37;2890,339;4,31;14,33;1,2566506454109836;13,938013035165701;True;False;29,0;0,0;1,0;0,0;1,0
8452;BW 06;9,37;2889,654;4,44;14,0;1,2560456570848573;14,107200115449245;True;False;29,0;0,0;1,0;0,0;1,0
8453;BW 06;9,37;2888,945;4,43;13,76;1,2560921793409232;13,84519291767642;True;False;29,0;0,0;1,0;0,0;1,0
8454;BW 06;9,73;3232,554;5,65;13,73;1,250435034692941;13,753895306139082;True;False;29,0;0,0;1,0;0,0;1,0
8455;BW 05;10,11;4747,831;6,96;11,63;1,2444011348004522;13,802104369804836;True;False;29,0;0,0;1,0;0,0;1,0
8456;BW 07;10,12;4901,426;7,23;12,26;1,243162565993199;14,229638437669779;True;False;29,0;0,0;1,0;0,0;1,0
8457;BW 08;10,12;6387,085;4,92;8,98;1,25381557028373;14,189546366822283;True;True;29,0;0,0;1,0;1,0;0,0
8458;BW 08;10,11;4747,802;6,5;11,57;1,2465152320189836;13,809916020802348;True;False;29,0;0,0;1,0;0,0;1,0
8459;BW 07;9,71;3231,417;4,82;13,57;1,2542796919434567;13,969557971281706;True;False;29,0;0,0;1,0;0,0;1,0
8460;BW 07;9,82;3329,996;4,93;13,51;1,2537691719344453;13,907196335094758;True;False;29,0;0,0;1,0;0,0;1,0
8461;BW 07;9,72;3232,52;4,86;13,84;1,254094013111866;13,98902570127005;True;False;29,0;0,0;1,0;0,0;1,0
8462;BW 08;10,11;4077,786;5,82;12,39;1,2496496733665512;13,962414440503183;True;False;29,0;0,0;1,0;0,0;1,0
8463;BW 07;9,72;3230,847;4,86;13,64;1,254094013111866;13,938632957389395;True;False;29,0;0,0;1,0;0,0;1,0
8464;BW 09;9,37;2889,923;4,22;14,92;1,2570697365980055;13,969821840628116;True;False;29,0;0,0;1,0;0,0;1,0
8465;BW 07;9,72;3233,353;4,65;13,64;1,2550692769935028;13,922082891274929;True;False;29,0;0,0;1,0;0,0;1,0
8466;BW 07;9,71;3228,692;4,56;13,53;1,255487588500156;13,802642084770746;True;False;29,0;0,0;1,0;0,0;1,0
8467;BW 05;10,11;4250,132;5,34;12,36;1,2518689906825253;14,101618678291779;True;False;29,0;0,0;1,0;0,0;1,0
8468;BW 05;10,1;4749,958;5,74;11,23;1,2500191671761938;13,832911356785369;True;False;29,0;0,0;1,0;0,0;1,0
8469;BW 07;9,71;3231,343;4,54;14,37;1,2555805745125146;14,085293659401483;True;False;29,0;0,0;1,0;0,0;1,0
8470;BW 06;10,11;4078,091;5,82;12,73;1,2496496733665512;14,042947472604139;True;False;29,0;0,0;1,0;0,0;1,0
8471;BW 06;9,37;2891,26;4,47;14,65;1,2559061055990886;14,036093836224003;True;False;29,0;0,0;1,0;0,0;1,0
8472;BW 07;9,72;3232,868;4,38;13,79;1,256324828862575;13,876301216592244;True;False;29,0;0,0;1,0;0,0;1,0
8473;BW 07;10,11;6379,31;5,79;9,31;1,2497882152421322;13,821992386331905;True;True;29,0;0,0;1,0;1,0;0,0
8474;BW 06;9,64;3154,914;4,92;13,85;1,25381557028373;14,06861273301414;True;False;29,0;0,0;1,0;0,0;1,0
8475;BW 05;10,11;4898,055;6,79;11,91;1,2451818496855456;14,247393344492052;True;False;29,0;0,0;1,0;0,0;1,0
8476;BW 06;9,63;3153,27;4,33;14,14;1,2565575421914916;14,199882552002968;True;False;29,0;0,0;1,0;0,0;1,0
8477;BW 08;10,11;4746,882;6,0;12,23;1,248818882015888;14,070027967783888;True;False;29,0;0,0;1,0;0,0;1,0
8478;BW 08;10,11;4897,833;6,36;11,78;1,247159649425514;14,24487275595826;True;False;29,0;0,0;1,0;0,0;1,0
8479;BW 07;10,11;4748,451;7,29;12,1;1,2428875587756159;13,886942173513708;True;False;29,0;0,0;1,0;0,0;1,0
8480;BW 07;10,11;4747,383;7,33;12,29;1,2427042669457558;14,147506052877933;True;False;29,0;0,0;1,0;0,0;1,0
8481;BW 07;10,11;4817,066;7,49;12,77;1,24197146896778;14,205000487193526;True;False;29,0;0,0;1,0;0,0;1,0
8482;BW 08;10,11;4816,389;6,73;11,35;1,2454575585617664;13,795953631669938;True;False;29,0;0,0;1,0;0,0;1,0
8483;BW 08;10,11;4746,613;6,49;12,3;1,2465612463267828;14,182244125958205;True;False;29,0;0,0;1,0;0,0;1,0
8484;BW 05;10,11;4745,961;7,09;11,65;1,2438045746575113;13,900407555239621;True;False;29,0;0,0;1,0;0,0;1,0
8485;BW 06;10,11;4078,692;5,47;13,18;1,2512673659630553;14,189998063830243;True;False;29,0;0,0;1,0;0,0;1,0
8486;BW 05;10,11;4077,479;6,37;12,83;1,247113604082274;14,013321710750986;True;False;29,0;0,0;1,0;0,0;1,0
8487;BW 08;10,11;3950,754;7,14;12,0;1,2435752334962031;13,909603443614019;True;False;29,0;0,0;1,0;0,0;1,0
8488;BW 06;9,73;3231,786;5,32;13,32;1,2519615854307846;13,799781352968076;True;False;29,0;0,0;1,0;0,0;1,0
8489;BW 07;10,11;4897,856;6,87;12,1;1,2448143698318075;14,10524083669337;True;False;29,0;0,0;1,0;0,0;1,0
8490;BW 07;9,37;2888,958;4,39;14,87;1,2562782938567927;14,017311439778021;True;False;29,0;0,0;1,0;0,0;1,0
8491;BW 07;9,37;2890,509;4,42;14,42;1,2561387041453669;13,936120063230696;True;False;29,0;0,0;1,0;0,0;1,0
8492;BW 07;9,37;2887,85;4,75;14,44;1,254604726859533;13,92036497718213;True;False;29,0;0,0;1,0;0,0;1,0
8493;BW 07;9,37;2889,654;4,61;14,73;1,2552551678736092;14,21513829261957;True;False;29,0;0,0;1,0;0,0;1,0
8494;BW 07;9,37;2886,803;4,73;14,65;1,2546976166754138;13,870307691807659;True;False;29,0;0,0;1,0;0,0;1,0
8495;BW 06;9,71;3228,687;4,71;14,01;1,2547905165904383;14,23354492336444;True;False;29,0;0,0;1,0;0,0;1,0
8496;BW 06;9,72;3234,598;4,74;13,63;1,254651170505475;14,011257115443563;True;False;29,0;0,0;1,0;0,0;1,0
8497;BW 09;9,72;3232,314;4,99;14,42;1,2534908344989342;13,775166998808457;True;False;29,0;0,0;1,0;0,0;1,0
8498;BW 06;9,79;3304,083;4,74;13,58;1,254651170505475;14,101977485255787;True;False;29,0;0,0;1,0;0,0;1,0
8499;BW 08;10,11;3923,067;7,15;12,72;1,2435293722510623;14,09033547609771;True;False;29,0;0,0;1,0;0,0;1,0
8500;BW 07;9,38;2889,852;4,86;14,65;1,254094013111866;14,0696540914791;True;False;29,0;0,0;1,0;0,0;1,0
8501;BW 07;9,65;3155,763;4,93;14,35;1,2537691719344453;14,128905262175978;True;False;29,0;0,0;1,0;0,0;1,0
8502;BW 07;9,65;3157,127;5,16;13,65;1,2527027007623956;14,004000209848698;True;False;29,0;0,0;1,0;0,0;1,0
8503;BW 06;9,71;3231,874;4,25;13,91;1,2569300164807053;13,949131970839158;True;False;29,0;0,0;1,0;0,0;1,0
8504;BW 06;9,72;3232,485;4,39;13,82;1,2562782938567927;13,997142646339492;True;False;29,0;0,0;1,0;0,0;1,0
8505;BW 08;10,11;3924,982;7,12;11,96;1,2436669629710688;14,000400286042034;True;False;29,0;0,0;1,0;0,0;1,0
8506;BW 06;9,72;3233,113;4,63;14,46;1,2551622173682144;14,224868820775793;True;False;29,0;0,0;1,0;0,0;1,0
8507;BW 07;9,37;2891,017;4,6;14,7;1,255301646927281;14,144741261583343;True;False;29,0;0,0;1,0;0,0;1,0
8508;BW 07;9,37;2888,446;4,74;14,75;1,254651170505475;13,930616786721584;True;False;29,0;0,0;1,0;0,0;1,0
8509;BW 07;9,37;2889,249;4,7;14,27;1,2548369703371027;13,810337945300825;True;False;29,0;0,0;1,0;0,0;1,0
8510;BW 06;9,72;3230,948;4,72;12,81;1,254744065370138;13,789836529628134;True;False;29,0;0,0;1,0;0,0;1,0
8511;BW 07;9,37;2887,96;4,85;13,96;1,2541404290460278;13,938804918630261;True;False;29,0;0,0;1,0;0,0;1,0
8512;BW 07;9,37;2889,787;4,78;14,2;1,254465411057784;13,788815635669957;True;False;29,0;0,0;1,0;0,0;1,0
8513;BW 07;9,37;2889,35;4,79;14,74;1,254418977499926;14,060789823487758;True;False;29,0;0,0;1,0;0,0;1,0
8514;BW 07;9,63;3153,848;4,5;14,42;1,255766577020504;14,116238241804073;True;False;29,0;0,0;1,0;0,0;1,0
8515;BW 07;9,37;2890,551;4,5;14,77;1,255766577020504;14,136404296435222;True;False;29,0;0,0;1,0;0,0;1,0
8516;BW 07;9,63;3153,199;4,55;14,45;1,2555340802368535;14,185943847393922;True;False;29,0;0,0;1,0;0,0;1,0
8517;BW 07;9,37;2890,26;4,68;14,53;1,2549298854126814;14,082860062563084;True;False;29,0;0,0;1,0;0,0;1,0
8518;BW 06;9,37;2887,386;4,53;14,0;1,255627071327925;13,782987909092043;True;False;29,0;0,0;1,0;0,0;1,0
8519;BW 06;9,73;3231,794;5,59;14,27;1,2507123899726718;14,177830369981779;True;False;29,0;0,0;1,0;0,0;1,0
8520;BW 06;9,37;2889,872;4,38;14,01;1,256324828862575;13,835963131660291;True;False;29,0;0,0;1,0;0,0;1,0
8521;BW 09;10,11;6381,18;6,75;10,53;1,2453656461624036;14,20787386116677;True;True;29,0;0,0;1,0;1,0;0,0
8522;BW 06;9,36;2886,661;4,42;14,28;1,2561387041453669;14,047044318437306;True;False;29,0;0,0;1,0;0,0;1,0
8523;BW 05;9,72;3232,045;5,41;13,28;1,2515449870223927;13,778107095888378;True;False;29,0;0,0;1,0;0,0;1,0
8524;BW 05;9,73;3232,488;5,36;13,94;1,2517764058391478;14,23221140438863;True;False;29,0;0,0;1,0;0,0;1,0
8525;BW 06;9,37;2890,371;4,56;14,44;1,255487588500156;13,913547170915727;True;False;29,0;0,0;1,0;0,0;1,0
8526;BW 06;9,37;2888,401;4,56;14,7;1,255487588500156;14,084945940412515;True;False;29,0;0,0;1,0;0,0;1,0
8527;BW 09;10,11;6379,801;5,34;9,79;1,2518689906825253;13,930384737198235;True;True;29,0;0,0;1,0;1,0;0,0
8528;BW 07;10,11;4078,582;6,16;13,33;1,2480810599464547;14,228255133415196;True;False;29,0;0,0;1,0;0,0;1,0
8529;BW 06;9,38;2889,618;4,66;14,4;1,255022810603184;14,103369729579395;True;False;29,0;0,0;1,0;0,0;1,0
8530;BW 06;9,37;2888,905;4,68;14,0;1,2549298854126814;13,79051722661868;True;False;29,0;0,0;1,0;0,0;1,0
8531;BW 06;9,37;2889,055;4,59;14,05;1,2553481285159853;13,761803369547508;True;False;29,0;0,0;1,0;0,0;1,0
8532;BW 06;9,37;2890,014;4,57;14,19;1,2554410993016363;13,862964654251005;True;False;29,0;0,0;1,0;0,0;1,0
8533;BW 06;9,37;2889,645;4,5;14,56;1,255766577020504;13,924660722808161;True;False;29,0;0,0;1,0;0,0;1,0
8534;BW 07;10,11;4078,224;6,01;13,06;1,2487727500008283;13,80818359656259;True;False;29,0;0,0;1,0;0,0;1,0
8535;BW 06;9,37;2890,94;4,57;14,65;1,2554410993016363;14,014196995933744;True;False;29,0;0,0;1,0;0,0;1,0
8536;BW 07;10,11;4076,735;5,99;12,63;1,248865016453685;14,11045931260179;True;False;29,0;0,0;1,0;0,0;1,0
8537;BW 06;9,37;2890,499;4,57;14,98;1,2554410993016363;14,135182869279934;True;False;29,0;0,0;1,0;0,0;1,0
8538;BW 09;9,73;3232,283;5,23;14,35;1,2523783845429486;14,143826903032867;True;False;29,0;0,0;1,0;0,0;1,0
8539;BW 07;9,38;2889,207;4,83;14,68;1,2542332684610313;13,90891209092587;True;False;29,0;0,0;1,0;0,0;1,0
8540;BW 07;10,11;4076,242;7,01;13,08;1,244171641830724;14,062605200497915;True;False;29,0;0,0;1,0;0,0;1,0
8541;BW 07;10,11;3948,081;4,06;12,08;1,2578153009159516;13,821255499751313;True;False;29,0;0,0;1,0;0,0;1,0
8542;BW 07;9,38;2889,474;4,89;14,65;1,253954780393233;14,048977037677371;True;False;29,0;0,0;1,0;0,0;1,0
8543;BW 07;9,37;2889,533;4,76;14,52;1,254558285736797;14,091549683511076;True;False;29,0;0,0;1,0;0,0;1,0
8544;BW 06;9,37;2889,594;4,59;14,39;1,2553481285159853;14,114670122612829;True;False;29,0;0,0;1,0;0,0;1,0
8545;BW 08;10,11;4077,12;5,07;12,91;1,253119858122881;14,126465770730972;True;False;29,0;0,0;1,0;0,0;1,0
8546;BW 06;9,37;2888,901;4,5;14,65;1,255766577020504;14,217068514959816;True;False;29,0;0,0;1,0;0,0;1,0
8547;BW 07;9,73;3233,161;5,91;13,9;1,2492341792726742;13,950801308539836;True;False;29,0;0,0;1,0;0,0;1,0
8548;BW 09;10,11;3950,022;7,4;13,59;1,2423835952147124;13,854923729035624;True;False;29,0;0,0;1,0;0,0;1,0
8549;BW 07;9,73;3232,488;5,81;13,26;1,2496958515532377;13,781384868166578;True;False;29,0;0,0;1,0;0,0;1,0
8550;BW 06;10,11;6380,129;5,47;9,03;1,2512673659630553;13,756946313124281;True;True;29,0;0,0;1,0;1,0;0,0
8551;BW 09;9,36;2887,701;4,23;15,0;1,2570231606618312;14,080599588925804;True;False;29,0;0,0;1,0;0,0;1,0
8552;BW 09;10,11;3925,318;7,41;14,08;1,2423377941975566;14,186303046440948;True;False;29,0;0,0;1,0;0,0;1,0
8553;BW 07;10,11;4721,967;7,72;13,19;1,240919101693279;14,22107347880283;True;False;29,0;0,0;1,0;0,0;1,0
8554;BW 07;10,11;4988,999;7,75;12,2;1,2407819254780006;14,029736983979552;True;False;29,0;0,0;1,0;0,0;1,0
8555;BW 09;9,36;2887,901;4,27;15,05;1,2568368825493481;14,049646347044153;True;False;29,0;0,0;1,0;0,0;1,0
8556;BW 06;10,11;4747,71;6,69;12,35;1,2456414117157948;14,218978337610983;True;False;29,0;0,0;1,0;0,0;1,0
8557;BW 09;10,11;3924,806;7,45;13,45;1,2421546131701697;13,994722964692285;True;False;29,0;0,0;1,0;0,0;1,0
8558;BW 07;9,73;3231,38;5,83;13,8;1,2496034976172876;13,992441978595865;True;False;29,0;0,0;1,0;0,0;1,0
8559;BW 06;10,11;4751,347;5,73;12,03;1,2500653648915336;13,913623725900065;True;False;29,0;0,0;1,0;0,0;1,0
8560;BW 07;10,11;5250,886;7,85;11,1;1,240324819224699;13,76693419749961;True;False;29,0;0,0;1,0;0,0;1,0
8561;BW 08;9,99;3942,746;4,08;11,92;1,257722069360405;13,871355297782134;True;False;29,0;0,0;1,0;0,0;1,0
8562;BW 08;10,11;4721,437;6,91;12,26;1,244630686347646;13,87332493552953;True;False;29,0;0,0;1,0;0,0;1,0
8563;BW 05;10,11;4075,65;5,7;11,95;1,2502039727092231;13,773184315882654;True;False;29,0;0,0;1,0;0,0;1,0
8564;BW 07;9,73;3232,09;5,66;14,17;1,2503888173969906;14,025578412355209;True;False;29,0;0,0;1,0;0,0;1,0
8565;BW 08;10,11;4877,021;6,93;11,3;1,2445388586927428;13,872983740281763;True;False;29,0;0,0;1,0;0,0;1,0
8566;BW 06;10,13;6337,936;5,71;8,69;1,250157767657237;13,994510486724018;True;True;29,0;0,0;1,0;1,0;0,0
8567;BW 07;10,11;4111,434;7,77;12,53;1,2406904860483645;13,939009707218291;True;False;29,0;0,0;1,0;0,0;1,0
8568;BW 09;10,11;4875,002;7,1;12,65;1,243758701764351;14,040947665883458;True;False;29,0;0,0;1,0;0,0;1,0
8569;BW 07;9,73;3231,017;5,64;14,1;1,2504812544401147;14,046061748067203;True;False;29,0;0,0;1,0;0,0;1,0
8570;BW 09;10,11;4111,255;7,02;13,81;1,2441257502568146;14,223260686892315;True;False;29,0;0,0;1,0;0,0;1,0
8571;BW 07;10,11;3925,432;8,13;13,37;1,2390461250928344;14,143648505605503;True;False;29,0;0,0;1,0;0,0;1,0
8572;BW 07;10,11;3923,192;7,99;13,42;1,2396852511636052;14,196278957669925;True;False;29,0;0,0;1,0;0,0;1,0
8573;BW 07;9,74;3234,359;5,86;14,04;1,2494649849858919;14,072454025366797;True;False;29,0;0,0;1,0;0,0;1,0
8574;BW 07;10,11;3924,549;8,21;13,43;1,2386811077211652;14,10211112520996;True;False;29,0;0,0;1,0;0,0;1,0
8575;BW 06;10,1;4897,31;7,06;12,47;1,2439422073332063;14,172304811140059;True;False;29,0;0,0;1,0;0,0;1,0
8576;BW 09;9,36;2890,127;3,87;15,18;1,258701515724067;14,046500018521442;True;False;29,0;0,0;1,0;0,0;1,0
8577;BW 08;10,11;5250,528;6,93;10,35;1,2445388586927428;13,872983740281763;True;False;29,0;0,0;1,0;0,0;1,0
8578;BW 07;9,73;3232,518;5,82;13,76;1,2496496733665512;14,063080730629379;True;False;29,0;0,0;1,0;0,0;1,0
8579;BW 06;10,11;4746,792;7,17;12,19;1,2434376567411332;14,019639614362676;True;False;29,0;0,0;1,0;0,0;1,0
8580;BW 07;9,73;3232,635;5,94;13,58;1,2490957250123358;13,960351035641963;True;False;29,0;0,0;1,0;0,0;1,0
8581;BW 06;10,11;4749,397;7,15;12,0;1,2435293722510623;13,86923178103769;True;False;29,0;0,0;1,0;0,0;1,0
8582;BW 09;9,36;2888,563;3,89;15,12;1,2586081859841598;14,167240362826002;True;False;29,0;0,0;1,0;0,0;1,0
8583;BW 09;9,37;2890,044;4,04;15,17;1,257908542780363;14,134348479888947;True;False;29,0;0,0;1,0;0,0;1,0
8584;BW 09;9,36;2888,254;4,03;15,3;1,2579551675803318;14,104256464405925;True;False;29,0;0,0;1,0;0,0;1,0
8585;BW 09;10,11;4875,756;7,12;12,41;1,2436669629710688;13,990349747430374;True;False;29,0;0,0;1,0;0,0;1,0
8586;BW 08;10,11;4080,153;4,74;12,37;1,254651170505475;13,819736334728868;True;False;29,0;0,0;1,0;0,0;1,0
8587;BW 07;10,11;3924,947;8,12;13,35;1,2390917623480489;14,123745754794623;True;False;29,0;0,0;1,0;0,0;1,0
8588;BW 07;9,73;3232,913;5,45;13,69;1,251359896444519;13,837855164283313;True;False;29,0;0,0;1,0;0,0;1,0
8589;BW 08;10,11;4991,803;6,89;11,3;1,2447225233917616;13,994306724087345;True;False;29,0;0,0;1,0;0,0;1,0
8590;BW 07;9,77;3268,551;5,51;13,76;1,2510823345828526;13,977818615230309;True;False;29,0;0,0;1,0;0,0;1,0
8591;BW 08;10,11;5250,271;6,73;10,77;1,2454575585617664;14,188112663473966;True;False;29,0;0,0;1,0;0,0;1,0
8592;BW 09;9,36;2888,25;4,19;14,79;1,2572094797983233;14,01068702789581;True;False;29,0;0,0;1,0;0,0;1,0
8593;BW 06;10,11;4077,718;6,49;12,91;1,2465612463267828;14,06154417595005;True;False;29,0;0,0;1,0;0,0;1,0
8594;BW 08;10,11;5251,579;6,74;10,44;1,2454116011813103;13,85611535601025;True;False;29,0;0,0;1,0;0,0;1,0
8595;BW 08;9,63;3154,094;3,91;13,27;1,258514866605745;13,884359637282852;True;False;29,0;0,0;1,0;0,0;1,0
8596;BW 07;9,72;3232,477;5,14;13,78;1,252795384943116;14,024495711906052;True;False;29,0;0,0;1,0;0,0;1,0
8597;BW 09;9,36;2889,864;4,13;15,46;1,2574890355320811;14,07225124464378;True;False;29,0;0,0;1,0;0,0;1,0
8598;BW 09;9,36;2889,437;4,15;15,24;1,2573958400086607;14,021466662868217;True;False;29,0;0,0;1,0;0,0;1,0
8599;BW 07;9,72;3232,527;4,93;13,96;1,2537691719344453;13,866885621079991;True;False;29,0;0,0;1,0;0,0;1,0
8600;BW 08;9,65;3156,608;4,37;13,66;1,2563713664206484;13,815964678139215;True;False;29,0;0,0;1,0;0,0;1,0
8601;BW 05;10,11;4077,092;6,39;12,71;1,2470215205718926;13,98279809934759;True;False;29,0;0,0;1,0;0,0;1,0
