;Identifier;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Power Coefficient;Lower Limit Filter;Bin;Active Power Filter
4943;BW 06;8,19;8,89;2474,156;6,99;-0,01;1,2418757936058265;8,22743751910572;0,3997147276864395;True;17,0;
4944;BW 06;7,8;8,46;2151,574;5,66;0,01;1,247989789318235;7,848492552217363;0,4004187317877062;True;17,0;
4945;BW 05;7,97;8,57;2574,118;4,86;0,05;1,2516880816035107;8,027463338501935;0,44772393157505685;True;17,0;
4946;BW 05;8,06;8,71;2488,253;4,33;0,0;1,254147015239503;8,123424751198286;0,4176321273700143;True;17,0;
4947;BW 08;8,16;8,99;2626,304;4,09;0,0;1,2552628437593218;8,226649993252275;0,4244170120356124;True;17,0;
4948;BW 05;8,17;9,09;2681,493;4,82;0,01;1,2518734142205448;8,229311450123928;0,43291538478837194;True;17,0;
4949;BW 06;8,14;8,78;2469,517;5,89;0,02;1,2469294435931284;8,1882859758803;0,40471552456594356;True;17,0;
4950;BW 05;7,8;8,64;2247,056;4,57;0,02;1,2530326554782247;7,859049718408393;0,4165054003712094;True;17,0;
4951;BW 06;8,09;8,84;2415,861;5,87;0,02;1,247021596490048;8,138189850309729;0,40327875309994077;True;17,0;
4952;BW 06;8,1;9,14;2650,136;7,28;0,0;1,2405482182480425;8,134125568206565;0,4430496462632497;True;17,0;
4953;BW 06;7,92;8,64;2300,165;3,42;0,0;1,2583857291662743;7,991305742957536;0,4055296379847179;True;17,0;
4954;BW 05;7,92;8,73;2340,265;5,37;0,01;1,2493285911401306;7,972087284185344;0,4155906346755321;True;17,0;
4955;BW 08;8,0;8,71;2377,347;3,76;0,01;1,2567995259268154;8,068632963514489;0,40720166549626174;True;17,0;
4956;BW 05;7,89;8,75;2386,398;3,85;0,07;1,2563801517932403;7,956804043429135;0,4262297293842902;True;17,0;
4957;BW 05;7,78;8,56;2217,043;3,73;0,07;1,2569393639706896;7,847036569448816;0,41283255411940795;True;17,0;
4958;BW 08;7,76;8,39;2168,974;3,15;0,01;1,2596475173483206;7,83248136062087;0,4061374948314559;True;17,0;
4959;BW 05;7,99;8,86;2530,632;3,43;0,0;1,2583390330447797;8,06183624859674;0,4345541756923593;True;17,0;
4960;BW 05;7,7;8,69;2329,178;3,27;0,0;1,2590864858305804;7,770766927040012;0,44660942066295506;True;17,0;
4961;BW 08;7,9;8,31;2081,028;3,29;0,01;1,2589930174546293;7,972407741856264;0,36951006004243697;True;17,0;
4962;BW 08;7,78;8,67;2301,697;3,32;0,01;1,2588528346139731;7,851016464768095;0,4279443894470181;True;17,0;
4963;BW 06;7,85;8,54;2212,486;3,77;-0,08;1,2567529184347397;7,917248224573843;0,4011202590000391;True;17,0;
4964;BW 05;7,72;8,5;2179,669;3,62;0,01;1,2574523035454694;7,787578624188267;0,41524084309311626;True;17,0;
4965;BW 06;7,98;8,73;2493,661;3,69;-0,07;1,2571258510490602;8,049157909021373;0,4302322089455742;True;17,0;
4966;BW 05;8,1;8,87;2501,38;5,46;0,02;1,2489128797510634;8,152366657997144;0,4153798359246901;True;17,0;
4967;BW 06;8,09;9,36;2853,457;7,2;0,0;1,2409142510173732;8,124882382593201;0,4786707982708922;True;17,0;
4968;BW 05;8,1;9,02;2575,055;4,17;0,02;1,2548907370586702;8,165352921952877;0,4255773222713988;True;17,0;
4969;BW 05;8,02;8,57;2215,22;4,69;0,02;1,252476023002233;8,079518485459683;0,3779003348103042;True;17,0;
4970;BW 06;7,95;8,62;2299,478;5,78;0,02;1,2474364047661957;7,998242556168461;0,40435460840232157;True;17,0;
4971;BW 06;8,1;8,73;2358,254;5,37;0,02;1,2493285911401306;8,153271086098647;0,3914819857047371;True;17,0;
4972;BW 09;7,81;8,32;2039,731;3,08;0,01;1,2599749612523623;7,883631374933811;0,3745508771252093;True;17,0;
4973;BW 08;7,74;8,5;2182,378;3,86;0,01;1,2563335676133913;7,805437531950288;0,4129096831397388;True;17,0;
4974;BW 08;7,86;8,51;2178,257;3,13;0,0;1,2597410595349088;7,9336117739877565;0,3924760263272032;True;17,0;
4975;BW 08;7,83;8,47;2153,312;3,13;0,0;1,2597410595349088;7,903330813018337;0,39245812808546343;True;17,0;
4976;BW 07;8,22;9,01;2665,975;7,93;0,01;1,2375796439553146;8,248041556842024;0,4274845280845092;True;17,0;
4977;BW 08;7,87;8,54;2233,566;2,86;0,0;1,2610049159233814;7,946361091718161;0,40050759086349297;True;17,0;
4978;BW 06;8,16;8,89;2509,041;4,38;-0,01;1,2539147361928173;8,223703895345821;0,4059029558969542;True;17,0;
4979;BW 08;7,97;8,56;2223,401;2,84;0,0;1,2610986119463274;8,047530680206089;0,38383690006515647;True;17,0;
4980;BW 08;7,71;8,24;1968,281;3,19;0,0;1,259460464656796;7,781629122990422;0,3758307972316753;True;17,0;
4981;BW 08;8,0;8,85;2443,346;3,82;0,02;1,2565199198588692;8,068034563633256;0,41859937046773227;True;17,0;
4982;BW 07;8,04;8,81;2354,877;8,09;0,01;1,2368503878404937;8,06584259283488;0,4037716760082598;True;17,0;
4983;BW 08;7,94;8,7;2384,132;3,01;0,0;1,2603025348073664;8,015551511696005;0,41653060611332315;True;17,0;
4984;BW 08;8,01;8,44;2140,324;3,95;0,02;1,2559144262899875;8,076821833182416;0,3654894643607918;True;17,0;
4985;BW 08;8,13;8,5;2391,753;3,21;0,0;1,259366954139737;8,205328016245304;0,3895339688496452;True;17,0;
4986;BW 08;8,02;8,49;2342,615;3,01;0,01;1,2603025348073664;8,096312735995209;0,3971512589724755;True;17,0;
4987;BW 09;8,18;8,8;2504,134;4,55;0,01;1,2531254629569188;8,242129977507894;0,4023982075868894;True;17,0;
4988;BW 05;8,17;9,01;2588,497;5,99;0,03;1,2464688245118714;8,217451835180578;0,4197135730097253;True;17,0;
4989;BW 08;7,87;8,4;2113,111;3,16;0,01;1,2596007502163689;7,943410494737275;0,3793308301717595;True;17,0;
4990;BW 08;7,7;8,35;2073,818;3,76;-0,01;1,2567995259268154;7,766059227382695;0,398368870584861;True;17,0;
4991;BW 08;8,01;8,7;2467,421;3,73;0,02;1,2569393639706896;8,079018370345118;0,4210021555278565;True;17,0;
4992;BW 06;7,96;8,82;2420,64;5,91;0,02;1,2468373003984614;8,007020988163502;0,42426201919221573;True;17,0;
4993;BW 06;8,2;9,07;2625,89;5,82;0,03;1,2472520212224574;8,249353132067517;0,42085616571407003;True;17,0;
4994;BW 06;8,01;8,72;2346,594;5,86;0,03;1,247067676578889;8,057812561487529;0,40355554903079766;True;17,0;
4995;BW 06;7,82;8,71;2429,713;5,78;0,03;1,2474364047661957;7,8674536841808;0,4489202978339157;True;17,0;
4996;BW 09;7,94;8,66;2354,52;3,37;0,0;1,25861924909091;8,01198134384774;0,4119072589198262;True;17,0;
4997;BW 09;7,69;8,15;1978,343;1,95;0,0;1,2652789607302752;7,7733771447352416;0,3789563799568667;True;17,0;
4998;BW 06;7,89;8,92;2497,804;5,52;0,01;1,2486358495784868;7,940421810081167;0,44889470818454236;True;17,0;
4999;BW 05;8,13;9,04;2583,422;5,37;0,01;1,2493285911401306;8,183468386417532;0,42413096072332496;True;17,0;
5000;BW 09;8,09;9,09;2622,674;6,65;0,01;1,2434347629836235;8,13037967716292;0,43906485927993333;True;17,0;
5001;BW 05;7,82;8,73;2360,21;6,03;0,03;1,2462846446123999;7,86503159413274;0,4364817412673213;True;17,0;
5002;BW 06;8,19;9,28;2799,843;6,4;-0,01;1,2445828048189873;8,233411171440098;0,4513475774744606;True;17,0;
5003;BW 06;8,03;8,82;2397,201;6,26;0,01;1,2452263581675562;8,07395424683541;0,4097910299773208;True;17,0;
5004;BW 06;7,9;8,5;2212,3;6,41;0,01;1,244536854627284;7,941776284120429;0,39738175359561834;True;17,0;
5005;BW 09;7,74;8,28;2031,359;3,33;0,0;1,258806112256919;7,810554709515041;0,3835817144718167;True;17,0;
5006;BW 08;7,7;8,15;1912,448;4,12;0,0;1,2551232845033387;7,762605061559505;0,3678612241982186;True;17,0;
5007;BW 08;7,81;5,32;1307,431;3,03;32,14;1,2602089291182754;7,884119321733284;0,24003582394720557;False;17,0;
5008;BW 08;7,68;8,13;1889,659;2,84;0,0;1,2610986119463274;7,754709614050535;0,36458909190133537;True;17,0;
5009;BW 05;7,81;8,49;2171,718;3,85;0,0;1,2563801517932403;7,876126689376621;0,39992835878977984;True;17,0;
5010;BW 05;7,8;7,91;1766,288;4,19;0,01;1,2547977360230371;7,86273819566001;0,32693161683897587;True;17,0;
5011;BW 08;7,85;8,11;2189,372;3,3;0,04;1,258946287212068;7,921851450380128;0,3962381856371197;True;17,0;
5012;BW 09;8,02;9,07;2593,24;7,0;0,0;1,2418299825804386;8,056561360291989;0,4461803134204577;True;17,0;
5013;BW 07;8,1;8,94;2554,946;4,03;0,1;1,2555420316447021;8,166765297343474;0,42203488537489103;True;17,0;
5014;BW 09;7,94;9,1;2628,313;7,03;0,01;1,241692563502792;7,975902436197476;0,46607352533002355;True;17,0;
5015;BW 07;7,94;8,43;2118,046;3,92;0,44;1,256054116821613;8,006534695438207;0,3712944587270053;True;17,0;
5016;BW 05;7,79;8,35;2030,366;3,93;0,0;1,2560075507303345;7,855180667822431;0,37689697115943127;True;17,0;
5017;BW 05;8,06;8,7;2360,253;3,2;0,06;1,259413708079839;8,134780100826886;0,39449177724579815;True;17,0;
5018;BW 05;8,11;8,93;2508,423;3,28;0,06;1,259039750327214;8,184433768781012;0,4116723590861969;True;17,0;
5019;BW 06;8,11;8,95;2560,745;4,19;-0,01;1,2547977360230371;8,175231636769574;0,42167998012010577;True;17,0;
5020;BW 06;8,13;8,9;2476,501;6,31;0,0;1,2449964639101387;8,173998531230495;0,4079920412880924;True;17,0;
5021;BW 07;7,77;8,39;2072,937;3,73;0,02;1,2569393639706896;7,8369504041924545;0,3874910339924123;True;17,0;
5022;BW 05;8,09;8,72;2370,823;3,11;0,06;1,2598346122901236;8,165967942478748;0,391735535535767;True;17,0;
5023;BW 07;8,15;8,9;2506,761;3,61;0,02;1,2574989500296203;8,22144437699986;0,40586855980612413;True;17,0;
5024;BW 07;7,82;8,3;2016,861;3,57;0,02;1,257685562029964;7,888941736478669;0,3696039228331267;True;17,0;
5025;BW 07;7,71;8,49;2158,825;2,51;0,01;1,2626461392766517;7,788184540274343;0,4111739459884988;True;17,0;
5026;BW 06;8,12;8,89;2480,637;5,29;0,0;1,2496982801546825;8,174208737743523;0,4086419007734774;True;17,0;
5027;BW 05;7,9;8,57;2206,052;5,55;0,0;1,2484973676530156;7,950191784804223;0,39500244034364895;True;17,0;
5028;BW 05;8,06;9,16;2678,783;7,97;0,01;1,2373972759636462;8,087098462279624;0,4556970231378069;True;17,0;
5029;BW 05;7,81;8,96;2483,904;7,94;0,02;1,2375340485782051;7,836546649012934;0,4643842555290462;True;17,0;
5030;BW 05;7,89;8,2;1928,367;3,9;0,01;1,256147256750241;7,956312362432749;0,34448559435115755;True;17,0;
5031;BW 08;7,93;8,61;2283,257;3,73;0,01;1,2569393639706896;7,99832904829423;0,4014891810817302;True;17,0;
5032;BW 09;7,89;8,39;2103,097;3,04;0,0;1,2601621302486812;7,964779951267721;0,37450257518635743;True;17,0;
5033;BW 06;7,96;8,76;2386,994;4,07;0,01;1,2553558961050701;8,025214707626617;0,41552599284029385;True;17,0;
5034;BW 09;8,12;9,08;2621,961;6,95;0,0;1,2420590610606788;8,15751877760139;0,4345790946176716;True;17,0;
5035;BW 05;8,03;9,27;2768,311;7,68;0,02;1,238720263258536;8,0598680085205;0,4757161977530744;True;17,0;
5036;BW 09;7,96;8,54;2351,594;4,66;0,01;1,2526151470250628;8,019370116401332;0,4102592857568451;True;17,0;
5037;BW 08;7,78;8,48;2197,043;2,93;0,0;1,2606770636731008;7,854806989872695;0,4078954424697213;True;17,0;
5038;BW 08;7,77;8,44;2145,964;2,94;0,0;1,2606302382723968;7,844613710211566;0,39996739912609947;True;17,0;
5039;BW 06;7,78;8,82;2377,778;6,94;0,0;1,2421048837669224;7,816043909827637;0,4480507231127341;True;17,0;
5040;BW 06;8,08;8,62;2299,306;6,89;-0,03;1,2423340323953402;8,1179329263355;0,3867027373099533;True;17,0;
5041;BW 05;8,11;8,9;2579,355;2,99;0,04;1,2603961511013604;8,187371824832356;0,42285787817825954;True;17,0;
5042;BW 06;8,11;9,13;2663,376;6,18;0,0;1,245594313575522;8,155195256101058;0,44182088455852975;True;17,0;
5043;BW 09;8,31;8,88;2461,975;3,47;-0,01;1,2581522747448288;8,384298464336402;0,3758376626117826;True;18,0;
5044;BW 09;8,62;9,58;3080,226;7,1;0,01;1,2413720005381677;8,658231988352702;0,4269841734310718;True;18,0;
5045;BW 09;8,62;9,59;3095,95;6,6;0,01;1,243664252787227;8,663557990068345;0,42837284012052923;True;18,0;
5046;BW 09;8,26;8,98;2568,743;6,71;0,01;1,2431594531876367;8,300615493879;0,4041165301999257;True;18,0;
5047;BW 07;8,48;9,03;2557,549;7,75;0,0;1,2384007470563636;8,510809920361073;0,37327434272272725;True;18,0;
5048;BW 09;8,29;9,37;2871,456;7,11;0,01;1,2413262151365543;8,32666597769576;0,4475129274395181;True;18,0;
5049;BW 08;8,48;9,2;2741,19;5,21;0,0;1,2500681275074073;8,537454132572293;0,3963426768039319;True;18,0;
5050;BW 08;8,45;8,94;2825,757;4,12;0,0;1,2551232845033387;8,51870295716595;0,41127398306319046;True;18,0;
5051;BW 06;8,68;9,75;3447,032;6,4;0,02;1,2445828048189873;8,726008421013438;0,46678326941913717;True;18,0;
5052;BW 09;8,37;8,91;2570,109;3,32;0,0;1,2588528346139731;8,44640203214768;0,383754202700931;True;18,0;
5053;BW 05;8,37;9,21;2718,14;7,4;-0,01;1,2399994461552297;8,404023513099965;0,4120281562705183;True;18,0;
5054;BW 06;8,44;9,28;2902,152;4,37;0,0;1,2539611869069636;8,50599484432911;0,4242888892183867;True;18,0;
5055;BW 08;8,23;8,91;2477,6;4,91;0,0;1,2514564722625265;8,288826615477431;0,39144331115875214;True;18,0;
5056;BW 08;8,49;9,37;3009,775;4,03;-0,02;1,2555420316447021;8,559979922771124;0,4317502940893509;True;18,0;
5057;BW 05;8,64;9,89;3458,57;7,5;0,01;1,2395423891149293;8,67405504734442;0,4768116937869708;True;18,0;
5058;BW 09;8,5;8,49;2800,834;3,56;0,0;1,2577322215498132;8,575042710761089;0,39966428827438083;True;18,0;
5059;BW 09;8,33;9,14;2793,27;4,63;0,01;1,252754293764507;8,392440517657588;0,425172289043688;True;18,0;
5060;BW 08;8,65;9,39;3015,352;3,71;0,02;1,2570326023139993;8,724748666753882;0,40850379131620734;True;18,0;
5061;BW 08;8,62;9,29;2873,888;4,03;-0,02;1,2555420316447021;8,691051464580339;0,3938852553518552;True;18,0;
5062;BW 09;8,49;8,98;2581,335;3,42;-0,01;1,2583857291662743;8,56643759567039;0,36945406826114174;True;18,0;
5063;BW 08;8,52;9,23;2806,806;4,07;-0,02;1,2553558961050701;8,589802677007384;0,3984553694848618;True;18,0;
5064;BW 09;8,43;9,11;2693,481;3,48;-0,01;1,2581055917125337;8,505266169374288;0,3938828197275909;True;18,0;
5065;BW 05;8,45;9,63;3208,401;7,47;0,01;1,2396794821301682;8,483618890467234;0,47278320598176066;True;18,0;
5066;BW 09;8,52;9,54;3026,553;6,87;0,0;1,2424257082410717;8,560209132219814;0,4341222131996248;True;18,0;
5067;BW 09;8,32;9,6;3097,333;6,91;0,0;1,2422423659211737;8,358854048867467;0,47716054142168546;True;18,0;
5068;BW 05;8,62;9,42;3068,952;5,93;0,03;1,246745166899528;8,670706132425536;0,42358789779154615;True;18,0;
5069;BW 05;8,47;9,3;2868,938;7,31;0,0;1,2404109940975017;8,505370758055497;0,41952540320580617;True;18,0;
5070;BW 08;8,49;8,88;2699,648;3,76;0,02;1,2567995259268154;8,562836732529751;0,38687529791861086;True;18,0;
5071;BW 06;8,52;9,39;2916,825;6,46;-0,01;1,2443071393953675;8,564527920664881;0,41775045808998656;True;18,0;
5072;BW 05;8,52;8,92;2834,181;3,55;0,01;1,2577788836790984;8,595325575343603;0,4015664646070926;True;18,0;
5073;BW 06;8,35;8,89;2575,415;4,16;0,08;1,2549372414196973;8,41747396451297;0,3885247817952556;True;18,0;
5074;BW 07;8,56;9,34;2839,829;7,95;0,0;1,2374884554544685;8,588990462217147;0,4032577086890928;True;18,0;
5075;BW 09;8,64;8,78;2638,007;2,8;0,0;1,261286035966564;8,724480482701342;0,3574160632829383;True;18,0;
5076;BW 09;8,18;8,95;2565,2;2,91;0,0;1,2607707224470326;8,25885762103367;0,4097114900081752;True;18,0;
5077;BW 06;8,47;9,69;3205,634;6,17;0,0;1,2456403188011511;8,517306315188442;0,4667926252758687;True;18,0;
5078;BW 09;8,5;9,22;2847,09;5,36;0,0;1,2493747936218564;8,556007226740185;0,40898239844408635;True;18,0;
5079;BW 09;8,42;8,98;2853,296;3,03;0,0;1,2602089291182754;8,499908410882748;0,4180429839405544;True;18,0;
5080;BW 08;8,37;9,12;2718,309;5,16;0,02;1,2502993626910441;8,42722840830862;0,40865929142763463;True;18,0;
5081;BW 08;8,23;8,95;2537,083;5,71;0,0;1,2477591697276744;8,28065572807747;0,40202895948910694;True;18,0;
5082;BW 09;8,51;8,98;2552,257;3,05;0,01;1,2601153340280484;8,590549856304698;0,362224953506867;True;18,0;
5083;BW 06;8,51;9,29;2842,611;6,11;-0,01;1,245916400639481;8,558161900919053;0,40803065052405124;True;18,0;
5084;BW 08;8,44;9,21;2852,024;5,17;0,02;1,25025311068865;8,497602235254329;0,4181969206219761;True;18,0;
5085;BW 08;8,64;9,52;3198,572;5,24;0,0;1,249929416168855;8,698216422210905;0,4373028957092039;True;18,0;
5086;BW 08;8,44;9,18;2827,918;4,51;-0,03;1,2533111083131885;8,504524697553201;0,4136504697553123;True;18,0;
5087;BW 07;8,36;9,42;2905,716;7,72;0,01;1,2385376689356409;8,390683142468262;0,4425660048729685;True;18,0;
5088;BW 08;8,28;8,66;2427,078;5,04;-0,03;1,2508545807334421;8,337846874391245;0,37673748862203893;True;18,0;
5089;BW 09;8,63;9,57;3067,125;7,04;0,01;1,2416467618069411;8,668915829924066;0,4235980643797833;True;18,0;
5090;BW 09;8,49;9,17;2757,569;2,87;0,0;1,2609580719060711;8,57227068143998;0,39387245478058586;True;18,0;
5091;BW 08;8,54;9,47;3181,228;3,8;-0,01;1,256613111515394;8,612839814148156;0,4479943489580831;True;18,0;
5092;BW 06;8,59;9,51;3008,699;6,17;-0,01;1,2456403188011511;8,637976534529955;0,42000990423568213;True;18,0;
5093;BW 05;8,69;9,7;3239,658;7,32;0,02;1,24036525732998;8,726182225028785;0,4386752997588543;True;18,0;
5094;BW 05;8,67;9,5;3060,505;6,02;0,03;1,2463306859640222;8,720033711051464;0,41529380372847713;True;18,0;
5095;BW 06;8,46;9,56;3067,762;6,03;-0,01;1,2462846446123999;8,508717044291942;0,44807041426531674;True;18,0;
5096;BW 05;8,22;9,15;2679,041;5,98;0,03;1,246514875528206;8,267844054579282;0,42650033858316133;True;18,0;
5097;BW 09;8,42;8,89;2539,501;2,68;0,0;1,2618485642544244;8,503593172523901;0,37158469192975224;True;18,0;
5098;BW 06;8,63;9,81;3409,121;6,39;0,0;1,2446287573943944;8,675850169705562;0,46970278577675145;True;18,0;
5099;BW 09;8,31;8,97;2566,391;3,36;0,01;1,258665960944603;8,385439373505674;0,39161760153390823;True;18,0;
5100;BW 08;8,52;8,53;2752,583;3,28;0,01;1,259039750327214;8,598196758324812;0,38961452177570693;True;18,0;
5101;BW 08;8,21;9,01;2641,471;5,24;0,0;1,249929416168855;8,26531907712402;0,4209047482885433;True;18,0;
5102;BW 09;8,34;8,93;2742,119;2,86;0,02;1,2610049159233814;8,420921411045674;0,41316574238691695;True;18,0;
5103;BW 09;8,37;9,58;3081,48;7,08;0,01;1,2414635783178898;8,407329902049973;0,46655401899752447;True;18,0;
5104;BW 05;8,55;9,59;3350,954;6,46;0,0;1,2443071393953675;8,594684709117928;0,47489267122663187;True;18,0;
5105;BW 08;8,29;8,86;2446,972;5,73;0,0;1,2476669389784605;8,340819508767039;0,379419528009247;True;18,0;
5106;BW 06;8,47;9,52;3031,44;7,21;0,0;1,2408684888214416;8,506416294300434;0,44312466911491;True;18,0;
5107;BW 05;8,2;9,11;2701,639;4,18;0,01;1,2548442352600426;8,26605764203736;0,4303768260590443;True;18,0;
5108;BW 07;8,32;9,35;2899,548;6,46;0,0;1,2443071393953675;8,363482664311245;0,44594948750801283;True;18,0;
5109;BW 06;8,63;9,13;2647,132;7,28;-0,03;1,2405482182480425;8,666358475755885;0,3659169269784859;True;18,0;
5110;BW 06;8,49;9,19;2828,776;5,95;0,01;1,246653043089804;8,539731074702281;0,4086794731945795;True;18,0;
5111;BW 07;8,39;9,51;3016,601;6,48;0,0;1,2442152699595619;8,433640936854697;0,4524695936644308;True;18,0;
5112;BW 06;8,4;9,08;2621,106;5,87;0,03;1,247021596490048;8,450036432954478;0,39086401600247156;True;18,0;
5113;BW 06;8,62;9,24;2917,01;3,18;0,0;1,259507223871364;8,700191069612575;0,3985367695319764;True;18,0;
5114;BW 08;8,35;8,92;2469,815;6,29;0,0;1,2450884144339276;8,395395816812885;0,37554133331056283;True;18,0;
5115;BW 07;8,68;9,88;3432,053;6,6;0,0;1,243664252787227;8,72386117793425;0,4650981343029942;True;18,0;
5116;BW 08;8,58;9,2;2932,455;3,6;0,0;1,2575455991193794;8,655320860293026;0,4069103059621939;True;18,0;
5117;BW 07;8,58;9,79;3415,814;6,62;0,0;1,243572449770259;8,623143677448066;0,47930746940588503;True;18,0;
5118;BW 08;8,6;9,3;2847,46;3,53;0,0;1,257872215769036;8,67624745090522;0,3922642164545294;True;18,0;
5119;BW 06;8,37;9,16;2696,763;6,8;0,0;1,2427466475990507;8,410225267600875;0,40788407088335715;True;18,0;
5120;BW 06;8,31;9,29;2916,818;6,79;0,0;1,2427925054737936;8,350039618561228;0,4507757792674588;True;18,0;
5121;BW 06;8,5;9,13;3250,536;6,24;-0,04;1,2453183326315498;8,546737326336173;0,4684581079671685;True;18,0;
5122;BW 08;8,45;9,08;2829,482;3,64;0,0;1,2573590183909273;8,523758039739638;0,4110838790338546;True;18,0;
5123;BW 06;8,43;9,36;2948,481;3,77;0,01;1,2567529184347397;8,502216883204778;0,4316369803584951;True;18,0;
5124;BW 08;8,36;9,04;2652,886;3,62;0,0;1,2574523035454694;8,433180997177969;0,39797993168777596;True;18,0;
5125;BW 08;8,64;9,17;2702,2;6,27;0,0;1,2451803745288554;8,687186301025797;0,37084884737596424;True;18,0;
5126;BW 05;8,64;9,83;3383,953;6,44;0,0;1,2443990183461244;8,685368838230955;0,46470396024615584;True;18,0;
5127;BW 05;8,5;9,4;3032,901;4,34;0,03;1,254100554333413;8,566781354134429;0,43403228552968737;True;18,0;
5128;BW 08;8,26;8,86;2434,252;6,3;0,0;1,2450424379760532;8,304804296281104;0,38237912677989677;True;18,0;
5129;BW 05;8,43;9,55;3099,835;6,56;0,0;1,2438478872332213;8,47301488451081;0,458502300721071;True;18,0;
5130;BW 05;8,48;9,77;3319,174;6,57;0,0;1,243801975068137;8,52316514441643;0,4823298715841796;True;18,0;
5131;BW 08;8,39;9,02;2747,344;3,08;0,0;1,2599749612523623;8,469099518014684;0,406928570546175;True;18,0;
5132;BW 05;8,5;9,16;2820,914;4,4;0,03;1,253821842401842;8,566146678530812;0,40378499505495713;True;18,0;
5133;BW 08;8,21;9,13;2668,729;6,48;0,0;1,2442152699595619;8,252704659305968;0,4272011518264105;True;18,0;
5134;BW 05;8,5;9,81;3406,075;6,61;0,02;1,2436183500956004;8,542846508450886;0,4915449587020763;True;18,0;
5135;BW 06;8,7;9,76;3309,026;6,92;-0,03;1,2421965361963299;8,740521142927905;0,44586670858318217;True;18,0;
5136;BW 07;8,54;9,26;2943,407;4,25;0,1;1,2545187943515135;8,608052329356628;0,41519534211262915;True;18,0;
5137;BW 06;8,22;9,08;2864,344;7,13;-0,03;1,2412346513055996;8,256153364265716;0,45794019945361725;True;18,0;
5138;BW 05;8,34;9,22;2734,794;6,51;0,01;1,2440774836318862;8,383071385469782;0,4176687427256456;True;18,0;
5139;BW 08;8,63;9,22;3013,931;3,23;0,01;1,2592734541670607;8,709745177206289;0,4104250014035066;True;18,0;
5140;BW 08;8,44;9,1;2791,597;3,31;0,01;1,2588995595987693;8,517146372460557;0,4065249825587942;True;18,0;
5141;BW 05;8,45;9,34;2878,872;4,33;0,03;1,254147015239503;8,516493690772394;0,41933075728115377;True;18,0;
5142;BW 06;8,24;9,41;2906,675;6,83;-0,01;1,2426090880740681;8,279295001686396;0,4608220515504644;True;18,0;
5143;BW 05;8,55;9,7;3219,899;7,61;0,02;1,2390398909753468;8,582540234954207;0,4582595820565813;True;18,0;
5144;BW 06;8,46;9,56;3055,128;7,4;0,0;1,2399994461552297;8,494389357326849;0,44848690669829416;True;18,0;
5145;BW 06;8,37;9,47;2991,199;5,57;0,04;1,2484050586363689;8,42297028092838;0,45036678315267215;True;18,0;
5146;BW 07;8,53;9,76;3337,759;6,61;-0,03;1,2436183500956004;8,572997731421887;0,4766215766001306;True;18,0;
5147;BW 08;8,24;9,39;2883,559;7,11;0,01;1,2413262151365543;8,276444831871299;0,4576297165701606;True;18,0;
5148;BW 06;8,2;9,0;2659,906;3,47;0,0;1,2581522747448288;8,27331497082533;0,4226145676343954;True;18,0;
5149;BW 08;8,31;8,89;2554,149;4,25;-0,01;1,2545187943515135;8,376219538284962;0,39103796481688297;True;18,0;
5150;BW 09;8,55;9,2;2825,931;4,33;0,02;1,254147015239503;8,617280598355501;0,3973449510281601;True;18,0;
5151;BW 06;8,52;9,26;3004,5;5,91;0,02;1,2468373003984614;8,570328997381035;0,4294341483356638;True;18,0;
5152;BW 06;8,46;9,06;2712,518;3,8;0,0;1,256613111515394;8,532157473968784;0,3929279218028648;True;18,0;
5153;BW 09;8,4;9,39;2990,289;4,29;0,0;1,2543328843710442;8,466518451897379;0,4433180715023767;True;18,0;
5154;BW 09;8,64;9,25;2888,002;4,28;-0,01;1,2543793580346256;8,70852652819906;0,39344162211296546;True;18,0;
5155;BW 06;8,44;9,14;2701,07;5,77;0,06;1,247482506736378;8,491320599789063;0,3969419269139914;True;18,0;
5156;BW 08;8,63;9,31;3000,038;4,01;0,01;1,255635114850982;8,701348913391058;0,4097168776584643;True;18,0;
5157;BW 09;8,24;9,19;2749,823;7,33;0,01;1,2403195228690378;8,274206879631578;0,4367596042906647;True;18,0;
5158;BW 08;8,6;9,27;2997,956;4,06;0,01;1,2554024261327985;8,67056522399288;0,41380894631167936;True;18,0;
5159;BW 05;8,22;9,13;2734,061;3,86;0,01;1,2563335676133913;8,289495673466586;0,43185775425671735;True;18,0;
5160;BW 08;8,5;9,57;3068,175;6,88;0,0;1,2423798691463408;8,54000971457828;0,44322258513231777;True;18,0;
5161;BW 08;8,52;9,57;3085,149;6,97;0,01;1,2419674226609096;8,559156486352832;0,44269038900103447;True;18,0;
5162;BW 09;8,6;9,4;3010,395;4,28;-0,01;1,2543793580346256;8,668209275753693;0,41586480766241646;True;18,0;
5163;BW 06;8,4;9,71;3235,48;7,44;0,0;1,23981659578961;8,433730874326143;0,48528442655561327;True;18,0;
5164;BW 09;8,43;8,99;2718,561;4,27;0,03;1,254425834252045;8,496965891099176;0,3987165908674731;True;18,0;
5165;BW 06;8,31;8,98;2600,758;5,79;0,04;1,2473903052305246;8,360324135783724;0,40044921416331575;True;18,0;
5166;BW 06;8,36;9,2;2739,527;5,29;0,04;1,2496982801546825;8,415810966445303;0,41352761725967246;True;18,0;
