;Identifier;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Power Coefficient;Lower Limit Filter;Bin;Active Power Filter
0;BW 05;0,72;0,0;-19,011;7,96;45,0;1,2374428645832378;0,7224295780903088;-4,53664979342499;False;2,0;True
1;BW 06;1,17;0,0;-10,849;7,18;45,0;1,2410057823603657;1,1750736847162515;-0,6016047509923266;False;3,0;
2;BW 08;1,13;0,0;-3,725;4,5;45,0;1,2533575259899337;1,1386530268882302;-0,22702250523282647;False;3,0;
3;BW 08;1,14;0,0;-5,178;4,48;45,0;1,2534503689541268;1,1487579658499354;-0,30732174323280015;False;3,0;
4;BW 06;1,06;0,0;-19,899;5,22;45,0;1,2500218879151856;1,0671686081798537;-1,4731568077023491;False;3,0;
5;BW 06;1,22;0,0;-20,963;5,04;45,0;1,2508545807334421;1,2285233317339757;-1,017232102312865;False;3,0;
6;BW 07;1,2;0,0;-9,93;5,64;45,02;1,2480820542584803;1,2074901481047828;-0,507475768707524;False;3,0;
7;BW 06;1,15;0,0;-9,334;7,1;45,0;1,2413720005381677;1,1551005552906737;-0,5449106152557888;False;3,0;
8;BW 06;0,95;0,0;-10,412;7,14;45,0;1,241188872874569;0,9541665779111025;-1,0783963480043757;False;3,0;
9;BW 08;1,22;0,0;-3,776;4,46;45,0;1,2535432220711487;1,229402915688679;-0,18283785558365673;False;3,0;
10;BW 06;1,2;0,0;-12,172;7,09;45,0;1,2414177882649984;1,2053371377294573;-0,6253932361102145;False;3,0;
11;BW 09;1,22;0,0;-4,475;5,24;45,01;1,249929416168855;1,2282203744325582;-0,21731064310965773;False;3,0;
12;BW 08;0,97;0,0;-3,82;4,5;45,0;1,2533575259899337;0,9774278195412243;-0,3680663592553028;False;3,0;
13;BW 08;0,86;0,0;-5,025;4,5;45,0;1,2533575259899337;0,8665854894901577;-0,6947341983893406;False;3,0;
14;BW 09;0,95;0,0;-6,27;5,25;45,01;1,249883184013146;0,9563893193645447;-0,6448819751263665;False;3,0;
15;BW 05;1,0;0,0;-9,205;5,81;45,0;1,2472981134594685;1,0060310669734716;-0,813404303438389;False;3,0;
16;BW 09;1,18;0,0;-8,09;5,39;45,01;1,249236193578734;1,1877311971139082;-0,43442106878366604;False;3,0;
17;BW 06;1,01;0,0;-9,052;5,32;45,0;1,2495596282410053;1,0167051091003234;-0,7749548080644634;False;3,0;
18;BW 09;1,15;0,0;-5,475;5,49;45,01;1,2487743536039162;1,1573919776377721;-0,31773098559350144;False;3,0;
19;BW 09;1,16;0,0;-6,438;5,51;45,01;1,2486820151303375;1,1674274798127235;-0,36406429347433955;False;3,0;
20;BW 07;1,16;0,0;-9,425;5,5;45,02;1,2487281831385455;1,1674418675529086;-0,5329573009738323;False;3,0;
21;BW 05;0,91;0,0;-6,751;6,05;45,01;1,2461925691507376;0,9152177095852018;-0,7923402390077142;False;3,0;
22;BW 05;1,03;0,0;-7,775;6,1;45,01;1,2459624227009545;1,0358419850253442;-0,6294144620460203;False;3,0;
23;BW 08;1,16;0,0;-3,756;4,41;45,0;1,2537753993234493;1,1690126418914777;-0,2115362543836366;False;3,0;
24;BW 08;1,04;0,0;-3,781;6,85;45,0;1,2425173934650793;1,0449338594689217;-0,29816531466730944;False;3,0;
25;BW 06;1,14;0,0;-11,418;5,22;45,0;1,2500218879151856;1,1477096352122953;-0,6795333964387127;False;3,0;
26;BW 06;1,17;0,0;-9,23;5,27;45,0;1,2497907271326407;1,177839907230016;-0,5082293668284749;False;3,0;
27;BW 06;1,0;0,0;-9,363;5,24;45,0;1,249929416168855;1,0067380118299658;-0,8256243115341807;False;3,0;
28;BW 06;1,03;0,0;-12,35;5,13;45,0;1,250438133608002;1,0370808102580864;-0,9961987956197378;False;3,0;
29;BW 08;1,24;0,0;-3,713;6,38;45,0;1,2446747123543316;1,2466033156434642;-0,17244752510200909;False;3,0;
30;BW 07;1,12;0,0;-9,274;7,23;45,01;1,2407769713764722;1,124787724342016;-0,5863706680478729;False;3,0;
31;BW 07;0,89;0,0;-9,335;7,33;45,01;1,2403195228690378;0,8936946751058379;-1,1766943309525155;False;3,0;
32;BW 06;1,13;0,0;-20,149;5,09;45,0;1,250623196316533;1,1378243940494968;-1,2306785330767716;False;3,0;
33;BW 07;1,13;0,0;-10,225;7,21;45,01;1,2408684888214416;1,1348583722030094;-0,6294412034849886;False;3,0;
34;BW 06;1,21;0,0;-11,314;7,13;45,0;1,2412346513055996;1,215321845591425;-0,5670992992862951;False;3,0;
35;BW 05;1,08;0,0;-22,472;8,15;45,0;1,2365770648514276;1,083391577578204;-1,5900186225916118;False;3,0;
36;BW 05;1,17;0,0;-6,726;5,78;45,0;1,2474364047661957;1,1770998478889432;-0,3710511670929775;False;3,0;
37;BW 07;1,07;0,0;-9,181;7,4;45,01;1,2399994461552297;1,074349481364034;-0,6661470386155853;False;3,0;
38;BW 07;0,82;0,0;-9,55;5,5;45,02;1,2487281831385455;0,8252606305115389;-1,52878650071335;False;3,0;
39;BW 07;1,05;0,01;-17,669;5,26;45,02;1,2498369543346746;1,0570488465508259;-1,3459956318996937;False;3,0;
40;BW 09;1,22;0,0;-4,33;7,08;45,0;1,2414635783178898;1,225441156571203;-0,21170316939303302;False;3,0;
41;BW 09;1,21;0,0;-5,724;7,11;45,0;1,2413262151365543;1,2153517289519746;-0,2868867729434223;False;3,0;
42;BW 05;1,24;0,05;-21,184;7,46;45,0;1,2397251843883768;1,2449487214421384;-0,987803195872295;False;3,0;
43;BW 07;0,75;0,0;-9,817;5,45;45,02;1,2489590600531413;0,754858068377954;-2,053523780376309;False;3,0;
44;BW 05;1,16;0,0;-6,839;5,89;45,0;1,2469294435931284;1,166881048159846;-0,38728412418775643;False;3,0;
45;BW 05;0,98;0,0;-8,848;5,92;45,0;1,2467912324374357;0,9857768750520027;-0,8310479560212102;False;3,0;
46;BW 05;0,91;0,0;-7,418;5,69;45,0;1,247851410237653;0,915623619992064;-0,8694662251369626;False;3,0;
47;BW 05;1,14;0,0;-7,382;5,58;45,0;1,2483589078057247;1,1472004533803577;-0,4399192443527932;False;3,0;
48;BW 07;1,16;0,0;-9,861;5,38;45,02;1,249282391126024;1,1676145525622579;-0,5573645090671778;False;3,0;
49;BW 05;1,1;0,0;-21,615;8,01;45,0;1,2372149439843267;1,1036440882160174;-1,4467216001767405;False;3,0;
50;BW 05;1,06;0,0;-21,018;8,17;45,0;1,2364859750786346;1,0633026606741582;-1,5730319206399002;False;3,0;
51;BW 08;1,2;0,0;-3,722;6,43;45,0;1,24444496139168;1,206316072842785;-0,19076991026642107;False;3,0;
52;BW 09;1,14;0,0;-5,796;7,13;45,0;1,2412346513055996;1,1450139702266318;-0,34738644636575333;False;3,0;
53;BW 06;1,04;0,0;-9,625;7,14;45,0;1,241188872874569;1,0445613063447858;-0,7598288602771883;False;3,0;
54;BW 05;0,83;0,0;-19,144;7,99;45,0;1,2373061054759127;0,8327700828119827;-2,9824570003238464;False;3,0;
55;BW 05;0,88;0,0;-20,503;8,32;45,0;1,2358030860547147;0,8825792940842697;-2,6833236490250423;False;3,0;
56;BW 06;1,16;0,0;-11,938;7,13;45,0;1,2412346513055996;1,1651019346165727;-0,6791358462802273;False;3,0;
57;BW 05;1,11;0,0;-6,781;5,82;45,01;1,2472520212224574;1,1166807288530423;-0,4381507203316429;False;3,0;
58;BW 07;1,24;0,0;-9,881;5,33;45,02;1,2495134158807768;1,248216627189631;-0,457138562990222;False;3,0;
59;BW 05;1,13;0,0;-22,043;7,8;45,0;1,2381725893084847;1,1340359153261725;-1,3599004680263258;False;3,0;
60;BW 08;1,7;0,0;-3,843;6,4;45,0;1,2445828048189873;1,7090108658666872;-0,06927120816491834;False;4,0;
61;BW 08;1,3;0,0;-3,841;6,55;45,0;1,2438938017687478;1,3066494520228862;-0,15491158049675932;False;4,0;
62;BW 08;1,25;0,0;-5,362;4,76;45,0;1,252151488505183;1,259167796988748;-0,24165335826123632;False;4,0;
63;BW 08;1,67;0,06;-5,307;4,49;45,0;1,2534039462033182;1,682808876394646;-0,10019857725112956;False;4,0;
64;BW 05;1,5;0,0;-6,787;6,05;45,01;1,2461925691507376;1,5086006201953874;-0,17785736470773073;False;4,0;
65;BW 08;1,7;0,0;-4,13;4,44;45,0;1,2536360853472663;1,7131447250270377;-0,07390685830570301;False;4,0;
66;BW 08;1,5;0,01;-5,051;6,41;45,0;1,244536854627284;1,507932205845651;-0,13254054980529573;False;4,0;
67;BW 08;1,61;0,07;-4,778;4,3;45,0;1,2542864132605211;1,622729329573992;-0,10060619820625506;False;4,0;
68;BW 06;1,55;0,0;-20,499;5,0;45,0;1,251039733154063;1,5609058309842934;-0,4849750720010975;False;4,0;
69;BW 08;1,63;0,0;-5,298;4,5;45,0;1,2533575259899337;1,6424817998476242;-0,10757890166243116;False;4,0;
70;BW 08;1,66;0,06;-3,808;4,44;45,0;1,2536360853472663;1,6728354373793426;-0,07319040146958389;False;4,0;
71;BW 08;1,59;0,0;-3,843;4,5;45,0;1,2533575259899337;1,602175498010873;-0,0840730836300091;False;4,0;
72;BW 07;1,73;0,13;-9,385;5,2;45,0;1,2501143695800654;1,7417426611755749;-0,15980823638201094;False;4,0;
73;BW 08;1,64;0,0;-3,777;4,51;45,0;1,2533111083131885;1,6525379744060724;-0,07530251654325301;False;4,0;
74;BW 07;1,54;0,02;-9,376;5,24;45,0;1,249929416168855;1,5503765382181474;-0,2263720926396444;False;4,0;
75;BW 08;1,47;0,0;-3,763;4,5;45,0;1,2533575259899337;1,4812565925006183;-0,10417420127605047;False;4,0;
76;BW 08;1,47;0,0;-4,898;6,32;45,0;1,2449504922353603;1,477937262522672;-0,13651099548807577;False;4,0;
77;BW 08;1,6;0,0;-3,728;4,5;45,0;1,2533575259899337;1,612252073470061;-0,08003757484665747;False;4,0;
78;BW 05;1,28;0,0;-7,631;5,48;45,01;1,2488205265272558;1,288243469535754;-0,32114743268126533;False;4,0;
79;BW 07;1,28;0,0;-10,046;5,3;45,0;1,2496520603771566;1,2885293340396953;-0,42250037009718855;False;4,0;
80;BW 08;1,72;0,03;-3,791;4,49;45,0;1,2534039462033182;1,7331923756878989;-0,06551342797996457;False;4,0;
81;BW 06;1,53;0,02;-20,146;5,18;45,0;1,2502068611698878;1,5404231163908342;-0,4958902821195535;False;4,0;
82;BW 06;1,57;0,23;-11,914;5,2;43,72;1,2501143695800654;1,5806566347084698;-0,2714324893480463;False;4,0;
83;BW 08;1,37;0,0;-3,801;4,43;45,0;1,2536825207969438;1,3806101477282455;-0,1299575561043159;False;4,0;
84;BW 08;1,57;0,0;-3,797;4,5;45,0;1,2533575259899337;1,5820223470924972;-0,08628188114463073;False;4,0;
85;BW 08;1,52;0,0;-3,804;4,5;45,0;1,2533575259899337;1,5316394697965579;-0,0952549842776306;False;4,0;
86;BW 07;1,73;0,14;-9,342;5,3;45,0;1,2496520603771566;1,7415279280380256;-0,15913488052224362;False;4,0;
87;BW 08;1,44;0,0;-3,825;4,6;45,0;1,2528934632418163;1,4508477603679741;-0,11268931999670763;False;4,0;
88;BW 08;1,26;0,0;-4,698;6,35;45,0;1,2448125915495891;1,2667565923877013;-0,20794589085493187;False;4,0;
89;BW 09;1,3;0,0;-4,391;5,2;45,01;1,2501143695800654;1,3088239650452298;-0,17621244262335706;False;4,0;
90;BW 09;1,63;0,08;-4,482;5,03;45,01;1,25090086509562;1,641407974835562;-0,09118829268954351;False;4,0;
91;BW 09;1,53;0,03;-5,776;5,18;45,01;1,2502068611698878;1,5404231163908342;-0,14217523426598536;False;4,0;
92;BW 09;1,65;0,17;-6,535;5,19;45,01;1,250160614133959;1,6612201315317023;-0,12825694326113152;False;4,0;
93;BW 09;1,73;0,13;-6,578;5,12;45,01;1,2504843955529052;1,7419144925056902;-0,11197735928829426;False;4,0;
94;BW 07;1,61;0,04;-9,518;5,36;45,02;1,2493747936218564;1,620608427653141;-0,2012001365140391;False;4,0;
95;BW 07;1,69;0,0;-10,034;5,3;45,02;1,2496520603771566;1,7012613863492851;-0,1833486901473332;False;4,0;
96;BW 08;1,27;0,0;-13,873;4,2;45,0;1,2547512393468763;1,2801992521560597;-0,5949144647641148;False;4,0;
97;BW 07;1,54;0,0;-9,541;5,38;45,02;1,249282391126024;1,5501089749533425;-0,23047512181682364;False;4,0;
98;BW 09;1,45;0,0;-4,372;4,97;45,01;1,2511786236870661;1,4602562642424615;-0,1263309520597141;False;4,0;
99;BW 09;1,65;0,0;-4,336;5,03;45,01;1,25090086509562;1,6615479499869183;-0,08504866216069361;False;4,0;
100;BW 07;1,41;0,0;-10,021;5,37;45,02;1,2493285911401306;1,4192731149875422;-0,31537697523923625;False;4,0;
101;BW 07;1,53;0,0;-9,986;5,33;45,02;1,2495134158807768;1,5401382577420446;-0,24594006541724275;False;4,0;
102;BW 07;1,7;0,0;-9,434;5,23;45,02;1,2499756508026014;1,7114757219696768;-0,16931697196888512;False;4,0;
103;BW 07;1,55;0,0;-9,901;5,32;45,02;1,2495596282410053;1,5602900189163378;-0,2345200181793698;False;4,0;
104;BW 07;1,71;0,0;-9,462;5,3;45,02;1,2496520603771566;1,7213946571936554;-0,1669008088378651;False;4,0;
105;BW 07;1,41;0,0;-9,891;5,3;45,02;1,2496520603771566;1,4193955945281018;-0,3112050908119684;False;4,0;
106;BW 07;1,42;0,0;-9,942;5,31;45,02;1,249605843072865;1,4294446072568907;-0,30625882840495355;False;4,0;
107;BW 07;1,58;0,0;-16,869;5,28;45,02;1,249744502406244;1,5905676151009407;-0,37718097672110074;False;4,0;
108;BW 07;1,33;0,0;-9,777;5,4;45,02;1,2491899984974568;1,338697474921365;-0,36666979205047634;False;4,0;
109;BW 07;1,51;0,02;-9,466;5,35;45,02;1,2494209985720044;1,5199682560284196;-0,2425380022101391;False;4,0;
110;BW 09;1,39;0,0;-5,832;5,24;45,01;1,249929416168855;1,3993658364436523;-0,1914875594352264;False;4,0;
111;BW 09;1,41;0,0;-4,478;5,17;45,01;1,25025311068865;1,419623122240356;-0,14082564398865202;False;4,0;
112;BW 09;1,47;0,0;-5,386;5,09;45,01;1,250623196316533;1,4801786365068677;-0,14943103469234217;False;4,0;
113;BW 07;1,51;0,0;-9,979;5,41;45,02;1,2491438058813895;1,519855842557767;-0,2557388337798071;False;4,0;
114;BW 08;1,58;0,0;-3,661;6,57;45,0;1,243801975068137;1,5880425622851366;-0,08224891248626609;False;4,0;
115;BW 08;1,71;0,0;-4,874;6,49;45,0;1,2441693388076946;1,7188734850188954;-0,08635164944516509;False;4,0;
116;BW 09;1,71;0,07;-5,497;5,16;45,01;1,2502993626910441;1,7216918253533742;-0,09691172732921916;False;4,0;
117;BW 08;1,38;0,0;-5,03;6,77;45,0;1,2428842282779222;1,3866832910186475;-0,16972780206130544;False;4,0;
118;BW 06;1,5;0,0;-12,11;6,97;45,0;1,2419674226609096;1,5068937475973296;-0,318429357179568;False;4,0;
119;BW 06;1,47;0,0;-11,525;7,23;45,0;1,2407769713764722;1,4762838881988956;-0,32229097462420137;False;4,0;
120;BW 06;1,57;0,0;-9,185;7,28;45,0;1,2405482182480425;1,5766144619857172;-0,21087227939637207;False;4,0;
121;BW 06;1,46;0,0;-10,12;7,28;45,0;1,2405482182480425;1,4661510283434056;-0,2889091085607543;False;4,0;
122;BW 06;1,71;0,0;-12,252;7,31;45,0;1,2404109940975017;1,717140967682987;-0,21772384157474606;False;4,0;
123;BW 06;1,26;0,0;-10,571;7,1;45,0;1,2413720005381677;1,2655884344923904;-0,46919722010252357;False;4,0;
124;BW 08;1,3;0,0;-3,74;6,48;45,0;1,2442152699595619;1,3067620045186064;-0,15079917190138972;False;4,0;
125;BW 05;1,72;0,0;-6,747;5,34;45,01;1,2494672059913772;1,7313759131177677;-0,11696433228174771;False;4,0;
126;BW 09;1,36;0,0;-4,844;5,35;45,01;1,2494209985720044;1,368978031919636;-0,16987581255089518;False;4,0;
127;BW 09;1,47;0,0;-6,778;5,36;45,01;1,2493747936218564;1,4796859556833026;-0,18823906584410685;False;4,0;
128;BW 07;1,38;0,0;-9,988;5,34;45,02;1,2494672059913772;1,3891271861061159;-0,33525043569362745;False;4,0;
129;BW 07;1,68;0,02;-9,911;5,17;45,02;1,25025311068865;1,6914658477757434;-0,18426575272999735;False;4,0;
130;BW 09;1,48;0,0;-4,515;5,27;45,01;1,2497907271326407;1,4899171476071997;-0,12282541743179005;False;4,0;
131;BW 09;1,28;0,0;-4,524;5,21;45,01;1,2500681275074073;1,2886723218977045;-0,19020062663684492;False;4,0;
132;BW 09;1,63;0,0;-4,7;5,02;45,01;1,2509471519525854;1,6414282201593358;-0,0956200618866202;False;4,0;
133;BW 09;1,43;0,0;-6,132;5,06;45,01;1,2507620194902709;1,4399549427311802;-0,18478737118518582;False;4,0;
134;BW 09;1,28;0,0;-7,909;5,06;45,01;1,2507620194902709;1,2889107179691683;-0,3323302849815315;False;4,0;
135;BW 09;1,56;0,0;-8,163;4,97;45,01;1,2511786236870661;1,5710343256677517;-0,18941293078339885;False;4,0;
136;BW 07;1,25;0,0;-9,957;5,61;45,02;1,2482204700148176;1,2578487338075357;-0,45015295569475605;False;4,0;
137;BW 07;1,63;0,0;-9,377;5,37;45,01;1,2493285911401306;1,6407199839926907;-0,191019349684053;False;4,0;
138;BW 07;1,37;0,0;-9,261;5,37;45,02;1,2493285911401306;1,3790100478956973;-0,3177404030713745;False;4,0;
139;BW 07;1,29;0,0;-9,953;7,26;45,01;1,2406397125635418;1,295466659389362;-0,41190032333624016;False;4,0;
140;BW 05;1,37;0,0;-7,833;5,41;45,0;1,2491438058813895;1,378942055830557;-0,26878617354915835;False;4,0;
141;BW 05;1,29;0,0;-6,854;5,42;45,0;1,249097615729728;1,2984038877039579;-0,2817289834500804;False;4,0;
142;BW 06;1,5;0,0;-11,707;5,03;45,0;1,25090086509562;1,5104981363517442;-0,3056341558153101;False;4,0;
143;BW 06;1,35;0,0;-10,736;5,0;45,0;1,251039733154063;1,35949862698632;-0,38443509954788296;False;4,0;
144;BW 06;1,55;0,0;-9,12;5,0;45,0;1,251039733154063;1,5609058309842934;-0,21576528887506755;False;4,0;
145;BW 05;1,68;0,0;-7,518;5,32;45,0;1,2495596282410053;1,6911530527609338;-0,13985256284675102;False;4,0;
146;BW 05;1,71;0,05;-9,445;5,42;45,0;1,249097615729728;1,7211400371889676;-0,16667489496318869;False;4,0;
147;BW 07;1,25;0,0;-9,235;7,33;45,01;1,2403195228690378;1,2551891504295476;-0,42017114049680976;False;4,0;
148;BW 06;1,44;0,0;-10,504;5,15;45,0;1,250345617177869;1,4498636263293216;-0,3100916693973827;False;4,0;
149;BW 06;1,63;0,0;-10,277;5,13;45,0;1,250438133608002;1,6412055540977482;-0,2091675320252242;False;4,0;
150;BW 05;1,52;0,0;-6,775;5,75;45,0;1,247574717983525;1,5292802509956587;-0,1704374033044315;False;4,0;
151;BW 07;1,44;0,0;-12,19;7,21;45,01;1,2408684888214416;1,4461911999755164;-0,36261303492275093;False;4,0;
152;BW 06;1,56;0,0;-12,426;5,24;45,0;1,249929416168855;1,5705112984547467;-0,28861905716555314;False;4,0;
153;BW 07;1,43;0,0;-16,632;7,32;45,01;1,24036525732998;1,435954037030053;-0,5054052037684555;False;4,0;
154;BW 07;1,55;0,19;-18,547;7,07;44,86;1,2415093706976863;1,5569320872496049;-0,44216209976511317;False;4,0;
155;BW 05;1,41;0,0;-6,772;5,6;45,0;1,2482666134957567;1,418870855298726;-0,21330704285261773;False;4,0;
156;BW 09;1,7;0,06;-4,687;5,23;45,01;1,2499756508026014;1,7114757219696768;-0,08412006016728478;False;4,0;
157;BW 05;1,58;0,0;-9,206;5,26;45,0;1,2498369543346746;1,5906068357621952;-0,2058255509781516;False;4,0;
158;BW 06;1,67;0,0;-9,674;5,05;45,0;1,2508082988652578;1,6816464426738746;-0,18302855625766767;False;4,0;
159;BW 09;1,31;0,0;-16,79;4,59;45,0;1,2529398581241158;1,3198847401265636;-0,6569911546127191;False;4,0;
160;BW 06;1,54;0,0;-11,55;4,93;45,0;1,2513638460618985;1,550969386699643;-0,2785410168946895;False;4,0;
161;BW 06;1,63;0,08;-11,379;4,99;45,0;1,2510860275001643;1,6414889596844502;-0,23147657555845136;False;4,0;
162;BW 06;1,6;0,09;-10,47;5,0;45,0;1,251039733154063;1,6112576319837868;-0,22520009478379505;False;4,0;
163;BW 07;1,37;0,02;-9,169;7,77;45,01;1,2383094771538827;1,3749437667372382;-0,31738325727081834;False;4,0;
164;BW 05;1,35;0,0;-8,146;5,56;45,0;1,24845121191853;1,3585603351856494;-0,2922970709477022;False;4,0;
165;BW 05;1,64;0,0;-6,775;5,32;45,0;1,2495596282410053;1,6508875038856734;-0,13547953849823574;False;4,0;
166;BW 05;1,49;0,0;-19,43;7,68;45,01;1,238720263258536;1,4955421335859957;-0,5226292254459023;False;4,0;
167;BW 05;1,73;0,0;-6,843;5,33;45,0;1,2495134158807768;1,741463520191985;-0,11657897849453894;False;4,0;
168;BW 06;1,66;0,03;-10,567;5,03;45,0;1,25090086509562;1,6716179375625968;-0,20354361752313063;False;4,0;
169;BW 06;1,45;0,0;-9,206;5,18;45,0;1,2502068611698878;1,4598781168409867;-0,2662183726081168;False;4,0;
170;BW 05;1,69;0,0;-6,795;5,73;45,01;1,2476669389784605;1,7003600687353797;-0,1243608318715399;False;4,0;
171;BW 07;1,52;0,0;-10,02;7,67;45,01;1,2387659175266352;1,5256724631000746;-0,2538637249091324;False;4,0;
172;BW 06;1,39;0,0;-11,015;5,21;45,0;1,2500681275074073;1,3994175995607883;-0,36162575789353196;False;4,0;
173;BW 05;1,53;0,0;-7,477;5,24;45,0;1,249929416168855;1,5403091580998478;-0,18408590529364854;False;4,0;
174;BW 06;1,31;0,0;-10,278;4,99;45,0;1,2510860275001643;1,3192334583967056;-0,40277313094668055;False;4,0;
175;BW 05;1,51;0,0;-18,742;7,89;45,0;1,2377620480148046;1,515225620809128;-0,48473108115131147;False;4,0;
176;BW 05;1,69;0,0;-6,807;5,62;45,0;1,2481743289821643;1,700590533226025;-0,12452981098272903;False;4,0;
177;BW 05;1,43;0,0;-20,601;7,89;45,0;1,2377620480148046;1,434948766726525;-0,6273298686442658;False;4,0;
178;BW 06;1,59;0,0;-11,767;5,3;45,0;1,2496520603771566;1,600595032127434;-0,2581892817223609;False;4,0;
179;BW 08;1,63;0,0;-3,909;4,62;45,0;1,2528006810627985;1,6422385217936193;-0,07940974744984733;False;4,0;
180;BW 05;1,6;0,0;-6,879;5,53;45,0;1,2485896864821873;1,610205111123821;-0,14825131579650877;False;4,0;
181;BW 05;1,43;0,0;-7,765;5,68;45,0;1,247897534154955;1,438854844664824;-0,2345348364993531;False;4,0;
182;BW 08;1,7;0,02;-3,838;4,3;45,0;1,2542864132605211;1,7134409070035939;-0,06864587209158306;False;4,0;
183;BW 05;1,47;0,0;-18,677;7,99;45,0;1,2373061054759127;1,4749060502814635;-0,5237582743120215;False;4,0;
184;BW 09;1,62;0,0;-4,201;6,81;45,0;1,2427007920747404;1,6277655144540237;-0,08763831142286899;False;4,0;
185;BW 09;1,47;0,0;-16,251;5,0;45,01;1,251039733154063;1,480342949385104;-0,4507232086200661;False;4,0;
186;BW 05;1,3;0,0;-19,98;8,1;45,0;1,2368048284132014;1,3041625153416831;-0,8104331429467407;False;4,0;
187;BW 09;1,56;0,0;-4,291;6,73;45,0;1,2430677021281598;1,5676321546896799;-0,10021734090144202;False;4,0;
188;BW 09;1,52;0,0;-5,631;6,77;45,0;1,2428842282779222;1,527361306049525;-0,14219260965930497;False;4,0;
189;BW 09;1,48;0,03;-15,055;5,03;45,01;1,25090086509562;1,4903581612003876;-0,4091906101189928;False;4,0;
190;BW 09;1,54;0,0;-8,249;7,06;45,0;1,2415551654052313;1,5469063835311596;-0,20050539302127357;False;4,0;
191;BW 09;1,3;0,0;-4,917;7,08;45,0;1,2414635783178898;1,305797953723413;-0,19869599203731658;False;4,0;
192;BW 09;1,72;0,07;-6,534;6,97;45,0;1,2419674226609096;1,7279048305782714;-0,11395582341399911;False;4,0;
193;BW 09;1,71;0,14;-7,239;6,81;45,0;1,2427007920747404;1,7181969319236916;-0,12840342516728542;False;4,0;
194;BW 05;1,62;0,0;-8,091;5,3;45,0;1,2496520603771566;1,6307949383939895;-0,16784986117132691;False;4,0;
195;BW 06;1,42;0,0;-19,929;5,31;45,0;1,249605843072865;1,4294446072568907;-0,6139038615250775;False;4,0;
196;BW 06;1,4;0,0;-20,419;5,38;45,0;1,249282391126024;1,4091899772303111;-0,6565120200162194;False;4,0;
197;BW 05;1,66;0,04;-21,294;7,76;45,0;1,2383551109706603;1,666010722116102;-0,4143246031946964;False;4,0;
198;BW 07;1,46;0,0;-10,894;7,38;45,0;1,2400908851332584;1,4659708386981838;-0,31112021238989573;False;4,0;
199;BW 07;1,7;0,1;-11,227;7,2;45,0;1,2409142510173732;1,7073300433137752;-0,20296825819398848;False;4,0;
200;BW 09;1,62;0,0;-5,035;7,18;45,0;1,2410057823603657;1,6270251019148099;-0,10518009642178532;False;4,0;
201;BW 09;1,52;0,0;-4,222;7,11;45,0;1,2413262151365543;1,5267228330636378;-0,10674670451077872;False;4,0;
202;BW 09;1,42;0,0;-4,179;7,04;45,0;1,2416467618069411;1,4264032999411556;-0,12955739770339456;False;4,0;
203;BW 06;1,73;0,16;-21,192;4,86;45,0;1,2516880816035107;1,7424732215317877;-0,3604047094747912;False;4,0;
204;BW 05;1,88;0,0;-8,001;5,28;45,0;1,249744502406244;1,8925741242973217;-0,10619459819894633;False;5,0;
205;BW 05;1,99;0,0;-6,767;5,41;45,0;1,2491438058813895;2,002988825622488;-0,07576653859249763;False;5,0;
206;BW 05;1,78;0,0;-9,095;5,41;45,0;1,2491438058813895;1,7916181455316724;-0,1422928886973706;False;5,0;
207;BW 05;1,9;0,24;-7,477;5,35;45,0;1,2494209985720044;1,9125428387112562;-0,09616360048578053;False;5,0;
208;BW 05;2,13;0,39;-7,176;5,39;45,0;1,249236193578734;2,1439554659768003;-0,06551669779245385;False;5,0;
209;BW 08;2,02;0,31;-14,907;6,8;45,0;1,2427466475990507;2,029707890149793;-0,1604007819994384;False;5,0;
210;BW 06;1,9;0,0;-9,898;7,04;45,0;1,2416467618069411;1,9085677956959124;-0,12809775685241462;False;5,0;
211;BW 07;1,93;0,0;-9,346;5,34;45,02;1,2494672059913772;1,9427648327426115;-0,11467847951057203;False;5,0;
212;BW 06;2,21;0,0;-9,923;7,0;45,0;1,2418299825804386;2,220074888559264;-0,08159376390657365;False;5,0;
213;BW 05;2,09;0,17;-6,805;5,29;45,0;1,2496982801546825;2,1039527416113257;-0,06574111073514974;False;5,0;
214;BW 05;1,95;0,03;-8,112;5,46;45,0;1,2489128797510634;1,9626067880363494;-0,09654836017392797;False;5,0;
215;BW 07;1,92;0,0;-9,84;5,32;45,02;1,2495596282410053;1,9327463460124958;-0,12262735630199142;False;5,0;
216;BW 07;1,91;0,13;-10,053;5,33;45,02;1,2495134158807768;1,9226562563969314;-0,12726459382664976;False;5,0;
217;BW 07;1,86;0,0;-9,469;5,3;45,02;1,2496520603771566;1,8723941885264324;-0,12978637804768256;False;5,0;
218;BW 05;1,89;0,23;-7,773;5,39;45,0;1,249236193578734;1,902383019106175;-0,10158080150485978;False;5,0;
219;BW 07;2,07;0,0;-9,923;5,24;45,02;1,249929416168855;2,083947684488029;-0,0986505258136784;False;5,0;
220;BW 07;1,99;0,0;-9,978;5,31;45,02;1,249605843072865;2,003235752423389;-0,11167710867246956;False;5,0;
221;BW 07;2,23;0,0;-9,468;5,33;45,02;1,2495134158807768;2,244776676316836;-0,07531052498707935;False;5,0;
