;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed
336;8,96;9,64;3259,723;5,93;0,03;1,246745166899528;9,01270614228919
337;8,6;9,72;3356,491;6,0;0,03;1,2464227759129405;8,649842779822725
338;8,79;9,42;3172,53;6,07;0,03;1,2461005033390642;8,840181926255063
339;9,13;9,89;3666,667;5,98;0,02;1,246514875528206;9,183140659161658
340;9,22;10,07;4159,868;5,48;0,01;1,2488205265272558;9,279378741499729
341;8,29;9,0;2560,027;5,32;0,01;1,2495596282410053;8,345035004397703
342;7,5;8,07;1867,605;5,53;0,01;1,2485896864821873;7,54783645839291
343;9,23;9,7;3845,448;5,94;0,06;1,2466991037839226;9,284180042671602
344;9,91;10,09;4826,015;5,93;0,07;1,246745166899528;9,968294405143512
345;9,54;10,02;4491,247;5,91;0,0;1,2468373003984614;9,596354299884396
346;9,78;10,03;4674,413;5,92;0,04;1,2467912324374357;9,837650855110804
347;9,7;10,04;4758,12;5,91;0,08;1,2468373003984614;9,75729944537512
348;10,78;10,09;5752,415;5,78;0,98;1,2474364047661957;10,84541569251522
349;10,55;10,1;5820,097;5,73;0,76;1,2476669389784605;10,614673801868792
350;9,62;9,97;4535,331;5,8;0,07;1,2473442081285533;9,678138081863144
351;10,09;10,09;4864,067;5,85;0,19;1,2471137590957366;10,150353332362883
352;10,63;10,11;5513,636;5,66;1,12;1,247989789318235;10,696086644880843
353;11,54;10,11;6343,548;5,44;3,65;1,2490052428164085;11,614892636554163
354;11,37;10,11;6351,661;5,41;3,33;1,2491438058813895;11,444212536345571
355;11,18;10,11;6301,567;5,31;2,78;1,249605843072865;11,254359654318337
356;11,14;10,11;6083,965;5,31;2,21;1,249605843072865;11,214093609043495
357;9,69;9,89;4436,117;5,35;0,19;1,2494209985720044;9,753968477427406
358;9,57;9,97;4235,08;5,33;0,02;1,2495134158807768;9,633413808229651
359;10,07;10,1;5073,858;5,26;0,22;1,2498369543346746;10,137601795016016
360;10,12;10,1;5201,002;5,17;0,09;1,25025311068865;10,189068083030072
361;10,63;10,1;5382,578;5,09;0,14;1,250623196316533;10,703604698005446
362;10,32;10,09;5258,073;4,96;0,71;1,251224925529455;10,393124509766817
363;9,59;10,04;4088,001;5,06;-0,01;1,2507620194902709;9,656760769784627
364;9,78;10,03;4716,822;5,07;0,06;1,250715742607685;9,84796199673306
365;9,89;10,1;4664,872;5,04;0,03;1,2508545807334421;9,959094877745098
366;9,47;10,05;4336,243;5,01;0,06;1,250993441305135;9,536513480817327
367;9,73;10,07;4483,457;4,96;0,06;1,251224925529455;9,798943941863483
368;9,19;9,96;4006,122;5,03;0,06;1,25090086509562;9,254318582048352
369;9,59;10,07;4398,846;4,93;0,03;1,2513638460618985;9,658309362629595
370;9,66;10,1;4514,529;4,86;0,0;1,2516880816035107;9,729648161848017
371;10,25;10,07;4806,631;4,87;0,04;1,2516417547219258;10,323774665738334
372;9,92;10,09;4792,388;4,85;0,04;1,2517344109933737;9,991646022364593
373;9,29;9,87;3997,96;4,84;0,01;1,2517807428923062;9,357211369080998
374;9,57;9,82;4264,156;4,98;0,02;1,251132324344234;9,63757246295178
375;10,67;10,11;5630,345;4,85;0,2;1,2517344109933737;10,747062808329659
376;10,53;10,11;5535,74;4,8;0,14;1,2519660955945542;10,606705995664043
377;9,96;9,93;4315,992;4,83;3,08;1,2518270773010995;10,032182467314803
378;9,96;9,74;3249,524;4,81;6,35;1,2519197536514326;10,032430031623223
379;9,85;9,72;3239,157;4,61;6,29;1,252847070888306;9,92407920099239
380;9,87;9,74;3252,746;4,6;6,24;1,2528934632418163;9,944352357522156
381;9,28;9,79;3305,993;4,74;4,8;1,252244200054441;9,348292434920651
382;9,95;9,74;3250,45;4,83;6,47;1,2518270773010995;10,02210999495806
383;10,79;9,72;3233,882;4,89;8,34;1,2515491084804224;10,867393183822333
384;10,93;9,72;3232,729;4,9;9,17;1,2515027891189199;11,008261551366058
385;10,82;9,72;3234,849;4,91;8,74;1,2514564722625265;10,89733948717689
386;10,86;9,72;3233,81;4,88;8,84;1,251595430347827;10,938030212636997
387;11,46;9,72;3234,004;4,97;9,96;1,2511786236870661;11,54105985394387
388;12,0;9,72;3232,4;5,05;10,43;1,2508082988652578;12,083687013225447
389;11,31;9,72;3233,309;5,06;9,47;1,2507620194902709;11,388734547055698
390;11,62;9,72;3233,687;5,2;9,91;1,2501143695800654;11,698872672173513
391;11,03;9,72;3232,194;5,04;8,88;1,2508545807334421;11,107059302480124
392;10,9;9,72;3233,733;5,13;8,66;1,250438133608002;10,974932846420526
393;10,74;9,72;3232,305;5,22;8,64;1,2500218879151856;10,812632879105308
394;11,03;9,73;3233,531;5,26;9,23;1,2498369543346746;11,104046454719628
395;12,4;9,73;3235,308;5,37;11,21;1,2493285911401306;12,481550798472004
396;12,44;9,73;3234,609;5,3;11,47;1,2496520603771566;12,522894465198288
397;12,63;9,73;3233,725;5,33;12,21;1,2495134158807768;12,713690323713742
398;13,34;9,73;3233,661;5,36;12,71;1,2493747936218564;13,427898400554596
399;13,65;9,72;3231,143;5,32;13,28;1,2495596282410053;13,740618553682589
400;14,13;9,73;3232,488;5,36;13,94;1,2493747936218564;14,223103778098684
401;13,68;9,72;3232,045;5,41;13,28;1,2491438058813895;13,769290017344538
402;14,71;9,72;3232,058;5,36;14,51;1,2493747936218564;14,806925447688014
403;13,35;9,73;3232,244;5,48;13,02;1,2488205265272558;13,435976811173685
404;14,45;9,73;3232,617;5,53;14,05;1,2485896864821873;14,542164909837005
405;13,11;9,72;3232,15;5,47;12,59;1,2488667019093698;13,194593780851816
406;13,52;9,73;3232,974;5,56;13,13;1,24845121191853;13,605730171637022
407;14,2;9,73;3232,124;5,62;13,9;1,2481743289821643;14,288985545449439
408;14,64;9,73;3234,312;5,66;14,63;1,247989789318235;14,731016790315666
409;15,12;9,72;3232,356;5,58;15,08;1,2483589078057247;15,215500750097377
410;14,26;9,73;3233,142;5,56;13,71;1,24845121191853;14,350422503516564
411;15,35;9,73;3233,453;5,61;15,52;1,2482204700148176;15,446382451156536
412;14,91;9,72;3231,604;5,72;14,89;1,2477130531333769;15,001586369695056
413;14,5;9,73;3234,093;5,44;13,96;1,2490052428164085;14,594102532932009
414;13,48;9,73;3231,679;5,25;12,71;1,249883184013146;13,570661078983225
415;14,8;9,73;3232,079;5,49;14,87;1,2487743536039162;14,895131538294809
416;14,5;9,73;3232,927;5,51;14,37;1,2486820151303375;14,592843497659045
417;14,83;9,73;3233,046;5,45;14,81;1,2489590600531413;14,926060205393412
418;14,47;9,72;3231,713;5,49;14,14;1,2487743536039162;14,5630103621031
419;13,68;9,73;3233,003;5,68;13,33;1,247897534154955;13,764709283227127
420;14,82;9,73;3233,187;5,54;14,65;1,248543525840632;14,914341041739949
421;15,7;9,73;3232,96;5,35;15,75;1,2494209985720044;15,803643456719326
422;15,51;9,72;3232,018;5,32;15,69;1,2495596282410053;15,612966576382194
423;15,18;9,72;3232,181;5,35;15,06;1,2494209985720044;15,280210679808878
424;14,45;9,72;3231,997;5,3;14,3;1,2496520603771566;14,546288185057497
425;15,58;9,73;3231,676;5,27;15,43;1,2497907271326407;15,68439808089201
426;15,84;9,72;3233,553;5,26;15,9;1,2498369543346746;15,9463368851096
427;15,54;9,73;3233,554;5,23;15,66;1,2499756508026014;15,644901599652222
428;15,23;9,72;3230,296;5,29;15,19;1,2496982801546825;15,33167476303373
429;15,28;9,73;3232,502;5,29;15,2;1,2496982801546825;15,382008560679933
430;15,32;9,72;3230,673;5,22;15,21;1,2500218879151856;15,4236066767126
431;15,22;9,72;3231,431;5,2;14,92;1,2501143695800654;15,323308267683382
432;14,99;9,72;3233,072;5,1;14,77;1,2505769269063738;15,093608250983147
433;14,1;9,72;3231,632;5,24;13,71;1,249929416168855;14,195005966802517
434;15,02;9,76;3268,71;5,25;14,69;1,249883184013146;15,121018501953117
435;15,35;9,82;3339,808;5,19;15,14;1,250160614133959;15,454381223643415
436;15,01;9,83;3339,369;5,16;14,74;1,2502993626910441;15,112628244768507
437;15,96;9,83;3341,433;5,13;15,5;1,250438133608002;16,06971818613501
438;15,91;9,83;3342,382;5,09;15,61;1,250623196316533;16,020164698519906
439;15,96;9,75;3261,062;4,9;15,87;1,2515027891189199;16,07427761754824
440;15,07;9,71;3230,91;4,87;15,15;1,2516417547219258;15,178466752456261
441;14,59;9,72;3230,562;4,88;14,14;1,251595430347827;14,694830644785801
442;14,91;9,72;3232,623;4,9;14,36;1,2515027891189199;15,016759353235857
443;15,13;9,72;3229,627;5,02;14,44;1,2509471519525854;15,23607912331948
444;15,18;9,72;3231,549;5,0;15,04;1,251039733154063;15,286806783446176
445;16,07;9,73;3231,83;4,98;15,96;1,251132324344234;16,18346807519698
446;15,95;9,71;3230,249;4,84;15,82;1,2517807428923062;16,065395192340358
447;14,69;9,72;3232,056;4,85;14,47;1,2517344109933737;14,796096781102406
448;15,03;9,72;3232,229;4,77;14,57;1,2521051365052245;15,140046768878163
449;14,97;9,71;3231,188;4,83;14,67;1,2518270773010995;15,078491118042429
450;13,44;9,72;3231,506;4,94;12,66;1,2513175367160774;13,535565854583677
451;14,51;9,71;3231,114;4,88;14,01;1,251595430347827;14,61425583658958
452;14,13;9,72;3233,728;4,9;13,72;1,2515027891189199;14,231174356889515
453;14,9;9,72;3232,855;4,72;14,92;1,2523369216747486;15,010021019846512
454;13,8;9,71;3229,981;4,59;13,58;1,2529398581241158;13,90412932347067
455;13,55;9,72;3232,562;4,76;13,06;1,252151488505183;13,649378919358028
456;14,71;9,72;3232,356;4,69;14,25;1,252476023002233;14,819166698393012
457;14,19;9,71;3229,39;4,63;14,07;1,252754293764507;14,29636625997133
458;13,92;9,72;3233,226;4,63;13,43;1,252754293764507;14,024342377646295
459;14,72;9,81;3328,875;4,6;14,41;1,2528934632418163;14,830888217094849
460;13,87;9,78;3302,843;4,64;13,42;1,2527079089926454;13,973795114703144
461;13,72;9,72;3233,19;4,69;13,11;1,252476023002233;13,821819653429783
462;13,87;9,72;3231,515;4,65;13,09;1,2526615267464263;13,973622649916969
463;13,84;9,72;3232,318;4,7;13,41;1,2524296533724173;13,942538138155735
464;14,15;9,71;3231,503;4,46;13,94;1,2535432220711487;14,259058407372795
465;13,81;9,71;3232,447;4,42;13,22;1,253728958788744;13,917125218704953
466;13,29;9,71;3228,917;4,42;12,24;1,253728958788744;13,393091539217147
467;13,92;9,72;3232,639;4,36;13,3;1,254007640167924;14,029017809089307
468;13,63;9,71;3232,304;4,43;12,9;1,2536825207969438;13,735559352945975
469;13,74;9,72;3234,055;4,27;13,49;1,254425834252045;13,849147253108265
470;13,68;9,71;3231,563;4,27;13,71;1,254425834252045;13,788670627548841
471;13,99;9,71;3230,989;4,3;13,47;1,2542864132605211;14,100610758223695
472;13,15;9,72;3230,96;4,35;12,51;1,2540540959764803;13,253151024081275
473;14,12;9,71;3230,328;4,22;13,59;1,254658253673977;14,233044803679892
474;13,09;9,71;3231,182;4,14;12,66;1,2550302578320578;13,196102567580619
475;13,09;9,71;3232,133;4,19;12,37;1,2547977360230371;13,195287561690966
476;12,3;9,71;3232,373;4,23;11,53;1,2546117646756827;12,398320736970762
477;13,17;9,71;3232,983;4,19;12,73;1,2547977360230371;13,2759310303644
478;13,1;9,71;3230,898;4,1;12,29;1,2552163214397511;13,206836215949624
479;13,5;9,71;3231,669;4,07;12,8;1,2553558961050701;13,610602833286348
480;13,33;9,71;3234,07;3,98;12,57;1,2557747589734014;13,440704602524642
481;13,15;9,71;3231,582;4,02;12,26;1,2555885719608246;13,25855439355872
482;13,05;9,72;3234,41;4,02;12,12;1,2555885719608246;13,157728884862458
483;12,87;9,7;3229,24;4,06;12,03;1,2554024261327985;12,975601678231204
484;12,93;9,71;3232,256;4,0;11,77;1,255681660315948;13,037060444326503
485;12,69;9,72;3233,831;4,12;11,4;1,2551232845033387;12,793176393661053
486;13,08;9,71;3233,936;4,04;12,03;1,2554954939018397;13,187650650043205
487;12,81;9,71;3233,778;3,92;11,94;1,256054116821613;12,917343759264915
488;12,16;9,71;3233,191;3,82;10,66;1,2565199198588692;12,26341253672255
489;12,29;9,71;3232,746;3,88;10,83;1,2562404070121094;12,393598976739307
490;13,14;9,71;3233,607;3,75;12,31;1,2568461360129861;13,252893472263716
491;12,19;9,71;3235,214;3,79;10,62;1,2566597112297984;12,294123551118284
492;12,44;9,7;3230,59;3,76;11,57;1,2567995259268154;12,54672425826503
493;12,03;9,71;3234,063;3,73;10,76;1,2569393639706896;12,133656803402218
494;12,5;9,71;3233,726;3,65;11,32;1,2573123797190033;12,608953622906844
495;11,69;9,64;3232,889;3,69;9,31;1,2571258510490602;11,791310270233062
496;12,45;9,7;3232,201;3,6;11,26;1,2575455991193794;12,559294255320298
497;11,85;9,8;3389,72;3,68;10,09;1,257172479315417;11,952844672978495
498;11,46;10,11;3877,205;3,57;8,04;1,257685562029964;11,561032263432935
499;11,62;10,11;3876,997;3,58;8,49;1,2576389051187857;11,7222978767247
500;11,51;10,11;3877,392;3,48;8,66;1,2581055917125337;11,612765552728119
501;10,9;10,0;3878,748;3,53;7,12;1,257872215769036;10,996639211031038
502;10,64;10,11;3879,265;3,57;6,14;1,257685562029964;10,733803078789391
503;11,2;10,11;3882,335;3,52;7,91;1,257918885731218;11,299438747458549
504;10,5;10,11;3899,002;3,57;5,84;1,257685562029964;10,592568827752688
505;11,21;10,11;3877,26;3,51;7,74;1,2579655583058948;11,309667402822056
506;11,11;10,11;3880,761;3,51;6,91;1,2579655583058948;11,20877830913051
507;10,25;10,11;3878,793;3,49;5,4;1,2580589112957885;10,341387900455825
508;10,65;10,11;3890,484;3,5;6,27;1,2580122334938302;10,74482136577054
509;10,65;10,09;3847,148;3,5;6,18;1,2580122334938302;10,74482136577054
510;9,94;10,11;3854,208;3,81;3,93;1,2565665143920075;10,02465685438829
511;10,66;10,11;3856,14;3,69;7,2;1,2571258510490602;10,752383873454615
512;10,27;10,1;3829,434;3,77;5,54;1,2567529184347397;10,357979524378774
513;9,92;10,1;3792,107;3,87;4,9;1,256286986019938;10,003744617303898
514;10,98;10,1;3758,07;3,74;7,49;1,2568927486940213;11,074472544226262
515;10,79;10,1;3755,176;3,81;7,2;1,2565665143920075;10,881896122620688
516;10,88;10,1;3763,048;3,86;7,72;1,2563335676133913;10,971984541036065
517;11,29;10,09;3755,267;3,86;8,22;1,2563335676133913;11,3854508702479
518;11,28;10,1;3755,222;3,99;8,07;1,2557282083564967;11,373538973989525
519;11,28;10,09;3754,391;3,86;8,3;1,2563335676133913;11,375366325632976
520;11,11;10,1;3756,084;3,84;7,85;1,256426738560256;11,204206025173749
521;10,41;10,09;3758,031;3,82;6,32;1,2565199198588692;10,498529975927775
522;10,35;10,1;3755,354;3,79;6,19;1,2566597112297984;10,438406788685336
523;10,44;9,62;3180,275;3,85;7,68;1,2563801517932403;10,528394703853
524;10,7;9,36;2891,114;3,87;8,83;1,256286986019938;10,790329375519324
525;10,44;9,37;2884,969;3,95;7,06;1,2559144262899875;10,527093625271462
526;10,93;9,36;2890,002;3,85;9,27;1,2563801517932403;11,022543497424644
527;10,32;9,37;2890,46;4,0;7,8;1,255681660315948;10,405449635378925
528;10,56;9,36;2890,228;4,07;8,51;1,2553558961050701;10,646515994037323
529;10,96;9,37;2889,565;4,09;9,61;1,2552628437593218;11,049520088976095
530;11,06;9,37;2891,317;4,17;9,97;1,2548907370586702;11,149234977382571
531;11,98;9,36;2889,408;4,13;11,43;1,2550767698849452;12,07725452192016
532;11,75;9,37;2890,012;4,17;10,87;1,2548907370586702;11,84480207814152
533;11,54;9,36;2888,305;4,18;10,72;1,2548442352600426;11,632964047452578
534;11,63;9,37;2889,126;4,25;10,68;1,2545187943515135;11,722675478971615
535;11,29;9,37;2889,76;4,26;9,72;1,254472313024081;11,379825587078995
536;11,38;9,37;2891,104;4,24;10,24;1,254565278235121;11,470824988028772
537;11,93;9,37;2889,718;4,34;10,74;1,254100554333413;12,023729594685145
538;12,7;9,36;2887,744;4,32;12,63;1,2541934786955307;12,800095331173077
539;11,61;9,37;2890,082;4,27;11,55;1,254425834252045;11,702227045748687
540;11,94;9,37;2890,497;4,25;11,49;1,2545187943515135;12,035145762589945
541;11,78;9,37;2890,243;4,27;11,38;1,254425834252045;11,873577484833724
542;12,17;9,37;2890,954;4,32;11,52;1,2541934786955307;12,265918124439084
543;11,35;9,37;2890,398;4,44;10,26;1,2536360853472663;11,437760370033457
544;12,07;9,37;2890,237;4,31;11,9;1,2542399447022767;12,165280203705981
545;12,5;9,37;2891,746;4,3;12,23;1,2542864132605211;12,598830198555838
546;11,85;9,36;2888,938;4,23;11,16;1,2546117646756827;11,944723636837685
547;11,91;9,37;2888,929;4,28;11,4;1,2543793580346256;12,004461915607731
548;12,23;9,37;2889,766;4,28;12,06;1,2543793580346256;12,32699993517066
549;11,73;9,37;2890,001;4,32;10,92;1,2541934786955307;11,822450254697655
550;12,24;9,36;2888,672;4,25;11,87;1,2545187943515135;12,337536359639945
551;12,07;9,37;2891,529;4,34;11,79;1,254100554333413;12,16482952287089
552;12,36;9,36;2889,192;4,34;11,96;1,254100554333413;12,457107945541358
553;11,72;9,37;2890,429;4,32;11,4;1,2541934786955307;11,812371439476259
554;12,18;9,37;2891,044;4,38;11,97;1,2539147361928173;12,27508743202354
555;12,16;9,37;2890,708;4,42;11,53;1,253728958788744;12,254326043407113
556;12,5;9,36;2889,153;4,35;12,18;1,2540540959764803;12,598052304259767
557;12,55;9,38;2891,733;4,48;12,38;1,2534503689541268;12,646414448611132
558;12,69;9,37;2888,224;4,46;12,92;1,2535432220711487;12,787805737778145
559;12,15;9,37;2889,454;4,59;11,69;1,2529398581241158;12,241679078273089
560;12,67;9,37;2889,962;4,54;12,57;1,2531718704949488;12,766390697505928
561;13,19;9,37;2888,109;4,54;13,5;1,2531718704949488;13,290346748232295
562;13,23;9,37;2890,303;4,61;13,39;1,252847070888306;13,329499271992825
563;13,13;9,37;2890,604;4,68;12,62;1,2525223951537539;13,227604355414362
564;12,87;9,37;2888,464;4,63;12,48;1,252754293764507;12,966471724160044
565;13,09;9,37;2889,625;4,62;13,34;1,2528006810627985;13,1882835891279
566;13,46;9,37;2891,078;4,58;13,71;1,2529862555359899;13,561731215020583
567;13,4;9,37;2889,668;4,58;13,64;1,2529862555359899;13,501277732635646
568;13,87;9,37;2890,034;4,52;14,31;1,2532646931722993;13,975865093287466
569;13,24;9,37;2889,868;4,57;13,34;1,2530326554782247;13,340233111759888
570;13,45;9,37;2889,666;4,53;13,62;1,2532182805664807;13,55249207083878
571;13,5;9,37;2888,884;4,5;13,34;1,2533575259899337;13,603376869903638
572;13,24;9,37;2889,773;4,58;13,05;1,2529862555359899;13,340068446275817
573;13,65;9,37;2890,926;4,51;13,91;1,2533111083131885;13,754355701611518
574;13,63;9,37;2888,705;4,54;13,69;1,2531718704949488;13,733694175769992
575;13,73;9,37;2890,485;4,58;13,36;1,2529862555359899;13,833771885752792
576;13,53;9,37;2888,509;4,62;13,16;1,2528006810627985;13,63158723918262
577;13,2;9,37;2888,001;4,67;13,11;1,2525687698277679;13,298288832856276
578;13,49;9,37;2889,333;4,61;13,39;1,252847070888306;13,591454662069781
579;13,12;9,37;2888,097;4,69;12,96;1,252476023002233;13,217366898906613
580;13,71;9,37;2890,153;4,63;13,5;1,252754293764507;13,812768246949046
581;13,78;9,37;2890,409;4,52;13,73;1,2532646931722993;13,885178153244505
582;13,65;9,37;2891,223;4,46;13,54;1,2535432220711487;13,755204753402024
583;13,69;9,37;2889,579;4,58;13,21;1,2529862555359899;13,793469564162834
584;13,61;9,37;2890,091;4,53;13,6;1,2532182805664807;13,713711307369204
585;13,44;9,37;2890,223;4,58;13,52;1,2529862555359899;13,541580054225602
586;13,89;9,36;2887,398;4,47;14,12;1,253496794243142;13,996881700911183
587;13,46;9,37;2888,825;4,56;13,24;1,253079057951606;13,562066023254545
588;12,99;9,37;2888,024;4,47;12,58;1,253496794243142;13,089956320722553
589;13,37;9,37;2887,85;4,46;13,44;1,2535432220711487;13,47304670717839
590;13,63;9,36;2886,165;4,43;13,54;1,2536825207969438;13,735559352945975
591;13,37;9,37;2889,928;4,53;13,23;1,2532182805664807;13,471882452573567
592;13,38;9,37;2889,336;4,54;13,43;1,2531718704949488;13,481792228305393
593;13,89;9,37;2888,604;4,36;13,94;1,254007640167924;13,998782856914547
594;13,46;9,36;2888,361;4,37;13,26;1,2539611869069636;13,565247701975098
595;13,44;9,38;2891,495;4,45;13,27;1,2535896524389287;13,543753431669716
596;13,91;9,36;2888,178;4,44;14,08;1,2536360853472663;14,017554779485938
597;13,62;9,37;2888,162;4,57;13,88;1,2530326554782247;13,723109892913117
598;13,66;9,37;2889,063;4,67;13,52;1,2525687698277679;13,761714049758844
599;14,07;9,37;2888,479;4,63;14,29;1,252754293764507;14,17546675671576
600;14,3;9,37;2888,063;4,55;14,47;1,2531254629569188;14,408613530362212
601;14,35;9,37;2889,267;4,35;14,91;1,2540540959764803;14,462564045290211
602;14,69;9,37;2891,145;4,36;15,15;1,254007640167924;14,805048248241517
603;14,16;9,36;2887,131;4,43;14,22;1,2536825207969438;14,269664008636465
604;14,11;9,37;2889,812;4,44;14,03;1,2536360853472663;14,219101217724413
605;14,7;9,37;2889,103;4,25;15,0;1,2545187943515135;14,817139255449932
606;14,51;9,36;2889,231;4,26;14,75;1,254472313024081;14,625444576485053
607;13,78;9,37;2890,03;4,31;13,68;1,2542399447022767;13,888778890395063
608;13,16;9,37;2890,115;4,33;13,04;1,254147015239503;13,263557037936653
609;13,79;9,37;2888,092;4,33;13,71;1,254147015239503;13,898514555710216
610;13,83;9,37;2890,886;4,31;14,01;1,2542399447022767;13,939173588836265
611;13,81;9,37;2890,64;4,38;13,88;1,2539147361928173;13,917812597392865
612;14,07;9,37;2890,699;4,41;14,36;1,2537753993234493;14,179317130528528
613;13,46;9,37;2890,602;4,5;13,68;1,2533575259899337;13,563070568066887
614;13,77;9,36;2887,571;4,41;14,21;1,2537753993234493;13,876986274866937
615;13,77;9,37;2890,41;4,54;14,03;1,2531718704949488;13,874759266350166
616;14,06;9,37;2889,946;4,48;14,36;1,2534503689541268;14,168014912149205
617;13,49;9,37;2889,027;4,66;13,34;1,2526151470250628;13,590615938474116
618;13,95;9,37;2888,257;4,62;14,11;1,2528006810627985;14,05474072332576
619;13,92;9,37;2889,246;4,67;13,77;1,2525687698277679;14,023650041921165
620;13,67;9,37;2889,502;4,69;13,54;1,252476023002233;13,771448590552852
621;13,9;9,37;2889,273;4,65;13,98;1,2526615267464263;14,003846779657238
622;14,03;9,37;2889,816;4,64;14,01;1,2527079089926454;14,13499246281796
623;13,43;9,37;2890,138;4,75;13,69;1,2521978430213256;13,52866574998718
624;13,37;9,37;2889,556;4,7;13,46;1,2524296533724173;13,469055990400445
625;12,93;9,37;2887,638;4,69;12,95;1,252476023002233;13,025956859974277
626;12,97;9,37;2890,832;4,65;12,95;1,2526615267464263;13,066898757708948
627;13,6;9,37;2889,758;4,6;13,96;1,2528934632418163;13,702451070141977
628;13,38;9,37;2887,952;4,72;13,44;1,2523369216747486;13,478797399029956
629;12,94;9,37;2888,205;4,78;12,94;1,25205878702066;13,034583352139256
630;12,85;9,37;2890,742;4,84;12,55;1,2517807428923062;12,942967286619034
631;13,01;9,37;2891,48;4,79;12,89;1,2520124400507;13,104933304551253
632;13,19;9,37;2889,913;4,75;12,93;1,2521978430213256;13,28690254968957
633;12,91;9,37;2887,996;4,77;12,94;1,2521051365052245;13,004524536674458
634;12,75;9,37;2888,935;4,74;12,58;1,252244200054441;12,843828507029992
635;12,58;9,47;3075,022;4,87;11,79;1,2516417547219258;12,67054490682812
636;12,44;10,11;4234,782;4,85;9,85;1,2517344109933737;12,52984642320721
637;12,72;10,11;4233,617;4,86;10,12;1,2516880816035107;12,811710623054532
638;12,37;10,11;4232,878;4,82;9,65;1,2518734142205448;12,459802036478946
639;11,87;10,11;4233,544;4,75;8,57;1,2521978430213256;11,957204948052706
640;12,08;10,11;4234,262;4,7;9,37;1,2524296533724173;12,16949860613593
641;12,4;10,11;4237,164;4,68;9,36;1,2525223951537539;12,492177761396656
642;12,48;10,11;4233,902;4,57;9,63;1,2530326554782247;12,57447954945343
643;12,67;10,11;4231,666;4,44;10,22;1,2536360853472663;12,767966862407393
644;12,58;10,11;4234,356;4,36;10,0;1,254007640167924;12,67852327861663
645;12,07;10,11;4236,377;4,47;9,14;1,253496794243142;12,1628770431964
646;12,37;10,11;4232,88;4,44;9,6;1,2536360853472663;12,46564720504968
647;12,45;10,11;4235,9;4,39;9,48;1,253868288024704;12,5470403529901
648;12,53;10,11;4235,002;4,33;9,78;1,254147015239503;12,628599520163089
649;12,68;10,11;4235,948;4,37;10,07;1,2539611869069636;12,7791486523807
650;12,68;10,11;4234,469;4,37;10,35;1,2539611869069636;12,7791486523807
651;12,66;10,11;4235,228;4,39;9,99;1,253868288024704;12,758677178221259
652;13,55;10,11;4236,373;4,25;11,42;1,2545187943515135;13,657975300091605
653;12,94;10,11;4234,382;4,37;10,81;1,2539611869069636;13,041181668912166
654;12,54;10,11;4236,506;4,48;9,54;1,2534503689541268;12,63633762434929
655;12,74;10,11;4234,068;4,39;10,31;1,253868288024704;12,839300730690272
656;12,58;10,11;4233,674;4,48;10,05;1,2534503689541268;12,676644921396656
657;12,69;10,11;4235,015;4,31;10,17;1,2542399447022767;12,790174464376875
658;12,74;10,11;4235,101;4,34;9,9;1,254100554333413;12,840093464902662
659;12,36;10,11;4236,487;4,5;8,97;1,2533575259899337;12,454647267556219
660;12,15;10,11;4233,876;4,42;9,0;1,253728958788744;12,244248472647733
661;12,5;10,11;4236,178;4,41;9,15;1,2537753993234493;12,597118985899543
662;11,84;10,11;4233,7;4,35;8,85;1,2540540959764803;11,93287514259485
663;12,27;10,11;4235,834;4,31;9,24;1,2542399447022767;12,366858997470786
664;12,06;10,11;4234,189;4,23;9,13;1,2546117646756827;12,156402283566454
665;11,9;10,11;4236,039;4,23;8,56;1,2546117646756827;11,995123314630249
666;12,36;10,11;4236,102;4,16;9,39;1,2549372414196973;12,459877628907822
667;11,61;10,11;4232,239;4,19;8,3;1,2547977360230371;11,7033833912324
668;11,97;10,11;4236,502;4,21;8,92;1,2547047452307822;12,065980922856838
669;11,53;10,11;4236,46;4,25;8,1;1,2545187943515135;11,621878613288281
670;11,73;10,11;4235,633;4,25;8,21;1,2545187943515135;11,823472344654947
671;11,74;10,11;4235,528;4,25;8,52;1,2545187943515135;11,833552031223281
672;11,62;10,11;4232,447;4,23;8,0;1,2546117646756827;11,712885118991888
673;12,01;10,11;4235,271;4,19;8,35;1,2547977360230371;12,10660073459958
674;11,17;10,11;4262,06;3,97;6,69;1,255821312167436;11,262905145637443
675;11,63;10,11;4374,625;4,15;7,53;1,254983748343901;11,724123532617647
676;11,88;10,11;4283,943;4,19;8,49;1,2547977360230371;11,975555098005247
677;11,73;10,11;4237,297;4,16;8,43;1,2549372414196973;11,824786778890678
678;11,88;10,11;4233,965;4,15;8,69;1,254983748343901;11,976146824376409
679;11,59;10,11;4236,329;4,22;7,71;1,254658253673977;11,682789608686258
680;11,49;10,11;4235,781;4,32;7,79;1,2541934786955307;11,580558689384148
681;11,35;10,11;4236,416;4,32;7,17;1,2541934786955307;11,439455276284601
682;11,02;10,11;4234,013;4,28;7,65;1,2543793580346256;11,107403048698336
683;11,03;10,11;4233,978;4,45;6,46;1,2535896524389287;11,115148835663465
684;10,57;10,11;4236,333;4,5;5,68;1,2533575259899337;10,650940260361589
685;10,97;10,11;4237,023;4,55;6,2;1,2531254629569188;11,053321008956186
