;Identifier;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Power Coefficient;Lower Limit Filter;Bin;Active Power Filter
54;se600216;1,12;0,0;-9,274;7,23;45,01;1,243162565993199;1,125508125013429;-0,9389937931385346;False;3,0;True
55;bw06;1,2;0,0;-12,172;7,09;45,0;1,2438045746575113;1,2061091154220929;-1,001483222139215;False;3,0;True
56;bw09;0,95;0,0;-6,27;5,25;45,01;1,2522857451433107;0,9570017267519167;-1,0326922318309888;False;3,0;True
57;se600216;1,07;0,0;-9,181;7,4;45,01;1,2423835952147124;1,07503759173808;-1,0667448830756638;False;3,0;True
58;se600216;1,13;0,0;-10,225;7,21;45,01;1,24325425361898;1,1355852211341053;-1,0079654699164482;False;3,0;True
59;se600216;0,89;0,0;-9,335;7,33;45,01;1,2427042669457558;0,8942670729446989;-1,8843177321584086;False;3,0;True
60;bw09;1,65;0,0;-4,336;5,03;45,01;1,253305326302888;1,6626118687038351;-0,13619406350724816;False;4,0;True
61;bw09;1,41;0,0;-4,478;5,17;45,01;1,2526563624083893;1,4205321456482212;-0,22551343746345978;False;4,0;True
62;bw09;1,47;0,0;-5,386;5,09;45,01;1,253027139022966;1,481126427225832;-0,23929382384677358;False;4,0;True
63;bw09;1,39;0,0;-5,832;5,24;45,01;1,2523320636010107;1,4002618952385222;-0,306641716087021;False;4,0;True
64;bw06;1,53;0,02;-20,146;5,18;45,0;1,2526100265442197;1,5414094923784114;-0,7941019741143545;False;4,0;True
65;bw08;1,57;0,0;-3,797;4,5;45,0;1,255766577020504;1,583035288545171;-0,13816891341851784;False;4,0;True
66;bw08;1,37;0,0;-3,801;4,43;45,0;1,2560921793409232;1,381494122157079;-0,2081096787001142;False;4,0;True
67;bw09;1,45;0,0;-4,372;4,97;45,01;1,2535836036188863;1,4611912864139374;-0,20230213478924364;False;4,0;True
68;bw08;1,6;0,0;-3,728;4,5;45,0;1,255766577020504;1,6132843704918942;-0,12816949054087856;False;4,0;True
69;bw08;1,47;0,0;-3,763;4,5;45,0;1,255766577020504;1,4822050153894277;-0,16682107535910598;False;4,0;True
70;bw08;1,52;0,0;-3,804;4,5;45,0;1,255766577020504;1,5326201519672993;-0,15253814011398892;False;4,0;True
71;bw09;1,3;0,0;-4,391;5,2;45,01;1,2525173622821952;1,3096620434045934;-0,2821806617806996;False;4,0;True
72;bw09;1,63;0,08;-4,482;5,03;45,01;1,253305326302888;1,642458997568031;-0,14602586107952875;False;4,0;True
73;bw09;1,53;0,03;-5,776;5,18;45,01;1,2526100265442197;1,5414094923784114;-0,2276746253591041;False;4,0;True
74;bw08;1,25;0,0;-5,362;4,76;45,0;1,254558285736797;1,259974041801777;-0,3869755710083925;False;4,0;True
75;bw08;1,44;0,0;-3,825;4,6;45,0;1,255301646927281;1,4517767225003575;-0,18045689762310307;False;4,0;True
76;se600214;1,43;0,0;-7,765;5,68;45,0;1,250296390155521;1,4397762334135027;-0,37557613864572775;False;4,0;True
77;bw08;1,67;0,06;-5,307;4,49;45,0;1,255813084002763;1,6838863486158577;-0,16045464457040645;False;4,0;True
78;se600214;1,6;0,0;-6,879;5,53;45,0;1,2509898336712135;1,6112362092718258;-0,2374046402590417;False;4,0;True
79;bw09;1,65;0,17;-6,535;5,19;45,01;1,2525636931690882;1,6622838583565993;-0,2053863431125383;False;4,0;True
80;bw08;1,59;0,0;-3,843;4,5;45,0;1,255766577020504;1,6032013431763197;-0,13463181908876834;False;4,0;True
81;bw08;1,63;0,0;-5,298;4,5;45,0;1,255766577020504;1,643533452438617;-0,1722732484765798;False;4,0;True
82;bw09;1,73;0,13;-6,578;5,12;45,01;1,2528880790927688;1,7430298819524352;-0,1793167689712115;False;4,0;True
83;se600214;1,71;0,05;-9,445;5,42;45,0;1,2514987106740432;1,7222421596114539;-0,26690754258453764;False;4,0;True
84;bw08;1,7;0,0;-4,13;4,44;45,0;1,2560456570848573;1,7142416151725315;-0,11835196787974571;False;4,0;True
85;bw09;1,56;0,0;-8,163;4,97;45,01;1,2535836036188863;1,5720402805556843;-0,303319492407976;False;4,0;True
86;bw08;1,72;0,03;-3,791;4,49;45,0;1,255813084002763;1,7343021075564524;-0,10491100861410317;False;4,0;True
87;se600216;1,53;0,0;-9,986;5,33;45,02;1,2519152868181433;1,5411244671301738;-0,3938401144275406;False;4,0;True
88;se600216;1,41;0,0;-10,021;5,37;45,02;1,2517301171297825;1,4201819337124812;-0,5050340324997554;False;4,0;True
89;se600216;1,54;0,0;-9,541;5,38;45,02;1,251683830894228;1,55110157430841;-0,3690750722470578;False;4,0;True
90;bw06;1,26;0,0;-10,571;7,1;45,0;1,243758701764351;1,2663990020768185;-0,7513562916776738;False;4,0;True
91;se600216;1,69;0,0;-10,034;5,3;45,02;1,252054190090347;1,7023507655298826;-0,29360840183253295;False;4,0;True
92;se600216;1,61;0,04;-9,518;5,36;45,02;1,2517764058391478;1,6216461685113728;-0,32219510132584006;False;4,0;True
93;se600216;1,51;0,0;-9,979;5,41;45,02;1,2515449870223927;1,5208290727186735;-0,4095315243732301;False;4,0;True
94;se600216;1,63;0,0;-9,377;5,37;45,01;1,2517301171297825;1,6417706042208116;-0,3058919326093407;False;4,0;True
95;se600214;1,49;0,0;-19,43;7,68;45,01;1,2411020352153703;1,4965000468621856;-0,8369203534119783;False;4,0;True
96;bw06;1,47;0,0;-11,525;7,23;45,0;1,243162565993199;1,4772294140801252;-0,5161056670249177;False;4,0;True
97;se600216;1,68;0,02;-9,911;5,17;45,02;1,2526563624083893;1,6925489394957527;-0,29507696274609;False;4,0;True
98;se600216;1,38;0,0;-9,988;5,34;45,02;1,2518689906825253;1,3900166982887607;-0,5368587239305366;False;4,0;True
99;se600216;1,25;0,0;-9,957;5,61;45,02;1,250619928397074;1,258654206848604;-0,7208596979076068;False;4,0;True
100;bw06;1,46;0,0;-10,12;7,28;45,0;1,2429333875189401;1,4670900700537588;-0,4626490910004861;False;4,0;True
101;bw06;1,71;0,0;-12,252;7,31;45,0;1,2427959082336988;1,7182407676627862;-0,3486554549634716;False;4,0;True
102;se600216;1,73;0,14;-9,342;5,3;45,0;1,252054190090347;1,742643091341241;-0,25483322465190034;False;4,0;True
103;se600216;1,73;0,13;-9,385;5,2;45,0;1,2525173622821952;1,7428579500691896;-0,25591151923743316;False;4,0;True
104;bw08;1,27;0,0;-13,873;4,2;45,0;1,257162896165473;1,2810189167112713;-0,952676145425699;False;4,0;True
105;bw06;1,57;0,0;-9,185;7,28;45,0;1,2429333875189401;1,5776242534139735;-0,3376836018287611;False;4,0;True
106;se600216;1,7;0,0;-9,434;5,23;45,02;1,2523783845429486;1,7125716335581107;-0,2711384860023064;False;4,0;True
107;se600216;1,55;0,0;-9,901;5,32;45,02;1,2519615854307846;1,5612891311752204;-0,3755524372528967;False;4,0;True
108;se600216;1,71;0,0;-9,462;5,3;45,02;1,252054190090347;1,7224969284355618;-0,26726932004840076;False;4,0;True
109;bw08;1,64;0,0;-3,777;4,51;45,0;1,2557200725811344;1,653596066869072;-0,12058692659554963;False;4,0;True
110;bw09;1,31;0,0;-16,79;4,59;45,0;1,2553481285159853;1,3207298471873432;-1,0520836026331837;False;4,0;True
111;bw08;1,66;0,06;-3,808;4,44;45,0;1,2560456570848573;1,6739065183449426;-0,11720465789526689;False;4,0;True
112;bw08;1,61;0,07;-4,778;4,3;45,0;1,2566972008569812;1,623768313970998;-0,1611074010558941;False;4,0;True
113;bw06;1,5;0,0;-12,11;6,97;45,0;1,244355231523675;1,5078588482615016;-0,509921836409428;False;4,0;True
114;bw06;1,6;0,09;-10,47;5,0;45,0;1,2534444536956335;1,6122893456585397;-0,3606278501915905;False;4,0;True
115;se600214;1,51;0,0;-18,742;7,89;45,0;1,2401420402530547;1,5161961671581563;-0,7762315375450084;False;4,0;True
116;bw06;1,63;0,08;-11,379;4,99;45,0;1,2534908344989342;1,6425400298506059;-0,37067879594767483;False;4,0;True
117;bw06;1,54;0,0;-11,55;4,93;45,0;1,2537691719344453;1,5519624895685455;-0,44604621336933187;False;4,0;True
118;se600214;1,47;0,0;-18,677;7,99;45,0;1,2396852511636052;1,4758507827280614;-0,8387283103851885;False;4,0;True
119;se600214;1,43;0,0;-20,601;7,89;45,0;1,2401420402530547;1,4358678934014326;-1,0045842889402867;False;4,0;True
120;se600216;1,28;0,0;-10,046;5,3;45,0;1,252054190090347;1,2893544259634615;-0,6765778274074761;False;4,0;True
121;se600214;1,66;0,04;-21,294;7,76;45,0;1,2407362046257022;1,6670778332964968;-0,663485067038097;False;4,0;True
122;se600216;1,37;0,0;-9,261;5,37;45,02;1,2517301171297825;1,3798930845291486;-0,5088187459769569;False;4,0;True
123;se600216;1,51;0,02;-9,466;5,35;45,02;1,2518226970231277;1,5209415518843534;-0,3883921637065876;False;4,0;True
124;se600216;1,33;0,0;-9,777;5,4;45,02;1,251591265841337;1,3395547005327113;-0,5871726126672242;False;4,0;True
125;se600216;1,42;0,0;-9,942;5,31;45,02;1,2520078865212518;1,4303599333063168;-0,49043254630192756;False;4,0;True
126;se600214;1,3;0,0;-19,98;8,1;45,0;1,2391830435905804;1,3049978918860077;-1,297799453868062;False;4,0;True
127;se600216;1,41;0,0;-9,891;5,3;45,02;1,252054190090347;1,4203044848503754;-0,49835332492436324;False;4,0;True
128;bw06;1,55;0,0;-20,499;5,0;45,0;1,2534444536956335;1,56190530360671;-0,7766227531128586;False;4,0;True
129;se600216;1,58;0,0;-16,869;5,28;45,02;1,2521468046676303;1,5915861108763414;-0,604004883498119;False;4,0;True
130;se600216;1,54;0,02;-9,376;5,24;45,0;1,2523320636010107;1,5513692940052695;-0,36250463041026626;False;4,0;True
131;se600214;1,5;0,0;-6,787;6,05;45,01;1,2485882461515894;1,5095667112165296;-0,2848147336862299;False;4,0;True
132;bw09;1,52;0,0;-4,222;7,11;45,0;1,2437128312024852;1,527700649778331;-0,1709405009849369;False;4,0;True
133;bw06;1,63;0,0;-10,277;5,13;45,0;1,2528417307714266;1,6422564583197705;-0,33495383511936694;False;4,0;True
134;bw09;1,48;0,03;-15,055;5,03;45,01;1,253305326302888;1,4913124640495006;-0,6552640632467444;False;4,0;True
135;se600216;1,46;0,0;-10,894;7,38;45,0;1,2424752041673648;1,4669097764390961;-0,49821717565054197;False;4,0;True
136;bw06;1,39;0,0;-11,015;5,21;45,0;1,2524710338827407;1,4003136886347964;-0,5790952894787171;False;4,0;True
137;bw06;1,45;0,0;-9,206;5,18;45,0;1,2526100265442197;1,460812917613527;-0,4263131238023517;False;4,0;True
138;se600214;1,62;0,0;-8,091;5,3;45,0;1,252054190090347;1,631839195360006;-0,2687891004114851;False;4,0;True
139;bw06;1,66;0,03;-10,567;5,03;45,0;1,253305326302888;1,672688304271737;-0,3259478946189951;False;4,0;True
140;bw06;1,56;0,0;-12,426;5,24;45,0;1,2523320636010107;1,571516947174169;-0,46218481892867086;False;4,0;True
141;bw08;1,3;0,0;-3,74;6,48;45,0;1,2466072630169516;1,307598881321942;-0,2414846414567614;False;4,0;True
142;bw09;1,71;0,07;-5,497;5,16;45,01;1,2527027007623956;1,7227942704202355;-0,15519117247468078;False;4,0;True
143;bw08;1,47;0,0;-4,898;6,32;45,0;1,2473438547380897;1,4788837460271038;-0,2186040516528586;False;4,0;True
144;bw08;1,7;0,0;-3,843;6,4;45,0;1,246975482403097;1,710105340889635;-0,11092854789544672;False;4,0;True
145;se600214;1,52;0,0;-6,775;5,75;45,0;1,2499729719047794;1,5302595523272433;-0,2729326773930426;False;4,0;True
146;bw09;1,7;0,06;-4,687;5,23;45,01;1,2523783845429486;1,7125716335581107;-0,1347070260645336;False;4,0;True
147;bw09;1,42;0,0;-4,179;7,04;45,0;1,2440339741222908;1,4273168575658115;-0,20746876381860097;False;4,0;True
148;bw09;1,62;0,0;-5,035;7,18;45,0;1,2433918024746518;1,6280671677794374;-0,1684317859497356;False;4,0;True
149;bw09;1,47;0,0;-16,251;5,0;45,01;1,2534444536956335;1,4812908363237831;-0,721772972219044;False;4,0;True
150;bw08;1,58;0,0;-3,661;6,57;45,0;1,2461931985009906;1,589059587440527;-0,1317105955832897;False;4,0;True
151;bw08;1,71;0,0;-4,874;6,49;45,0;1,2465612463267828;1,7199742876162079;-0,13828058069752586;False;4,0;True
152;se600214;1,29;0,0;-6,854;5,42;45,0;1,2514987106740432;1,299235313391097;-0,451151270646418;False;4,0;True
153;bw06;1,35;0,0;-10,736;5,0;45,0;1,2534444536956335;1,3603691353993927;-0,6156214260089168;False;4,0;True
154;bw08;1,26;0,0;-4,698;6,35;45,0;1,247205697161889;1,2675678367914198;-0,3329974541861012;False;4,0;True
155;bw06;1,55;0,0;-9,12;5,0;45,0;1,2534444536956335;1,56190530360671;-0,34551926964189816;False;4,0;True
156;se600214;1,37;0,0;-7,833;5,41;45,0;1,2515449870223927;1,379825052731512;-0,43042509327625594;False;4,0;True
157;se600214;1,41;0,0;-6,772;5,6;45,0;1,2506661579572378;1,4197794390923981;-0,341582675065229;False;4,0;True
158;bw08;1,38;0,0;-5,03;6,77;45,0;1,245273743205894;1,3875713810354893;-0,2717962854187723;False;4,0;True
159;se600216;1,25;0,0;-9,235;7,33;45,01;1,2427042669457558;1,2559930799785097;-0,6728475779588934;False;4,0;True
160;se600216;1,29;0,0;-9,953;7,26;45,01;1,2430250519545685;1,2962963790098239;-0,6596029872919131;False;4,0;True
161;se600216;1,44;0,0;-12,19;7,21;45,01;1,24325425361898;1,447117449940807;-0,5806760283884989;False;4,0;True
162;bw06;1,67;0,0;-9,674;5,05;45,0;1,2532125872140638;1,6827232330828619;-0,2930957651824688;False;4,0;True
163;se600216;1,43;0,0;-16,632;7,32;45,01;1,2427500864334058;1,4368737426178622;-0,8093384701210014;False;4,0;True
164;se600216;1,55;0,19;-18,547;7,07;44,86;1,2438963274410944;1,5579292472309842;-0,7080631846516483;False;4,0;True
165;bw08;1,3;0,0;-3,841;6,55;45,0;1,2462851961864732;1,307486263522608;-0,24807010821321918;False;4,0;True
166;se600214;1,69;0,0;-6,807;5,62;45,0;1,250573701291372;1,7016795205491122;-0,19941782143493467;False;4,0;True
167;bw09;1,62;0,0;-4,201;6,81;45,0;1,245089965594664;1,6288080085261902;-0,1403409871596758;False;4,0;True
168;bw06;1,73;0,16;-21,192;4,86;45,0;1,254094013111866;1,7435889382706906;-0,5771399845872134;False;4,0;True
169;se600214;1,64;0,0;-6,775;5,32;45,0;1,2519615854307846;1,6519446291144266;-0,21695235773858493;False;4,0;True
170;se600214;1,73;0,0;-6,843;5,33;45,0;1,2519152868181433;1,7425786458400006;-0,1866856388455528;False;4,0;True
171;bw06;1,31;0,0;-10,278;4,99;45,0;1,2534908344989342;1,320078183499567;-0,6449873334232489;False;4,0;True
172;se600214;1,28;0,0;-7,631;5,48;45,01;1,2512211044213728;1,289068394409067;-0,5142746363531356;False;4,0;True
173;bw08;1,63;0,0;-3,909;4,62;45,0;1,255208691354183;1,6432900315177579;-0,12716410578951295;False;4,0;True
174;bw06;1,5;0,0;-11,707;5,03;45,0;1,253305326302888;1,5114653351853047;-0,48943224466536445;False;4,0;True
175;se600214;1,35;0,0;-8,146;5,56;45,0;1,2508511007586787;1,3594302949246475;-0,4680746350844214;False;4,0;True
176;bw08;1,7;0,02;-3,838;4,3;45,0;1,2566972008569812;1,7145379712737243;-0,10992720372175517;False;4,0;True
177;se600214;1,58;0,0;-9,206;5,26;45,0;1,252239429169048;1,5916253544737045;-0,3296020905684209;False;4,0;True
178;se600214;1,68;0,0;-7,518;5,32;45,0;1,2519615854307846;1,6922359615318516;-0,22395517125105482;False;4,0;True
179;bw09;1,43;0,0;-6,132;5,06;45,01;1,2531662214191657;1,4408769744186756;-0,295912271567361;False;4,0;True
180;bw09;1,72;0,07;-6,534;6,97;45,0;1,244355231523675;1,7290114793398552;-0,1824849419020322;False;4,0;True
181;bw09;1,28;0,0;-7,909;5,06;45,01;1,2531662214191657;1,2897360330460874;-0,5321825236691136;False;4,0;True
182;bw09;1,71;0,14;-7,239;6,81;45,0;1,245089965594664;1,7192973423332005;-0,2056208426439177;False;4,0;True
183;se600214;1,53;0,0;-7,477;5,24;45,0;1,2523320636010107;1,5412954674208195;-0,29478895690752044;False;4,0;True
184;se600216;1,37;0,02;-9,169;7,77;45,01;1,2406904860483645;1,375824445164918;-0,5082465525749902;False;4,0;True
185;bw09;1,63;0,0;-4,7;5,02;45,01;1,2533516995984058;1,642479254748647;-0,15312274733810036;False;4,0;True
186;bw09;1,48;0,0;-4,515;5,27;45,01;1,2521931156774215;1,4908711923664106;-0,19668847762090558;False;4,0;True
187;bw09;1,56;0,0;-4,291;6,73;45,0;1,2454575585617664;1,5686361272161156;-0,16048461658270116;False;4,0;True
188;se600214;1,72;0,0;-6,747;5,34;45,01;1,2518689906825253;1,7324845804758469;-0,18730273099943337;False;4,0;True
189;bw09;1,52;0,0;-5,631;6,77;45,0;1,245273743205894;1,5283394921550317;-0,22770237197463467;False;4,0;True
190;bw09;1,54;0,0;-8,249;7,06;45,0;1,2439422073332063;1,5478971212167159;-0,32108244357548976;False;4,0;True
191;bw09;1,3;0,0;-4,917;7,08;45,0;1,243850449882811;1,3066342721696425;-0,3181849295775497;False;4,0;True
192;bw06;1,57;0,23;-11,914;5,2;43,72;1,2525173622821952;1,5816687754963166;-0,4346628327304167;False;4,0;True
193;bw09;1,28;0,0;-4,524;5,21;45,01;1,2524710338827407;1,2894974974478703;-0,3045808672006302;False;4,0;True
194;bw06;1,4;0,0;-20,419;5,38;45,0;1,251683830894228;1,4100923402803727;-1,051316165096224;False;4,0;True
195;bw08;1,5;0,01;-5,051;6,41;45,0;1,2469294466241283;1,508897908325844;-0,2122459111688669;False;4,0;True
196;bw09;1,36;0,0;-4,844;5,35;45,01;1,2518226970231277;1,3698546427567686;-0,27203338774470487;False;4,0;True
197;bw09;1,47;0,0;-6,778;5,36;45,01;1,2517764058391478;1,4806334582060359;-0,30143968062810705;False;4,0;True
198;se600216;1,7;0,1;-11,227;7,2;45,0;1,2433001009144227;1,7084235449766327;-0,3250263806861124;False;4,0;True
199;bw06;1,42;0,0;-19,929;5,31;45,0;1,2520078865212518;1,4303599333063168;-0,9830849140264649;False;4,0;True
200;bw06;1,44;0,0;-10,504;5,15;45,0;1,2527490416070386;1,45079201158511;-0,49657034471177147;False;4,0;True
201;bw06;1,59;0,0;-11,767;5,3;45,0;1,252054190090347;1,6016199510014875;-0,4134555982694846;False;4,0;True
202;se600214;1,69;0,0;-6,795;5,73;45,01;1,2500653648915336;1,7014489216187487;-0,199147219395675;False;4,0;True
203;se600216;1,52;0,0;-10,02;7,67;45,01;1,2411477742983674;1,5266496740090534;-0,40652858380848694;False;4,0;True
204;se600214;2,2;0,0;-6,804;5,89;45,01;1,2493264942619853;2,214467451126398;-0,09044778475409958;False;5,0;True
205;se600214;1,78;0,0;-9,095;5,41;45,0;1,2515449870223927;1,7927653969796284;-0,2278630224218445;False;5,0;True
206;se600214;2,02;3,52;-27,661;7,12;2,42;1,2436669629710688;2,03020879955527;-0,4771855595829307;False;5,0;True
207;se600216;2,06;0,0;-10,241;5,31;45,01;1,2520078865212518;2,07502919902184;-0,1654669503530003;False;5,0;True
208;se600216;2,16;0,0;-9,697;5,35;45,01;1,2518226970231277;2,175651491437221;-0,13592863095587837;False;5,0;True
209;se600214;2,18;0,36;-9,021;5,4;45,0;1,251591265841337;2,195661088091211;-0,12302696218522244;False;5,0;True
210;se600214;1,75;0,0;-7,581;5,65;45,0;1,250435034692941;1,7620290472725764;-0,2000455244663122;False;5,0;True
211;se600216;1,92;0,38;-9,361;5,4;45,0;1,251591265841337;1,9337932518968461;-0,18686744927429974;False;5,0;True
212;se600216;1,87;0,23;-10,216;5,39;45,0;1,2516375471316807;1,8834572675248629;-0,22072681876049596;False;5,0;True
213;se600216;2,15;0,3;-9,285;5,3;45,0;1,252054190090347;2,1657125123605017;-0,13195353355038097;False;5,0;True
214;bw06;1,84;0,0;-10,242;5,23;45,0;1,2523783845429486;1,853606944557014;-0,2321524981445631;False;5,0;True
215;bw06;1,9;0,0;-9,898;7,04;45,0;1,2440339741222908;1,9097901615317197;-0,20513134512742576;False;5,0;True
216;se600216;1,92;0,37;-10,22;5,24;45,0;1,2523320636010107;1,9341747042143618;-0,20389441592359356;False;5,0;True
217;se600216;2,23;0,49;-9,319;5,24;45,0;1,2523320636010107;2,2464633283323057;-0,11866232264480892;False;5,0;True
218;bw06;2,11;0,0;-8,86;5,24;45,0;1,2523320636010107;2,125577409318908;-0,1331816767029723;False;5,0;True
219;se600214;2,08;0,01;-7,363;5,35;45,0;1,2518226970231277;2,0950718065691754;-0,11558449935514707;False;5,0;True
220;se600214;1,86;0,18;-7,219;5,52;45,0;1,2510360828961666;1,8730851754278615;-0,15857911703804198;False;5,0;True
