Datum (Anlage);Zeit (Anlage);Identifier (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
14.01.21;14:30:00;se600214;4,94;0,00;-16,438;246;12,66;2,88;3,12;89,96
14.01.21;14:40:00;se600214;4,06;3,16;14,520;106;94,68;369,18;3,44;42,44
14.01.21;14:50:00;se600214;3,54;2,76;-24,353;93;51,56;323,56;3,59;27,03
14.01.21;15:00:00;se600214;2,72;3,50;4,731;96;93,52;409,52;3,61;23,11
14.01.21;15:10:00;se600214;3,67;2,43;-15,538;83;85,78;289,59;3,51;28,80
14.01.21;15:20:00;se600214;5,26;6,50;490,675;83;85,19;751,06;3,58;0,82
14.01.21;15:30:00;se600214;5,05;6,48;517,332;78;50,95;748,16;3,44;0,84
14.01.21;15:40:00;se600214;5,01;6,48;447,707;63;86,37;748,64;3,38;0,98
14.01.21;15:50:00;se600214;5,21;6,50;552,399;75;62,96;750,73;3,28;0,78
14.01.21;16:00:00;se600214;5,12;6,51;496,188;67;79,59;752,22;3,19;0,86
14.01.21;16:10:00;se600214;5,39;6,51;563,364;88;91,75;751,64;3,20;0,70
14.01.21;16:20:00;se600214;5,10;6,52;527,021;78;86,82;753,31;3,20;0,85
14.01.21;16:30:00;se600214;5,74;6,65;802,792;81;81,42;768,15;3,01;0,38
14.01.21;16:40:00;se600214;5,70;6,51;715,757;62;56,85;752,66;2,96;0,33
14.01.21;16:50:00;se600214;5,90;7,04;1009,442;56;59,68;813,70;2,74;0,41
14.01.21;17:00:00;se600214;7,03;7,43;1440,523;64;65,52;858,79;2,73;0,01
14.01.21;17:10:00;se600214;7,16;7,77;1632,031;68;84,14;897,21;2,47;0,01
14.01.21;17:20:00;se600214;5,71;6,78;757,733;73;69,57;783,05;2,58;0,70
14.01.21;17:30:00;se600214;6,87;7,59;1518,744;67;58,13;876,68;2,48;0,05
14.01.21;17:40:00;se600214;6,62;7,40;1400,090;71;83,04;854,98;2,48;0,01
14.01.21;17:50:00;se600214;7,91;8,84;2532,293;71;58,62;1021,11;2,31;0,04
14.01.21;18:00:00;se600214;5,76;6,57;775,497;61;67,11;758,96;2,41;0,33
14.01.21;18:10:00;se600214;6,42;7,03;1151,677;66;68,52;812,89;2,56;0,06
14.01.21;18:20:00;se600214;7,40;8,11;1902,540;65;39,96;936,67;2,34;0,00
14.01.21;18:30:00;se600214;6,94;7,40;1434,028;70;73,92;854,99;2,42;0,00
14.01.21;18:40:00;se600214;6,31;7,06;1062,094;73;88,77;815,97;2,50;0,34
14.01.21;18:50:00;se600214;5,84;6,82;889,651;82;69,03;788,58;2,66;0,49
14.01.21;19:00:00;se600214;6,86;7,55;1532,186;67;60,92;872,51;2,43;0,03
14.01.21;19:10:00;se600214;5,88;6,85;890,787;79;74,42;791,13;2,50;0,44
14.01.21;19:20:00;se600214;6,27;6,91;1064,735;67;57,46;797,90;2,47;0,12
14.01.21;19:30:00;se600214;6,28;6,76;946,214;69;82,16;781,47;2,53;0,21
14.01.21;19:40:00;se600214;4,91;6,48;391,175;77;89,24;748,32;2,74;1,12
14.01.21;19:50:00;se600214;5,34;6,53;566,827;78;75,75;755,00;2,90;0,76
14.01.21;20:00:00;se600214;6,39;7,16;1167,917;74;78,17;827,68;2,88;0,27
14.01.21;20:10:00;se600214;4,77;6,47;356,152;82;109,90;747,89;2,94;1,13
14.01.21;20:20:00;se600214;4,45;6,48;278,430;96;84,13;748,15;3,11;1,40
14.01.21;20:30:00;se600214;4,60;6,48;325,716;74;68,38;748,05;3,06;1,21
14.01.21;20:40:00;se600214;5,61;6,75;734,312;72;61,91;779,85;3,12;0,69
14.01.21;20:50:00;se600214;4,86;6,48;468,643;77;92,24;748,16;3,00;0,93
14.01.21;21:00:00;se600214;5,46;6,49;652,621;67;43,35;749,64;3,09;0,43
14.01.21;21:10:00;se600214;3,18;6,06;36,397;53;47,83;698,33;3,22;5,23
14.01.21;21:20:00;se600214;3,49;0,79;-23,698;48;61,69;91,51;3,25;45,00
14.01.21;21:30:00;se600214;4,92;3,23;115,298;63;75,59;375,76;3,18;27,22
14.01.21;21:40:00;se600214;3,29;6,48;12,890;70;76,81;748,12;3,39;1,52
14.01.21;21:50:00;se600214;2,42;1,32;-15,852;82;63,82;168,82;3,51;38,19
14.01.21;22:00:00;se600214;3,54;0,90;-9,074;75;60,83;105,64;3,54;41,53
14.01.21;22:10:00;se600214;5,78;6,69;828,970;67;58,22;773,94;3,37;0,69
14.01.21;22:20:00;se600214;4,94;6,49;525,859;56;63,07;749,89;3,37;0,86
14.01.21;22:30:00;se600214;4,55;6,48;326,329;67;80,71;748,24;3,49;1,27
14.01.21;22:40:00;se600214;3,93;6,47;85,446;59;44,93;748,03;3,70;1,51
14.01.21;22:50:00;se600214;4,28;6,48;252,085;50;51,55;748,57;3,75;1,19
14.01.21;23:00:00;se600214;5,11;6,57;581,165;48;46,16;759,68;3,64;0,79
14.01.21;23:10:00;se600214;4,53;6,48;322,851;49;50,63;748,50;3,77;1,23
14.01.21;23:20:00;se600214;4,65;6,47;306,007;62;85,22;747,80;3,72;1,32
14.01.21;23:30:00;se600214;3,19;5,95;72,864;79;83,47;684,52;3,77;6,18
14.01.21;23:40:00;se600214;1,88;0,33;-8,830;79;66,04;49,25;3,90;45,00
14.01.21;23:50:00;se600214;2,44;0,23;-10,171;64;9,62;48,73;3,91;45,00
01.01.21;00:00:00;bw06;2,50;0,12;-20,220;344;89,54;23,29;7,10;45,00
01.01.21;00:10:00;bw06;2,38;0,24;-13,690;34;25,54;47,40;7,10;45,00
01.01.21;00:20:00;bw06;1,75;0,00;-11,769;34;21,44;30,55;7,16;45,00
01.01.21;00:30:00;bw06;2,69;0,47;-11,445;34;36,89;59,03;6,97;45,00
01.01.21;00:40:00;bw06;2,54;2,91;-16,298;19;0,54;342,36;6,72;24,21
01.01.21;00:50:00;bw06;1,50;0,00;-12,110;9;343,30;25,15;6,97;45,00
01.01.21;01:00:00;bw06;1,26;0,00;-10,571;9;354,09;26,56;7,10;45,00
01.01.21;01:10:00;bw06;1,17;0,00;-10,849;9;13,35;29,75;7,18;45,00
01.01.21;01:20:00;bw06;1,04;0,00;-9,625;9;348,36;9,22;7,14;45,00
01.01.21;01:30:00;bw06;1,21;0,00;-11,314;9;346,03;22,59;7,13;45,00
01.01.21;01:40:00;bw06;1,16;0,00;-11,938;9;346,72;19,03;7,13;45,00
01.01.21;01:50:00;bw06;1,15;0,00;-9,334;9;338,42;6,08;7,10;45,00
01.01.21;02:00:00;bw06;0,95;0,00;-10,412;9;327,63;2,90;7,14;45,00
01.01.21;02:10:00;bw06;1,20;0,00;-12,172;9;305,90;0,97;7,09;45,00
01.01.21;02:20:00;bw06;1,90;0,00;-9,898;9;307,81;1,02;7,04;45,00
01.01.21;02:30:00;bw06;2,21;0,00;-9,923;9;309,91;4,32;7,00;45,00
01.01.21;02:40:00;bw06;2,27;0,00;-12,250;9;316,51;18,16;7,09;45,00
01.01.21;02:50:00;bw06;2,34;0,00;-10,245;9;313,87;13,05;7,12;45,00
01.01.21;03:00:00;bw06;2,08;0,00;-9,490;9;310,96;12,00;7,18;45,00
01.01.21;03:10:00;bw06;1,71;0,00;-12,252;9;350,35;15,52;7,31;45,00
01.01.21;03:20:00;bw06;1,46;0,00;-10,120;9;334,97;15,03;7,28;45,00
01.01.21;03:30:00;bw06;1,57;0,00;-9,185;9;321,91;12,37;7,28;45,00
01.01.21;03:40:00;bw06;1,47;0,00;-11,525;9;311,54;3,03;7,23;45,00
01.01.21;03:50:00;bw06;3,54;1,46;-4,619;334;296,35;178,22;7,38;36,92
01.01.21;04:00:00;bw06;4,32;6,48;256,705;317;326,84;749,20;7,40;1,45
01.01.21;04:10:00;bw06;4,71;6,47;259,672;330;29,53;748,73;7,42;1,43
01.01.21;04:20:00;bw06;4,06;6,48;119,013;15;30,04;748,78;7,21;1,50
01.01.21;04:30:00;bw06;3,21;1,54;-29,576;7;324,08;179,78;7,30;35,87
01.01.21;04:40:00;bw06;4,40;6,50;236,518;349;353,03;751,49;7,40;1,67
01.01.21;04:50:00;bw06;4,24;6,48;213,837;350;354,36;748,92;7,40;1,50
01.01.21;05:00:00;bw06;4,77;6,48;301,255;350;350,31;749,01;7,38;1,43
01.01.21;05:10:00;bw06;4,14;6,48;219,285;350;339,36;748,96;7,45;1,49
01.01.21;05:20:00;bw06;4,56;6,48;297,848;350;347,00;749,23;7,43;1,35
01.01.21;05:30:00;bw06;5,24;6,48;572,974;350;345,58;748,71;7,36;0,56
01.01.21;05:40:00;bw06;5,29;6,48;609,835;350;346,08;748,94;7,38;0,49
01.01.21;05:50:00;bw06;4,99;6,48;461,942;350;344,77;748,92;7,40;1,00
01.01.21;06:00:00;bw06;4,99;6,48;444,044;350;342,96;748,86;7,40;1,07
01.01.21;06:10:00;bw06;5,38;6,48;570,995;343;342,23;748,81;7,40;0,63
01.01.21;06:20:00;bw06;5,17;6,48;457,107;342;341,82;748,67;7,40;1,07
01.01.21;06:30:00;bw06;4,44;6,48;271,260;342;337,45;748,71;7,45;1,50
01.01.21;06:40:00;bw06;4,82;6,48;322,259;342;346,45;748,98;7,45;1,36
01.01.21;06:50:00;bw06;4,64;6,48;260,721;342;350,83;748,60;7,45;1,45
01.01.21;07:00:00;bw06;4,28;6,47;217,827;342;342,84;748,46;7,47;1,44
01.01.21;07:10:00;bw06;3,92;6,48;51,017;342;343,32;748,79;7,50;1,50
01.01.21;07:20:00;bw06;3,81;6,48;76,566;331;335,19;748,75;7,60;1,50
01.01.21;07:30:00;bw06;3,19;6,48;11,587;333;332,65;748,62;7,65;1,50
01.01.21;07:40:00;bw06;3,77;6,48;73,237;333;333,49;748,63;7,70;1,50
01.01.21;07:50:00;bw06;4,13;6,48;153,241;333;337,05;749,07;7,70;1,50
01.01.21;08:00:00;bw06;4,43;6,48;252,291;337;348,06;748,63;7,72;1,47
01.01.21;08:10:00;bw06;3,99;6,48;117,076;344;338,44;748,57;7,69;1,50
01.01.21;08:20:00;bw06;3,91;6,48;135,105;343;319,79;748,88;7,70;1,50
01.01.21;08:30:00;bw06;3,98;3,42;61,580;333;341,90;397,01;7,73;38,49
01.01.21;08:40:00;bw06;4,36;6,48;241,067;340;329,41;748,71;7,71;1,51
01.01.21;08:50:00;bw06;4,61;6,48;252,732;340;328,39;748,61;7,72;1,50
01.01.21;09:00:00;bw06;4,13;6,48;213,866;337;321,22;748,74;7,76;1,50
01.01.21;09:10:00;bw06;4,58;6,48;308,100;328;337,30;749,18;7,77;1,36
01.01.21;09:20:00;bw06;4,45;6,48;302,031;328;329,07;748,85;7,78;1,44
01.01.21;09:30:00;bw06;4,62;6,48;310,359;328;324,16;749,02;7,76;1,47
01.01.21;09:40:00;bw06;5,00;6,48;463,897;313;314,72;748,93;7,79;1,07
01.01.21;09:50:00;bw06;5,22;6,48;445,083;316;326,47;748,69;7,80;1,03
01.01.21;10:00:00;bw06;4,77;6,48;348,359;322;319,27;748,88;7,78;1,37
01.01.21;10:10:00;bw06;4,31;6,48;222,237;316;319,67;748,52;7,80;1,48
01.01.21;10:20:00;bw06;4,55;6,48;323,646;318;308,01;748,86;7,84;1,38
01.01.21;10:30:00;bw06;4,71;6,48;330,876;318;309,47;748,76;7,89;1,48
01.01.21;10:40:00;bw06;4,59;6,48;328,220;318;307,69;748,72;7,90;1,40
01.01.21;10:50:00;bw06;4,58;6,48;290,200;318;304,13;748,63;7,92;1,42
01.01.21;11:00:00;bw06;4,72;6,48;318,330;309;311,51;748,70;7,90;1,36
01.01.21;11:10:00;bw06;4,97;6,48;459,243;304;283,88;749,17;7,92;1,02
01.01.21;11:20:00;bw06;5,40;6,48;591,138;293;290,82;749,06;7,90;0,51
01.01.21;11:30:00;bw06;5,40;6,48;568,362;293;293,46;748,75;7,90;0,53
01.01.21;11:40:00;bw06;5,42;6,48;665,532;293;281,92;749,18;7,91;0,34
01.01.21;11:50:00;bw06;6,08;6,54;840,657;282;283,49;756,39;7,91;0,05
01.01.21;12:00:00;bw06;5,28;6,48;600,116;282;273,85;748,95;8,05;0,57
01.01.21;12:10:00;bw06;5,78;6,53;858,978;282;281,49;755,58;7,97;0,00
01.01.21;12:20:00;bw06;5,62;6,49;779,411;282;274,52;750,41;8,00;0,08
01.01.21;12:30:00;bw06;5,82;6,77;867,417;282;282,79;782,55;8,03;0,35
01.01.21;12:40:00;bw06;6,38;6,95;1107,517;282;284,06;803,10;7,86;0,01
01.01.21;12:50:00;bw06;5,83;6,55;873,279;282;270,15;756,66;7,81;0,01
01.01.21;13:00:00;bw06;6,03;6,69;967,330;282;269,07;772,95;7,88;0,01
01.01.21;13:10:00;bw06;5,57;6,48;712,447;282;267,66;748,87;7,90;0,14
01.01.21;13:20:00;bw06;5,41;6,48;704,045;271;260,60;749,53;7,90;0,23
01.01.21;13:30:00;bw06;7,60;7,96;1971,439;279;308,56;920,73;7,75;0,15
01.01.21;13:40:00;bw06;9,24;9,74;3623,378;296;290,19;1126,20;7,23;0,00
01.01.21;13:50:00;bw06;6,91;7,52;1446,468;280;266,13;869,51;7,27;0,00
01.01.21;14:00:00;bw06;6,18;6,68;922,630;275;266,67;772,41;7,54;0,08
01.01.21;14:10:00;bw06;5,67;6,51;802,178;265;260,25;752,89;7,50;0,05
01.01.21;14:20:00;bw06;6,05;6,75;1009,631;265;254,27;780,79;7,52;0,00
01.01.21;14:30:00;bw06;6,08;6,62;907,767;265;272,78;765,86;7,52;0,02
01.01.21;14:40:00;bw06;7,18;7,72;1576,736;278;270,95;892,72;7,66;0,01
01.01.21;14:50:00;bw06;6,98;7,63;1506,007;271;270,42;881,49;7,45;0,01
01.01.21;15:00:00;bw06;6,46;7,18;1237,797;266;250,41;830,01;7,49;0,01
01.01.21;15:10:00;bw06;5,85;6,60;925,793;247;236,20;763,49;7,36;0,01
01.01.21;15:20:00;bw06;6,09;6,56;882,660;240;240,21;758,68;7,36;0,02
01.01.21;15:30:00;bw06;6,18;6,49;825,914;238;252,14;750,79;7,46;0,00
01.01.21;15:40:00;bw06;6,07;6,58;788,854;244;267,52;760,76;7,59;0,19
01.01.21;15:50:00;bw06;5,93;6,70;788,470;285;304,48;774,93;7,89;0,50
01.01.21;16:00:00;bw06;5,92;6,67;909,481;299;287,83;771,27;8,11;0,04
01.01.21;16:10:00;bw06;5,99;6,81;1037,202;299;292,64;787,29;8,12;0,00
01.01.21;16:20:00;bw06;6,55;7,24;1308,055;298;292,47;837,45;8,08;0,00
01.01.21;16:30:00;bw06;7,58;8,50;2157,242;296;286,66;982,05;7,69;0,00
01.01.21;16:40:00;bw06;6,71;7,19;1242,171;287;294,64;830,98;7,76;0,00
01.01.21;16:50:00;bw06;6,20;6,62;882,787;298;297,70;765,69;7,74;0,07
01.01.21;17:00:00;bw06;6,39;6,86;1063,532;298;301,55;792,67;7,65;0,00
01.01.21;17:10:00;bw06;6,06;6,60;887,539;298;287,88;763,26;7,78;0,00
01.01.21;17:20:00;bw06;7,06;7,95;1723,640;278;266,08;919,19;7,76;0,00
01.01.21;17:30:00;bw06;7,19;7,72;1562,511;271;267,82;892,31;7,64;0,00
01.01.21;17:40:00;bw06;6,39;7,08;1159,987;271;267,17;818,17;7,70;0,02
01.01.21;17:50:00;bw06;4,98;6,47;430,928;270;265,02;748,75;7,89;1,07
01.01.21;18:00:00;bw06;4,23;6,48;227,313;270;263,42;748,80;7,90;1,50
01.01.21;18:10:00;bw06;4,18;6,48;246,343;270;258,21;749,00;7,90;1,48
01.01.21;18:20:00;bw06;5,03;6,48;456,483;260;248,30;748,71;7,82;0,97
01.01.21;18:30:00;bw06;4,65;6,48;385,299;255;258,19;748,94;7,76;1,27
01.01.21;18:40:00;bw06;5,03;6,48;503,947;259;273,69;748,81;7,89;0,82
01.01.21;18:50:00;bw06;5,54;6,48;708,497;270;282,46;749,50;8,10;0,26
01.01.21;19:00:00;bw06;6,55;7,11;1176,691;289;321,45;821,85;8,17;0,04
01.01.21;19:10:00;bw06;7,23;8,00;1792,649;311;299,26;924,56;7,95;0,00
01.01.21;19:20:00;bw06;8,75;9,57;3051,192;300;305,31;1105,55;7,76;0,00
01.01.21;19:30:00;bw06;7,93;8,67;2254,440;300;300,61;1002,37;7,57;0,00
01.01.21;19:40:00;bw06;6,15;6,64;838,016;302;299,01;767,12;7,71;0,12
01.01.21;19:50:00;bw06;5,31;6,47;539,323;311;312,94;748,80;7,74;0,67
01.01.21;20:00:00;bw06;5,79;6,54;774,267;302;299,22;756,56;7,73;0,21
01.01.21;20:10:00;bw06;6,16;6,68;936,002;299;302,84;772,88;7,45;0,04
01.01.21;20:20:00;bw06;5,06;6,48;517,240;299;286,92;748,60;7,41;0,73
01.01.21;20:30:00;bw06;5,85;6,78;829,218;299;295,46;783,58;7,38;0,46
01.01.21;20:40:00;bw06;7,15;7,74;1567,562;307;317,92;894,73;7,15;0,16
01.01.21;20:50:00;bw06;4,20;6,47;181,108;312;294,31;748,34;7,47;1,41
01.01.21;21:00:00;bw06;2,84;6,48;-14,161;304;294,44;748,72;7,71;1,50
01.01.21;21:10:00;bw06;3,00;6,48;6,273;297;280,12;748,69;7,75;1,50
01.01.21;21:20:00;bw06;3,07;6,48;29,266;282;278,40;748,70;7,71;1,50
01.01.21;21:30:00;bw06;2,76;6,48;-0,816;280;274,50;748,67;7,72;1,50
01.01.21;21:40:00;bw06;4,21;6,52;301,565;280;272,79;753,72;7,74;1,27
01.01.21;21:50:00;bw06;4,85;6,26;532,549;272;265,12;721,71;7,34;5,27
01.01.21;22:00:00;bw06;3,83;0,74;-23,267;273;337,37;86,03;7,51;45,00
01.01.21;22:10:00;bw06;6,62;6,21;1150,918;328;334,01;719,59;7,78;11,25
01.01.21;22:20:00;bw06;7,60;8,86;2403,742;323;318,88;1023,61;7,82;0,01
01.01.21;22:30:00;bw06;6,88;7,75;1592,512;318;314,41;896,24;7,80;0,01
01.01.21;22:40:00;bw06;5,78;6,51;771,009;309;299,02;752,64;7,88;0,07
01.01.21;22:50:00;bw06;6,95;7,47;1404,325;306;318,69;863,80;7,93;0,03
01.01.21;23:00:00;bw06;7,47;8,44;2138,989;314;312,28;975,49;7,91;0,01
01.01.21;23:10:00;bw06;8,32;9,43;2922,949;314;315,27;1089,36;7,53;0,00
01.01.21;23:20:00;bw06;7,56;8,28;1948,201;314;316,22;957,37;7,51;-0,01
01.01.21;23:30:00;bw06;6,79;7,10;1189,142;314;318,59;820,15;7,73;-0,01
01.01.21;23:40:00;bw06;6,35;6,67;921,942;314;320,53;771,45;7,83;0,03
01.01.21;23:50:00;bw06;4,92;6,47;404,465;314;306,58;748,58;7,88;1,18
02.01.21;00:00:00;bw06;5,05;6,48;447,564;314;307,56;749,24;7,88;1,02
02.01.21;00:10:00;bw06;7,43;7,92;1744,726;320;324,62;915,22;7,55;0,06
02.01.21;00:20:00;bw06;4,37;6,50;252,907;315;308,99;751,59;7,42;1,20
02.01.21;00:30:00;bw06;3,83;6,48;77,088;300;283,17;748,80;7,68;1,50
02.01.21;00:40:00;bw06;4,07;6,48;215,591;291;291,88;748,75;7,84;1,44
02.01.21;00:50:00;bw06;3,73;6,48;103,779;306;331,38;748,88;7,93;1,51
02.01.21;01:00:00;bw06;5,26;6,48;508,955;324;328,75;748,87;7,91;0,84
02.01.21;01:10:00;bw06;4,80;6,48;358,912;324;328,33;748,77;7,99;1,31
02.01.21;01:20:00;bw06;4,44;6,48;264,397;324;325,15;748,74;7,90;1,47
02.01.21;01:30:00;bw06;4,75;6,48;320,007;324;320,79;748,47;7,86;1,40
02.01.21;01:40:00;bw06;4,64;6,48;360,689;324;314,75;748,98;7,87;1,32
02.01.21;01:50:00;bw06;4,82;6,48;397,491;307;325,41;748,83;7,84;1,25
02.01.21;02:00:00;bw06;4,70;6,48;339,975;317;323,30;748,89;7,89;1,41
02.01.21;02:10:00;bw06;4,51;6,48;315,611;317;315,91;748,92;7,89;1,40
02.01.21;02:20:00;bw06;3,91;6,48;167,532;322;320,21;748,89;7,92;1,51
02.01.21;02:30:00;bw06;4,49;6,48;300,175;323;314,38;749,06;7,93;1,39
02.01.21;02:40:00;bw06;4,40;6,48;207,454;317;295,56;748,58;7,93;1,50
02.01.21;02:50:00;bw06;3,89;6,48;134,054;299;305,60;748,56;7,90;1,50
02.01.21;03:00:00;bw06;4,16;6,48;110,819;307;346,55;748,84;7,86;1,50
02.01.21;03:10:00;bw06;3,47;6,48;43,548;343;354,08;748,66;7,83;1,50
02.01.21;03:20:00;bw06;3,35;6,48;6,051;342;338,28;748,61;7,88;1,50
02.01.21;03:30:00;bw06;2,91;5,62;-33,658;337;340,56;646,72;7,87;8,63
02.01.21;03:40:00;bw06;2,57;0,62;-20,766;337;331,20;71,64;7,82;45,00
02.01.21;03:50:00;bw06;4,44;1,39;-23,249;349;39,99;163,32;7,74;39,46
02.01.21;04:00:00;bw06;5,27;6,52;510,571;28;48,54;754,24;7,39;1,08
02.01.21;04:10:00;bw06;3,59;6,23;93,711;35;19,00;718,67;7,36;3,92
02.01.21;04:20:00;bw06;2,92;0,54;-15,693;14;342,11;65,08;7,46;45,00
02.01.21;04:30:00;bw06;2,45;0,55;-13,320;0;11,12;64,31;7,49;45,00
02.01.21;04:40:00;bw06;3,10;0,72;-12,870;0;8,87;83,84;7,57;45,00
02.01.21;04:50:00;bw06;3,15;0,70;-13,409;0;354,75;80,79;7,55;45,00
02.01.21;05:00:00;bw06;3,78;3,30;58,184;4;16,04;383,90;7,51;23,27
02.01.21;05:10:00;bw06;5,05;6,48;437,062;19;13,11;749,06;7,41;1,09
02.01.21;05:20:00;bw06;4,92;6,48;445,625;19;17,47;748,79;7,39;0,97
02.01.21;05:30:00;bw06;4,99;6,48;388,906;21;30,44;748,71;7,40;1,14
02.01.21;05:40:00;bw06;4,47;6,48;268,016;24;19,69;748,74;7,43;1,48
02.01.21;05:50:00;bw06;5,07;6,49;492,735;24;24,62;749,77;7,42;0,87
02.01.21;06:00:00;bw06;5,67;6,49;719,031;24;28,26;749,80;7,27;0,21
02.01.21;06:10:00;bw06;5,10;6,47;477,608;27;37,00;748,42;7,20;0,92
02.01.21;06:20:00;bw06;4,64;6,48;344,862;33;30,50;748,76;7,23;1,34
02.01.21;06:30:00;bw06;4,98;6,48;434,798;38;46,02;748,66;7,15;1,11
02.01.21;06:40:00;bw06;5,42;6,50;624,796;43;41,50;751,61;7,14;0,60
02.01.21;06:50:00;bw06;6,17;6,69;980,680;43;44,19;773,75;7,05;0,01
02.01.21;07:00:00;bw06;5,98;6,57;795,246;43;45,71;758,96;6,94;0,19
02.01.21;07:10:00;bw06;4,99;6,47;448,034;49;63,21;748,62;6,91;1,02
02.01.21;07:20:00;bw06;4,79;6,48;427,245;55;48,68;749,15;6,99;0,94
02.01.21;07:30:00;bw06;5,47;6,53;666,421;49;40,72;755,50;6,97;0,48
02.01.21;07:40:00;bw06;5,39;6,48;593,768;48;43,66;749,56;6,91;0,55
02.01.21;07:50:00;bw06;5,15;6,48;534,498;48;43,23;748,67;6,91;0,74
02.01.21;08:00:00;bw06;4,42;6,48;286,775;48;42,54;748,73;6,99;1,45
02.01.21;08:10:00;bw06;4,72;6,48;393,815;48;43,96;748,95;7,02;1,12
02.01.21;08:20:00;bw06;4,36;6,47;241,238;52;62,92;748,45;7,00;1,44
02.01.21;08:30:00;bw06;4,30;6,48;185,517;55;56,28;748,59;6,99;1,50
02.01.21;08:40:00;bw06;3,88;6,48;163,988;56;55,92;748,83;7,02;1,50
02.01.21;08:50:00;bw06;4,33;6,48;234,966;56;46,34;748,61;6,98;1,50
02.01.21;09:00:00;bw06;3,50;6,48;36,157;56;56,14;748,53;7,00;1,51
02.01.21;09:10:00;bw06;5,00;6,48;444,361;56;49,17;748,92;6,90;0,99
02.01.21;09:20:00;bw06;4,47;6,48;251,700;56;59,22;748,81;6,87;1,43
02.01.21;09:30:00;bw06;4,50;6,47;304,137;56;63,11;748,47;6,89;1,40
02.01.21;09:40:00;bw06;4,35;6,48;229,922;56;64,75;748,88;6,84;1,50
02.01.21;09:50:00;bw06;4,07;6,48;114,072;56;68,16;748,86;6,82;1,51
02.01.21;10:00:00;bw06;3,51;6,48;66,666;56;59,82;748,75;6,83;1,51
02.01.21;10:10:00;bw06;3,73;6,48;56,455;56;60,74;748,83;6,98;1,51
02.01.21;10:20:00;bw06;3,32;6,48;6,531;56;56,43;748,85;7,16;1,51
02.01.21;10:30:00;bw06;3,12;6,06;-29,011;56;67,47;697,86;7,05;5,34
02.01.21;10:40:00;bw06;2,91;0,64;-14,566;56;40,09;73,71;7,10;45,00
02.01.21;10:50:00;bw06;3,02;0,72;-13,861;56;47,79;83,36;7,47;45,00
02.01.21;11:00:00;bw06;4,18;4,77;157,237;59;66,81;553,40;7,02;12,84
02.01.21;11:10:00;bw06;3,99;6,48;182,283;61;70,01;748,70;7,15;1,50
02.01.21;11:20:00;bw06;4,04;6,48;138,491;61;60,60;748,90;7,19;1,50
02.01.21;11:30:00;bw06;3,94;6,48;186,710;66;67,19;748,74;7,42;1,50
02.01.21;11:40:00;bw06;4,22;6,48;223,138;67;64,95;748,65;7,57;1,50
02.01.21;11:50:00;bw06;4,67;6,48;343,881;67;63,80;749,13;7,60;1,20
02.01.21;12:00:00;bw06;5,29;6,47;585,313;67;66,93;748,44;7,20;0,54
02.01.21;12:10:00;bw06;4,43;6,48;259,884;67;57,05;748,54;7,22;1,42
02.01.21;12:20:00;bw06;4,54;6,48;320,846;55;48,31;748,79;7,26;1,36
02.01.21;12:30:00;bw06;4,36;6,48;314,759;47;29,01;748,95;6,92;1,44
02.01.21;12:40:00;bw06;4,12;6,48;217,014;40;35,76;748,88;6,52;1,49
02.01.21;12:50:00;bw06;4,13;6,48;198,511;40;44,58;749,07;6,36;1,49
02.01.21;13:00:00;bw06;4,29;6,48;250,365;40;40,75;748,86;6,35;1,50
02.01.21;13:10:00;bw06;3,25;5,07;43,523;46;49,37;583,89;6,35;12,63
02.01.21;13:20:00;bw06;4,37;3,60;155,866;55;71,51;417,85;6,18;22,31
02.01.21;13:30:00;bw06;4,66;6,48;389,930;62;69,10;748,74;6,02;1,25
02.01.21;13:40:00;bw06;5,55;6,48;613,022;62;71,06;749,15;5,80;0,55
02.01.21;13:50:00;bw06;5,00;6,47;444,599;62;68,48;748,54;5,71;1,04
02.01.21;14:00:00;bw06;4,44;6,47;220,407;65;69,08;748,41;5,68;1,48
02.01.21;14:10:00;bw06;2,90;5,21;-15,876;61;61,67;599,48;5,81;11,55
02.01.21;14:20:00;bw06;2,95;0,69;-21,514;56;48,84;80,77;5,82;45,00
02.01.21;14:30:00;bw06;3,47;0,82;-21,180;56;66,28;95,80;5,59;45,00
02.01.21;14:40:00;bw06;3,53;0,89;-22,739;58;67,01;103,81;5,58;43,35
02.01.21;14:50:00;bw06;4,43;6,31;231,696;62;69,80;731,03;5,42;2,22
02.01.21;15:00:00;bw06;3,84;6,47;125,346;73;96,89;748,44;5,37;1,51
02.01.21;15:10:00;bw06;2,57;1,87;-32,018;83;83,82;213,84;5,58;36,35
02.01.21;15:20:00;bw06;3,33;0,78;-17,298;66;54,67;89,92;5,61;45,00
02.01.21;15:30:00;bw06;3,42;0,83;-11,985;58;83,68;97,31;5,64;43,96
02.01.21;15:40:00;bw06;4,69;6,17;266,554;71;66,18;714,24;5,58;2,77
02.01.21;15:50:00;bw06;5,04;6,48;495,221;69;65,77;748,68;5,50;0,89
02.01.21;16:00:00;bw06;4,30;6,47;190,420;72;80,85;748,50;5,43;1,50
02.01.21;16:10:00;bw06;4,76;6,48;370,234;72;55,85;748,68;5,49;1,23
