Datum (Anlage);Zeit (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
08.01.21;13:10:00;6,57;7,11;1210,024;20;24,16;821,53;5,77;0,01
08.01.21;13:20:00;6,56;7,30;1319,059;20;12,36;843,01;5,71;0,01
08.01.21;13:30:00;6,66;7,30;1318,184;17;18,76;843,30;5,65;0,00
08.01.21;13:40:00;6,75;7,23;1275,890;25;38,46;835,32;5,47;0,00
08.01.21;13:50:00;5,33;6,50;584,014;34;30,93;750,61;5,25;0,67
08.01.21;14:00:00;4,76;6,48;381,660;26;22,46;748,17;5,50;1,10
08.01.21;14:10:00;6,09;6,77;932,859;20;9,72;781,72;5,64;0,15
08.01.21;14:20:00;6,56;7,11;1209,339;13;14,71;821,55;5,72;0,02
08.01.21;14:30:00;5,95;6,65;856,301;9;358,11;767,78;5,74;0,20
08.01.21;14:40:00;5,55;6,49;658,493;3;4,64;749,55;5,70;0,42
08.01.21;14:50:00;5,61;6,58;710,495;3;8,70;759,82;5,69;0,46
08.01.21;15:00:00;5,87;6,73;835,440;11;358,74;778,11;5,68;0,38
08.01.21;15:10:00;6,27;6,98;1074,543;360;12,70;806,30;5,70;0,19
08.01.21;15:20:00;7,49;8,19;1938,156;6;359,34;945,78;5,63;0,03
08.01.21;15:30:00;6,85;7,35;1347,697;11;19,22;849,20;5,72;0,03
08.01.21;15:40:00;6,46;7,18;1221,324;12;9,36;829,14;5,74;0,04
08.01.21;15:50:00;7,03;7,51;1454,651;17;34,79;868,17;5,67;0,02
08.01.21;16:00:00;6,47;7,10;1199,157;33;33,12;820,38;5,51;0,02
08.01.21;16:10:00;5,98;6,62;901,632;29;21,90;765,08;5,93;0,07
08.01.21;16:20:00;5,99;6,62;884,040;23;14,59;764,42;5,75;0,08
08.01.21;16:30:00;6,29;6,78;1016,990;24;22,06;783,34;5,58;0,03
08.01.21;16:40:00;6,33;6,90;1084,075;22;14,42;797,54;5,64;0,02
08.01.21;16:50:00;6,62;7,43;1407,982;20;12,41;859,02;5,64;0,01
08.01.21;17:00:00;7,23;7,92;1723,359;16;14,08;914,91;5,59;0,01
08.01.21;17:10:00;6,37;7,11;1140,824;11;5,67;821,24;5,68;0,18
08.01.21;17:20:00;6,21;6,83;1010,041;3;4,50;789,38;5,78;0,10
08.01.21;17:30:00;6,45;7,08;1203,065;3;5,53;818,45;5,77;0,00
08.01.21;17:40:00;6,76;7,44;1395,091;18;8,18;859,04;5,84;0,06
08.01.21;17:50:00;6,79;7,54;1480,722;13;11,58;871,44;5,79;0,01
08.01.21;18:00:00;6,31;7,14;1170,031;16;18,68;824,93;5,87;0,14
08.01.21;18:10:00;6,69;7,29;1312,456;20;15,09;842,32;5,72;0,01
08.01.21;18:20:00;6,52;7,06;1164,883;18;31,43;815,76;5,82;0,03
08.01.21;18:30:00;5,87;6,70;921,637;26;25,65;773,61;5,92;0,10
08.01.21;18:40:00;6,33;6,94;1074,334;26;26,25;801,57;5,90;0,08
08.01.21;18:50:00;5,99;6,64;942,502;24;2,93;767,45;5,97;0,00
08.01.21;19:00:00;5,26;6,48;552,067;15;4,39;748,33;6,01;0,70
08.01.21;19:10:00;5,94;6,63;860,608;3;1,40;766,17;5,82;0,17
08.01.21;19:20:00;4,95;6,47;522,901;2;355,37;747,95;5,80;0,81
08.01.21;19:30:00;4,98;6,48;454,263;2;353,10;748,42;5,92;1,00
08.01.21;19:40:00;5,08;6,48;416,326;14;32,76;748,14;5,88;1,09
08.01.21;19:50:00;5,09;6,48;434,522;26;31,73;748,30;5,89;1,08
08.01.21;20:00:00;5,45;6,48;585,888;29;28,74;748,47;5,91;0,59
08.01.21;20:10:00;5,54;6,49;673,087;29;28,69;750,25;5,90;0,40
08.01.21;20:20:00;5,61;6,57;795,033;29;21,67;759,09;5,87;0,16
08.01.21;20:30:00;4,91;6,47;466,213;29;22,13;747,95;5,90;0,92
08.01.21;20:40:00;5,08;6,48;566,027;29;10,08;748,97;5,83;0,68
08.01.21;20:50:00;5,33;6,52;611,488;19;19,28;753,14;5,82;0,64
08.01.21;21:00:00;6,01;6,58;847,771;19;21,97;760,72;5,71;0,14
08.01.21;21:10:00;5,35;6,48;631,501;19;18,10;748,17;5,83;0,41
08.01.21;21:20:00;5,17;6,48;546,372;19;14,82;748,13;5,92;0,73
08.01.21;21:30:00;5,20;6,48;547,500;22;45,03;748,80;5,89;0,72
08.01.21;21:40:00;4,82;6,47;423,473;31;7,08;748,06;5,68;1,04
08.01.21;21:50:00;3,98;6,48;159,980;12;26,93;748,33;5,75;1,51
08.01.21;22:00:00;5,20;6,48;520,279;12;21,54;749,01;5,74;0,86
08.01.21;22:10:00;5,52;6,48;571,445;12;16,27;748,12;5,81;0,60
08.01.21;22:20:00;5,22;6,50;554,891;12;13,22;750,76;5,92;0,77
08.01.21;22:30:00;5,29;6,47;504,120;12;10,31;748,04;5,95;0,80
08.01.21;22:40:00;5,75;6,55;726,850;27;41,26;756,69;5,87;0,34
08.01.21;22:50:00;4,98;6,48;448,318;33;28,90;748,24;5,72;1,05
08.01.21;23:00:00;4,43;6,47;197,033;36;38,97;748,00;5,78;1,47
08.01.21;23:10:00;4,31;6,48;178,235;26;36,44;748,34;5,80;1,51
08.01.21;23:20:00;4,98;6,52;482,293;18;11,62;753,42;5,66;0,86
08.01.21;23:30:00;4,07;6,47;192,868;23;43,38;747,89;5,35;1,43
08.01.21;23:40:00;4,91;6,62;481,325;34;20,03;765,12;5,35;1,02
08.01.21;23:50:00;5,68;6,82;798,947;30;10,11;786,22;4,82;1,52
09.01.21;00:00:00;3,08;0,62;-25,103;14;336,35;72,87;5,10;44,85
09.01.21;00:10:00;3,33;5,52;29,047;10;9,41;639,40;4,91;4,88
09.01.21;00:20:00;2,93;6,48;-10,422;12;4,05;748,41;5,20;1,52
09.01.21;00:30:00;2,87;2,38;-18,679;11;353,74;272,90;5,20;32,62
09.01.21;00:40:00;2,26;0,39;-7,712;11;347,39;56,12;5,21;45,00
09.01.21;00:50:00;2,34;0,33;-7,659;11;343,61;52,30;5,27;45,00
09.01.21;01:00:00;2,53;0,31;-9,578;11;338,52;51,01;5,30;45,00
09.01.21;01:10:00;1,85;0,06;-8,219;11;348,46;41,79;5,35;45,00
09.01.21;01:20:00;2,17;0,19;-8,186;11;349,08;47,00;5,37;45,00
09.01.21;01:30:00;1,71;0,05;-9,445;11;351,16;35,67;5,42;45,00
09.01.21;01:40:00;2,24;0,32;-8,047;11;353,64;50,26;5,38;45,00
09.01.21;01:50:00;1,82;0,01;-7,992;11;351,03;39,38;5,52;45,00
09.01.21;02:00:00;2,79;0,57;-9,146;11;354,16;65,88;5,33;45,00
09.01.21;02:10:00;2,25;0,39;-7,815;11;14,64;57,55;5,31;45,00
09.01.21;02:20:00;1,89;0,23;-7,773;11;23,50;48,33;5,39;45,00
09.01.21;02:30:00;2,39;0,44;-9,179;11;40,57;54,49;5,39;45,00
09.01.21;02:40:00;2,48;0,33;-7,368;11;44,66;51,69;5,39;45,00
09.01.21;02:50:00;2,27;0,45;-7,470;11;33,46;55,49;5,35;45,00
09.01.21;03:00:00;2,22;0,46;-8,871;11;28,57;54,42;5,34;45,00
09.01.21;03:10:00;2,13;0,39;-7,176;11;26,60;52,39;5,39;45,00
09.01.21;03:20:00;1,60;0,00;-6,879;11;7,14;40,51;5,53;45,00
09.01.21;03:30:00;1,43;0,00;-7,765;11;1,43;23,43;5,68;45,00
09.01.21;03:40:00;1,17;0,00;-6,726;11;351,54;6,46;5,78;45,00
09.01.21;03:50:00;1,16;0,00;-6,839;11;342,26;0,78;5,89;45,00
09.01.21;04:00:00;0,98;0,00;-8,848;11;348,82;0,81;5,92;45,00
09.01.21;04:10:00;0,91;0,00;-7,418;11;321,64;0,81;5,69;45,00
09.01.21;04:20:00;1,14;0,00;-7,382;11;306,38;0,79;5,58;45,00
09.01.21;04:30:00;1,78;0,00;-9,095;11;308,66;0,83;5,41;45,00
09.01.21;04:40:00;2,06;0,00;-6,819;11;312,21;5,16;5,50;45,00
09.01.21;04:50:00;2,15;0,00;-6,768;11;306,13;0,82;5,27;45,00
09.01.21;05:00:00;1,88;0,00;-8,001;11;301,36;0,82;5,28;45,00
09.01.21;05:10:00;2,15;0,00;-7,252;11;299,37;0,80;5,26;45,00
09.01.21;05:20:00;1,68;0,00;-7,518;11;303,86;0,83;5,32;45,00
09.01.21;05:30:00;1,58;0,00;-9,206;11;287,27;0,80;5,26;45,00
09.01.21;05:40:00;1,53;0,00;-7,477;11;281,93;0,82;5,24;45,00
09.01.21;05:50:00;1,96;0,00;-7,396;11;293,54;0,83;5,30;45,00
09.01.21;06:00:00;2,08;0,00;-9,241;11;298,38;0,88;5,34;45,00
09.01.21;06:10:00;1,73;0,00;-6,843;11;296,95;0,84;5,33;45,00
09.01.21;06:20:00;1,64;0,00;-6,775;11;296,29;0,81;5,32;45,00
09.01.21;06:30:00;1,35;0,00;-8,146;11;323,44;1,83;5,56;45,00
09.01.21;06:40:00;1,99;0,00;-6,767;11;307,61;1,09;5,41;45,00
09.01.21;06:50:00;2,86;0,00;-7,377;11;309,95;7,58;5,37;45,00
09.01.21;07:00:00;2,89;0,21;-14,596;335;259,93;34,14;5,28;45,00
09.01.21;07:10:00;1,90;0,24;-7,477;298;308,08;48,45;5,35;45,00
09.01.21;07:20:00;2,09;0,17;-6,805;298;319,78;44,18;5,29;45,00
09.01.21;07:30:00;1,95;0,03;-8,112;298;327,50;42,70;5,46;45,00
09.01.21;07:40:00;1,69;0,00;-6,807;298;329,20;34,80;5,62;45,00
09.01.21;07:50:00;1,52;0,00;-6,775;298;340,61;17,97;5,75;45,00
09.01.21;08:00:00;1,00;0,00;-9,205;298;21,00;0,82;5,81;45,00
09.01.21;08:10:00;2,28;0,00;-7,496;298;70,31;0,86;5,34;45,00
09.01.21;08:20:00;3,46;0,00;-14,181;317;140,94;1,73;5,09;45,00
09.01.21;08:30:00;2,69;0,43;-13,718;72;87,30;54,42;5,28;45,00
09.01.21;08:40:00;2,11;0,07;-6,846;82;110,07;41,74;5,21;45,00
09.01.21;08:50:00;1,80;0,13;-6,485;82;98,76;43,80;5,22;45,00
09.01.21;09:00:00;1,62;0,00;-8,091;82;115,37;27,62;5,30;45,00
09.01.21;09:10:00;1,75;0,13;-7,242;82;91,50;43,83;5,30;45,00
09.01.21;09:20:00;2,94;0,67;-7,348;82;92,96;78,11;5,19;45,00
09.01.21;09:30:00;3,53;2,66;6,670;91;123,60;310,16;4,99;27,40
09.01.21;09:40:00;3,87;6,48;62,076;111;121,21;748,62;5,04;1,52
09.01.21;09:50:00;3,67;6,48;9,236;119;127,37;748,64;5,05;1,52
09.01.21;10:00:00;3,38;6,48;-5,120;118;109,69;748,59;5,17;1,52
09.01.21;10:10:00;3,04;6,48;-30,220;113;111,88;748,62;5,14;1,52
09.01.21;10:20:00;3,71;6,48;36,450;113;120,76;748,88;5,04;1,52
09.01.21;10:30:00;3,45;6,48;28,086;113;119,81;748,47;4,93;1,52
09.01.21;10:40:00;3,12;6,48;-53,401;113;127,62;748,60;4,99;1,52
09.01.21;10:50:00;2,73;5,18;-54,407;113;122,29;595,72;5,02;11,84
09.01.21;11:00:00;1,76;0,14;-24,075;113;121,92;42,95;5,15;45,01
09.01.21;11:10:00;1,72;0,00;-6,747;113;143,87;28,57;5,34;45,01
09.01.21;11:20:00;1,28;0,00;-7,631;113;144,91;1,47;5,48;45,01
09.01.21;11:30:00;1,11;0,00;-6,781;113;169,44;0,83;5,82;45,01
09.01.21;11:40:00;0,91;0,00;-6,751;113;193,33;0,82;6,05;45,01
09.01.21;11:50:00;1,03;0,00;-7,775;113;195,03;0,85;6,10;45,01
09.01.21;12:00:00;1,50;0,00;-6,787;113;186,85;0,81;6,05;45,01
09.01.21;12:10:00;2,20;0,00;-6,804;113;167,52;21,50;5,89;45,01
09.01.21;12:20:00;2,78;0,00;-7,921;113;165,37;34,24;5,80;45,01
09.01.21;12:30:00;2,74;0,55;-8,660;133;151,73;69,66;5,64;45,01
09.01.21;12:40:00;2,95;0,72;-6,855;138;146,49;82,79;5,36;45,01
09.01.21;12:50:00;3,24;0,73;-8,929;138;144,07;84,74;5,29;45,01
09.01.21;13:00:00;3,30;0,78;-7,480;138;145,18;90,03;5,23;45,01
09.01.21;13:10:00;3,38;0,79;-7,436;138;143,01;91,27;5,20;45,01
09.01.21;13:20:00;3,88;5,36;95,666;146;154,81;621,72;5,17;7,30
09.01.21;13:30:00;4,51;6,48;243,049;151;172,53;748,76;5,07;1,51
09.01.21;13:40:00;4,24;6,48;219,608;161;164,82;748,54;5,01;1,51
09.01.21;13:50:00;4,03;6,48;103,623;161;171,77;748,53;5,00;1,51
09.01.21;14:00:00;3,77;6,48;44,126;161;167,42;748,51;4,93;1,51
09.01.21;14:10:00;2,91;3,22;-15,168;161;155,18;370,45;4,96;26,09
09.01.21;14:20:00;3,02;0,68;-10,491;143;138,15;78,56;4,94;45,01
09.01.21;14:30:00;2,93;0,67;-8,026;138;153,43;77,14;5,00;45,01
09.01.21;14:40:00;2,65;0,63;-9,157;138;151,37;72,15;5,00;45,01
09.01.21;14:50:00;2,74;0,58;-7,956;138;157,91;67,65;4,95;45,01
09.01.21;15:00:00;2,80;0,62;-7,981;138;158,62;71,30;4,88;45,01
09.01.21;15:10:00;2,95;0,66;-9,913;138;151,51;77,22;4,81;45,01
09.01.21;15:20:00;3,25;0,78;-8,766;138;147,20;90,32;4,79;45,01
09.01.21;15:30:00;3,42;0,81;-8,488;138;150,25;93,50;4,76;45,01
09.01.21;15:40:00;3,55;3,25;3,111;145;152,94;377,71;4,74;23,10
09.01.21;15:50:00;3,58;6,48;58,709;154;146,95;748,55;4,83;1,52
09.01.21;16:00:00;3,10;6,48;2,883;153;143,22;748,58;4,85;1,52
09.01.21;16:10:00;3,16;6,48;-12,064;147;143,81;748,42;4,87;1,52
09.01.21;16:20:00;2,92;1,10;-24,377;146;131,78;124,92;4,88;42,43
09.01.21;16:30:00;2,69;0,62;-18,731;146;129,87;71,49;4,92;45,00
09.01.21;16:40:00;2,73;0,61;-21,709;132;123,79;70,37;4,96;45,00
09.01.21;16:50:00;2,91;0,62;-22,743;136;154,10;72,32;4,90;45,00
09.01.21;17:00:00;3,00;0,68;-20,878;147;136,25;78,30;4,90;45,00
09.01.21;17:10:00;3,00;0,63;-21,660;141;112,39;72,96;4,96;45,00
09.01.21;17:20:00;2,87;0,61;-20,253;127;144,39;71,24;4,90;45,00
09.01.21;17:30:00;3,01;0,67;-17,817;127;143,29;77,02;4,93;45,00
09.01.21;17:40:00;3,34;0,73;-17,956;127;141,89;84,61;4,92;45,00
09.01.21;17:50:00;3,25;0,76;-19,416;127;136,17;87,96;4,97;45,00
09.01.21;18:00:00;3,17;0,72;-17,964;127;143,22;83,68;4,97;45,00
09.01.21;18:10:00;3,68;2,68;-4,778;137;158,70;311,89;5,01;26,77
09.01.21;18:20:00;4,40;6,48;208,828;148;143,35;748,70;4,96;1,51
09.01.21;18:30:00;4,19;6,48;170,637;148;149,19;748,50;5,00;1,51
09.01.21;18:40:00;4,32;6,48;167,207;148;150,19;748,50;5,00;1,51
09.01.21;18:50:00;4,40;6,48;201,628;150;160,62;748,71;5,00;1,50
09.01.21;19:00:00;4,92;6,48;389,716;152;174,56;748,57;4,93;1,28
09.01.21;19:10:00;4,60;6,48;264,062;166;181,75;748,44;4,97;1,47
09.01.21;19:20:00;3,73;6,48;97,343;180;187,10;748,29;5,05;1,51
09.01.21;19:30:00;2,57;5,00;-30,791;186;181,81;575,11;5,24;13,04
09.01.21;19:40:00;3,35;0,71;-9,210;179;157,67;82,72;5,26;45,00
09.01.21;19:50:00;2,78;0,60;-7,576;169;192,97;68,74;5,20;45,00
09.01.21;20:00:00;2,38;0,40;-8,880;169;201,25;53,38;5,29;45,00
09.01.21;20:10:00;2,08;0,01;-7,363;169;216,90;32,27;5,35;45,00
09.01.21;20:20:00;1,29;0,00;-6,854;169;207,26;16,92;5,42;45,00
09.01.21;20:30:00;1,37;0,00;-7,833;169;261,96;0,82;5,41;45,00
09.01.21;20:40:00;1,41;0,00;-6,772;169;223,07;0,82;5,60;45,00
09.01.21;20:50:00;1,86;0,18;-7,219;169;186,07;36,15;5,52;45,00
09.01.21;21:00:00;2,18;0,36;-9,021;169;193,34;52,18;5,40;45,00
09.01.21;21:10:00;2,78;0,52;-7,421;169;201,83;62,88;5,36;45,00
09.01.21;21:20:00;2,96;0,63;-9,270;179;206,93;72,50;5,32;45,00
09.01.21;21:30:00;2,82;0,60;-9,203;189;212,23;68,69;5,38;45,00
09.01.21;21:40:00;2,49;0,35;-7,485;189;227,29;51,30;5,48;45,00
09.01.21;21:50:00;1,75;0,00;-7,581;189;220,03;29,87;5,65;45,00
09.01.21;22:00:00;2,70;0,14;-9,148;189;232,93;41,63;5,61;45,00
09.01.21;22:10:00;2,61;0,37;-7,550;189;228,53;51,43;5,61;45,00
09.01.21;22:20:00;2,59;0,60;-8,860;203;213,48;69,69;5,60;45,00
09.01.21;22:30:00;2,67;0,55;-11,115;210;259,08;63,94;5,63;45,00
09.01.21;22:40:00;3,17;0,63;-9,954;240;280,67;73,27;5,59;44,72
09.01.21;22:50:00;2,14;3,50;-17,160;254;223,20;406,00;5,54;5,74
09.01.21;23:00:00;1,88;0,70;-9,241;253;199,24;86,00;5,61;38,25
09.01.21;23:10:00;1,69;0,00;-6,795;253;199,56;7,07;5,73;45,01
09.01.21;23:20:00;2,33;0,00;-7,244;253;199,37;15,18;5,71;45,01
09.01.21;23:30:00;2,74;0,00;-8,910;253;200,92;26,62;5,70;45,01
09.01.21;23:40:00;2,70;0,25;-10,328;239;187,96;50,97;5,73;45,01
09.01.21;23:50:00;2,46;0,59;-7,403;218;221,90;68,42;5,66;45,01
10.01.21;00:00:00;2,60;0,61;-8,075;218;222,41;71,50;5,67;45,01
10.01.21;00:10:00;3,99;3,19;111,810;239;265,83;371,00;5,64;23,83
10.01.21;00:20:00;5,39;6,42;572,056;258;280,19;740,19;5,50;2,09
10.01.21;00:30:00;2,77;0,34;-12,395;265;196,91;54,78;5,67;45,00
10.01.21;00:40:00;2,82;0,69;-7,553;235;240,57;80,33;5,62;45,00
10.01.21;00:50:00;4,07;2,34;82,093;234;238,91;272,62;5,65;31,83
10.01.21;01:00:00;5,29;6,49;605,271;239;248,22;750,10;5,85;0,60
10.01.21;01:10:00;5,49;6,48;634,639;240;246,60;748,60;5,66;0,34
10.01.21;01:20:00;4,90;6,48;524,142;240;248,18;748,67;5,64;0,78
10.01.21;01:30:00;5,81;6,52;767,531;240;247,70;754,03;5,69;0,24
10.01.21;01:40:00;6,33;6,85;1051,918;251;259,38;792,58;5,90;0,00
10.01.21;01:50:00;9,31;9,90;3974,883;283;288,07;1144,54;5,50;0,00
10.01.21;02:00:00;8,11;8,87;2503,330;287;275,07;1024,48;5,60;0,00
10.01.21;02:10:00;5,84;6,54;692,612;275;281,73;755,72;5,70;0,33
10.01.21;02:20:00;5,14;6,48;452,988;272;244,77;748,54;5,81;1,06
10.01.21;02:30:00;4,69;6,48;343,843;253;247,60;748,52;5,95;1,38
10.01.21;02:40:00;4,34;6,48;299,835;253;251,48;748,67;6,05;1,47
10.01.21;02:50:00;4,86;6,48;391,013;253;252,65;748,56;6,18;1,22
10.01.21;03:00:00;5,81;6,67;872,903;260;254,02;770,90;6,36;0,18
10.01.21;03:10:00;6,14;6,63;854,865;252;257,74;766,91;6,40;0,12
10.01.21;03:20:00;7,06;7,76;1641,295;263;257,07;897,37;6,54;0,01
10.01.21;03:30:00;7,67;8,81;2387,630;269;268,32;1017,84;6,45;0,01
10.01.21;03:40:00;8,18;9,54;3046,790;269;264,48;1102,59;6,42;0,01
10.01.21;03:50:00;8,34;9,22;2734,794;263;262,02;1064,99;6,51;0,01
10.01.21;04:00:00;8,04;9,09;2627,185;263;263,94;1050,15;6,61;0,01
10.01.21;04:10:00;8,19;9,23;2775,097;271;270,03;1066,12;6,61;0,01
10.01.21;04:20:00;8,57;9,78;3299,884;270;253,67;1129,34;6,61;0,02
10.01.21;04:30:00;8,82;9,91;3456,653;263;274,51;1144,73;6,60;0,02
10.01.21;04:40:00;7,82;8,91;2464,626;264;257,02;1029,11;6,62;0,02
10.01.21;04:50:00;8,50;9,81;3406,075;259;260,30;1133,28;6,61;0,02
10.01.21;05:00:00;9,19;9,86;3800,338;258;254,24;1139,22;6,59;0,02
10.01.21;05:10:00;9,69;10,06;4192,926;256;272,30;1162,33;6,48;0,02
10.01.21;05:20:00;8,48;9,77;3319,174;264;264,57;1129,13;6,57;0,00
10.01.21;05:30:00;8,43;9,55;3099,835;265;272,61;1103,04;6,56;0,00
10.01.21;05:40:00;8,64;9,83;3383,953;270;266,08;1135,90;6,44;0,00
10.01.21;05:50:00;8,55;9,59;3350,954;269;268,62;1107,70;6,46;0,00
10.01.21;06:00:00;8,94;9,95;3542,283;265;260,27;1149,34;6,47;0,00
10.01.21;06:10:00;9,51;10,04;4445,593;266;261,51;1159,11;6,45;0,00
10.01.21;06:20:00;9,49;10,11;4285,191;265;264,05;1167,33;6,37;0,00
10.01.21;06:30:00;9,01;10,03;3847,731;265;264,96;1158,76;6,38;0,00
10.01.21;06:40:00;8,82;9,96;3790,536;258;246,76;1150,52;6,53;0,00
10.01.21;06:50:00;9,79;10,10;4441,960;262;270,77;1167,11;6,43;0,03
10.01.21;07:00:00;9,45;10,00;4097,386;273;265,01;1155,09;6,45;0,03
10.01.21;07:10:00;9,52;10,11;4651,248;273;272,73;1167,81;6,38;0,03
10.01.21;07:20:00;9,55;10,11;4585,811;267;268,22;1167,40;6,39;0,06
10.01.21;07:30:00;9,37;10,09;4257,184;261;257,22;1165,62;6,34;0,07
10.01.21;07:40:00;9,74;10,11;4843,447;258;251,82;1167,57;6,37;0,07
10.01.21;07:50:00;9,75;10,10;4623,374;258;266,78;1166,75;6,36;0,07
10.01.21;08:00:00;9,74;10,11;4750,896;254;254,17;1167,52;6,35;0,07
10.01.21;08:10:00;9,69;10,11;4962,630;257;258,26;1167,68;6,31;0,07
10.01.21;08:20:00;9,54;10,11;4649,105;253;249,33;1167,57;6,32;0,00
10.01.21;08:30:00;9,34;10,11;4417,987;252;246,97;1167,29;6,36;-0,01
10.01.21;08:40:00;9,12;9,93;3650,380;249;264,92;1147,14;6,47;-0,01
10.01.21;08:50:00;8,99;10,00;3748,160;257;250,92;1154,77;6,43;-0,01
10.01.21;09:00:00;9,31;9,98;3977,053;253;253,18;1153,29;6,46;-0,01
10.01.21;09:10:00;9,46;10,10;4442,315;252;251,03;1166,97;6,40;-0,01
10.01.21;09:20:00;10,00;10,11;5064,231;243;241,90;1167,82;6,36;0,00
10.01.21;09:30:00;9,68;10,11;4806,920;241;240,81;1167,76;6,40;0,04
10.01.21;09:40:00;10,28;10,11;5468,657;241;236,42;1167,77;6,41;0,17
10.01.21;09:50:00;10,76;10,11;5867,052;242;235,30;1167,63;6,28;0,42
10.01.21;10:00:00;10,43;10,11;5474,651;243;243,01;1167,82;6,32;0,04
10.01.21;10:10:00;10,97;10,11;6253,905;244;240,60;1167,75;6,31;0,98
10.01.21;10:20:00;10,76;10,11;6084,538;244;242,73;1167,49;6,21;0,51
10.01.21;10:30:00;10,02;10,11;5191,532;244;244,17;1167,76;6,00;0,01
10.01.21;10:40:00;10,68;10,11;5969,921;241;236,65;1167,76;5,91;0,70
10.01.21;10:50:00;11,21;10,11;6311,409;239;239,17;1168,04;5,88;2,52
10.01.21;11:00:00;11,28;10,11;6361,713;239;241,35;1168,19;5,92;2,40
10.01.21;11:10:00;11,28;10,11;6343,469;239;237,52;1167,71;5,88;2,61
10.01.21;11:20:00;10,91;10,11;6238,726;239;242,28;1167,54;6,04;1,04
10.01.21;11:30:00;10,81;10,11;6052,490;239;240,81;1167,96;6,05;0,36
10.01.21;11:40:00;11,24;10,11;6301,559;246;246,83;1168,01;6,18;1,74
10.01.21;11:50:00;11,42;10,11;6380,486;245;245,24;1168,01;6,11;4,26
10.01.21;12:00:00;11,48;10,11;6378,885;245;244,13;1167,66;6,24;4,56
10.01.21;12:10:00;11,44;10,11;6377,765;245;242,45;1167,60;6,23;4,18
10.01.21;12:20:00;11,31;10,11;6379,149;245;243,41;1167,80;6,28;3,66
10.01.21;12:30:00;11,63;10,11;6377,680;245;248,75;1167,83;6,36;3,87
10.01.21;12:40:00;11,44;10,11;6362,964;245;249,84;1167,72;6,41;3,17
10.01.21;12:50:00;11,47;10,11;6350,193;245;252,64;1167,54;6,49;2,15
10.01.21;13:00:00;11,41;10,11;6295,473;245;249,97;1167,85;6,60;1,88
10.01.21;13:10:00;11,44;10,11;6355,724;245;251,72;1167,90;6,64;1,95
10.01.21;13:20:00;11,54;10,11;6366,681;245;251,04;1167,91;6,66;2,45
10.01.21;13:30:00;11,17;10,11;6114,838;250;253,55;1167,34;6,74;2,00
10.01.21;13:40:00;10,89;10,11;6055,404;252;249,85;1168,07;6,71;0,68
10.01.21;13:50:00;11,08;10,11;6193,406;257;261,95;1167,30;6,72;1,81
10.01.21;14:00:00;10,59;10,11;5802,174;260;257,43;1167,89;6,79;0,64
10.01.21;14:10:00;10,46;10,11;5785,307;260;257,73;1167,25;6,91;0,17
10.01.21;14:20:00;11,16;10,11;6301,855;260;254,91;1167,85;6,85;2,51
10.01.21;14:30:00;11,03;10,11;6244,382;255;256,79;1168,26;6,93;0,97
10.01.21;14:40:00;11,93;10,11;6347,348;260;270,64;1167,97;6,96;3,61
10.01.21;14:50:00;10,65;10,10;5413,732;272;274,30;1166,94;7,01;0,18
10.01.21;15:00:00;9,39;10,07;4146,444;271;274,53;1162,72;7,05;0,03
10.01.21;15:10:00;9,72;10,11;4644,484;271;273,41;1167,37;7,16;0,03
10.01.21;15:20:00;9,51;10,09;4402,257;271;272,41;1165,87;7,23;0,03
10.01.21;15:30:00;10,55;10,11;5841,785;271;276,15;1167,84;7,21;0,11
10.01.21;15:40:00;10,00;10,11;5090,507;271;274,60;1167,15;7,47;0,00
10.01.21;15:50:00;10,34;10,11;5588,278;271;273,85;1167,97;7,50;0,19
10.01.21;16:00:00;10,10;10,11;5238,831;271;271,85;1167,32;7,37;0,04
10.01.21;16:10:00;9,68;10,11;4565,281;271;268,04;1167,51;7,51;1,52
10.01.21;16:20:00;9,43;10,10;3927,146;271;269,53;1166,98;7,54;2,53
10.01.21;16:30:00;9,73;10,11;4042,311;272;281,19;1167,73;7,76;2,61
10.01.21;16:40:00;10,18;10,08;4333,100;281;290,38;1163,82;7,81;4,67
10.01.21;16:50:00;10,21;10,11;5632,157;287;281,06;1167,32;7,90;0,18
10.01.21;17:00:00;11,28;10,11;6284,445;284;297,54;1167,99;7,81;2,55
10.01.21;17:10:00;11,92;10,11;6378,035;292;293,53;1167,40;7,62;4,52
10.01.21;17:20:00;11,11;10,11;6082,093;292;300,31;1167,46;7,72;0,73
10.01.21;17:30:00;10,10;10,11;5337,179;296;298,49;1167,24;7,75;-0,01
10.01.21;17:40:00;10,10;10,11;5339,117;299;307,58;1167,62;7,68;0,02
10.01.21;17:50:00;10,05;10,11;5368,093;304;308,15;1167,43;7,50;-0,01
10.01.21;18:00:00;9,13;9,82;3873,864;306;315,92;1133,97;7,46;-0,01
10.01.21;18:10:00;8,37;9,21;2718,140;313;313,14;1063,67;7,40;-0,01
10.01.21;18:20:00;8,47;9,30;2868,938;313;329,74;1074,59;7,31;0,00
10.01.21;18:30:00;7,99;8,80;2397,957;313;330,47;1016,26;7,06;0,01
10.01.21;18:40:00;8,84;9,71;3301,869;323;324,94;1121,04;7,05;0,01
