Datum (Anlage);Zeit (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
17.01.21;05:10:00;8,40;9,19;2921,525;178;173,30;1060,92;2,24;0,00
17.01.21;05:20:00;6,92;7,78;1670,200;181;190,98;899,06;2,36;0,00
17.01.21;05:30:00;7,49;7,82;1707,584;186;184,43;903,22;2,46;0,00
17.01.21;05:40:00;7,75;8,13;1934,741;186;183,97;939,00;2,45;0,00
17.01.21;05:50:00;7,82;8,09;1893,763;188;182,80;934,70;2,48;0,00
17.01.21;06:00:00;7,80;8,30;2040,503;183;167,91;958,57;2,49;-0,01
17.01.21;06:10:00;8,47;9,13;2716,947;176;185,83;1054,87;2,45;-0,01
17.01.21;06:20:00;7,86;8,28;2045,835;186;183,83;956,55;2,54;-0,01
17.01.21;06:30:00;7,83;8,33;2070,828;185;183,75;961,81;2,50;-0,01
17.01.21;06:40:00;8,36;8,51;2214,574;186;191,20;983,56;2,51;-0,01
17.01.21;06:50:00;7,72;8,11;1938,371;190;190,99;936,93;2,48;0,01
17.01.21;07:00:00;7,12;7,54;1499,011;185;179,63;870,96;2,63;0,04
17.01.21;07:10:00;7,78;7,99;1841,498;177;170,18;922,78;2,62;0,02
17.01.21;07:20:00;7,81;8,60;2233,101;171;172,58;992,75;2,50;0,02
17.01.21;07:30:00;6,82;7,46;1449,404;177;179,06;862,41;2,69;0,02
17.01.21;07:40:00;7,96;8,76;2374,724;175;170,86;1011,80;2,53;0,02
17.01.21;07:50:00;7,84;8,65;2277,473;173;172,63;998,73;2,52;0,02
17.01.21;08:00:00;7,09;7,78;1641,444;173;169,06;898,59;2,54;0,02
17.01.21;08:10:00;7,59;8,36;2071,513;173;170,45;965,84;2,61;0,02
17.01.21;08:20:00;7,93;8,62;2264,768;173;173,04;995,33;2,60;0,02
17.01.21;08:30:00;7,88;8,74;2368,593;173;171,11;1009,45;2,57;0,02
17.01.21;08:40:00;7,76;8,73;2350,767;173;171,74;1008,45;2,59;0,02
17.01.21;08:50:00;7,97;8,79;2404,125;173;176,42;1015,69;2,71;0,02
17.01.21;09:00:00;8,11;8,97;2558,753;173;176,17;1035,58;2,71;0,02
17.01.21;09:10:00;7,61;8,45;2152,389;176;184,02;975,94;2,79;0,02
17.01.21;09:20:00;7,44;8,04;1847,931;177;175,54;928,76;2,93;0,02
17.01.21;09:30:00;6,99;7,67;1565,104;177;177,87;885,86;2,95;0,03
17.01.21;09:40:00;6,78;7,25;1315,636;178;182,94;838,10;2,83;0,01
17.01.21;09:50:00;7,08;7,80;1681,262;175;175,91;900,90;2,80;0,01
17.01.21;10:00:00;6,84;7,49;1451,729;178;175,71;865,53;2,83;0,04
17.01.21;10:10:00;6,89;7,57;1484,654;176;177,39;874,81;2,81;0,08
17.01.21;10:20:00;7,06;7,63;1541,206;176;170,41;881,72;2,82;0,00
17.01.21;10:30:00;7,23;7,63;1545,851;171;176,45;882,17;2,78;0,00
17.01.21;10:40:00;6,95;7,54;1490,413;172;180,82;870,95;2,88;0,00
17.01.21;10:50:00;6,35;7,01;1156,047;176;174,46;810,19;2,99;0,03
17.01.21;11:00:00;6,50;7,14;1240,303;176;171,89;825,17;3,03;0,02
17.01.21;11:10:00;6,49;7,07;1187,978;177;172,85;817,42;3,09;0,02
17.01.21;11:20:00;5,88;6,65;856,893;177;181,04;768,90;3,14;0,23
17.01.21;11:30:00;5,55;6,52;716,957;177;173,79;753,50;3,29;0,34
17.01.21;11:40:00;5,21;6,49;569,085;177;171,53;749,31;3,46;0,70
17.01.21;11:50:00;4,97;6,48;444,055;177;167,36;748,26;3,66;1,05
17.01.21;12:00:00;4,76;6,48;371,240;170;159,33;748,36;3,83;1,22
17.01.21;12:10:00;4,72;6,48;374,768;165;174,60;748,16;3,82;1,21
17.01.21;12:20:00;5,28;6,48;526,434;165;177,19;748,12;3,90;0,81
17.01.21;12:30:00;4,64;6,48;297,644;174;174,03;748,09;4,11;1,42
17.01.21;12:40:00;3,88;6,48;131,931;180;182,22;748,16;4,29;1,51
17.01.21;12:50:00;3,84;6,48;96,032;176;168,82;748,15;4,38;1,51
17.01.21;13:00:00;3,00;1,83;-14,592;171;191,88;208,81;4,55;65,24
17.01.21;13:10:00;3,18;0,00;-10,423;185;196,74;2,36;4,82;89,98
17.01.21;13:20:00;2,89;0,00;-8,596;193;193,90;3,82;5,02;89,98
17.01.21;13:30:00;2,78;0,00;-9,813;193;184,19;1,80;5,21;89,98
17.01.21;13:40:00;2,82;0,00;-10,259;181;166,63;2,02;5,31;89,98
17.01.21;13:50:00;2,55;0,00;-9,527;171;218,62;0,91;5,42;88,54
17.01.21;14:00:00;1,70;2,61;-18,856;195;245,15;306,25;5,72;5,01
17.01.21;14:10:00;1,24;0,63;-11,217;204;250,72;90,29;5,93;37,54
17.01.21;14:20:00;1,24;0,00;-8,407;204;225,11;17,18;5,99;45,00
17.01.21;14:30:00;1,75;0,00;-8,271;204;254,45;33,85;6,25;45,00
17.01.21;14:40:00;1,76;0,00;-9,617;204;264,65;21,14;6,59;45,00
17.01.21;14:50:00;1,66;0,00;-8,941;204;255,14;27,03;6,61;45,00
17.01.21;15:00:00;2,04;0,00;-7,988;204;274,34;5,00;6,71;45,00
17.01.21;15:10:00;1,79;0,00;-9,033;204;274,93;4,75;6,75;45,00
17.01.21;15:20:00;2,75;0,00;-7,767;204;283,23;5,77;6,79;45,00
17.01.21;15:30:00;3,10;0,55;-13,132;262;320,88;69,81;7,01;45,00
17.01.21;15:40:00;2,83;0,79;-7,723;289;293,00;91,85;7,20;45,00
17.01.21;15:50:00;3,31;0,80;-6,719;289;314,78;91,92;7,53;45,00
17.01.21;16:00:00;3,25;0,81;-8,851;294;344,29;95,30;7,41;43,71
17.01.21;16:10:00;4,89;6,19;525,618;319;330,31;716,70;7,52;1,63
17.01.21;16:20:00;6,29;6,55;852,760;320;325,67;757,17;7,76;0,05
17.01.21;16:30:00;7,44;7,78;1674,489;320;324,80;899,14;7,79;0,01
17.01.21;16:40:00;8,60;9,72;3200,684;320;323,27;1122,31;7,80;0,01
17.01.21;16:50:00;8,56;9,59;3069,301;320;323,89;1107,24;7,80;0,01
17.01.21;17:00:00;8,26;9,42;2905,119;320;319,62;1088,00;7,80;0,01
17.01.21;17:10:00;8,31;9,48;2967,577;324;326,62;1095,20;7,79;0,00
17.01.21;17:20:00;8,55;9,75;3342,939;325;327,29;1126,59;7,76;0,00
17.01.21;17:30:00;8,09;9,10;2608,166;325;321,50;1050,81;7,79;0,00
17.01.21;17:40:00;7,51;8,61;2196,476;324;317,97;994,43;7,80;0,00
17.01.21;17:50:00;7,76;9,03;2556,181;322;319,99;1043,73;7,80;0,00
17.01.21;18:00:00;7,62;8,74;2305,252;319;312,82;1009,90;7,80;0,00
17.01.21;18:10:00;7,51;8,45;2073,933;316;316,86;975,83;7,80;0,00
17.01.21;18:20:00;7,15;7,92;1692,303;316;319,19;915,09;7,80;0,01
17.01.21;18:30:00;7,38;8,11;1820,750;316;319,23;937,05;7,78;0,01
17.01.21;18:40:00;7,49;8,48;2098,545;316;318,54;978,96;7,73;0,01
17.01.21;18:50:00;7,70;8,77;2333,315;315;314,03;1013,34;7,74;0,01
17.01.21;19:00:00;8,04;9,06;2576,041;315;311,52;1046,22;7,74;0,01
17.01.21;19:10:00;7,64;8,72;2281,406;315;314,66;1007,01;7,73;0,01
17.01.21;19:20:00;7,63;8,64;2231,175;312;309,26;997,65;7,74;0,01
17.01.21;19:30:00;8,58;9,62;3116,737;310;309,45;1111,14;7,71;0,01
17.01.21;19:40:00;8,56;9,63;3102,574;310;313,54;1111,70;7,70;0,01
17.01.21;19:50:00;8,28;9,29;2778,988;310;312,95;1072,78;7,70;0,01
17.01.21;20:00:00;8,18;9,08;2602,246;310;311,84;1049,26;7,71;0,01
17.01.21;20:10:00;8,19;9,19;2699,369;310;314,18;1061,89;7,70;0,01
17.01.21;20:20:00;7,67;8,74;2303,443;310;313,45;1009,73;7,70;0,00
17.01.21;20:30:00;7,45;8,34;1990,324;310;311,08;962,94;7,70;0,00
17.01.21;20:40:00;7,80;8,59;2619,170;302;293,29;992,09;7,54;0,00
17.01.21;20:50:00;9,79;10,11;4810,795;293;303,33;1167,50;7,05;0,00
17.01.21;21:00:00;9,07;9,84;3522,459;296;304,90;1136,05;7,26;0,00
17.01.21;21:10:00;8,02;9,03;2561,158;303;301,17;1042,61;7,38;0,01
17.01.21;21:20:00;7,54;8,30;1963,981;303;302,93;958,61;7,49;0,02
17.01.21;21:30:00;8,55;9,27;2776,762;303;307,32;1071,17;7,51;0,02
17.01.21;21:40:00;8,29;9,10;2616,117;303;308,09;1051,38;7,55;0,02
17.01.21;21:50:00;8,10;8,91;2450,145;303;308,54;1029,39;7,67;0,02
17.01.21;22:00:00;9,11;9,59;3576,020;303;306,80;1108,25;7,40;0,02
17.01.21;22:10:00;11,25;10,10;5923,169;306;307,88;1166,63;6,99;3,48
17.01.21;22:20:00;8,39;9,17;2722,524;322;310,73;1059,33;7,08;0,01
17.01.21;22:30:00;9,38;9,70;3877,333;306;280,65;1120,71;7,06;0,04
17.01.21;22:40:00;7,05;7,81;1697,371;287;298,44;902,66;7,04;-0,03
17.01.21;22:50:00;7,59;8,04;1788,514;296;298,68;929,20;7,40;-0,03
17.01.21;23:00:00;8,00;8,80;2370,706;296;298,52;1016,96;7,50;-0,03
17.01.21;23:10:00;9,54;9,99;4369,318;301;305,71;1154,26;7,61;0,00
17.01.21;23:20:00;10,79;10,11;6060,059;302;308,65;1168,10;7,40;1,31
17.01.21;23:30:00;11,88;10,11;6374,106;309;311,21;1167,38;6,93;3,96
17.01.21;23:40:00;8,05;8,75;2449,535;308;296,47;1010,97;7,21;0,00
17.01.21;23:50:00;8,90;9,91;3685,336;298;296,51;1144,18;7,45;0,00
18.01.21;00:00:00;9,93;10,11;5344,716;298;296,60;1167,57;7,40;0,00
18.01.21;00:10:00;9,39;10,11;4461,238;298;299,19;1167,35;7,42;0,00
18.01.21;00:20:00;9,50;10,11;4673,772;298;296,83;1167,57;7,39;0,00
18.01.21;00:30:00;9,23;10,08;4313,642;298;295,64;1163,96;7,39;0,00
18.01.21;00:40:00;9,07;10,04;3817,873;298;290,77;1159,37;7,37;0,06
18.01.21;00:50:00;9,63;10,11;4410,994;289;295,56;1167,69;7,30;0,06
18.01.21;01:00:00;9,44;10,06;4444,955;295;294,72;1161,90;7,31;0,06
18.01.21;01:10:00;10,19;10,11;5456,407;293;296,02;1167,63;7,27;0,08
18.01.21;01:20:00;9,58;10,11;4795,680;293;289,34;1167,31;7,30;0,00
18.01.21;01:30:00;9,51;10,11;4631,592;289;287,04;1167,48;7,21;0,00
18.01.21;01:40:00;8,66;9,88;3496,213;285;286,73;1140,57;7,26;0,00
18.01.21;01:50:00;8,82;9,94;3743,118;285;278,34;1148,45;7,23;0,00
18.01.21;02:00:00;9,07;10,08;3921,774;280;279,13;1164,38;7,19;0,00
18.01.21;02:10:00;9,43;10,08;4006,289;280;280,98;1164,27;7,15;0,00
18.01.21;02:20:00;8,81;9,90;3670,815;283;286,91;1143,41;7,20;0,00
18.01.21;02:30:00;8,80;9,78;3305,638;280;281,66;1128,93;7,18;0,00
18.01.21;02:40:00;8,91;9,86;3431,518;283;289,86;1138,39;7,20;0,00
18.01.21;02:50:00;8,01;9,27;2850,210;287;281,82;1070,43;7,26;0,00
18.01.21;03:00:00;8,47;9,78;3289,905;282;275,37;1129,42;7,27;0,00
18.01.21;03:10:00;8,17;9,22;2732,929;272;274,54;1064,38;7,23;0,00
18.01.21;03:20:00;8,01;8,93;2547,019;272;271,66;1031,09;7,31;0,04
18.01.21;03:30:00;7,94;9,10;2654,180;275;274,94;1050,93;7,24;0,04
18.01.21;03:40:00;7,68;8,76;2349,004;271;267,28;1011,95;7,27;0,04
18.01.21;03:50:00;7,56;8,58;2187,008;269;262,50;990,74;7,34;0,04
18.01.21;04:00:00;7,94;9,00;2569,554;266;265,28;1040,08;7,38;0,04
18.01.21;04:10:00;8,76;9,65;3172,882;266;268,28;1114,30;7,28;0,03
18.01.21;04:20:00;7,80;8,87;2425,777;263;258,95;1024,88;7,40;0,05
18.01.21;04:30:00;8,05;9,28;2785,705;259;253,93;1072,23;7,41;0,05
18.01.21;04:40:00;8,70;9,77;3404,827;256;256,16;1128,58;7,41;0,05
18.01.21;04:50:00;9,77;10,11;4752,881;256;260,71;1167,59;7,39;0,02
18.01.21;05:00:00;10,64;10,11;6073,527;260;266,52;1167,67;7,34;0,18
18.01.21;05:10:00;10,14;10,11;5107,409;259;252,38;1167,40;7,36;0,00
18.01.21;05:20:00;10,73;10,11;5821,027;256;255,47;1167,56;7,26;0,13
18.01.21;05:30:00;10,32;10,11;5518,060;256;254,89;1167,50;7,35;0,05
18.01.21;05:40:00;9,34;10,07;4071,459;256;255,27;1163,10;7,28;0,03
18.01.21;05:50:00;9,38;10,09;4027,766;256;248,61;1165,03;7,25;0,03
18.01.21;06:00:00;9,44;9,99;4109,076;246;242,58;1153,62;7,15;0,15
18.01.21;06:10:00;11,15;10,11;5997,365;258;251,10;1167,25;7,10;1,28
18.01.21;06:20:00;10,92;10,11;5716,185;254;263,42;1167,50;6,96;1,51
18.01.21;06:30:00;10,31;10,11;5148,111;260;246,20;1167,18;7,05;0,11
18.01.21;06:40:00;10,34;10,00;4816,998;256;258,37;1154,40;6,98;0,01
18.01.21;06:50:00;10,85;10,11;5771,953;256;250,05;1167,80;7,06;0,26
18.01.21;07:00:00;11,09;10,11;6175,341;254;249,68;1167,81;7,10;0,64
18.01.21;07:10:00;11,65;10,11;6337,485;250;262,52;1167,67;7,09;2,23
18.01.21;07:20:00;11,16;10,11;6333,581;258;259,56;1167,69;7,11;1,53
18.01.21;07:30:00;11,62;10,11;6360,007;258;261,65;1168,02;7,19;3,21
18.01.21;07:40:00;11,64;10,11;6373,733;258;263,06;1167,53;7,35;3,86
18.01.21;07:50:00;11,63;10,11;6378,374;258;262,61;1167,48;7,40;4,43
18.01.21;08:00:00;11,93;10,11;6382,557;258;262,64;1168,02;7,40;4,94
18.01.21;08:10:00;11,56;10,11;6379,555;258;261,25;1167,37;7,48;5,00
18.01.21;08:20:00;12,58;10,11;6381,616;258;261,23;1167,83;7,42;7,20
18.01.21;08:30:00;12,21;10,11;6366,736;259;264,13;1167,53;7,44;6,42
18.01.21;08:40:00;11,87;10,11;6352,335;263;257,98;1167,30;7,45;5,77
18.01.21;08:50:00;12,13;10,11;6360,921;263;250,92;1167,57;7,54;6,58
18.01.21;09:00:00;12,60;10,11;6366,796;257;262,87;1167,79;7,52;7,06
18.01.21;09:10:00;12,93;10,11;6347,301;259;268,50;1167,29;7,52;7,28
18.01.21;09:20:00;12,87;10,11;6357,595;264;260,85;1167,73;7,59;7,62
18.01.21;09:30:00;12,74;10,11;6358,585;264;262,02;1167,50;7,56;7,44
18.01.21;09:40:00;12,61;10,11;6349,016;263;256,07;1167,18;7,49;7,09
18.01.21;09:50:00;12,65;10,11;6351,284;260;262,41;1167,91;7,41;7,19
18.01.21;10:00:00;12,82;10,11;6351,460;260;259,62;1167,38;7,40;7,09
18.01.21;10:10:00;13,20;10,11;6357,035;260;257,89;1167,67;7,38;8,18
18.01.21;10:20:00;12,51;10,11;6356,597;260;261,04;1167,35;7,20;6,76
18.01.21;10:30:00;12,09;10,11;6364,298;260;257,38;1167,45;7,17;5,55
18.01.21;10:40:00;12,31;10,11;6381,141;260;259,40;1167,69;7,19;6,08
18.01.21;10:50:00;12,37;10,11;6375,819;267;264,93;1167,44;7,19;6,17
18.01.21;11:00:00;12,32;10,11;6376,176;260;264,03;1167,89;7,23;5,58
18.01.21;11:10:00;12,63;10,11;6376,240;265;268,32;1167,39;7,11;6,71
18.01.21;11:20:00;12,21;10,11;6379,779;268;267,55;1167,36;7,05;5,99
18.01.21;11:30:00;11,36;10,11;6375,654;268;263,26;1167,36;7,08;3,30
18.01.21;11:40:00;11,26;10,11;6355,010;268;260,30;1167,57;7,10;2,21
18.01.21;11:50:00;11,46;10,11;6369,349;265;261,90;1167,77;7,20;3,36
18.01.21;12:00:00;11,90;10,11;6382,278;265;266,23;1167,82;7,19;5,46
18.01.21;12:10:00;12,69;10,11;6380,518;265;268,17;1167,52;7,22;6,97
18.01.21;12:20:00;12,45;10,11;6380,198;265;265,75;1168,16;7,26;6,50
18.01.21;12:30:00;14,20;10,11;6363,858;269;269,15;1167,41;7,02;10,20
18.01.21;12:40:00;12,42;10,11;5440,139;269;266,02;1167,15;6,97;8,36
18.01.21;12:50:00;10,94;10,11;5160,532;267;259,08;1167,18;6,97;4,82
18.01.21;13:00:00;11,80;10,12;5261,698;265;259,31;1168,26;7,19;6,99
18.01.21;13:10:00;13,06;10,11;5172,745;265;268,21;1167,57;7,28;9,89
18.01.21;13:20:00;13,27;10,11;5141,681;265;269,28;1167,52;7,38;9,97
18.01.21;13:30:00;13,04;10,11;5143,400;267;268,79;1167,48;7,42;9,70
18.01.21;13:40:00;13,13;10,11;5247,929;265;267,98;1167,51;7,40;10,21
18.01.21;13:50:00;13,75;10,11;5307,973;265;268,93;1167,27;7,35;11,19
18.01.21;14:00:00;13,75;10,11;5309,013;265;268,21;1167,55;7,34;10,95
18.01.21;14:10:00;13,06;10,11;5308,817;265;264,79;1167,35;7,37;10,38
18.01.21;14:20:00;13,17;10,11;5311,150;265;263,39;1167,83;7,40;10,31
18.01.21;14:30:00;12,93;10,11;5305,467;265;260,54;1167,07;7,39;9,78
18.01.21;14:40:00;12,70;10,11;5307,358;265;261,52;1167,38;7,41;9,56
18.01.21;14:50:00;12,84;10,11;5309,589;265;264,02;1167,31;7,40;9,20
18.01.21;15:00:00;13,33;10,11;5311,431;265;267,63;1168,01;7,38;9,79
18.01.21;15:10:00;13,32;10,11;5308,850;265;268,43;1167,20;7,40;10,08
18.01.21;15:20:00;12,93;10,11;5231,918;265;270,11;1167,31;7,33;9,16
18.01.21;15:30:00;13,14;10,11;5142,299;265;267,38;1167,77;7,31;10,05
18.01.21;15:40:00;13,20;10,11;5141,769;265;264,30;1167,73;7,37;9,96
18.01.21;15:50:00;13,65;10,10;5138,439;265;262,94;1166,92;7,39;10,62
18.01.21;16:00:00;13,47;10,11;5142,691;265;260,46;1167,87;7,41;10,28
18.01.21;16:10:00;14,31;10,11;5142,111;263;259,12;1167,29;7,11;11,63
18.01.21;16:20:00;12,51;10,11;5140,001;267;261,85;1167,05;7,10;8,80
18.01.21;16:30:00;12,96;10,11;5146,955;266;268,63;1168,11;7,03;9,17
18.01.21;16:40:00;13,20;10,11;5181,629;269;269,62;1167,14;7,04;10,07
18.01.21;16:50:00;13,44;10,11;5310,777;269;268,87;1167,59;7,13;10,06
18.01.21;17:00:00;13,01;10,11;5306,387;269;268,78;1167,36;7,26;9,64
18.01.21;17:10:00;12,67;10,11;5407,657;268;261,35;1167,44;7,22;8,71
18.01.21;17:20:00;13,36;10,11;5949,055;267;268,43;1167,59;7,16;8,98
18.01.21;17:30:00;13,51;10,11;5911,859;263;263,51;1167,69;7,14;9,35
18.01.21;17:40:00;13,20;10,11;5905,388;263;264,79;1167,33;7,22;9,20
18.01.21;17:50:00;14,00;10,11;5779,201;263;264,09;1167,80;7,32;10,54
18.01.21;18:00:00;13,55;10,10;5713,592;264;263,12;1166,99;7,18;9,34
18.01.21;18:10:00;12,76;10,11;5834,555;262;261,47;1168,14;7,13;8,72
18.01.21;18:20:00;13,82;10,11;5719,345;262;264,89;1167,10;7,10;10,62
18.01.21;18:30:00;11,70;10,11;5734,493;269;267,51;1167,11;7,09;5,50
18.01.21;18:40:00;12,50;10,11;6089,523;266;268,22;1168,10;7,18;7,41
18.01.21;18:50:00;12,13;10,11;5989,347;266;256,74;1167,39;7,19;6,94
18.01.21;19:00:00;11,76;10,11;5731,450;263;270,72;1167,41;7,20;6,58
18.01.21;19:10:00;13,45;10,11;5758,989;267;264,13;1167,88;7,09;9,14
18.01.21;19:20:00;10,82;10,08;5118,623;266;274,58;1164,26;7,04;1,77
18.01.21;19:30:00;11,27;10,11;5471,834;266;266,24;1167,78;7,11;4,16
18.01.21;19:40:00;11,81;10,11;6359,609;264;260,62;1167,39;7,22;5,57
18.01.21;19:50:00;12,09;10,11;6380,478;261;253,74;1167,93;7,31;6,00
18.01.21;20:00:00;12,32;10,11;6376,835;254;252,96;1167,67;7,27;6,61
18.01.21;20:10:00;12,48;10,11;6345,893;257;258,33;1167,79;7,31;6,80
18.01.21;20:20:00;13,24;10,11;6353,143;258;260,90;1167,54;7,38;8,61
18.01.21;20:30:00;12,44;10,11;6341,261;258;256,95;1167,44;7,40;7,11
18.01.21;20:40:00;12,31;10,11;6344,763;258;254,92;1167,49;7,28;6,64
18.01.21;20:50:00;13,30;10,11;6363,149;253;255,93;1168,02;7,23;8,50
18.01.21;21:00:00;13,31;10,11;6338,699;254;256,96;1167,58;7,19;8,85
18.01.21;21:10:00;13,20;10,11;6339,785;257;249,61;1167,47;7,20;8,57
18.01.21;21:20:00;13,97;10,11;6355,933;252;254,54;1167,79;7,18;10,41
18.01.21;21:30:00;13,01;10,10;6346,645;254;260,78;1166,67;7,10;8,55
18.01.21;21:40:00;12,49;10,11;6339,527;254;253,51;1167,69;7,12;7,61
18.01.21;21:50:00;12,17;10,11;6340,960;254;252,92;1167,82;7,15;7,19
18.01.21;22:00:00;12,26;10,11;6339,178;254;254,04;1167,49;7,10;6,94
18.01.21;22:10:00;12,48;10,11;6347,190;254;254,97;1167,80;7,11;7,83
18.01.21;22:20:00;12,11;10,11;6343,184;254;252,78;1167,58;7,06;6,69
18.01.21;22:30:00;12,32;10,11;6346,330;251;242,44;1167,40;7,00;6,59
18.01.21;22:40:00;12,27;10,11;6358,949;254;259,07;1167,33;6,72;5,83
18.01.21;22:50:00;11,85;10,11;6360,457;255;259,10;1167,41;6,93;3,38
18.01.21;23:00:00;11,84;10,11;6349,738;252;250,03;1167,72;7,06;4,44
18.01.21;23:10:00;11,85;10,11;6378,514;253;248,08;1167,39;7,09;5,15
18.01.21;23:20:00;11,29;10,11;6349,481;248;243,34;1167,63;7,09;3,38
18.01.21;23:30:00;12,38;10,11;6380,940;243;246,15;1167,87;6,91;5,18
18.01.21;23:40:00;12,05;10,11;6376,874;249;244,38;1167,34;7,01;5,27
18.01.21;23:50:00;12,57;10,11;6364,362;246;250,68;1167,73;7,01;5,75
19.01.21;00:00:00;12,19;10,11;6353,506;251;252,62;1167,16;6,72;4,51
19.01.21;00:10:00;12,28;10,12;6288,782;244;239,91;1168,39;6,82;5,43
19.01.21;00:20:00;12,23;10,11;6368,827;243;245,01;1167,09;6,99;6,95
19.01.21;00:30:00;12,11;10,11;6356,425;245;242,04;1167,53;7,03;6,58
19.01.21;00:40:00;12,21;10,11;6363,077;245;239,12;1167,67;7,05;7,04
19.01.21;00:50:00;11,86;10,11;6376,844;240;237,82;1167,72;7,04;6,08
19.01.21;01:00:00;11,21;10,11;6342,596;240;236,53;1167,10;7,03;3,04
19.01.21;01:10:00;10,97;10,11;6071,199;236;232,89;1167,90;7,06;2,07
19.01.21;01:20:00;11,21;10,10;6089,690;234;221,87;1167,02;7,07;3,35
19.01.21;01:30:00;11,05;10,11;6072,731;221;219,82;1167,99;6,75;3,14
19.01.21;01:40:00;11,36;10,11;6371,512;220;220,81;1167,77;6,69;3,39
19.01.21;01:50:00;11,66;10,11;6379,382;216;210,17;1167,74;6,56;4,31
19.01.21;02:00:00;12,39;10,11;6380,949;212;214,36;1167,59;6,24;6,33
19.01.21;02:10:00;12,78;10,11;6377,041;214;224,59;1167,87;6,16;7,10
19.01.21;02:20:00;12,31;10,11;5764,484;221;220,01;1167,57;6,18;7,53
19.01.21;02:30:00;11,96;10,11;5312,222;221;217,32;1167,57;6,30;7,29
19.01.21;02:40:00;12,55;10,11;5282,620;215;214,81;1167,95;6,17;8,14
19.01.21;02:50:00;12,52;10,11;5260,993;213;216,88;1167,32;6,13;8,68
19.01.21;03:00:00;13,33;10,11;5262,455;213;214,62;1167,43;6,22;9,93
19.01.21;03:10:00;14,07;10,11;5265,012;213;213,30;1168,06;6,23;11,33
19.01.21;03:20:00;13,97;10,11;5264,029;213;211,74;1167,62;6,17;11,32
19.01.21;03:30:00;13,17;10,10;5259,642;213;212,71;1166,81;6,08;9,86
19.01.21;03:40:00;13,97;10,11;5262,910;213;209,11;1167,95;6,23;11,25
19.01.21;03:50:00;14,98;10,11;5375,215;213;210,71;1167,86;6,25;12,54
19.01.21;04:00:00;14,96;10,11;5432,762;213;209,57;1167,10;6,33;12,48
19.01.21;04:10:00;14,16;10,11;5434,670;213;212,91;1167,48;6,41;11,45
19.01.21;04:20:00;14,36;10,11;5435,003;213;212,56;1167,67;6,42;11,69
19.01.21;04:30:00;14,63;10,11;5433,593;213;216,16;1167,68;6,45;11,77
19.01.21;04:40:00;14,41;10,11;5355,712;213;215,94;1167,72;6,57;11,95
19.01.21;04:50:00;14,63;10,11;5263,777;213;218,27;1167,59;6,57;11,87
19.01.21;05:00:00;14,56;10,11;5263,666;213;218,44;1167,64;6,50;11,85
19.01.21;05:10:00;14,95;10,11;5262,139;215;223,98;1167,17;6,45;12,22
19.01.21;05:20:00;14,48;10,12;5264,822;220;215,32;1168,18;6,43;11,94
19.01.21;05:30:00;15,16;10,11;5259,866;220;215,92;1167,24;6,40;12,97
19.01.21;05:40:00;14,75;10,11;5264,227;220;218,28;1167,70;6,41;12,29
19.01.21;05:50:00;15,62;10,11;5262,750;220;219,22;1167,70;6,39;13,75
19.01.21;06:00:00;16,62;10,11;5263,548;220;217,01;1167,76;6,33;14,60
19.01.21;06:10:00;16,17;10,11;5263,919;220;217,48;1167,21;6,31;14,11
19.01.21;06:20:00;14,77;10,11;5265,517;220;217,03;1167,94;6,32;12,31
19.01.21;06:30:00;17,11;10,11;5260,869;218;211,03;1167,93;6,27;15,21
19.01.21;06:40:00;17,65;10,11;5262,985;216;210,60;1167,50;6,19;15,72
19.01.21;06:50:00;16,74;10,11;5265,861;212;214,79;1167,54;6,09;14,94
19.01.21;07:00:00;16,04;10,11;5264,423;212;212,16;1167,31;6,10;14,31
19.01.21;07:10:00;16,10;10,11;5263,894;212;207,51;1167,43;6,09;13,90
19.01.21;07:20:00;15,53;10,11;5372,713;208;204,64;1167,37;6,04;13,19
19.01.21;07:30:00;15,24;10,11;5437,078;208;212,71;1167,35;6,07;12,59
19.01.21;07:40:00;14,92;10,11;5437,518;212;205,80;1167,85;6,11;12,44
19.01.21;07:50:00;14,81;10,11;5435,393;212;204,60;1167,35;6,08;12,10
19.01.21;08:00:00;13,20;10,10;5436,502;212;208,10;1167,03;6,10;9,75
19.01.21;08:10:00;12,17;10,11;5440,803;212;208,52;1167,35;6,10;7,41
19.01.21;08:20:00;11,67;10,11;5364,824;212;213,17;1167,37;6,08;6,27
19.01.21;08:30:00;10,84;10,11;5418,013;213;222,14;1167,06;6,09;2,56
19.01.21;08:40:00;10,11;10,07;4848,112;218;219,53;1162,64;6,30;0,11
19.01.21;08:50:00;10,36;10,11;5261,078;218;220,62;1167,18;6,41;0,12
19.01.21;09:00:00;10,70;10,11;5477,338;218;219,90;1167,86;6,60;0,26
19.01.21;09:10:00;12,77;10,12;6367,710;220;225,38;1168,91;6,74;6,86
19.01.21;09:20:00;14,03;10,11;6065,618;224;221,93;1167,88;6,96;10,16
19.01.21;09:30:00;13,93;10,11;5292,103;224;229,16;1167,51;7,03;10,73
19.01.21;09:40:00;13,66;10,11;5346,980;231;229,70;1167,68;7,05;10,50
19.01.21;09:50:00;14,97;10,11;5301,129;231;225,15;1167,57;7,08;12,36
