Datum (Anlage);Zeit (Anlage);Identifier (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
01.05.22;00:00:00;bw68;2,30;0,56;-22,583;305;313,27;64,90;8,51;45,02
01.05.22;00:10:00;bw68;2,64;0,60;-23,398;305;312,98;69,94;8,50;45,02
01.05.22;00:20:00;bw68;2,75;0,62;-22,569;305;312,53;72,55;8,47;45,02
01.05.22;00:30:00;bw68;3,08;0,70;-22,558;305;323,88;81,49;8,41;45,02
01.05.22;00:40:00;bw68;3,12;0,73;-23,442;305;322,86;84,90;8,39;45,02
01.05.22;00:50:00;bw68;3,08;0,70;-22,620;305;323,10;81,69;8,35;45,02
01.05.22;01:00:00;bw68;2,76;0,60;-22,613;305;326,25;69,98;8,35;45,02
01.05.22;01:10:00;bw68;2,73;0,56;-23,461;305;328,10;64,74;8,37;45,02
01.05.22;01:20:00;bw68;2,58;0,52;-22,600;305;328,22;60,13;8,34;45,02
01.05.22;01:30:00;bw68;2,59;0,52;-22,546;305;328,58;60,45;8,25;45,02
01.05.22;01:40:00;bw68;2,56;0,56;-23,406;305;321,70;65,22;8,22;45,02
01.05.22;01:50:00;bw68;2,65;0,61;-22,541;305;317,77;71,48;8,18;45,02
01.05.22;02:00:00;bw68;2,49;0,59;-22,529;305;313,14;68,44;8,21;45,02
01.05.22;02:10:00;bw68;2,35;0,54;-23,450;305;310,78;62,86;8,17;45,02
01.05.22;02:20:00;bw68;2,60;0,62;-22,553;305;300,31;72,26;8,19;45,02
01.05.22;02:30:00;bw68;2,46;0,55;-22,552;305;292,97;64,37;8,27;45,02
01.05.22;02:40:00;bw68;2,31;0,46;-23,451;305;283,99;62,01;8,29;45,02
01.05.22;02:50:00;bw68;2,66;0,48;-22,561;305;299,47;64,30;8,24;45,02
01.05.22;03:00:00;bw68;2,67;0,51;-22,343;305;293,17;67,26;8,29;45,02
01.05.22;03:10:00;bw68;2,62;0,54;-22,995;305;284,85;62,36;8,29;45,02
01.05.22;03:20:00;bw68;2,17;0,29;-22,108;305;268,46;50,49;8,38;45,02
01.05.22;03:30:00;bw68;2,09;0,27;-22,067;305;304,77;50,70;8,36;45,02
01.05.22;03:40:00;bw68;2,52;0,50;-23,031;305;316,92;63,61;8,20;45,02
01.05.22;03:50:00;bw68;1,57;0,07;-20,945;305;273,90;33,85;8,37;45,02
01.05.22;04:00:00;bw68;2,81;0,68;-20,552;305;290,35;78,41;8,17;45,02
01.05.22;04:10:00;bw68;1,95;0,12;-21,396;305;287,64;37,10;8,17;45,02
01.05.22;04:20:00;bw68;2,53;0,44;-20,471;305;302,73;60,17;8,16;45,02
01.05.22;04:30:00;bw68;2,80;0,51;-19,133;305;328,59;62,20;8,13;45,02
01.05.22;04:40:00;bw68;2,87;0,56;-20,003;298;299,83;67,73;8,10;45,02
01.05.22;04:50:00;bw68;3,03;0,62;-19,297;309;325,04;73,09;8,10;45,02
01.05.22;05:00:00;bw68;3,03;0,67;-18,531;312;307,44;78,48;7,94;45,02
01.05.22;05:10:00;bw68;2,63;0,58;-20,311;302;288,10;67,79;8,08;45,02
01.05.22;05:20:00;bw68;2,80;0,52;-18,543;301;311,87;66,68;8,03;45,02
01.05.22;05:30:00;bw68;3,09;0,59;-19,589;305;340,83;71,48;8,11;45,02
01.05.22;05:40:00;bw68;3,11;0,65;-21,554;318;293,93;75,65;8,11;45,02
01.05.22;05:50:00;bw68;2,52;0,55;-19,582;318;312,11;64,92;8,05;45,02
01.05.22;06:00:00;bw68;3,09;0,68;-19,294;308;301,09;79,20;8,01;45,02
01.05.22;06:10:00;bw68;1,81;0,19;-19,685;305;310,22;47,19;8,05;45,02
01.05.22;06:20:00;bw68;2,50;0,30;-18,506;305;332,09;50,66;8,11;45,02
01.05.22;06:30:00;bw68;2,32;0,34;-18,474;305;328,44;50,81;8,11;45,02
01.05.22;06:40:00;bw68;2,30;0,30;-19,685;305;330,96;49,12;8,15;45,02
01.05.22;06:50:00;bw68;2,36;0,44;-18,635;305;316,27;59,62;8,14;45,02
01.05.22;07:00:00;bw68;2,20;0,49;-18,644;305;285,09;60,00;8,19;45,02
01.05.22;07:10:00;bw68;2,29;0,56;-19,898;305;301,19;65,46;8,22;45,02
01.05.22;07:20:00;bw68;2,77;0,63;-18,667;305;297,00;73,30;8,13;45,02
01.05.22;07:30:00;bw68;3,01;0,59;-21,006;282;298,91;69,25;8,28;45,02
01.05.22;07:40:00;bw68;2,04;0,33;-19,889;287;306,99;49,92;8,34;45,02
01.05.22;07:50:00;bw68;1,13;0,00;-18,646;287;311,50;11,48;8,63;45,02
01.05.22;08:00:00;bw68;0,48;0,00;-18,670;287;320,24;0,62;8,90;45,02
01.05.22;08:10:00;bw68;0,59;0,00;-19,875;287;270,47;0,96;9,72;45,02
01.05.22;08:20:00;bw68;2,16;0,17;-18,661;287;255,30;45,16;9,59;45,02
01.05.22;08:30:00;bw68;1,92;0,00;-18,599;287;239,35;23,93;9,37;45,02
01.05.22;08:40:00;bw68;1,37;0,00;-19,877;287;235,71;3,91;9,57;45,02
01.05.22;08:50:00;bw68;0,89;0,00;-18,550;287;219,08;0,65;9,44;45,02
01.05.22;09:00:00;bw68;0,66;0,00;-18,576;287;221,44;0,62;9,42;45,02
01.05.22;09:10:00;bw68;0,59;0,00;-19,837;287;222,09;0,64;9,93;45,02
01.05.22;09:20:00;bw68;0,51;0,00;-18,636;287;220,70;0,64;10,28;45,02
01.05.22;09:30:00;bw68;0,79;0,00;-18,623;287;205,57;0,61;9,44;45,02
01.05.22;09:40:00;bw68;1,92;0,00;-19,961;287;227,35;0,64;9,18;45,02
01.05.22;09:50:00;bw68;1,34;0,00;-18,633;287;225,14;0,65;9,47;45,02
01.05.22;10:00:00;bw68;1,24;0,00;-18,603;287;222,02;0,62;9,58;45,02
01.05.22;10:10:00;bw68;1,18;0,00;-19,894;287;226,13;0,64;9,52;45,02
01.05.22;10:20:00;bw68;1,34;0,00;-18,562;287;228,85;0,65;9,62;45,02
01.05.22;10:30:00;bw68;1,64;0,00;-18,535;287;234,75;0,71;9,50;45,02
01.05.22;10:40:00;bw68;1,78;0,00;-19,888;287;227,14;0,65;9,45;45,02
01.05.22;10:50:00;bw68;1,36;0,00;-18,547;287;223,28;0,65;9,56;45,02
01.05.22;11:00:00;bw68;1,21;0,00;-18,522;287;229,44;0,62;9,86;45,02
01.05.22;11:10:00;bw68;1,45;0,00;-19,874;287;237,59;7,97;10,14;45,02
01.05.22;11:20:00;bw68;1,47;0,00;-18,587;287;237,00;7,92;10,27;45,02
01.05.22;11:30:00;bw68;1,57;0,00;-18,565;287;235,53;9,25;10,15;45,02
01.05.22;11:40:00;bw68;1,33;0,00;-19,933;287;233,59;0,66;9,96;45,02
01.05.22;11:50:00;bw68;1,09;0,00;-18,583;287;228,92;0,66;10,25;45,02
01.05.22;12:00:00;bw68;1,03;0,00;-18,556;287;251,09;0,64;10,61;45,02
01.05.22;12:10:00;bw68;1,01;0,00;-20,033;287;261,23;0,67;10,81;45,02
01.05.22;12:20:00;bw68;0,63;0,00;-18,674;287;241,97;0,67;10,87;45,02
01.05.22;12:30:00;bw68;0,70;0,00;-18,633;287;304,53;0,64;10,61;45,02
01.05.22;12:40:00;bw68;0,60;0,00;-19,968;287;249,07;0,67;10,81;45,02
01.05.22;12:50:00;bw68;0,51;0,00;-18,705;287;326,82;0,68;10,79;45,02
01.05.22;13:00:00;bw68;0,53;0,00;-18,641;287;308,10;0,65;10,77;45,02
01.05.22;13:10:00;bw68;0,57;0,00;-20,103;287;302,66;0,56;10,76;45,02
01.05.22;13:20:00;bw68;0,59;0,00;-18,764;287;342,52;0,52;10,71;45,02
01.05.22;13:30:00;bw68;0,42;0,00;-18,813;287;15,08;0,47;10,80;45,02
01.05.22;13:40:00;bw68;0,59;0,00;-20,042;287;299,68;0,49;10,73;45,02
01.05.22;13:50:00;bw68;0,67;0,00;-18,663;287;303,41;0,49;10,52;45,02
01.05.22;14:00:00;bw68;0,85;0,00;-18,760;287;326,18;0,45;10,31;45,02
01.05.22;14:10:00;bw68;1,17;0,00;-20,138;287;348,92;0,47;10,41;45,02
01.05.22;14:20:00;bw68;0,60;0,00;-18,825;287;352,18;0,48;10,60;45,02
01.05.22;14:30:00;bw68;0,39;0,00;-18,743;287;13,33;0,50;10,78;45,02
01.05.22;14:40:00;bw68;0,41;0,00;-20,030;287;20,18;0,60;10,80;45,02
01.05.22;14:50:00;bw68;0,70;0,00;-18,674;287;356,61;0,63;10,51;45,02
01.05.22;15:00:00;bw68;0,50;0,00;-18,764;287;45,23;0,62;10,63;45,02
01.05.22;15:10:00;bw68;0,50;0,00;-20,145;287;9,66;0,64;10,42;45,02
01.05.22;15:20:00;bw68;0,48;0,00;-18,688;287;85,34;0,66;10,85;45,02
01.05.22;15:30:00;bw68;0,53;0,00;-18,684;287;15,94;0,65;10,76;45,02
01.05.22;15:40:00;bw68;0,49;0,00;-20,090;287;329,00;0,65;10,56;45,02
01.05.22;15:50:00;bw68;0,84;0,00;-18,798;287;357,12;0,67;10,35;45,02
01.05.22;16:00:00;bw68;0,59;0,00;-18,686;287;0,50;0,66;10,51;45,02
01.05.22;16:10:00;bw68;0,50;0,00;-20,078;287;359,23;0,66;10,41;45,02
01.05.22;16:20:00;bw68;0,94;0,00;-18,770;287;16,89;0,68;10,21;45,02
01.05.22;16:30:00;bw68;1,13;0,00;-18,683;287;46,44;0,68;9,48;45,02
01.05.22;16:40:00;bw68;2,00;0,00;-20,079;287;48,42;0,66;9,05;45,02
01.05.22;16:50:00;bw68;2,12;0,00;-18,695;287;45,55;0,68;8,97;45,02
01.05.22;17:00:00;bw68;1,84;0,00;-18,784;287;47,59;0,68;8,96;45,02
01.05.22;17:10:00;bw68;2,07;0,00;-20,025;287;45,52;0,66;8,95;45,02
01.05.22;17:20:00;bw68;1,61;0,00;-18,680;287;35,08;0,68;8,99;45,02
01.05.22;17:30:00;bw68;1,98;0,00;-18,706;287;34,14;0,69;9,11;45,02
01.05.22;17:40:00;bw68;1,77;0,00;-20,197;287;35,29;0,65;9,08;45,02
01.05.22;17:50:00;bw68;1,91;0,00;-18,680;287;31,96;0,68;9,08;45,02
01.05.22;18:00:00;bw68;2,06;0,00;-18,697;287;26,51;0,69;9,15;45,02
01.05.22;18:10:00;bw68;2,54;0,00;-20,059;287;21,50;0,65;9,38;45,02
01.05.22;18:20:00;bw68;2,83;0,02;-23,416;311;99,67;7,98;9,78;45,02
01.05.22;18:30:00;bw68;2,22;0,49;-19,101;28;24,25;57,63;11,61;45,02
01.05.22;18:40:00;bw68;2,60;0,58;-20,149;28;16,03;67,75;11,97;45,02
01.05.22;18:50:00;bw68;2,55;0,56;-18,679;28;15,48;65,60;12,12;45,02
01.05.22;19:00:00;bw68;2,02;0,26;-18,670;28;9,81;51,34;12,33;45,02
01.05.22;19:10:00;bw68;2,33;0,50;-20,084;28;18,39;60,03;12,20;45,02
01.05.22;19:20:00;bw68;2,19;0,50;-18,709;28;17,25;58,67;11,73;45,02
01.05.22;19:30:00;bw68;2,11;0,46;-18,674;28;21,75;56,43;11,27;45,02
01.05.22;19:40:00;bw68;2,14;0,52;-20,105;28;29,23;60,61;10,75;45,02
01.05.22;19:50:00;bw68;2,54;0,57;-18,672;28;43,20;66,66;10,10;45,02
01.05.22;20:00:00;bw68;3,07;0,65;-18,721;28;49,31;75,84;9,70;45,02
01.05.22;20:10:00;bw68;3,66;3,18;3,747;35;50,29;369,94;9,60;23,61
01.05.22;20:20:00;bw68;4,10;6,48;78,245;42;51,86;748,96;9,60;1,53
01.05.22;20:30:00;bw68;4,64;6,48;185,466;45;54,23;748,89;9,52;1,53
01.05.22;20:40:00;bw68;4,62;6,48;164,806;45;56,57;748,79;9,52;1,53
01.05.22;20:50:00;bw68;4,28;6,48;83,708;46;69,26;748,60;9,53;1,53
01.05.22;21:00:00;bw68;3,96;6,48;49,570;55;65,71;748,97;9,57;1,53
01.05.22;21:10:00;bw68;4,01;6,48;99,798;55;65,00;748,66;9,53;1,52
01.05.22;21:20:00;bw68;3,53;6,48;21,500;56;64,27;748,64;9,54;1,52
01.05.22;21:30:00;bw68;3,70;6,48;3,398;56;67,56;748,82;9,52;1,52
01.05.22;21:40:00;bw68;3,27;6,48;-14,712;56;66,89;748,74;9,50;1,52
01.05.22;21:50:00;bw68;3,21;5,92;-26,905;59;74,91;682,24;9,50;6,40
01.05.22;22:00:00;bw68;3,12;0,62;-24,992;61;87,99;72,70;9,51;45,01
01.05.22;22:10:00;bw68;2,64;0,59;-19,106;61;81,56;68,39;9,50;45,01
01.05.22;22:20:00;bw68;2,87;0,60;-19,231;61;83,92;70,47;9,45;45,01
01.05.22;22:30:00;bw68;2,47;0,55;-19,396;61;77,71;63,99;9,50;45,01
01.05.22;22:40:00;bw68;2,10;0,43;-18,810;61;80,14;54,45;9,50;45,01
01.05.22;22:50:00;bw68;2,27;0,37;-19,169;61;84,63;52,24;9,50;45,01
01.05.22;23:00:00;bw68;2,54;0,42;-19,274;61;88,77;57,93;9,50;45,01
01.05.22;23:10:00;bw68;2,58;0,42;-18,532;61;93,35;53,77;9,50;45,01
01.05.22;23:20:00;bw68;2,36;0,06;-18,917;61;102,00;43,49;9,52;45,01
01.05.22;23:30:00;bw68;2,53;0,01;-19,107;61;103,57;38,75;9,50;45,01
01.05.22;23:40:00;bw68;2,58;0,01;-18,511;61;102,16;42,67;9,51;45,01
01.05.22;23:50:00;bw68;2,80;0,04;-20,114;63;130,61;44,79;9,52;45,01
02.05.22;00:00:00;bw68;2,46;0,61;-19,492;98;98,71;70,99;9,29;45,01
02.05.22;00:10:00;bw68;2,63;0,65;-6,412;98;105,43;75,56;9,30;45,01
02.05.22;00:20:00;bw68;2,49;0,57;-6,613;98;110,66;67,05;9,29;45,01
02.05.22;00:30:00;bw68;2,48;0,54;-6,781;98;115,42;62,93;9,29;45,01
02.05.22;00:40:00;bw68;2,36;0,49;-5,400;98;120,87;57,41;9,30;45,01
02.05.22;00:50:00;bw68;2,19;0,35;-6,307;98;120,55;53,59;9,28;45,01
02.05.22;01:00:00;bw68;2,07;0,01;-6,867;98;126,40;44,03;9,29;45,01
02.05.22;01:10:00;bw68;1,95;0,00;-5,529;98;128,75;40,60;9,26;45,01
02.05.22;01:20:00;bw68;1,75;0,00;-6,662;98;131,00;25,60;9,45;45,01
02.05.22;01:30:00;bw68;1,52;0,00;-7,133;98;131,07;12,38;9,43;45,01
02.05.22;01:40:00;bw68;1,46;0,00;-5,522;98;138,50;5,46;9,55;45,01
02.05.22;01:50:00;bw68;1,93;0,00;-6,683;98;141,97;8,17;9,42;45,01
02.05.22;02:00:00;bw68;1,99;0,00;-7,148;98;140,63;15,04;9,42;45,01
02.05.22;02:10:00;bw68;2,12;0,00;-5,560;98;131,93;36,26;9,28;45,01
02.05.22;02:20:00;bw68;2,07;0,00;-6,713;98;130,45;41,26;9,20;45,01
02.05.22;02:30:00;bw68;2,09;0,00;-7,132;98;128,06;43,67;9,09;45,01
02.05.22;02:40:00;bw68;2,16;0,00;-5,716;98;126,90;44,64;9,00;45,01
02.05.22;02:50:00;bw68;2,07;0,00;-6,716;98;126,13;43,37;9,00;45,01
02.05.22;03:00:00;bw68;1,63;0,00;-7,163;98;125,81;33,23;9,00;45,01
02.05.22;03:10:00;bw68;1,35;0,00;-5,645;98;123,10;26,49;9,01;45,01
02.05.22;03:20:00;bw68;1,18;0,00;-6,761;98;117,10;12,46;9,16;45,01
02.05.22;03:30:00;bw68;1,07;0,00;-5,784;98;101,85;18,71;9,05;45,01
02.05.22;03:40:00;bw68;1,15;0,00;-3,667;98;83,66;23,11;9,10;45,01
02.05.22;03:50:00;bw68;1,23;0,00;-4,967;98;76,56;23,78;9,19;45,01
02.05.22;04:00:00;bw68;1,34;0,00;-7,016;98;69,53;21,05;9,19;45,01
02.05.22;04:10:00;bw68;1,27;0,00;-5,515;98;55,09;2,89;9,12;45,01
02.05.22;04:20:00;bw68;1,20;0,00;-6,588;98;59,43;0,53;9,00;45,01
02.05.22;04:30:00;bw68;1,15;0,00;-6,948;98;55,90;0,56;9,00;45,01
02.05.22;04:40:00;bw68;1,00;0,00;-4,589;98;53,51;0,54;9,11;45,01
02.05.22;04:50:00;bw68;0,93;0,00;-4,811;98;66,08;0,53;9,20;45,01
02.05.22;05:00:00;bw68;0,68;0,00;-5,562;98;72,88;0,55;9,29;45,01
02.05.22;05:10:00;bw68;0,64;0,00;-5,492;98;65,95;0,52;9,45;45,01
02.05.22;05:20:00;bw68;0,55;0,00;-6,524;98;71,67;0,54;9,31;45,01
02.05.22;05:30:00;bw68;0,52;0,00;-6,026;98;78,47;0,53;9,51;45,01
02.05.22;05:40:00;bw68;0,66;0,00;-3,665;98;48,48;0,51;9,57;45,01
02.05.22;05:50:00;bw68;0,60;0,00;-4,794;98;42,78;0,54;9,60;45,01
02.05.22;06:00:00;bw68;0,57;0,00;-5,252;98;40,54;0,50;9,67;45,01
02.05.22;06:10:00;bw68;0,66;0,00;-3,658;98;24,64;0,53;9,36;45,01
02.05.22;06:20:00;bw68;0,75;0,00;-4,754;98;10,90;0,53;9,28;45,01
02.05.22;06:30:00;bw68;0,91;0,00;-5,345;98;9,00;0,50;9,01;50,77
02.05.22;06:40:00;bw68;0,89;0,00;-4,114;98;14,96;0,53;8,97;95,75
02.05.22;06:50:00;bw68;1,00;0,00;-3,680;98;21,07;0,50;9,06;95,75
02.05.22;07:00:00;bw68;1,06;0,00;-3,623;98;18,09;0,51;9,00;95,75
02.05.22;07:10:00;bw68;0,95;0,00;-3,601;98;16,31;0,52;9,00;95,75
02.05.22;07:20:00;bw68;0,99;0,00;-3,597;98;23,51;0,49;9,04;95,75
02.05.22;07:30:00;bw68;1,27;0,00;-3,594;98;36,72;0,52;9,29;95,75
02.05.22;07:40:00;bw68;1,45;0,00;-3,568;98;34,58;0,49;9,39;95,75
02.05.22;07:50:00;bw68;1,52;0,00;-3,528;98;31,78;0,51;9,36;95,75
02.05.22;08:00:00;bw68;1,54;0,00;-3,563;98;34,94;0,51;9,36;95,75
02.05.22;08:10:00;bw68;1,33;0,00;-3,631;98;40,23;0,48;9,60;95,75
02.05.22;08:20:00;bw68;1,39;0,00;-3,597;98;51,39;0,51;9,67;95,75
02.05.22;08:30:00;bw68;1,43;0,00;-3,598;98;65,42;0,48;9,70;95,75
02.05.22;08:40:00;bw68;1,50;0,00;-3,603;98;66,29;0,51;9,70;95,75
02.05.22;08:50:00;bw68;1,37;0,00;-3,609;98;78,84;0,50;9,81;95,75
02.05.22;09:00:00;bw68;1,24;0,00;-3,553;98;75,32;0,48;9,90;95,75
02.05.22;09:10:00;bw68;1,08;0,00;-4,677;98;47,89;0,51;10,36;95,75
02.05.22;09:20:00;bw68;0,95;0,00;-5,221;98;28,91;0,47;10,51;95,75
02.05.22;09:30:00;bw68;1,12;0,00;-10,728;115;73,21;0,50;10,07;95,75
02.05.22;09:40:00;bw68;0,90;0,00;-5,250;148;50,61;0,49;9,59;95,75
02.05.22;09:50:00;bw68;0,79;0,00;-5,230;148;60,08;0,48;9,91;95,75
02.05.22;10:00:00;bw68;0,82;0,00;-6,252;148;53,30;0,51;9,66;95,75
02.05.22;10:10:00;bw68;0,77;0,00;-5,964;148;59,26;0,47;10,06;95,75
02.05.22;10:20:00;bw68;0,75;0,00;-6,524;148;65,04;0,50;10,82;95,75
02.05.22;10:30:00;bw68;0,79;0,00;-6,054;148;67,19;0,48;10,77;95,75
02.05.22;10:40:00;bw68;0,95;0,00;-5,958;148;83,04;0,48;11,26;95,75
02.05.22;10:50:00;bw68;1,24;0,00;-5,471;148;86,75;0,50;11,30;95,75
02.05.22;11:00:00;bw68;1,31;0,00;-5,433;148;91,36;0,47;11,24;95,75
02.05.22;11:10:00;bw68;1,22;0,00;-8,254;148;106,92;1,19;11,75;95,75
02.05.22;11:20:00;bw68;1,03;0,00;-8,371;148;114,05;2,04;10,86;95,75
02.05.22;11:30:00;bw68;1,09;0,00;-5,333;148;126,43;0,50;10,44;95,75
02.05.22;11:40:00;bw68;1,13;0,00;-4,839;148;153,34;0,50;10,62;95,75
02.05.22;11:50:00;bw68;0,99;0,00;-5,120;148;147,31;0,47;10,61;93,63
02.05.22;12:00:00;bw68;0,61;0,00;-4,840;148;151,95;0,50;10,52;91,93
02.05.22;12:10:00;bw68;0,47;0,00;-4,854;148;175,18;0,46;10,39;91,93
02.05.22;12:20:00;bw68;0,44;0,00;-4,874;148;44,24;0,49;10,39;91,93
02.05.22;12:30:00;bw68;0,52;0,00;-4,879;148;110,22;0,48;10,42;91,93
02.05.22;12:40:00;bw68;0,48;0,00;-4,869;148;18,20;0,46;10,41;91,93
02.05.22;12:50:00;bw68;0,58;0,00;-4,897;148;99,34;0,49;10,38;91,93
02.05.22;13:00:00;bw68;0,69;0,00;-4,853;148;125,69;0,46;10,35;91,93
02.05.22;13:10:00;bw68;0,58;0,00;-5,741;148;111,43;0,48;10,39;87,47
02.05.22;13:20:00;bw68;0,50;0,00;-5,901;148;159,52;0,47;10,46;92,99
02.05.22;13:30:00;bw68;0,63;0,00;-9,172;148;190,19;0,47;10,52;92,99
02.05.22;13:40:00;bw68;0,73;0,00;-8,129;148;230,81;0,49;10,93;92,99
02.05.22;13:50:00;bw68;0,70;0,00;-7,301;148;295,27;0,45;10,96;92,99
02.05.22;14:00:00;bw68;1,09;0,00;-10,078;148;297,17;0,49;10,40;92,99
02.05.22;14:10:00;bw68;1,06;0,00;-7,847;148;299,71;0,47;10,46;91,91
02.05.22;14:20:00;bw68;1,23;0,00;-7,724;148;288,02;0,49;10,54;91,20
02.05.22;14:30:00;bw68;1,95;0,00;-9,754;148;286,19;0,49;10,32;90,03
02.05.22;14:40:00;bw68;2,04;0,00;-7,130;148;279,18;0,48;10,07;90,03
02.05.22;14:50:00;bw68;2,49;0,00;-7,163;148;285,81;0,51;10,04;90,03
02.05.22;15:00:00;bw68;2,37;0,00;-9,025;148;287,40;0,48;10,20;90,03
02.05.22;15:10:00;bw68;2,28;0,00;-5,099;148;285,39;0,51;10,17;90,03
02.05.22;15:20:00;bw68;2,44;0,00;-5,102;148;284,01;0,50;10,19;90,03
02.05.22;15:30:00;bw68;2,56;0,00;-7,058;148;284,81;0,49;10,17;90,03
02.05.22;15:40:00;bw68;2,21;0,00;-3,530;148;285,76;0,52;10,24;90,03
02.05.22;15:50:00;bw68;2,59;0,00;-3,531;148;298,89;0,49;10,29;90,03
02.05.22;16:00:00;bw68;2,51;0,00;-6,500;148;293,19;0,51;10,31;90,03
02.05.22;16:10:00;bw68;2,72;0,00;-3,569;148;296,27;0,51;10,31;90,03
02.05.22;16:20:00;bw68;2,46;0,00;-3,587;148;296,40;0,50;10,35;90,03
02.05.22;16:30:00;bw68;2,78;0,00;-10,567;153;327,25;0,53;10,35;90,03
02.05.22;16:40:00;bw68;2,49;0,00;-14,887;265;323,28;0,49;10,56;90,03
02.05.22;16:50:00;bw68;2,38;0,00;-3,605;297;272,34;0,53;11,03;90,03
02.05.22;17:00:00;bw68;2,53;0,00;-6,618;297;289,67;0,52;10,65;90,03
02.05.22;17:10:00;bw68;2,87;0,00;-3,598;297;282,78;0,51;10,43;90,03
02.05.22;17:20:00;bw68;2,80;0,00;-3,661;297;292,22;0,54;10,36;90,03
02.05.22;17:30:00;bw68;3,12;0,00;-6,773;297;311,95;0,50;10,36;90,03
02.05.22;17:40:00;bw68;3,45;0,00;-6,730;301;317,57;1,19;10,46;89,05
02.05.22;17:50:00;bw68;3,53;0,00;-4,454;308;300,70;0,53;10,78;92,56
02.05.22;18:00:00;bw68;3,43;0,00;-3,861;308;293,71;0,51;10,85;92,56
02.05.22;18:10:00;bw68;3,05;0,00;-3,678;308;292,53;0,53;10,76;92,56
02.05.22;18:20:00;bw68;3,13;0,00;-3,579;308;276,21;0,50;10,72;92,56
02.05.22;18:30:00;bw68;3,19;0,00;-3,565;308;277,13;0,52;10,54;92,56
02.05.22;18:40:00;bw68;3,57;0,00;-3,591;308;287,40;0,51;10,30;92,56
02.05.22;18:50:00;bw68;2,76;0,00;-3,558;308;262,19;0,50;10,32;92,56
02.05.22;19:00:00;bw68;3,14;0,00;-3,602;308;270,44;0,52;10,24;92,56
02.05.22;19:10:00;bw68;3,51;0,00;-3,612;308;266,70;0,49;10,21;92,56
02.05.22;19:20:00;bw68;3,83;0,00;-3,761;308;262,60;0,52;10,10;92,56
02.05.22;19:30:00;bw68;3,93;0,00;-3,693;308;256,90;0,50;10,20;92,56
02.05.22;19:40:00;bw68;4,22;0,00;-3,677;308;259,13;0,49;10,04;92,56
02.05.22;19:50:00;bw68;4,09;0,00;-3,682;308;262,72;0,51;10,00;92,56
02.05.22;20:00:00;bw68;3,89;0,00;-3,581;308;266,19;0,47;10,00;92,56
02.05.22;20:10:00;bw68;4,26;0,00;-3,588;308;265,76;0,50;9,99;92,56
02.05.22;20:20:00;bw68;4,53;0,00;-3,535;308;266,66;0,47;10,00;92,56
02.05.22;20:30:00;bw68;4,70;0,00;-3,586;308;266,72;0,48;10,00;92,56
02.05.22;20:40:00;bw68;4,50;0,00;-3,930;308;264,40;0,49;10,00;92,56
02.05.22;20:50:00;bw68;4,24;0,00;-3,642;308;257,81;0,45;10,03;92,56
02.05.22;21:00:00;bw68;4,50;0,00;-3,839;308;261,22;0,48;10,00;92,56
02.05.22;21:10:00;bw68;4,50;0,00;-3,664;308;264,21;0,45;10,00;92,56
02.05.22;21:20:00;bw68;4,76;0,00;-3,701;308;263,15;0,47;10,00;92,56
02.05.22;21:30:00;bw68;4,96;0,00;-3,953;308;261,44;0,46;10,01;92,56
02.05.22;21:40:00;bw68;4,92;0,00;-3,719;308;260,14;0,45;10,04;92,56
02.05.22;21:50:00;bw68;5,15;0,00;-3,637;308;257,92;0,47;10,18;92,56
02.05.22;22:00:00;bw68;5,13;0,00;-3,650;308;258,79;0,42;10,20;92,56
02.05.22;22:10:00;bw68;5,21;0,00;-3,968;308;259,08;0,46;10,20;92,56
02.05.22;22:20:00;bw68;5,21;0,00;-3,682;308;257,94;0,42;10,24;92,56
02.05.22;22:30:00;bw68;5,55;0,00;-3,933;308;260,36;0,45;10,25;92,56
02.05.22;22:40:00;bw68;5,25;0,00;-3,943;308;264,37;0,43;10,26;92,56
02.05.22;22:50:00;bw68;5,68;0,00;-3,893;308;260,05;0,43;10,29;92,56
02.05.22;23:00:00;bw68;5,55;0,00;-4,217;308;261,86;0,45;10,28;92,56
02.05.22;23:10:00;bw68;5,80;0,00;-3,872;308;260,69;0,41;10,27;92,56
02.05.22;23:20:00;bw68;6,16;0,00;-3,943;308;265,96;0,48;10,25;92,56
02.05.22;23:30:00;bw68;7,26;0,00;-4,096;308;269,49;0,41;10,23;92,56
02.05.22;23:40:00;bw68;7,23;0,00;-4,267;308;269,92;0,43;10,31;92,56
02.05.22;23:50:00;bw68;6,91;0,00;-3,956;308;270,57;0,40;10,34;92,56
03.05.22;00:00:00;bw68;6,25;0,00;-4,167;308;285,13;0,64;10,30;92,56
03.05.22;00:10:00;bw68;5,48;0,00;-3,886;308;302,98;0,83;10,22;92,56
03.05.22;00:20:00;bw68;5,23;0,00;-3,902;308;310,43;1,15;10,14;92,56
03.05.22;00:30:00;bw68;5,91;0,00;-3,978;308;322,67;0,87;10,01;92,56
03.05.22;00:40:00;bw68;5,95;0,00;-4,291;308;328,84;0,52;9,95;92,56
03.05.22;00:50:00;bw68;5,75;0,00;-3,988;308;328,04;0,43;9,90;92,56
03.05.22;01:00:00;bw68;4,91;0,00;-4,392;308;331,92;0,42;9,90;92,56
