Datum (Anlage);Zeit (Anlage);Identifier (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
30.05.22;08:40:00;bw45;3,71;0,00;-4,134;286;310,17;-0,47;11,36;91,67
30.05.22;08:50:00;bw45;3,30;0,00;-6,797;293;300,48;-0,59;11,35;91,67
30.05.22;09:00:00;bw45;3,05;0,00;-4,365;293;305,31;-0,61;11,36;91,67
30.05.22;09:10:00;bw45;2,76;0,00;-5,176;296;327,32;-0,61;11,57;91,67
30.05.22;09:20:00;bw45;2,51;0,00;-5,951;311;299,58;-0,60;11,63;91,67
30.05.22;09:30:00;bw45;2,01;0,00;-5,101;311;312,30;-0,60;11,75;91,67
30.05.22;09:40:00;bw45;2,13;0,00;-4,158;311;305,81;-0,60;11,75;91,67
30.05.22;09:50:00;bw45;2,32;0,00;-6,083;311;326,59;-0,63;11,71;91,67
30.05.22;10:00:00;bw45;2,46;0,00;-4,357;311;294,78;-0,61;11,64;91,67
30.05.22;10:10:00;bw45;2,24;0,00;-4,676;311;286,54;-0,61;11,70;91,67
30.05.22;10:20:00;bw45;2,24;0,00;-6,252;311;283,53;-0,61;11,78;91,67
30.05.22;10:30:00;bw45;1,94;0,00;-4,180;311;281,85;-0,59;11,83;91,67
30.05.22;10:40:00;bw45;1,87;0,00;-4,548;311;280,53;-0,64;12,04;91,67
30.05.22;10:50:00;bw45;2,35;0,00;-6,009;311;266,52;-0,62;12,00;91,67
30.05.22;11:00:00;bw45;2,50;0,00;-4,598;311;275,35;-0,62;11,88;91,67
30.05.22;11:10:00;bw45;2,11;0,00;-4,571;311;266,10;-0,62;11,92;91,67
30.05.22;11:20:00;bw45;2,17;0,00;-5,918;311;262,17;-0,64;12,02;91,67
30.05.22;11:30:00;bw45;1,48;0,00;-4,647;311;246,74;-0,65;12,16;91,67
30.05.22;11:40:00;bw45;1,42;0,00;-4,457;311;263,11;-0,64;12,10;91,67
30.05.22;11:50:00;bw45;1,60;0,00;-5,978;311;259,14;-0,63;12,24;91,67
30.05.22;12:00:00;bw45;2,17;0,00;-4,767;311;262,85;-0,65;12,14;91,67
30.05.22;12:10:00;bw45;2,55;0,00;-4,477;311;248,09;-0,66;12,02;91,67
30.05.22;12:20:00;bw45;2,52;0,00;-6,047;311;248,10;-0,67;11,94;91,67
30.05.22;12:30:00;bw45;1,63;0,00;-4,689;311;253,20;-0,65;12,04;91,67
30.05.22;12:40:00;bw45;1,53;0,00;-4,291;311;245,23;-0,66;12,02;91,67
30.05.22;12:50:00;bw45;2,35;0,00;-5,881;311;244,54;-0,67;11,98;91,67
30.05.22;13:00:00;bw45;2,05;0,00;-4,144;311;238,71;-0,68;11,80;91,67
30.05.22;13:10:00;bw45;2,77;0,00;-4,468;311;237,14;-0,67;11,65;91,67
30.05.22;13:20:00;bw45;2,94;0,00;-9,424;277;213,62;-0,67;11,68;91,67
30.05.22;13:30:00;bw45;2,25;0,00;-4,160;250;235,21;-0,68;11,99;91,67
30.05.22;13:40:00;bw45;2,12;0,00;-4,164;250;251,47;-0,70;12,11;91,67
30.05.22;13:50:00;bw45;1,95;0,00;-6,308;250;255,57;-0,68;12,08;91,67
30.05.22;14:00:00;bw45;2,19;0,00;-4,275;250;258,61;-0,68;12,03;91,67
30.05.22;14:10:00;bw45;2,39;0,00;-4,275;250;269,89;-0,69;12,02;91,67
30.05.22;14:20:00;bw45;2,47;0,00;-6,015;250;272,61;-0,70;12,09;91,67
30.05.22;14:30:00;bw45;2,76;0,00;-4,504;250;272,30;-0,72;12,09;91,67
30.05.22;14:40:00;bw45;2,27;0,00;-4,405;250;262,61;-0,71;12,12;91,67
30.05.22;14:50:00;bw45;2,05;0,00;-6,152;250;274,24;-0,70;12,29;91,67
30.05.22;15:00:00;bw45;1,80;0,00;-4,273;250;231,33;-0,70;12,30;91,67
30.05.22;15:10:00;bw45;1,73;0,00;-4,490;250;247,54;-0,72;12,36;91,67
30.05.22;15:20:00;bw45;1,37;0,00;-5,931;250;246,26;-0,70;12,53;91,67
30.05.22;15:30:00;bw45;1,29;0,00;-4,278;250;252,16;-0,70;12,57;91,67
30.05.22;15:40:00;bw45;1,59;0,00;-4,155;250;223,64;-0,71;12,47;91,67
30.05.22;15:50:00;bw45;1,39;0,00;-6,052;250;207,41;-0,73;12,31;91,67
30.05.22;16:00:00;bw45;1,86;0,00;-4,179;250;203,98;-0,71;12,31;91,67
30.05.22;16:10:00;bw45;1,80;0,00;-4,181;250;205,54;-0,70;12,20;91,67
30.05.22;16:20:00;bw45;1,51;0,00;-6,007;250;213,96;-0,70;12,28;91,67
30.05.22;16:30:00;bw45;1,91;0,00;-4,295;250;238,34;-0,73;12,20;91,67
30.05.22;16:40:00;bw45;2,65;0,00;-4,169;250;234,03;-0,71;12,16;91,67
30.05.22;16:50:00;bw45;2,60;0,00;-6,173;250;249,39;-0,71;12,17;91,67
30.05.22;17:00:00;bw45;2,49;0,00;-4,203;250;262,42;-0,71;12,20;91,67
30.05.22;17:10:00;bw45;2,44;0,00;-4,465;250;249,36;-0,56;12,17;91,67
30.05.22;17:20:00;bw45;2,47;0,00;-6,300;250;266,60;-0,73;12,16;91,67
30.05.22;17:30:00;bw45;2,50;0,00;-4,362;250;258,99;-0,71;12,25;91,67
30.05.22;17:40:00;bw45;2,73;0,00;-4,392;250;261,86;-0,70;12,20;91,67
30.05.22;17:50:00;bw45;2,63;0,00;-6,109;250;259,48;-0,71;12,32;91,67
30.05.22;18:00:00;bw45;2,31;0,00;-4,364;250;263,26;-0,72;12,41;91,67
30.05.22;18:10:00;bw45;2,17;0,00;-4,396;250;261,82;-0,70;12,43;91,67
30.05.22;18:20:00;bw45;2,30;0,00;-6,121;250;271,21;-0,70;12,41;91,67
30.05.22;18:30:00;bw45;2,36;0,00;-4,400;250;274,16;-0,71;12,38;91,67
30.05.22;18:40:00;bw45;2,25;0,00;-4,446;250;265,91;-0,72;12,36;91,67
30.05.22;18:50:00;bw45;1,90;0,00;-5,959;250;276,82;-0,70;12,43;91,67
30.05.22;19:00:00;bw45;1,92;0,00;-4,346;250;290,89;-0,70;12,48;91,67
30.05.22;19:10:00;bw45;2,17;0,00;-4,431;250;298,68;-0,72;12,42;91,67
30.05.22;19:20:00;bw45;1,95;0,00;-5,936;250;291,81;-0,71;12,43;91,67
30.05.22;19:30:00;bw45;1,78;0,00;-4,484;250;289,45;-0,70;12,35;91,67
30.05.22;19:40:00;bw45;1,23;0,00;-4,192;250;288,37;-0,69;12,49;91,67
30.05.22;19:50:00;bw45;0,92;0,00;-5,553;250;264,03;-0,72;12,43;91,67
30.05.22;20:00:00;bw45;0,62;0,00;-4,407;250;253,32;-0,70;12,43;91,67
30.05.22;20:10:00;bw45;0,40;0,00;-3,891;250;227,59;-0,69;12,38;91,67
30.05.22;20:20:00;bw45;0,39;0,00;-5,501;250;208,75;-0,70;12,48;91,67
30.05.22;20:30:00;bw45;0,65;0,00;-4,075;250;169,62;-0,70;12,04;91,67
30.05.22;20:40:00;bw45;0,53;0,00;-3,688;250;163,66;-0,69;12,02;91,67
30.05.22;20:50:00;bw45;0,77;0,00;-5,554;250;148,48;-0,69;11,87;91,67
30.05.22;21:00:00;bw45;0,60;0,00;-4,195;250;127,28;-0,71;12,05;91,67
30.05.22;21:10:00;bw45;0,79;0,00;-3,909;250;142,00;-0,70;11,96;91,67
30.05.22;21:20:00;bw45;0,70;0,00;-5,606;250;132,72;-0,69;12,06;91,67
30.05.22;21:30:00;bw45;0,93;0,00;-5,062;250;138,57;-0,68;11,77;91,67
30.05.22;21:40:00;bw45;1,18;0,00;-4,806;250;148,15;-0,69;11,71;91,67
30.05.22;21:50:00;bw45;1,09;0,00;-6,729;250;149,09;-0,70;11,71;91,67
30.05.22;22:00:00;bw45;1,77;0,00;-3,972;250;148,19;-0,68;11,61;91,67
30.05.22;22:10:00;bw45;1,91;0,00;-3,816;250;148,44;-0,67;11,53;91,67
30.05.22;22:20:00;bw45;2,43;0,00;-5,667;250;149,64;-0,67;11,52;91,67
30.05.22;22:30:00;bw45;2,55;0,00;-4,475;250;150,84;-0,70;11,50;91,67
30.05.22;22:40:00;bw45;1,77;0,00;-5,134;250;163,06;-0,68;11,54;91,67
30.05.22;22:50:00;bw45;2,52;0,00;-6,469;250;161,13;-0,68;11,47;91,67
30.05.22;23:00:00;bw45;2,76;0,00;-9,780;217;96,53;-0,68;11,49;91,67
30.05.22;23:10:00;bw45;2,42;0,00;-4,970;160;163,57;-0,68;11,56;91,67
30.05.22;23:20:00;bw45;2,09;0,00;-7,099;160;140,95;-0,69;11,57;91,67
30.05.22;23:30:00;bw45;2,22;0,00;-4,803;160;166,38;-0,67;11,64;91,67
30.05.22;23:40:00;bw45;2,14;0,00;-4,827;160;169,57;-0,67;11,51;91,67
30.05.22;23:50:00;bw45;1,98;0,00;-5,936;160;138,64;-0,66;11,55;91,67
31.05.22;00:00:00;bw45;2,33;0,00;-4,405;160;128,78;-0,67;11,54;91,67
31.05.22;00:10:00;bw45;2,05;0,00;-3,870;160;145,99;-0,68;11,66;91,67
31.05.22;00:20:00;bw45;2,12;0,00;-5,983;160;161,38;-0,66;11,64;91,67
31.05.22;00:30:00;bw45;2,32;0,00;-5,093;160;172,21;-0,65;11,63;91,67
31.05.22;00:40:00;bw45;2,23;0,00;-5,346;160;176,54;-0,65;11,65;91,67
31.05.22;00:50:00;bw45;1,68;0,00;-6,498;160;169,09;-0,67;11,70;91,67
31.05.22;01:00:00;bw45;1,49;0,00;-4,780;160;158,55;-0,66;11,70;91,67
31.05.22;01:10:00;bw45;1,94;0,00;-5,074;160;164,72;-0,65;11,63;91,67
31.05.22;01:20:00;bw45;1,79;0,00;-6,557;160;164,31;-0,65;11,62;91,67
31.05.22;01:30:00;bw45;1,72;0,00;-3,847;160;168,22;-0,65;11,69;91,67
31.05.22;01:40:00;bw45;1,53;0,00;-3,846;160;176,14;-0,66;11,69;91,67
31.05.22;01:50:00;bw45;1,96;0,00;-6,140;160;177,60;-0,66;11,64;91,67
31.05.22;02:00:00;bw45;1,49;0,00;-5,274;160;159,53;-0,65;11,70;91,67
31.05.22;02:10:00;bw45;1,51;0,00;-4,760;160;149,94;-0,64;11,70;91,67
31.05.22;02:20:00;bw45;1,49;0,00;-6,472;160;137,71;-0,64;11,70;91,67
31.05.22;02:30:00;bw45;1,59;0,00;-5,488;160;136,29;-0,65;11,70;91,67
31.05.22;02:40:00;bw45;1,23;0,00;-4,939;160;132,63;-0,65;11,70;91,67
31.05.22;02:50:00;bw45;1,11;0,00;-6,513;160;126,36;-0,64;11,70;91,67
31.05.22;03:00:00;bw45;1,56;0,00;-4,786;160;122,72;-0,64;11,70;91,67
31.05.22;03:10:00;bw45;1,49;0,00;-5,350;160;122,62;-0,64;11,70;91,67
31.05.22;03:20:00;bw45;1,72;0,00;-6,262;160;123,50;-0,65;11,71;91,67
31.05.22;03:30:00;bw45;2,01;0,00;-3,850;160;113,86;-0,65;11,70;91,67
31.05.22;03:40:00;bw45;1,98;0,00;-3,859;160;124,38;-0,64;11,71;91,67
31.05.22;03:50:00;bw45;1,86;0,00;-6,819;160;127,65;-0,63;11,76;91,67
31.05.22;04:00:00;bw45;1,72;0,00;-5,188;160;121,36;-0,63;11,80;91,67
31.05.22;04:10:00;bw45;2,04;0,00;-4,788;160;133,67;-0,65;11,75;91,67
31.05.22;04:20:00;bw45;1,98;0,00;-6,702;160;120,05;-0,65;11,94;91,67
31.05.22;04:30:00;bw45;2,18;0,00;-5,156;160;115,51;-0,63;12,03;91,67
31.05.22;04:40:00;bw45;2,00;0,00;-5,093;160;112,91;-0,63;12,13;91,67
31.05.22;04:50:00;bw45;2,07;0,00;-6,519;160;114,03;-0,63;12,16;91,67
31.05.22;05:00:00;bw45;2,33;0,00;-5,006;160;113,64;-0,65;12,03;91,67
31.05.22;05:10:00;bw45;2,25;0,00;-4,303;160;110,48;-0,64;12,08;91,67
31.05.22;05:20:00;bw45;2,78;0,00;-5,833;160;118,46;-0,63;12,10;91,67
31.05.22;05:30:00;bw45;3,08;0,00;-4,918;142;121,20;-0,63;12,11;91,67
31.05.22;05:40:00;bw45;3,15;0,00;-5,341;132;127,99;-0,63;12,10;91,67
31.05.22;05:50:00;bw45;3,29;0,00;-7,046;131;126,38;-0,66;12,06;91,67
31.05.22;06:00:00;bw45;3,19;0,00;-5,147;131;138,81;-0,65;12,04;91,67
31.05.22;06:10:00;bw45;3,31;0,00;-5,072;131;147,62;-0,64;12,06;91,67
31.05.22;06:20:00;bw45;3,12;0,00;-6,928;131;139,65;-0,64;12,06;91,67
31.05.22;06:30:00;bw45;3,18;0,00;-5,171;131;135,74;-0,64;12,10;91,67
31.05.22;06:40:00;bw45;3,07;0,00;-4,873;131;145,86;-0,66;12,10;91,67
31.05.22;06:50:00;bw45;3,07;0,00;-6,587;131;143,42;-0,65;12,14;91,67
31.05.22;07:00:00;bw45;2,94;0,00;-5,407;131;144,04;-0,64;12,30;91,67
31.05.22;07:10:00;bw45;3,22;0,00;-4,936;131;148,72;-0,64;12,51;91,67
31.05.22;07:20:00;bw45;3,48;0,00;-5,860;131;150,91;-0,65;12,54;91,67
31.05.22;07:30:00;bw45;3,53;0,00;-4,871;137;147,29;-0,64;12,59;91,67
31.05.22;07:40:00;bw45;3,61;0,00;-4,347;144;156,92;-0,66;12,48;91,67
31.05.22;07:50:00;bw45;3,83;0,00;-5,928;144;168,87;-0,65;12,53;91,67
31.05.22;08:00:00;bw45;3,76;0,00;-5,544;160;141,94;-0,65;12,53;91,67
31.05.22;08:10:00;bw45;3,80;0,00;-5,199;150;140,90;-0,66;12,67;91,67
31.05.22;08:20:00;bw45;3,67;0,00;-6,022;146;149,92;-0,68;12,81;91,67
31.05.22;08:30:00;bw45;3,69;0,00;-4,759;146;136,58;-0,65;12,83;91,67
31.05.22;08:40:00;bw45;3,17;0,00;-4,347;146;139,90;-0,52;12,88;91,67
31.05.22;08:50:00;bw45;3,48;0,00;-6,117;146;142,74;-0,67;12,81;91,67
31.05.22;09:00:00;bw45;3,35;0,00;-5,054;146;126,82;-0,68;12,84;91,67
31.05.22;09:10:00;bw45;3,37;0,00;-5,560;133;117,56;-0,69;12,84;91,67
31.05.22;09:20:00;bw45;3,19;0,00;-6,134;124;139,56;-0,67;12,78;91,67
31.05.22;09:30:00;bw45;3,02;0,00;-4,542;124;139,16;-0,56;12,81;91,67
31.05.22;09:40:00;bw45;3,25;0,00;-4,296;124;132,74;-0,60;12,71;91,67
31.05.22;09:50:00;bw45;3,56;0,00;-6,154;124;127,23;-0,69;12,60;91,67
31.05.22;10:00:00;bw45;3,37;0,00;-4,902;124;126,33;-0,66;12,70;91,67
31.05.22;10:10:00;bw45;3,64;0,00;-4,248;124;128,71;-0,67;12,66;91,67
31.05.22;10:20:00;bw45;3,41;0,00;-6,118;124;138,18;-0,37;12,81;91,67
31.05.22;10:30:00;bw45;3,48;0,00;-4,292;124;130,21;-0,57;12,89;91,67
31.05.22;10:40:00;bw45;3,14;0,00;-4,522;124;130,34;-0,68;12,92;91,67
31.05.22;10:50:00;bw45;3,64;0,00;-6,402;124;125,60;-0,67;12,87;91,67
31.05.22;11:00:00;bw45;3,67;0,00;-4,228;124;123,77;-0,70;12,91;91,67
31.05.22;11:10:00;bw45;3,59;0,00;-4,156;124;121,95;-0,69;12,97;91,67
31.05.22;11:20:00;bw45;3,57;0,00;-5,901;124;111,94;-0,69;12,96;91,67
31.05.22;11:30:00;bw45;3,38;0,00;-4,441;124;119,00;-0,69;12,95;91,67
31.05.22;11:40:00;bw45;3,54;0,00;-4,175;124;112,94;-0,57;13,03;91,67
31.05.22;11:50:00;bw45;3,31;0,00;-6,316;124;115,91;-0,39;12,93;91,67
31.05.22;12:00:00;bw45;3,61;0,00;-4,183;124;115,14;-0,70;12,88;91,67
31.05.22;12:10:00;bw45;3,41;0,00;-4,205;124;113,93;-0,70;12,86;91,67
31.05.22;12:20:00;bw45;3,17;0,00;-6,265;124;111,47;-0,72;12,91;91,67
31.05.22;12:30:00;bw45;3,18;0,00;-4,337;124;114,27;-0,71;12,90;91,67
31.05.22;12:40:00;bw45;3,25;0,00;-4,204;124;115,85;-0,71;12,94;91,67
31.05.22;12:50:00;bw45;3,93;0,00;-6,276;124;109,81;-0,71;12,99;91,67
31.05.22;13:00:00;bw45;4,05;0,00;-4,329;124;112,29;-0,72;13,12;91,67
31.05.22;13:10:00;bw45;3,97;0,00;-4,515;124;103,50;-0,73;13,10;91,67
31.05.22;13:20:00;bw45;3,93;0,00;-7,716;118;91,63;-0,72;13,13;91,67
31.05.22;13:30:00;bw45;4,00;0,00;-4,492;104;124,04;-0,72;13,12;91,67
31.05.22;13:40:00;bw45;4,57;0,00;-5,291;107;139,01;-0,72;13,11;91,67
31.05.22;13:50:00;bw45;4,53;0,00;-6,380;120;113,08;-0,74;13,14;91,67
31.05.22;14:00:00;bw45;4,62;0,00;-4,549;120;104,33;-0,73;13,31;91,67
31.05.22;14:10:00;bw45;4,40;0,00;-5,410;114;91,77;-0,72;13,40;91,67
31.05.22;14:20:00;bw45;4,16;0,00;-6,064;105;115,27;-0,72;13,29;91,67
31.05.22;14:30:00;bw45;4,25;0,00;-4,439;105;107,48;-0,71;13,34;91,67
31.05.22;14:40:00;bw45;3,92;0,00;-4,584;105;114,87;-0,73;13,32;91,67
31.05.22;14:50:00;bw45;3,97;0,00;-6,144;105;115,16;-0,72;13,47;91,67
31.05.22;15:00:00;bw45;4,24;0,00;-4,658;105;123,14;-0,72;13,49;91,67
31.05.22;15:10:00;bw45;3,74;0,00;-4,458;105;115,70;-0,74;13,59;91,67
31.05.22;15:20:00;bw45;3,87;0,00;-6,065;105;113,68;-0,73;13,59;91,67
31.05.22;15:30:00;bw45;4,07;0,00;-4,315;105;106,19;-0,72;13,55;91,67
31.05.22;15:40:00;bw45;4,44;0,00;-4,463;105;103,01;-0,72;13,68;91,67
31.05.22;15:50:00;bw45;4,70;0,00;-6,322;105;100,08;-0,75;13,78;91,67
31.05.22;16:00:00;bw45;4,29;0,00;-4,606;105;100,51;-0,73;13,81;91,67
31.05.22;16:10:00;bw45;4,02;0,00;-4,313;105;96,32;-0,73;13,88;91,67
31.05.22;16:20:00;bw45;4,37;0,00;-6,095;105;90,34;-0,74;14,00;91,67
31.05.22;16:30:00;bw45;4,78;0,00;-4,405;105;95,10;-0,75;14,00;91,67
31.05.22;16:40:00;bw45;4,63;0,00;-4,304;105;100,27;-0,73;13,97;91,67
31.05.22;16:50:00;bw45;3,96;0,00;-6,007;105;105,59;-0,73;13,79;91,67
31.05.22;17:00:00;bw45;4,49;0,00;-4,862;105;106,58;-0,43;13,98;91,67
31.05.22;17:10:00;bw45;3,45;0,00;-4,802;105;127,10;-0,75;14,27;91,67
31.05.22;17:20:00;bw45;3,43;0,00;-6,591;120;100,33;-0,67;14,41;91,67
31.05.22;17:30:00;bw45;3,50;0,00;-4,498;120;98,24;-0,73;14,52;91,67
31.05.22;17:40:00;bw45;2,95;0,00;-4,504;120;108,88;-0,76;14,68;91,67
31.05.22;17:50:00;bw45;2,84;0,00;-6,021;120;102,53;-0,74;14,72;91,67
31.05.22;18:00:00;bw45;2,98;0,00;-4,692;120;77,29;-0,74;14,87;91,67
31.05.22;18:10:00;bw45;3,03;0,00;-5,123;102;112,47;-0,74;14,64;91,67
31.05.22;18:20:00;bw45;3,21;0,00;-6,076;102;115,77;-0,76;14,28;91,67
31.05.22;18:30:00;bw45;3,88;0,00;-5,715;109;147,95;-0,64;14,03;91,67
31.05.22;18:40:00;bw45;3,59;0,00;-5,108;137;161,19;-0,73;13,81;91,67
31.05.22;18:50:00;bw45;3,39;0,00;-8,067;172;193,51;-0,06;13,48;91,67
31.05.22;19:00:00;bw45;3,19;0,00;-5,733;160;162,56;-0,76;13,47;91,67
31.05.22;19:10:00;bw45;3,23;0,00;-4,529;154;155,63;0,65;13,43;91,67
31.05.22;19:20:00;bw45;3,17;0,00;-7,143;151;132,05;-0,17;13,51;91,67
31.05.22;19:30:00;bw45;3,21;0,00;-4,052;142;125,63;-0,75;13,52;91,67
31.05.22;19:40:00;bw45;3,00;0,00;-3,935;142;135,18;-0,76;13,58;91,67
31.05.22;19:50:00;bw45;2,76;0,00;-6,676;142;127,36;-0,74;13,59;91,67
31.05.22;20:00:00;bw45;2,54;0,00;-4,990;142;121,52;-0,73;13,47;91,67
31.05.22;20:10:00;bw45;3,12;0,00;-6,268;139;100,08;-0,76;13,20;91,67
31.05.22;20:20:00;bw45;3,46;0,00;-6,539;121;120,07;-0,75;13,14;91,67
31.05.22;20:30:00;bw45;3,87;0,00;-3,788;121;109,75;-0,74;13,19;91,67
31.05.22;20:40:00;bw45;3,50;0,00;-5,084;113;81,23;-0,73;13,20;91,67
31.05.22;20:50:00;bw45;3,17;0,00;-5,467;98;93,16;-0,75;13,20;91,67
31.05.22;21:00:00;bw45;3,33;0,00;-3,857;98;105,86;-0,74;13,12;91,67
31.05.22;21:10:00;bw45;3,69;0,00;-5,005;105;130,05;-0,73;13,10;91,67
31.05.22;21:20:00;bw45;3,23;0,00;-5,615;115;105,73;-0,73;13,10;91,67
31.05.22;21:30:00;bw45;2,81;0,00;-4,763;104;102,11;-0,74;13,10;91,67
31.05.22;21:40:00;bw45;3,15;0,00;-3,946;102;85,85;-0,74;13,13;91,67
31.05.22;21:50:00;bw45;3,21;0,00;-6,321;98;76,64;-0,73;13,11;91,67
31.05.22;22:00:00;bw45;3,16;0,00;-4,065;91;89,91;-0,73;13,09;91,67
31.05.22;22:10:00;bw45;3,23;0,00;-4,995;91;90,30;-0,72;13,12;91,67
31.05.22;22:20:00;bw45;2,85;0,00;-6,663;91;88,85;-0,74;13,16;91,67
31.05.22;22:30:00;bw45;2,91;0,00;-5,168;91;102,18;-0,74;13,11;91,67
31.05.22;22:40:00;bw45;3,33;0,00;-5,329;91;104,36;-0,73;13,10;91,67
31.05.22;22:50:00;bw45;3,10;0,00;-6,425;91;105,50;-0,72;13,10;91,67
31.05.22;23:00:00;bw45;2,81;0,00;-4,190;91;97,55;-0,72;13,14;91,67
31.05.22;23:10:00;bw45;2,68;0,00;-4,302;91;94,22;-0,74;13,15;91,67
31.05.22;23:20:00;bw45;2,59;0,00;-5,913;91;71,32;-0,72;13,15;91,67
31.05.22;23:30:00;bw45;2,91;0,00;-5,504;84;65,10;-0,71;13,14;91,67
31.05.22;23:40:00;bw45;3,20;0,00;-5,182;78;80,43;-0,71;13,07;91,67
31.05.22;23:50:00;bw45;3,12;0,00;-6,742;78;81,78;-0,73;13,06;91,67
01.05.22;00:00:00;bw27;2,38;0,34;-5,569;328;296,78;52,16;9,06;45,00
01.05.22;00:10:00;bw27;2,31;0,43;-7,740;328;304,41;54,97;9,00;45,00
01.05.22;00:20:00;bw27;2,61;0,48;-5,558;328;300,08;58,17;9,01;45,00
01.05.22;00:30:00;bw27;2,69;0,62;-7,328;314;309,79;71,97;8,87;45,00
01.05.22;00:40:00;bw27;2,90;0,68;-7,923;309;323,16;78,67;8,78;45,00
01.05.22;00:50:00;bw27;2,89;0,64;-5,459;309;328,02;74,21;8,76;45,00
01.05.22;01:00:00;bw27;2,55;0,53;-5,419;309;335,66;61,60;8,80;45,00
01.05.22;01:10:00;bw27;2,41;0,42;-7,948;309;330,51;55,05;8,63;45,00
01.05.22;01:20:00;bw27;2,25;0,50;-5,425;309;318,90;58,11;8,65;45,00
01.05.22;01:30:00;bw27;2,30;0,48;-5,412;309;329,71;57,68;8,62;45,00
01.05.22;01:40:00;bw27;2,56;0,54;-7,848;309;328,88;63,08;8,57;45,00
01.05.22;01:50:00;bw27;2,47;0,57;-5,416;309;319,53;65,92;8,52;45,00
01.05.22;02:00:00;bw27;2,35;0,54;-5,504;309;310,53;62,80;8,53;45,00
01.05.22;02:10:00;bw27;2,18;0,41;-7,892;309;297,67;52,79;8,60;45,00
01.05.22;02:20:00;bw27;2,15;0,43;-5,503;309;306,10;53,46;8,60;45,00
01.05.22;02:30:00;bw27;2,97;0,56;-8,764;305;268,73;67,21;8,52;45,00
01.05.22;02:40:00;bw27;3,14;0,52;-10,606;279;331,07;68,45;8,62;45,00
01.05.22;02:50:00;bw27;3,08;0,64;-8,622;298;244,48;73,48;8,69;45,00
01.05.22;03:00:00;bw27;2,50;0,41;-5,421;268;297,97;58,21;8,75;45,00
01.05.22;03:10:00;bw27;2,64;0,25;-7,946;268;310,16;41,84;8,73;45,00
01.05.22;03:20:00;bw27;2,77;0,31;-8,296;284;328,57;47,20;8,68;45,00
01.05.22;03:30:00;bw27;1,41;0,00;-5,414;298;329,98;10,26;8,91;45,00
01.05.22;03:40:00;bw27;2,84;0,35;-7,988;298;333,68;57,32;8,72;45,00
01.05.22;03:50:00;bw27;1,88;0,28;-5,154;307;304,18;46,45;8,58;45,00
01.05.22;04:00:00;bw27;2,13;0,30;-3,823;308;326,85;49,73;8,61;45,00
01.05.22;04:10:00;bw27;2,98;0,66;-8,608;306;279,46;77,37;8,50;42,94
01.05.22;04:20:00;bw27;1,88;3,45;-18,180;290;308,39;400,59;8,57;2,14
01.05.22;04:30:00;bw27;2,78;0,95;-7,711;308;319,07;107,30;8,49;42,58
01.05.22;04:40:00;bw27;2,70;0,51;-3,807;308;319,12;64,11;8,52;45,00
01.05.22;04:50:00;bw27;3,13;0,71;-3,920;308;318,57;82,97;8,45;45,00
01.05.22;05:00:00;bw27;3,67;5,26;27,607;313;306,42;611,32;8,43;8,00
01.05.22;05:10:00;bw27;2,68;1,06;-11,964;307;311,77;119,91;8,48;42,43
01.05.22;05:20:00;bw27;2,60;0,52;-3,885;307;320,39;62,79;8,40;45,00
01.05.22;05:30:00;bw27;2,58;0,54;-3,845;307;310,23;64,87;8,48;45,00
01.05.22;05:40:00;bw27;2,58;0,53;-6,016;307;320,40;64,66;8,47;45,00
01.05.22;05:50:00;bw27;2,21;0,43;-3,840;307;318,38;55,55;8,42;45,00
01.05.22;06:00:00;bw27;2,58;0,51;-3,849;307;321,60;61,37;8,48;45,00
01.05.22;06:10:00;bw27;2,93;0,45;-9,213;318;358,66;59,17;8,44;45,00
01.05.22;06:20:00;bw27;2,63;0,34;-3,836;339;297,67;46,37;8,49;45,00
01.05.22;06:30:00;bw27;2,86;0,42;-5,720;334;288,24;54,43;8,48;45,00
01.05.22;06:40:00;bw27;3,05;0,62;-6,925;320;301,20;71,39;8,45;45,00
01.05.22;06:50:00;bw27;2,39;0,31;-5,896;292;316,87;49,36;8,51;45,00
01.05.22;07:00:00;bw27;2,72;0,40;-5,627;300;331,60;60,63;8,52;45,00
01.05.22;07:10:00;bw27;2,44;0,52;-6,410;311;311,27;60,84;8,51;45,00
01.05.22;07:20:00;bw27;2,43;0,44;-3,834;311;314,15;59,11;8,56;45,00
01.05.22;07:30:00;bw27;2,22;0,42;-3,887;311;329,91;54,58;8,53;45,00
01.05.22;07:40:00;bw27;2,54;0,41;-6,397;311;287,52;58,55;8,61;45,00
01.05.22;07:50:00;bw27;1,91;0,24;-3,848;311;297,13;47,90;8,81;45,00
01.05.22;08:00:00;bw27;1,60;0,05;-3,837;311;302,74;41,29;9,10;45,00
01.05.22;08:10:00;bw27;1,56;0,11;-6,391;311;297,59;35,41;9,21;45,00
01.05.22;08:20:00;bw27;1,58;0,04;-3,823;311;300,82;35,12;9,31;45,00
01.05.22;08:30:00;bw27;1,33;0,00;-3,817;311;319,96;20,83;9,85;45,00
01.05.22;08:40:00;bw27;1,04;0,00;-6,408;311;319,67;10,19;10,27;45,00
01.05.22;08:50:00;bw27;0,78;0,00;-3,812;311;311,63;0,60;10,47;45,00
